SITE_ID,VISIT_NO,LAKE_ORIGIN12,BENT_COND,CHLA_COND,NTL_COND,PTL_COND,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,SEDHG_MTH_TOP_COND,SEDHG_TOT_BTM_COND,SEDHG_TOT_TOP_COND,CHLL_REC,CYNL_REC,MICL_REC,WSA9_LO
NLA12_WA-141,1,NATURAL,Fair,Fair,Fair,Good,Small,Good,Good,Fair,Fair,High,Low,High,Low,Low,Low,WMT_NATURAL
NLA12_RI-113,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Good,Good,Good,Good,High,Not Assessed,High,Low,Low,Low,NAP_MAN_MADE
NLA12_SD-111,1,NATURAL,Not Assessed,Poor,Poor,Poor,Small,Good,Fair,Poor,Fair,Low,Low,Medium,High,High,High,TPL_NATURAL
NLA12_NJ-102,1,MAN_MADE,Fair,Good,Poor,Poor,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,Low,No Detect,NAP_MAN_MADE
NLA12_NJ-119,1,MAN_MADE,Poor,Fair,Good,Fair,Small,Good,Poor,Fair,Poor,High,Not Assessed,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_UT-222,1,RESERVOIR,Poor,Fair,Poor,Poor,Large,Good,Poor,Poor,Poor,High,Not Assessed,Low,High,High,Low,WMT_MAN_MADE
NLA12_UT-137,1,NATURAL_ENH,Poor,Fair,Poor,Poor,Large,Poor,Poor,Poor,Poor,High,Low,Medium,Low,Low,Low,WMT_NATURAL
NLA12_ID-112,1,NATURAL,Fair,Fair,Fair,Fair,Small,Good,Good,Good,Fair,Medium,Medium,Medium,Low,Not Assessed,No Detect,WMT_NATURAL
NLA12_ID-102,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-108,1,NATURAL,Good,Good,Good,Good,Small,Good,Fair,Fair,Fair,High,High,Not Assessed,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-207,1,RESERVOIR,Fair,Poor,Good,Fair,Small,Good,Good,Fair,Good,Low,Medium,Medium,Moderate,Low,No Detect,WMT_MAN_MADE
NLA12_CO-101,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Large,Poor,Good,Good,Good,Low,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_TX-136,1,MAN_MADE,Fair,Good,Poor,Poor,Small,Fair,Fair,Fair,Fair,Medium,Not Assessed,Low,Moderate,Moderate,Low,SPL_MAN_MADE
NLA12_WA-101,1,NATURAL,Good,Poor,Fair,Good,Small,Fair,Fair,Good,Fair,High,Low,High,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-165,1,NATURAL,Good,Poor,Poor,Poor,Small,Good,Fair,Fair,Fair,High,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-121,1,MAN_MADE,Good,Fair,Good,Poor,Small,Fair,Good,Fair,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_ID-105,1,NATURAL,Good,Fair,Poor,Good,Small,Good,Good,Fair,Fair,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_NY-0106,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_SD-134,1,NATURAL,Good,Good,Poor,Poor,Medium,Poor,Poor,Poor,Poor,Medium,Medium,Medium,High,Moderate,Low,NPL_NATURAL
NLA12_TX-111,1,RESERVOIR,Not Assessed,Good,Poor,Good,Large,Poor,Fair,Fair,Fair,Low,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_NY-0110,1,NATURAL,Not Assessed,Good,Good,Good,Small,Good,Good,Good,Good,Medium,Medium,High,Low,Low,Low,NAP_NATURAL
NLA12_OR-113,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Fair,Fair,Fair,Medium,Not Assessed,Medium,Low,Moderate,No Detect,WMT_MAN_MADE
NLA12_CA-190,1,MAN_MADE,Fair,Good,Poor,Poor,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,High,Low,Low,XER_MAN_MADE
NLA12_NJ-104,1,MAN_MADE,Good,Fair,Good,Fair,Medium,Good,Good,Fair,Fair,High,Not Assessed,High,Moderate,Not Assessed,No Detect,CPL_MAN_MADE
NLA12_NJ-101,1,MAN_MADE,Poor,Good,Fair,Poor,Large,Good,Poor,Fair,Poor,High,Not Assessed,High,Moderate,Low,No Detect,NAP_MAN_MADE
NLA12_IL-118,1,MAN_MADE,Fair,Poor,Fair,Poor,Small,Fair,Fair,Fair,Good,Low,Not Assessed,Medium,High,High,Low,TPL_MAN_MADE
NLA12_MD-115,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Not Assessed,Medium,High,High,Low,CPL_MAN_MADE
NLA12_CT-118,1,NATURAL,Good,Good,Good,Good,Small,Fair,Fair,Fair,Good,High,Low,High,Not Assessed,Low,No Detect,NAP_NATURAL
NLA12_UT-294,1,RESERVOIR,Poor,Good,Good,Good,Medium,Good,Fair,Fair,Fair,Medium,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_OR-123,1,RESERVOIR,Poor,Fair,Good,Fair,Small,Good,Good,Fair,Good,High,Not Assessed,Low,Low,Moderate,No Detect,WMT_MAN_MADE
NLA12_AL-102,1,RESERVOIR,Fair,Good,Fair,Good,Small,Good,Good,Fair,Fair,Medium,Not Assessed,Medium,Low,High,Low,SAP_MAN_MADE
NLA12_CA-154,1,RESERVOIR,Poor,Good,Good,Poor,Large,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,Low,High,No Detect,XER_MAN_MADE
NLA12_NH-111,1,MAN_MADE,Good,Good,Good,Good,Small,Poor,Poor,Fair,Fair,High,Not Assessed,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_OH-118,1,RESERVOIR,Fair,Good,Good,Good,Small,Good,Good,Fair,Fair,Low,Not Assessed,Low,Low,Low,No Detect,TPL_MAN_MADE
NLA12_RI-103,1,MAN_MADE,Poor,Good,Good,Fair,Small,Good,Good,Fair,Good,Medium,Not Assessed,High,Low,Low,Low,NAP_MAN_MADE
NLA12_VA-118,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Good,Fair,Fair,Fair,Medium,Not Assessed,Medium,High,High,No Detect,SAP_MAN_MADE
NLA12_SD-108,1,NATURAL,Poor,Poor,Fair,Good,Small,Poor,Fair,Poor,Good,Low,Low,Low,Moderate,Moderate,Low,NPL_NATURAL
NLA12_MN-113,1,NATURAL,Fair,Fair,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Low,Medium,High,High,Low,TPL_NATURAL
NLA12_TX-112,1,MAN_MADE,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,Low,SPL_MAN_MADE
NLA12_TX-152,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Large,Poor,Good,Fair,Good,Medium,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_IL-104,1,NATURAL,Fair,Poor,Good,Good,Small,Good,Good,Poor,Good,High,Medium,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_OR-155,1,RESERVOIR,Poor,Fair,Poor,Fair,Large,Good,Good,Fair,Fair,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_MI-144,1,MAN_MADE,Poor,Good,Good,Good,Small,Good,Good,Poor,Good,Low,Medium,Medium,Low,Low,Low,UMW_MAN_MADE
NLA12_MO-103,1,RESERVOIR,Good,Fair,Good,Good,Medium,Good,Good,Fair,Good,Low,Not Assessed,Low,Moderate,Low,Low,TPL_MAN_MADE
NLA12_WA-126,1,NATURAL,Good,Poor,Good,Fair,Small,Fair,Fair,Good,Fair,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_WA-112,1,NATURAL_ENH,Poor,Poor,Poor,Poor,Small,Good,Good,Good,Good,High,Medium,Medium,Moderate,Moderate,Low,WMT_NATURAL
NLA12_WA-108,1,NATURAL,Good,Poor,Fair,Fair,Small,Good,Good,Poor,Good,Medium,Low,Medium,Low,Low,Low,WMT_NATURAL
NLA12_VA-110,1,MAN_MADE,Poor,Poor,Fair,Good,Small,Good,Fair,Fair,Poor,High,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_VA-103,1,MAN_MADE,Poor,Poor,Fair,Fair,Small,Poor,Poor,Poor,Poor,Medium,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_OK-299,1,MAN_MADE,Poor,Good,Poor,Good,Medium,Good,Good,Good,Poor,Medium,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_CA-167,1,MAN_MADE,Good,Good,Good,Good,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_RI-108,1,MAN_MADE,Poor,Good,Good,Fair,Small,Good,Fair,Fair,Good,High,Not Assessed,High,Low,Low,Low,NAP_MAN_MADE
NLA12_TX-201,1,MAN_MADE,Poor,Fair,Fair,Fair,Small,Fair,Poor,Poor,Poor,Low,Not Assessed,Medium,Moderate,High,No Detect,CPL_MAN_MADE
NLA12_NY-0109,1,NATURAL,Not Assessed,Good,Fair,Poor,Small,Good,Good,Good,Good,High,High,High,Low,Low,No Detect,NAP_NATURAL
NLA12_SD-105,1,NATURAL,Fair,Good,Poor,Poor,Small,Poor,Poor,Poor,Poor,High,Low,Medium,High,Moderate,Low,NPL_NATURAL
NLA12_IN-146,1,MAN_MADE,Fair,Good,Good,Fair,Small,Good,Good,Good,Good,Medium,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_PA-114,1,NATURAL_ENH,Good,Good,Good,Good,Small,Fair,Poor,Poor,Poor,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_NV-177,1,RESERVOIR,Not Assessed,Good,Good,Poor,Large,Fair,Fair,Fair,Poor,High,Not Assessed,High,Low,Low,Low,XER_MAN_MADE
NLA12_NV-137,1,RESERVOIR,Not Assessed,Good,Good,Poor,Large,Poor,Poor,Good,Poor,Medium,Not Assessed,Low,Moderate,Low,No Detect,XER_MAN_MADE
NLA12_IL-106,1,NATURAL,Good,Poor,Fair,Fair,Medium,Good,Good,Poor,Good,Medium,Medium,Medium,High,High,Low,TPL_NATURAL
NLA12_NY-0111,1,NATURAL,Fair,Good,Fair,Good,Small,Good,Fair,Good,Poor,High,Medium,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_OK-296,1,MAN_MADE,Poor,Poor,Poor,Poor,Medium,Poor,Poor,Poor,Poor,Medium,Not Assessed,Low,High,Moderate,Low,SPL_MAN_MADE
NLA12_IN-116,1,MAN_MADE,Fair,Good,Poor,Good,Medium,Poor,Poor,Fair,Poor,Medium,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_AZ-140,1,MAN_MADE,Good,Good,Fair,Good,Small,Good,Good,Fair,Good,High,Not Assessed,Low,Not Assessed,High,No Detect,XER_MAN_MADE
NLA12_AL-103,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Not Assessed,Medium,Moderate,High,No Detect,SAP_MAN_MADE
NLA12_OH-127,1,RESERVOIR,Good,Good,Good,Good,Medium,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_NH-109,1,MAN_MADE,Good,Good,Good,Good,Small,Good,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Low,Low,No Detect,NAP_MAN_MADE
NLA12_MD-103,1,MAN_MADE,Fair,Good,Good,Good,Small,Fair,Good,Fair,Poor,Medium,Not Assessed,Medium,Moderate,Low,Low,SAP_MAN_MADE
NLA12_TX-182,1,RESERVOIR,Good,Good,Good,Fair,Small,Poor,Fair,Fair,Fair,Low,Not Assessed,Low,High,Moderate,Low,SPL_MAN_MADE
NLA12_NV-144,1,RESERVOIR,Poor,Good,Good,Good,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Low,Low,XER_MAN_MADE
NLA12_GA-102,1,NATURAL,Fair,Poor,Good,Poor,Large,Good,Good,Good,Fair,High,Medium,High,High,Low,Low,CPL_NATURAL
NLA12_ME-114,1,NATURAL,Poor,Good,Good,Good,Small,Good,Good,Fair,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_MT-106,1,RESERVOIR,Good,Good,Good,Good,Large,Poor,Poor,Fair,Fair,Low,Not Assessed,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_CO-119,1,NATURAL,Poor,Good,Poor,Good,Small,Good,Good,Good,Good,High,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_CO-106,1,RESERVOIR,Fair,Good,Good,Good,Large,Fair,Fair,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,SPL_MAN_MADE
NLA12_CA-111,1,MAN_MADE,Poor,Good,Good,Good,Small,Fair,Good,Fair,Good,High,Not Assessed,High,Low,Low,Low,XER_MAN_MADE
NLA12_NE-101,1,RESERVOIR,Poor,Good,Poor,Poor,Large,Good,Good,Fair,Good,Medium,Not Assessed,Low,Moderate,Moderate,Low,SPL_MAN_MADE
NLA12_ND-114,1,NATURAL,Good,Good,Fair,Poor,Small,Fair,Good,Fair,Good,High,Low,Medium,Moderate,Moderate,Low,NPL_NATURAL
NLA12_SD-133,1,MAN_MADE,Fair,Good,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Not Assessed,Medium,High,Low,Low,NPL_MAN_MADE
NLA12_OK-306,1,MAN_MADE,Good,Good,Good,Good,Medium,Poor,Fair,Fair,Good,Low,Not Assessed,Low,Low,Low,Low,SPL_MAN_MADE
NLA12_CA-200,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,Medium,Low,High,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-203,1,RESERVOIR,Not Assessed,Good,Good,Good,Large,Good,Fair,Fair,Poor,High,Not Assessed,Medium,No Detect,Low,No Detect,WMT_MAN_MADE
NLA12_AL-104,1,RESERVOIR,Fair,Poor,Good,Good,Small,Fair,Poor,Fair,Fair,Not Assessed,Not Assessed,Not Assessed,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_NE-106,1,RESERVOIR,Good,Poor,Poor,Poor,Small,Fair,Fair,Poor,Good,High,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_IN-108,1,NATURAL,Poor,Good,Poor,Poor,Medium,Fair,Poor,Poor,Poor,High,Low,Low,Moderate,Moderate,Low,UMW_NATURAL
NLA12_MS-103,1,NATURAL,Poor,Fair,Good,Poor,Small,Good,Fair,Good,Fair,High,Medium,Medium,Low,Low,Low,CPL_NATURAL
NLA12_AL-101,2,RESERVOIR,Poor,Good,Fair,Fair,Small,Good,Good,Good,Good,Medium,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_AL-112,1,RESERVOIR,Good,Poor,Good,Good,Small,Fair,Fair,Fair,Good,Low,Not Assessed,Medium,Moderate,Moderate,No Detect,CPL_MAN_MADE
NLA12_MN-126,1,NATURAL,Good,Good,Fair,Good,Small,Good,Good,Good,Fair,Medium,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_WY-124,1,NATURAL_ENH,Not Assessed,Good,Good,Fair,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ND-109,1,NATURAL,Good,Good,Poor,Poor,Small,Poor,Poor,Poor,Fair,Low,Low,Medium,Moderate,Moderate,Low,NPL_NATURAL
NLA12_IL-120,1,MAN_MADE,Fair,Poor,Fair,Poor,Small,Fair,Good,Fair,Good,High,Not Assessed,Medium,Moderate,Moderate,No Detect,TPL_MAN_MADE
NLA12_AR-101,1,RESERVOIR,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,High,Not Assessed,High,Moderate,Moderate,Low,CPL_MAN_MADE
NLA12_AL-105,2,RESERVOIR,Poor,Poor,Poor,Poor,Small,Poor,Poor,Fair,Fair,Medium,Not Assessed,Medium,Moderate,High,Low,CPL_MAN_MADE
NLA12_CO-129,1,NATURAL,Good,Poor,Good,Good,Large,Fair,Fair,Good,Good,Low,Low,Low,Low,Low,Low,SPL_NATURAL
NLA12_OK-119,1,RESERVOIR,Good,Good,Poor,Good,Medium,Poor,Good,Fair,Good,High,Not Assessed,Low,Moderate,Moderate,No Detect,SPL_MAN_MADE
NLA12_MN-141,1,NATURAL,Fair,Good,Good,Fair,Small,Good,Fair,Fair,Poor,High,Low,Low,Low,Low,No Detect,UMW_NATURAL
NLA12_MS-126,1,MAN_MADE,Poor,Fair,Fair,Poor,Small,Good,Fair,Fair,Good,High,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_NE-110,1,RESERVOIR,Fair,Poor,Poor,Poor,Small,Poor,Poor,Fair,Fair,Medium,Not Assessed,Low,High,Moderate,Low,TPL_MAN_MADE
NLA12_WY-102,1,RESERVOIR,Not Assessed,Good,Good,Fair,Large,Good,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Moderate,Low,Low,NPL_MAN_MADE
NLA12_AR-105,1,RESERVOIR,Fair,Poor,Good,Good,Small,Poor,Fair,Fair,Good,High,Not Assessed,High,Low,Low,Low,CPL_MAN_MADE
NLA12_VA-104,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_MN-110,1,NATURAL,Good,Good,Fair,Fair,Small,Poor,Poor,Poor,Fair,Medium,Low,Medium,Moderate,Low,Low,UMW_NATURAL
NLA12_ID-210,1,NATURAL,Good,Good,Good,Good,Small,Fair,Good,Good,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-145,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_SD-189,1,NATURAL,Poor,Good,Poor,Poor,Small,Good,Poor,Poor,Poor,Low,Low,Low,Moderate,Low,Low,NPL_NATURAL
NLA12_MO-101,1,MAN_MADE,Good,Poor,Fair,Poor,Medium,Poor,Fair,Fair,Good,Medium,Not Assessed,Low,High,Moderate,No Detect,TPL_MAN_MADE
NLA12_ND-149,1,NATURAL,Poor,Good,Poor,Poor,Small,Good,Good,Poor,Good,Medium,Low,Medium,High,High,Low,NPL_NATURAL
NLA12_ND-164,1,NATURAL,Poor,Good,Poor,Poor,Small,Fair,Fair,Fair,Good,High,Low,Low,High,High,Low,NPL_NATURAL
NLA12_ME-134,1,MAN_MADE,Good,Good,Good,Good,Small,Poor,Poor,Fair,Poor,Medium,Not Assessed,Medium,Low,Low,Low,NAP_MAN_MADE
NLA12_CA-166,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,High,Not Assessed,Not Assessed,Low,Low,No Detect,WMT_NATURAL
NLA12_CA-112,1,MAN_MADE,Good,Good,Good,Good,Medium,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_MN-157,1,NATURAL,Poor,Good,Poor,Poor,Small,Good,Fair,Fair,Fair,Medium,Medium,Medium,Moderate,High,Low,UMW_NATURAL
NLA12_MS-105,1,MAN_MADE,Good,Poor,Good,Good,Small,Fair,Poor,Poor,Poor,High,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_NE-129,1,MAN_MADE,Not Assessed,Fair,Poor,Poor,Small,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_IN-160,1,NATURAL,Fair,Good,Fair,Good,Medium,Good,Good,Fair,Good,High,Medium,Medium,Low,Low,Low,UMW_NATURAL
NLA12_IN-172,1,NATURAL,Poor,Good,Poor,Good,Medium,Poor,Poor,Fair,Poor,Medium,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_IN-128,1,NATURAL,Poor,Good,Good,Fair,Medium,Poor,Poor,Fair,Fair,Low,Low,Low,Low,Low,Low,UMW_NATURAL
NLA12_IL-109,1,MAN_MADE,Fair,Poor,Good,Good,Small,Good,Good,Good,Good,High,Not Assessed,Low,Moderate,Moderate,Low,TPL_MAN_MADE
NLA12_ND-193,1,NATURAL,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,High,Low,Medium,High,High,High,NPL_NATURAL
NLA12_CT-107,1,MAN_MADE,Poor,Fair,Good,Fair,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_SD-165,1,MAN_MADE,Good,Good,Fair,Poor,Small,Good,Fair,Poor,Poor,High,Not Assessed,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_GA-104,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Good,Fair,Poor,Medium,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_VA-126,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Good,Good,Good,Poor,Low,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_AL-114,1,RESERVOIR,Fair,Good,Poor,Poor,Small,Fair,Poor,Fair,Poor,Medium,Not Assessed,Medium,Moderate,Moderate,No Detect,SAP_MAN_MADE
NLA12_SD-132,1,MAN_MADE,Fair,Good,Poor,Poor,Medium,Good,Poor,Poor,Poor,Medium,Not Assessed,Low,Moderate,Low,Low,NPL_MAN_MADE
NLA12_IA-102,1,NATURAL,Poor,Poor,Poor,Poor,Small,Good,Fair,Fair,Fair,Medium,Low,Medium,Moderate,High,Low,TPL_NATURAL
NLA12_ME-109,1,NATURAL,Poor,Fair,Good,Fair,Small,Good,Poor,Fair,Poor,High,Low,High,Low,Low,Low,NAP_NATURAL
NLA12_MT-160,1,RESERVOIR,Good,Good,Fair,Fair,Large,Good,Fair,Fair,Poor,Low,Not Assessed,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_MT-156,1,RESERVOIR,Fair,Good,Good,Good,Large,Fair,Fair,Fair,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,NPL_MAN_MADE
NLA12_AZ-107,1,RESERVOIR,Poor,Good,Fair,Poor,Large,Good,Fair,Fair,Poor,Low,Not Assessed,Low,Moderate,High,Low,XER_MAN_MADE
NLA12_CO-125,1,NATURAL,Poor,Good,Good,Good,Small,Fair,Fair,Fair,Fair,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-142,1,NATURAL,Good,Good,Good,Good,Small,Good,Fair,Good,Fair,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-158,1,NATURAL,Not Assessed,Good,Good,Good,Small,Good,Good,Good,Good,Medium,Low,Medium,Not Assessed,Low,No Detect,WMT_NATURAL
NLA12_ID-215,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Low,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ND-129,1,NATURAL,Not Assessed,Good,Poor,Poor,Small,Poor,Poor,Fair,Poor,Low,Low,Low,High,High,Low,NPL_NATURAL
NLA12_TX-114,1,RESERVOIR,Poor,Good,Good,Poor,Small,Good,Good,Poor,Fair,Low,Not Assessed,Medium,Moderate,Low,Low,SPL_MAN_MADE
NLA12_NY-0108,1,NATURAL,Poor,Fair,Poor,Poor,Small,Good,Good,Fair,Fair,High,Low,Medium,Moderate,Low,No Detect,NAP_NATURAL
NLA12_TX-205,1,MAN_MADE,Poor,Poor,Poor,Good,Small,Good,Fair,Fair,Poor,Low,Not Assessed,Low,Moderate,Low,Low,CPL_MAN_MADE
NLA12_WY-120,1,NATURAL,Good,Fair,Good,Good,Small,Good,Good,Good,Good,Medium,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_WY-117,1,NATURAL,Fair,Fair,Good,Good,Small,Good,Good,Good,Good,Low,Low,Low,Low,Not Assessed,No Detect,WMT_NATURAL
NLA12_WY-103,1,NATURAL_ENH,Good,Good,Good,Good,Small,Good,Good,Good,Good,Low,Low,Low,Low,Low,No Detect,XER_NATURAL
NLA12_MS-112,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,Low,CPL_MAN_MADE
NLA12_MS-125,1,MAN_MADE,Poor,Fair,Poor,Poor,Small,Good,Poor,Poor,Poor,Low,Not Assessed,Medium,High,Moderate,No Detect,CPL_MAN_MADE
NLA12_SD-212,1,MAN_MADE,Good,Good,Fair,Poor,Medium,Good,Good,Poor,Poor,High,Not Assessed,Medium,Moderate,Low,No Detect,NPL_MAN_MADE
NLA12_ND-103,1,NATURAL,Fair,Good,Poor,Poor,Small,Poor,Good,Fair,Good,Low,Low,Low,Moderate,High,Low,NPL_NATURAL
NLA12_VT-103,1,NATURAL,Not Assessed,Good,Good,Fair,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Low,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_ND-172,1,NATURAL,Fair,Poor,Poor,Poor,Small,Good,Poor,Fair,Poor,High,Low,Medium,High,High,Low,NPL_NATURAL
NLA12_MD-118,1,MAN_MADE,Poor,Poor,Poor,Fair,Small,Fair,Poor,Fair,Fair,High,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_CA-145,1,MAN_MADE,Poor,Good,Good,Good,Small,Fair,Fair,Poor,Fair,High,Not Assessed,Not Assessed,Low,Moderate,No Detect,XER_MAN_MADE
NLA12_FL-103,1,NATURAL,Not Assessed,Poor,Poor,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Medium,Medium,Medium,High,High,Low,CPL_NATURAL
NLA12_FL-108,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Fair,Fair,Fair,Good,Low,Not Assessed,Low,Moderate,Moderate,Low,CPL_MAN_MADE
NLA12_ID-166,1,RESERVOIR,Poor,Good,Fair,Fair,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_ME-110,1,NATURAL,Fair,Good,Good,Good,Small,Good,Fair,Fair,Fair,High,Low,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_MS-128,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Poor,Fair,Medium,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_SD-107,1,MAN_MADE,Poor,Fair,Poor,Fair,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_VA-102,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Good,Good,Good,Fair,High,Not Assessed,Medium,Moderate,High,No Detect,SAP_MAN_MADE
NLA12_ND-160,1,NATURAL,Not Assessed,Good,Poor,Good,Small,Poor,Good,Fair,Good,Low,Low,Low,Low,Low,Low,NPL_NATURAL
NLA12_NH-107,1,MAN_MADE,Good,Fair,Fair,Fair,Large,Good,Good,Good,Good,Medium,Not Assessed,Medium,Low,Low,Low,NAP_MAN_MADE
NLA12_IN-127,1,MAN_MADE,Fair,Good,Poor,Poor,Medium,Poor,Poor,Fair,Poor,Medium,Not Assessed,Medium,Moderate,Moderate,No Detect,SAP_MAN_MADE
NLA12_ID-110,1,NATURAL_ENH,Poor,Good,Poor,Good,Small,Fair,Good,Fair,Good,High,Medium,Medium,Low,Low,No Detect,XER_NATURAL
