SITE_ID,VISIT_NO,UID,PRISTINE,APPEALNG,RECREATIONAL_VALUE,RDisIn,RDisInAg,RDisInNonAG,RDisIXAgAdj5,L_RVegQ,L_LitCvrQ,L_LitRipCvQ,RVegQc15,LitCvrQc15,LitRipCvrQc15,L_RVegQc15,L_LitCvrQc15,L_LitRipCvrQc15,RVegQc3OE15,LitCvrQc3OE15,LitRipCvrQc3OE15,RVeg_CONDus15,LitCvr_CONDus15,LitRipCvr_CONDus15,RDIS_CONDus15
NLA06608-2655,1,NA,2,2,FAIR,0.285714286,0,0.285714286,0.292857143,-1.33871602,-1.167610547,-1.244790605,0.035844156,0.057981298,0.046912727,-1.33871602,-1.167610547,-1.244790605,0.313955022,0.977156524,0.522535809,FAIR,GOOD,FAIR,FAIR
NLA06608-2657,1,NA,2,2,FAIR,0.677419355,0,0.677419355,0.638709677,-0.70333481,-0.451303551,-0.559287654,0.188,0.34375,0.265875,-0.70333481,-0.451303551,-0.559287654,0.591357936,0.857055502,0.772933091,FAIR,GOOD,GOOD,FAIR
NLA06608-2663,1,NA,3,4,EXCELLENT,0.692307692,0.047619048,0.6875,0.855072464,-0.900885295,-0.19154764,-0.415107235,0.115636175,0.633357488,0.374496831,-0.900885295,-0.19154764,-0.415107235,0.331334341,1.143766611,0.805057555,POOR,GOOD,GOOD,POOR
NLA06608-2673,1,NA,3,4,GOOD,0.090909091,0,0.090909091,0.045454546,-0.567378745,-1.348542859,-0.801891083,0.260782912,0.034818482,0.147800697,-0.567378745,-1.348542859,-0.801891083,0.982893668,0.351181311,0.785518633,GOOD,FAIR,FAIR,GOOD
NLA06608-2685,1,NA,4,4,EXCELLENT,0.565217391,0,0.565217391,0.682608696,-2,-1.429197702,-1.626883575,0,0.027222222,0.013611111,-2,-1.429197702,-1.626883575,0,0.546149752,0.133614508,POOR,FAIR,POOR,FAIR
NLA06608-2696,1,NA,1,4,GOOD,0.770114943,0,0.770114943,0.835057471,-1.26430755,-0.827860492,-0.993420535,0.044411719,0.063128856,0.053770288,-1.26430755,-1.135911218,-1.195381622,0.267614078,0.580777901,0.384681611,FAIR,FAIR,FAIR,POOR
NLA06608-2704,1,NA,3,4,GOOD,0.574468085,0,0.574468085,0.537234043,-0.889592058,-1.086582529,-0.9770127,0.11894602,0.071925193,0.095435606,-0.889592058,-1.086582529,-0.9770127,0.716739406,0.661703138,0.682762249,GOOD,GOOD,GOOD,FAIR
NLA06608-2708,1,NA,4,4,GOOD,0.642857143,0,0.642857143,0.671428571,-0.485452247,-0.574385457,-0.527646392,0.317,0.256449275,0.286724638,-0.485452247,-0.574385457,-0.527646392,1.406521244,1.025211822,1.255409037,GOOD,GOOD,GOOD,FAIR
NLA06608-2714,1,NA,2,3,GOOD,0.655172414,0.333333333,0.583333333,0.747959184,-1.920818754,-1.190814516,-1.417684067,0.002,0.054444444,0.028222222,-1.920818754,-1.190814516,-1.417684067,0.011373652,0.876354523,0.225970712,POOR,GOOD,POOR,FAIR
NLA06608-2715,1,NA,2,4,GOOD,0.428571429,0.047619048,0.411764706,0.343589744,-0.809244039,-1.242602301,-0.973974226,0.145151494,0.04720022,0.096175857,-0.809244039,-1.242602301,-0.973974226,0.874647134,0.434236359,0.688058126,GOOD,FAIR,GOOD,FAIR
NLA06608-2726,1,NA,3,3,EXCELLENT,0.622641509,0,0.622641509,0.661320755,-0.50237935,-0.992812221,-0.681760458,0.3045,0.091668819,0.19808441,-0.50237935,-0.992812221,-0.681760458,0.90126976,0.930864513,0.895815951,GOOD,GOOD,GOOD,FAIR
NLA06608-2740,1,NA,4,4,EXCELLENT,0.35483871,0.047619048,0.333333333,0.364285714,-0.879360511,-1.912849824,-1.14193781,0.122019927,0.002222222,0.062121075,-0.879360511,-1.912849824,-1.14193781,0.735262014,0.020444178,0.444424533,GOOD,POOR,FAIR,FAIR
NLA06608-2753,1,NA,3,4,EXCELLENT,0.714285714,0,0.714285714,0.757142857,-0.532391894,-1.147386084,-0.739068084,0.2835,0.061221959,0.17236098,-0.532391894,-1.147386084,-0.739068084,2.399853698,1.512828508,2.055396554,GOOD,GOOD,GOOD,POOR
NLA06608-2759,1,NA,3,4,EXCELLENT,0.735294118,0.142857143,0.723076923,0.720833333,-1.325571095,-1.134033099,-1.219327271,0.037252948,0.063445789,0.050349368,-1.325571095,-1.134033099,-1.219327271,0.224477083,0.583693643,0.360207781,POOR,FAIR,POOR,FAIR
NLA06608-2776,1,NA,3,4,FAIR,0.523809524,0.166666667,0.473684211,0.527586207,-1.372989425,-0.54515514,-0.785997315,0.032365328,0.00990099,0.021133159,-1.372989425,-1.701125316,-1.506776809,0.195025492,0.091087921,0.151190146,POOR,POOR,POOR,FAIR
NLA06608-2779,1,NA,2,3,FAIR,0.738372093,0,0.738372093,0.669186047,-0.886534157,-1.122049884,-0.988519019,0.119857143,0.06550055,0.092678847,-0.886534157,-1.122049884,-0.988519019,0.512665038,0.531785037,0.498946136,POOR,FAIR,POOR,FAIR
NLA06608-2797,1,NA,2,3,,0.523809524,0,0.523809524,0.511904762,-1.403402904,-1.113496865,-1.234695868,0.0295,0.0670022,0.0482511,-1.403402904,-1.113496865,-1.234695868,0.17819231,0.860109925,0.387514357,POOR,GOOD,FAIR,FAIR
NLA06608-2800,1,NA,2,3,GOOD,0.375,0.259259259,0.2,0.483333333,-1.890855531,-1.750122527,-1.814813236,0.002857143,0.007777778,0.00531746,-1.890855531,-1.750122527,-1.814813236,0.017216439,0.071554622,0.038041998,POOR,POOR,POOR,FAIR
NLA06608-2801,1,NA,2,3,GOOD,0.333333333,0.047619048,0.310344828,0.305882353,-0.777934157,-1.431320767,-0.991845626,0.15675,0.027040704,0.091895352,-0.777934157,-1.431320767,-0.991845626,1.158770433,0.465661569,0.913825269,GOOD,FAIR,GOOD,FAIR
NLA06608-2807,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-2823,1,NA,3,4,EXCELLENT,0.534883721,0,0.534883721,0.517441861,-0.569514992,-0.514772511,-0.541281791,0.259454232,0.295652174,0.277553203,-0.569514992,-0.514772511,-0.541281791,0.796108291,0.687749752,0.756592259,GOOD,GOOD,FAIR,FAIR
NLA06608-2824,1,NA,4,5,EXCELLENT,0.62962963,0,0.62962963,0.614814815,-0.912749808,-1.342150021,-1.076410278,0.112250373,0.035483092,0.073866732,-0.912749808,-1.342150021,-1.076410278,0.676393087,0.326440185,0.528454927,GOOD,FAIR,FAIR,FAIR
NLA06608-2831,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-2833,1,NA,3,4,GOOD,0.746835443,0.130434783,0.736842105,0.79010989,-0.666648054,-1.079332775,-0.825711956,0.205452703,0.073304263,0.139378483,-0.666648054,-1.079332775,-0.825711956,1.581851842,1.78998415,1.550147655,GOOD,GOOD,GOOD,POOR
NLA06608-2874,1,NA,4,5,EXCELLENT,0.2,0,0.2,0.15,-0.84596132,-0.742572236,-0.791197387,0.132573457,0.1708955,0.151734479,-0.84596132,-0.742572236,-0.791197387,0.798854984,1.572218088,1.085533775,GOOD,GOOD,GOOD,GOOD
NLA06608-2881,1,NA,4,5,EXCELLENT,0.574468085,0,0.574468085,0.537234043,-0.374756449,-1.216274323,-0.61734536,0.411933056,0.050775099,0.231354077,-0.374756449,-1.216274323,-0.61734536,1.069823627,0.571108631,0.94411367,GOOD,FAIR,GOOD,FAIR
NLA06608-2889,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-2891,1,NA,4,3,FAIR,0.714285714,0,0.714285714,0.690476191,-0.978810701,-0.978204101,-0.978507295,0.095,0.095146761,0.095073381,-0.978810701,-0.978204101,-0.978507295,0.406343564,0.772476319,0.511837357,POOR,GOOD,POOR,FAIR
NLA06608-2916,1,NA,3,4,GOOD,0.807692308,0,0.807692308,0.903846154,-1.171256436,-1.387437606,-1.26603243,0.057412986,0.030979098,0.044196042,-1.171256436,-1.387437606,-1.26603243,0.345956506,0.285003982,0.316185858,FAIR,FAIR,POOR,POOR
NLA06608-2924,1,NA,3,3,GOOD,0.701492537,0.047619048,0.696969697,0.70915493,-0.759156802,-1.477408012,-0.984160225,0.164117811,0.023311331,0.093714571,-0.759156802,-1.477408012,-0.984160225,0.988933487,0.214461448,0.670449676,GOOD,POOR,FAIR,FAIR
NLA06608-2954,1,NA,4,4,GOOD,0.444444444,0.230769231,0.333333333,0.483333333,-1.575518731,-1.313338172,-1.424937208,0.016575489,0.03860286,0.027589175,-1.575518731,-1.313338172,-1.424937208,0.14534505,0.784441898,0.321947437,POOR,GOOD,FAIR,FAIR
NLA06608-2955,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-2972,1,NA,2,3,FAIR,0.5,0.2,0.428571429,0.383333333,-0.734170499,-1.17810255,-0.901723661,0.174429123,0.056358636,0.115393879,-0.734170499,-1.17810255,-0.901723661,1.051066914,0.68299696,0.825547066,GOOD,GOOD,GOOD,FAIR
NLA06608-2987,1,NA,4,3,FAIR,0.565217391,0,0.565217391,0.482608696,-0.503542146,-0.820740719,-0.633803804,0.303659072,0.141098197,0.222378635,-0.503542146,-0.820740719,-0.633803804,1.298841156,1.145546254,1.197198332,GOOD,GOOD,GOOD,FAIR
NLA06608-2996,1,NA,3,4,GOOD,0.52631579,0.4,0.307692308,0.728682171,-0.543354317,-0.931549698,-0.695449715,0.27618422,0.107071263,0.191627741,-0.543354317,-0.931549698,-0.695449715,1.664218054,0.985042765,1.370936832,GOOD,GOOD,GOOD,FAIR
NLA06608-3032,1,NA,2,3,POOR,0.622641509,0.5,0.393939394,0.92481203,-1.207577337,-1.876137582,-1.424207613,0.052004422,0.00330033,0.027652376,-1.207577337,-1.876137582,-1.424207613,0.313365832,0.03036264,0.197829712,FAIR,POOR,POOR,POOR
NLA06608-3035,1,NA,4,4,GOOD,0.682539683,0.090909091,0.672131148,0.60915493,-0.60013407,-0.794689817,-0.68660718,0.241111111,0.150439087,0.195775099,-0.60013407,-0.794689817,-0.68660718,1.031304719,1.221382959,1.053975453,GOOD,GOOD,GOOD,FAIR
NLA06608-3083,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-3096,1,NA,3,4,GOOD,0.78021978,0.411764706,0.74025974,0.681972789,-0.975909795,-0.410795329,-0.607270487,0.095703704,0.378333333,0.237018519,-0.975909795,-0.410795329,-0.607270487,0.365097032,1.128209851,0.812293021,FAIR,GOOD,GOOD,FAIR
NLA06608-3121,1,NA,3,2,GOOD,0.694915254,0.5,0.56097561,0.93129771,-0.958624151,-1.144429571,-1.041665026,0.099995736,0.061708466,0.080852101,-0.958624151,-1.144429571,-1.041665026,0.530259734,1.116619678,0.622299924,FAIR,GOOD,FAIR,POOR
NLA06608-3147,1,NA,3,3,GOOD,0.795918367,0.090909091,0.791666667,0.755660377,-0.560852303,-0.938658683,-0.709905928,0.264882883,0.105170517,0.1850267,-0.560852303,-0.938658683,-0.709905928,1.132983734,0.853857063,0.996110336,GOOD,GOOD,GOOD,POOR
NLA06608-3153,1,NA,5,5,EXCELLENT,0.411764706,0,0.411764706,0.405882353,-0.299942096,-0.557302735,-0.409831175,0.491254061,0.267138757,0.379196409,-0.299942096,-0.557302735,-0.409831175,1.399681318,2.380373801,1.595573648,GOOD,GOOD,GOOD,FAIR
NLA06608-3157,1,NA,4,4,EXCELLENT,0.482758621,0.285714286,0.347826087,0.508490566,-1.525042797,-1.183755053,-1.321702765,0.019850884,0.05550055,0.037675717,-1.525042797,-1.183755053,-1.321702765,0.074121386,1.115869654,0.232550037,POOR,GOOD,POOR,FAIR
NLA06608-3160,1,NA,3,2,FAIR,0.545454546,0.230769231,0.473684211,0.452941177,-0.727931465,-1.255272505,-0.916043807,0.177097737,0.045555556,0.111326646,-0.727931465,-1.255272505,-0.916043807,1.067147325,0.419105643,0.796449402,GOOD,FAIR,GOOD,FAIR
NLA06608-3169,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-3228,1,NA,3,3,GOOD,0.775280899,0.166666667,0.764705882,0.904761905,-0.915768045,-0.826032044,-0.868586446,0.111403709,0.139268427,0.125336068,-0.915768045,-0.826032044,-0.868586446,0.671291299,1.28125281,0.89667514,GOOD,GOOD,GOOD,POOR
NLA06608-3265,1,NA,4,5,EXCELLENT,0.523809524,0,0.523809524,0.461904762,-0.376975816,-1.070963705,-0.597990234,0.409782359,0.074925145,0.242353752,-0.376975816,-1.070963705,-0.597990234,1.302919047,0.658287926,1.100944856,GOOD,GOOD,GOOD,FAIR
NLA06608-3303,1,NA,2,2,GOOD,0.622641509,0,0.622641509,0.561320755,-1.139517714,-0.825523005,-0.954740453,0.06252409,0.139443488,0.100983789,-1.139517714,-0.825523005,-0.954740453,0.376754758,1.28286335,0.722454873,FAIR,GOOD,GOOD,FAIR
NLA06608-3313,1,NA,2,2,FAIR,0.487179487,0.259259259,0.375,0.500746269,-1.795880017,-1.750122527,-1.772398921,0.006,0.007777778,0.006888889,-1.795880017,-1.750122527,-1.772398921,0.045639612,0.135468247,0.070082674,POOR,POOR,POOR,FAIR
NLA06608-3320,1,NA,2,2,FAIR,0.2,0,0.2,0.15,-0.775614946,-0.552333274,-0.649780079,0.157642857,0.27032816,0.213985508,-0.775614946,-0.552333274,-0.649780079,0.855679642,1.148558372,1.466668874,GOOD,GOOD,GOOD,GOOD
NLA06608-3329,1,NA,5,5,EXCELLENT,0.389830509,0,0.389830509,0.394915254,-0.683854853,-1.479708916,-0.920423279,0.197083333,0.023135314,0.110109323,-0.683854853,-1.479708916,-0.920423279,0.618179454,0.217002139,0.498898829,FAIR,POOR,POOR,FAIR
NLA06608-3480,1,NA,3,2,POOR,0.574468085,0.5,0.259259259,0.921259843,-1.071045916,-1.32330639,-1.179112261,0.07490907,0.008811881,0.041860476,-1.071045916,-1.725567773,-1.285163505,0.451383597,0.081068249,0.299476826,FAIR,POOR,POOR,POOR
NLA06608-3484,1,NA,3,3,GOOD,0.512195122,0.333333333,0.35483871,0.57654321,-1.505740765,-1.509394151,-1.507563617,0.021207518,0.020946095,0.021076807,-1.505740765,-1.509394151,-1.507563617,0.12779128,0.25384076,0.15078699,POOR,POOR,POOR,FAIR
NLA06608-3608,1,NA,3,3,GOOD,0.62962963,0,0.62962963,0.364814815,-1.512988721,-0.925743734,-1.126860009,0.020691017,0.108646865,0.064668941,-1.512988721,-0.925743734,-1.126860009,0.12467897,0.999538114,0.462652392,POOR,GOOD,FAIR,FAIR
NLA06608-3616,1,NA,5,5,EXCELLENT,0.548872181,0,0.548872181,0.52443609,-0.751806092,-0.821670377,-0.785334877,0.167089947,0.140775099,0.153932523,-0.751806092,-0.821670377,-0.785334877,1.006842848,1.295114015,1.101258953,GOOD,GOOD,GOOD,FAIR
NLA06608-3644,1,NA,4,4,GOOD,0.047619048,0,0.047619048,0.023809524,-1.456864519,-0.973631717,-1.151242819,0.024924925,0.096259626,0.060592275,-1.456864519,-0.973631717,-1.151242819,0.150191456,1.166547609,0.433487248,POOR,GOOD,FAIR,GOOD
NLA06608-3656,1,NA,4,3,POOR,0,0,0,0,-0.579788767,-0.93907372,-0.723290939,0.253154762,0.105060506,0.179107634,-0.579788767,-0.93907372,-0.723290939,1.525448215,1.273203391,1.281365895,GOOD,GOOD,GOOD,GOOD
NLA06608-3660,1,NA,2,3,GOOD,0.487179487,0.333333333,0.310344828,0.523417722,-0.777970241,-1.336505363,-0.973029283,0.156736146,0.036078108,0.096407127,-0.777970241,-1.336505363,-0.973029283,0.944453393,0.331914261,0.68971267,GOOD,FAIR,GOOD,FAIR
NLA06608-3698,1,NA,4,4,FAIR,0.487179487,0,0.487179487,0.343589744,-0.477552944,-1.121420287,-0.689718616,0.323002165,0.065610083,0.194306124,-0.477552944,-1.121420287,-0.689718616,1.108251724,0.50929081,0.837925145,GOOD,FAIR,GOOD,FAIR
NLA06608-3846,1,NA,5,4,GOOD,0.230769231,0,0.230769231,0.165384615,-0.302459313,-0.846696736,-0.494382473,0.488357143,0.132332233,0.310344688,-0.302459313,-0.846696736,-0.494382473,1.32811551,0.949482767,1.047011863,GOOD,GOOD,GOOD,GOOD
NLA06608-3890,1,NA,4,5,EXCELLENT,0.64,0,0.64,0.597777778,-0.833668578,-1.200064119,-0.979321636,0.136666667,0.05308642,0.094876543,-0.833668578,-1.200064119,-0.979321636,0.379534033,0.432965062,0.327335127,POOR,FAIR,POOR,FAIR
NLA06608-3911,1,NA,4,4,GOOD,0.411764706,0,0.411764706,0.255882353,-0.410240055,-0.214090152,-0.301184033,0.378830161,0.600815217,0.489822689,-0.410240055,-0.214090152,-0.301184033,1.104004262,1.197241934,1.155334584,GOOD,GOOD,GOOD,FAIR
NLA06608-4056,1,NA,NA,NA,EXCELLENT,0.413612565,0.125,0.36,0.405392157,-0.59146585,-0.984648054,-0.74500311,0.246173469,0.093598137,0.169885803,-0.59146585,-0.984648054,-0.74500311,1.483380666,0.861091625,1.215391379,GOOD,GOOD,GOOD,FAIR
NLA06608-4064,1,NA,3,2,FAIR,0.230769231,0,0.230769231,0.165384615,-0.467344797,-0.963016434,-0.647999898,0.330922138,0.098888889,0.214905513,-0.467344797,-0.963016434,-0.647999898,1.994055257,0.909765908,1.537469896,GOOD,GOOD,GOOD,GOOD
NLA06608-4206,1,NA,3,3,FAIR,0.682539683,0,0.682539683,0.841269841,-1.244591877,-1.503725649,-1.355111432,0.046938776,0.021352657,0.034145716,-1.244591877,-1.503725649,-1.355111432,0.282841495,0.196441881,0.244284151,FAIR,POOR,POOR,POOR
NLA06608-4252,1,NA,5,5,EXCELLENT,0.534883721,0,0.534883721,0.467441861,-0.607303047,-0.591690825,-0.599426785,0.237,0.2460408,0.2415204,-0.607303047,-0.591690825,-0.599426785,0.815539836,1.709355197,1.048651709,GOOD,GOOD,GOOD,FAIR
NLA06608-4320,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-4382,1,NA,3,3,POOR,0.259259259,0.2,0.090909091,0.437234043,-0.624084841,-1.296948705,-0.841472129,0.227637601,0.040472091,0.134054846,-0.624084841,-1.296948705,-0.841472129,1.371688088,0.372338376,0.959050731,GOOD,FAIR,GOOD,FAIR
NLA06608-4413,1,NA,3,3,GOOD,0.718309859,0,0.718309859,0.70915493,-0.861171203,-1.073045339,-0.954313838,0.127666667,0.074519061,0.101092864,-0.861171203,-1.073045339,-0.954313838,0.440711191,0.571799635,0.438784047,POOR,FAIR,POOR,FAIR
NLA06608-4414,1,NA,3,4,GOOD,0.047619048,0,0.047619048,0.023809524,-0.859305774,-0.649941713,-0.74212781,0.128259259,0.213902162,0.171080711,-0.859305774,-0.649941713,-0.74212781,0.703443731,0.873987332,1.000751838,FAIR,GOOD,GOOD,GOOD
NLA06608-4440,1,NA,4,4,EXCELLENT,0.615384615,0.090909091,0.6,0.583333333,-0.654979085,-1.000382386,-0.794211031,0.211320129,0.089911991,0.15061606,-0.654979085,-1.000382386,-0.794211031,1.273363025,0.827179527,1.077532423,GOOD,GOOD,GOOD,FAIR
NLA06608-4472,1,NA,3,2,FAIR,0.743589744,0,0.743589744,0.771794872,-1.223229655,-0.857976844,-1.003285892,0.049809524,0.128682977,0.08924625,-1.223229655,-0.857976844,-1.003285892,0.300139917,1.183867942,0.638482565,FAIR,GOOD,FAIR,POOR
NLA06608-4504,1,NA,4,4,GOOD,0.090909091,0,0.090909091,0.045454546,-0.632429241,-1.153125577,-0.819011277,0.22311529,0.060286906,0.141701098,-0.632429241,-1.153125577,-0.819011277,1.344437757,0.554632294,1.013753293,GOOD,FAIR,GOOD,GOOD
NLA06608-4610,1,NA,4,4,GOOD,0.45945946,0,0.45945946,0.37972973,-0.952076448,-0.972733393,-0.962282115,0.101666667,0.096479648,0.099073157,-0.952076448,-0.972733393,-0.962282115,0.612618281,0.88760118,0.708785897,GOOD,GOOD,GOOD,FAIR
NLA06608-4643,1,NA,3,4,GOOD,0.047619048,0,0.047619048,0.023809524,-0.834782376,-1.574031268,-1.063090165,0.136291005,0.016666667,0.076478836,-0.834782376,-1.574031268,-1.063090165,0.821256014,0.153331333,0.547142352,GOOD,POOR,FAIR,GOOD
NLA06608-4650,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-4659,1,NA,3,3,GOOD,0.407407407,0,0.407407407,0.328703704,-0.754044105,-1.053376535,-0.878416249,0.166179712,0.078434854,0.122307283,-0.754044105,-1.053376535,-0.878416249,1.001357994,0.721591245,0.875006708,GOOD,GOOD,GOOD,FAIR
NLA06608-4686,1,NA,2,2,FAIR,0.45945946,0,0.45945946,0.47972973,-0.529442515,-0.862728472,-0.664869284,0.2855,0.127173913,0.206336957,-0.529442515,-0.862728472,-0.664869284,0.876800618,0.296277338,0.563246235,GOOD,POOR,FAIR,FAIR
NLA06608-4698,1,NA,3,2,FAIR,0.694915254,0.307692308,0.647058824,0.678876679,-0.57105571,-0.304347045,-0.417541375,0.2585,0.486195652,0.372347826,-0.57105571,-0.304347045,-0.417541375,0.813881962,1.182750422,1.058069499,GOOD,GOOD,GOOD,FAIR
NLA06608-4828,1,NA,3,3,POOR,0.523809524,0.473684211,0.166666667,0.912280702,-1.126237412,-1.771902301,-1.338735144,0.064776062,0.006908213,0.035842137,-1.126237412,-1.771902301,-1.338735144,0.390324587,0.063554726,0.256420629,FAIR,POOR,POOR,POOR
NLA06608-4929,1,NA,3,3,FAIR,0.230769231,0.166666667,0.090909091,0.361904762,-1.020919416,-0.740811377,-0.858663547,0.085297297,0.171630435,0.128463866,-1.020919416,-0.740811377,-0.858663547,0.484712529,0.608563802,0.39894181,POOR,FAIR,POOR,FAIR
NLA06608-4949,1,NA,3,3,,0.444444444,0.259259259,0.310344828,0.44375,-0.500279772,-0.478136042,-0.48906679,0.306024118,0.322555364,0.314289741,-0.500279772,-0.478136042,-0.48906679,1.844025925,2.967470633,2.248481243,GOOD,GOOD,GOOD,FAIR
NLA06608-9999,1,NA,4,5,EXCELLENT,0.285714286,0,0.285714286,0.242857143,-0.480828536,-0.447849897,-0.464026258,0.3205,0.346574353,0.333537177,-0.480828536,-0.447849897,-0.464026258,1.158447896,2.977520699,1.52923265,GOOD,GOOD,GOOD,FAIR
NLA06608-ACAD_LAKES_0435,1,NA,5,5,EXCELLENT,0.090909091,0,0.090909091,0.095454546,-0.467478359,-0.591476694,-0.525067027,0.330817308,0.246167073,0.288492191,-0.467478359,-0.591476694,-0.525067027,1.019586736,1.5329059,1.117855056,GOOD,GOOD,GOOD,GOOD
NLA06608-ALPS-1218,1,NA,4,2,POOR,0.285714286,0.090909091,0.230769231,0.272222222,-0.506060435,-1.051959511,-0.698352191,0.30184556,0.078723872,0.190284716,-0.506060435,-1.051959511,-0.698352191,0.95086457,0.502822296,0.755229924,GOOD,FAIR,FAIR,FAIR
NLA06608-ALSC:020149,1,NA,5,5,EXCELLENT,0,0,0,0,-0.399027104,-0.736904754,-0.535904364,0.389,0.173271632,0.281135816,-0.399027104,-0.736904754,-0.535904364,1.534192508,1.393493972,1.412100332,GOOD,GOOD,GOOD,GOOD
NLA06608-ELS:1C2-032,1,NA,NA,NA,,NA,NA,NA,NA,-0.38503865,-0.594781096,-0.477369161,0.402060847,0.244225379,0.323143113,-0.38503865,-0.594781096,-0.477369161,1.278780435,1.592180003,1.29089684,GOOD,GOOD,GOOD,NOT ASSESSED
NLA06608-ELS:1C3-003,1,NA,5,5,EXCELLENT,0.052631579,0,0.052631579,0.02631579,-0.38805804,-0.495538879,-0.43848194,0.399205969,0.309492833,0.354349401,-0.38805804,-0.495538879,-0.43848194,1.469798117,2.064319046,1.660485869,GOOD,GOOD,GOOD,GOOD
NLA06608-ELS:1D1-035,1,NA,4,4,EXCELLENT,0.45,0,0.45,0.452272727,-0.403046077,-0.675741952,-0.518333246,0.385324675,0.200988142,0.293156409,-0.403046077,-0.675741952,-0.518333246,1.165165008,0.429426974,0.738174674,GOOD,FAIR,FAIR,FAIR
NLA06608-ELS:1D2-087,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-ELS:1E1-052,1,NA,4,5,GOOD,0.130434783,0,0.130434783,0.115217391,-0.656591406,-0.883549604,-0.755410425,0.2105,0.120752619,0.165626309,-0.656591406,-0.883549604,-0.755410425,0.694356495,0.993346317,0.690588393,FAIR,GOOD,FAIR,GOOD
NLA06608-ELS:1E1-096,1,NA,5,5,EXCELLENT,0.047619048,0,0.047619048,0.023809524,-0.495139145,-0.742033113,-0.60127269,0.309787037,0.171120199,0.240453618,-0.495139145,-0.742033113,-0.60127269,1.017446674,1.323247968,0.998051581,GOOD,GOOD,GOOD,GOOD
NLA06608-ELS:1E1-128,1,NA,5,5,GOOD,0,0,0,0,-0.501921669,-0.536410284,-0.518823711,0.304831611,0.280796862,0.292814237,-0.501921669,-0.536410284,-0.518823711,0.983196923,1.821823258,1.191406454,GOOD,GOOD,GOOD,GOOD
NLA06608-ELS:1E2-027,1,NA,5,5,EXCELLENT,0,0,0,0,-0.397245548,-1.433784074,-0.660080391,0.390640134,0.026831205,0.208735669,-0.397245548,-1.433784074,-0.660080391,1.454769274,0.213692961,0.990313302,GOOD,POOR,GOOD,GOOD
NLA06608-ELS:1E3-002,1,NA,5,5,FAIR,0,0,0,0,-0.409973077,-0.650035659,-0.513624079,0.379069264,0.213853733,0.296461499,-0.409973077,-0.650035659,-0.513624079,1.394687046,1.47110982,1.39056634,GOOD,GOOD,GOOD,GOOD
NLA06608-ELS:1E3-012,1,NA,5,5,EXCELLENT,0.166666667,0,0.166666667,0.133333333,-0.554395797,-1.166359535,-0.760478543,0.269,0.058177405,0.163588702,-0.554395797,-1.166359535,-0.760478543,1.063154412,0.37792549,0.828573237,GOOD,FAIR,GOOD,GOOD
NLA06608-ELS:1E3-071,1,NA,5,3,POOR,0,0,0,0,-0.410545061,-1.451788347,-0.673774043,0.378557181,0.025335534,0.201946357,-0.410545061,-1.451788347,-0.673774043,1.402785584,0.15813511,0.954328041,GOOD,POOR,GOOD,GOOD
NLA06608-ELS:2B2-008,1,NA,5,5,GOOD,0,0,0,0,-0.540335431,-0.980837722,-0.706978437,0.278180486,0.094511066,0.186345776,-0.540335431,-0.980837722,-0.706978437,1.189861581,0.767315247,1.003211718,GOOD,GOOD,GOOD,GOOD
NLA06608-ELS:2C2-048,1,NA,4,5,GOOD,0.181818182,0,0.181818182,0.202020202,-0.811227709,-0.880679588,-0.844566792,0.144444444,0.121619553,0.133031999,-0.811227709,-0.880679588,-0.844566792,0.61783232,0.98740329,0.716191496,FAIR,GOOD,FAIR,FAIR
