SITE_ID,VISIT_NO,SAMPLE_CATEGORY,SAMPLE_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NO3N_PPM,NO3_FLAG,NO3_RL_ALERT,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,CL_PPM,CL_FLAG,CL_RL_ALERT,SO4_PPM,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA_FLAG,CA_RL_ALERT,MG_PPM,MG_FLAG,MG_RL_ALERT,NA_PPM,NA_FLAG,NA_RL_ALERT,K_PPM,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,FLAG_SECCHI,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM
NLA06608-2655,1,P,511011,9.46,NA,174.6,NA,N,1616.1,NA,3.15,NA,N,16.84,NA,N,16.59,NA,N,0.194,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2286,NA,N,102,NA,N,29.457,N,F1,FILTERED SAMPLE USING A GEOPUMP,NA,4.018,NA,N,1.141,NA,N,14.37,NA,N,8.179,NA,N,5.906,NA,N,5.381,NA,N,30,NA,N,5.56,NA,N,1790.29,1753.54,1784.62,1.65,NA,NA,NA,NA,NA
NLA06608-2657,1,P,513661,7.3,NA,217.2,NA,N,306.29,NA,1.28,<RL (2),Y,5.27,NA,N,5.13,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,488,NA,N,6,NA,N,20.6,N,NA,NA,IM,31.614,NA,N,26.44,NA,N,7.384,NA,N,6.783,NA,N,13.22,NA,N,6.09,NA,N,7,NA,N,0.377,NA,N,1658.32,1748.53,1657.42,NA,Y,-ATH:Clear to Bottom Secchi numbers set to missing,NA,NA,NA
NLA06608-2663,1,P,514821,8.35,NA,449.8,NA,N,1321.46,NA,1.16,<RL (2),Y,6.99,NA,N,6.26,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,561,NA,N,13,NA,N,2.032,N,NA,NA,NA,76.55,NA,N,28.641,NA,N,23.55,NA,N,7.561,NA,N,50.52,NA,N,1.937,NA,N,14,NA,N,0.906,NA,N,4045.59,4076.94,4044.37,NA,Y,-ATH:Clear to Bottom Secchi numbers set to missing,NA,NA,NA
NLA06608-2673,1,P,517611,7.56,NA,45.23,NA,N,407.93,NA,0.53,<RL (2),Y,2.08,NA,N,2.31,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,0.02,NA,N,423,NA,N,72,NA,N,1.331,N,NA,NA,NA,0.144,<RL (0.2),Y,0.786,NA,N,3.756,NA,N,1.492,NA,N,1.979,NA,N,0.972,NA,N,12,NA,N,9.99,NA,N,422.64,429.81,421.14,5.5,NA,NA,NA,NA,NA
NLA06608-2685,1,P,511411,6.72,NA,16.61,NA,N,98.38,NA,2.41,NA,N,4.49,NA,N,4.29,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,169,NA,N,7,NA,N,2.432,N,NA,NA,NA,0.381,NA,N,0.88,NA,N,1.632,NA,N,0.428,NA,N,0.491,NA,N,0.197,NA,N,11,NA,N,1.715,NA,N,143.74,127.64,143.05,2.45,NA,NA,NA,NA,NA
NLA06608-2696,1,P,514691,8.29,NA,343.7,NA,N,1850.11,NA,8.77,NA,N,3.43,NA,N,3.43,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,733,NA,N,75,NA,N,41.76,N,NA,NA,NA,24.172,NA,N,38.746,NA,N,47.14,NA,N,1.897,NA,N,13.58,NA,N,3.09,NA,N,11,NA,N,6.021,NA,N,3178.9,3338.6,3178.12,0.75,NA,NA,NA,NA,NA
NLA06608-2704,1,P,507781,7.93,NA,687.3,NA,N,5013.08,NA,52.2,NA,N,11.94,NA,N,10.95,NA,N,0.201,NA,N,0.016,<RL (0.02),Y,0.026,NA,N,1672,NA,N,105,NA,N,25.88,N,F1,250 ML WOULD NOT GO THROUGH FILTER,NA,54.157,NA,N,25.782,NA,N,30.82,NA,N,23.97,NA,N,68.92,NA,N,6.122,NA,N,9,NA,N,28.582,NA,N,6678.57,7079.28,6664.8,0.25,NA,NA,NA,NA,NA
NLA06608-2708,1,P,512731,8.59,NA,201.4,NA,N,1509.23,NA,2.46,NA,N,4.19,NA,N,3.86,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,388,NA,N,12,NA,N,5.16,N,NA,NA,NA,9.059,NA,N,12.726,NA,N,22.53,NA,N,6.221,NA,N,7.642,NA,N,1.42,NA,N,10,NA,N,6.878,NA,N,2005.25,2029.71,2004.89,2.4,NA,NA,NA,NA,NA
NLA06608-2714,1,P,509921,7.25,NA,923,NA,N,9273.81,NA,1.49,<RL (2),Y,94.71,NA,N,73.71,NA,N,0.028,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,216,NA,N,8,NA,N,9.067,N,NA,NA,NA,11.187,NA,N,2.029,NA,N,12.77,NA,N,26.86,NA,N,80.13,NA,N,94.25,NA,N,9,NA,N,15.12,NA,N,8745.57,9631.65,8743.54,3.85,NA,NA,NA,NA,NA
NLA06608-2715,1,P,509161,8.48,NA,572.7,NA,N,2736.05,NA,11.7,NA,N,4.89,NA,N,5.13,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,369,NA,N,36,NA,N,4.752,N,NA,NA,NA,10.908,NA,N,135.88,NA,N,57.13,NA,N,17.42,NA,N,32.75,NA,N,3.106,NA,N,13,NA,N,7.159,NA,N,5789.35,5872.75,5788.23,0.52,NA,NA,NA,NA,NA
NLA06608-2726,1,P,517351,8.24,NA,152.3,NA,N,1485.16,NA,0.61,<RL (2),Y,2.23,NA,N,2.45,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,191,NA,N,5,NA,N,1.179,N,NA,NA,NA,1.483,NA,N,0.652,NA,N,8.604,NA,N,6.745,NA,N,9.669,NA,N,1.722,NA,N,6,NA,N,0.795,NA,N,1449.52,1540.57,1448.99,6.99,NA,NA,NA,"LOST BOTTOM OF INTEGRATED SAMPLER, COLLECTED SAMPLE WITH TOP (1.0M)",NA
NLA06608-2740,1,P,512741,8.5,NA,205.8,NA,N,2040.4,NA,9.8,NA,N,2.24,NA,N,2.25,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,359,NA,N,121,NA,N,11.368,N,NA,NA,NA,1.265,NA,N,7.92,NA,N,30.53,NA,N,4.037,NA,N,5.811,NA,N,5.427,NA,N,5,<RL (5),N,51.976,NA,N,2247.52,2240.98,2247.21,0.65,NA,NA,NA,NA,NA
NLA06608-2753,1,P,508881,9.15,NA,1514,NA,N,12141.51,NA,1.88,<RL (2),Y,22.06,NA,N,19.01,NA,N,0.023,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1496,NA,N,16,NA,N,3.392,N,NA,NA,NA,116.389,NA,N,58.489,NA,N,11.1,NA,N,29.63,NA,N,292.6,NA,N,25.24,NA,N,9,NA,N,1.972,NA,N,16366,16642.12,16365.04,2.67,NA,NA,NA,NA,NA
NLA06608-2759,1,P,508931,7.51,NA,382.4,NA,N,3356.55,NA,1.93,<RL (2),Y,2.55,NA,N,2.36,NA,N,0.005,<RL (0.02),Y,0.022,NA,N,0.005,<RL (0.02),Y,206,NA,N,9,NA,N,1.116,N,NA,NA,NA,15.995,NA,N,13.273,NA,N,38.86,NA,N,18.12,NA,N,10.23,NA,N,2.18,NA,N,6,NA,N,14.592,NA,N,3931.29,4085.01,3930.91,NA,Y,NA,NA,NA,NA
NLA06608-2776,1,P,516281,7.72,NA,208.6,NA,N,1949.16,NA,5.82,NA,N,6.59,NA,N,6.09,NA,N,0.37,NA,N,0.031,NA,N,0.093,NA,N,1144,NA,N,36,NA,N,13.856,N,NA,NA,NA,3.648,NA,N,1.854,NA,N,31.32,NA,N,2.631,NA,N,2.35,NA,N,6.727,NA,N,12,NA,N,5.659,NA,N,2079.4,2097.31,2053.64,0.79,NA,NA,NA,NA,NA
NLA06608-2779,1,P,512791,8.45,NA,476.3,NA,N,3561.54,NA,1.66,<RL (2),Y,7.76,NA,N,7.7,NA,N,0.024,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,713,NA,N,21,NA,N,6,N,NA,NA,NA,21.846,NA,N,38.022,NA,N,49.44,NA,N,19.38,NA,N,9.875,NA,N,2.33,NA,N,16,NA,N,3.925,NA,N,4552.43,4969.35,4550.93,1.85,NA,NA,NA,NA,NA
NLA06608-2797,1,P,504751,8.69,NA,646.2,NA,N,4032.18,NA,3.27,NA,N,6.3,NA,N,6.33,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,664,NA,N,24,NA,N,2.016,N,F1,ON ICE,NA,69.924,NA,N,27.944,NA,N,29.84,NA,N,17.91,NA,N,79.49,NA,N,11.22,NA,N,12,NA,N,49.69,NA,N,6708.42,6586.25,6707.39,2.13,NA,NA,NA,NA,NA
NLA06608-2800,1,P,517961,8.17,NA,380.3,NA,N,3318.83,NA,2.3,NA,N,2.68,NA,N,2.74,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,235,NA,N,11,NA,N,2.411,N,NA,NA,NA,0.85,NA,N,42.913,NA,N,50.33,NA,N,16.05,NA,N,4.19,NA,N,1.187,NA,N,5,<RL (5),N,6.892,NA,N,4045.01,4236.26,4044.8,4,NA,NA,NA,NA,NA
NLA06608-2801,1,P,502001,8.45,NA,808.5,NA,N,4196.15,NA,22.5,NA,N,1.32,NA,N,1.47,NA,N,0.028,NA,N,0.035,NA,N,0.145,NA,N,339,NA,N,36,NA,N,6.816,N,NA,NA,IM,118.391,NA,N,25.647,NA,N,48.07,NA,N,23.12,NA,N,67.44,NA,N,5.719,NA,N,7,NA,N,16.097,NA,N,7382.7,8079.81,7380.94,0.35,NA,NA,NA,NA,NA
NLA06608-2807,1,P,513811,8.54,NA,1380,NA,N,2722.79,NA,3.39,NA,N,6.18,NA,N,5.69,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,660,NA,N,32,NA,N,NA,NA,NA,NA,K,279.912,NA,N,117.672,NA,N,79.28,NA,N,14.95,NA,N,163.5,NA,N,5.235,NA,N,22,NA,N,11.115,NA,N,12432.58,13067.92,12432.03,0.9,NA,NA,NA,NA,NA
NLA06608-2823,1,P,516511,6.96,NA,52.1,NA,N,251.74,NA,3.5,NA,N,6.71,NA,N,5.75,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,751,NA,N,31,NA,N,24.32,N,NA,NA,NA,4.921,NA,N,1.928,NA,N,2.749,NA,N,1.096,NA,N,4.123,NA,N,1.166,NA,N,17,NA,N,13.151,NA,N,437.27,430.79,436.53,1.08,NA,NA,NA,NA,NA
NLA06608-2824,1,P,512581,8.78,NA,144.1,NA,N,1355.44,NA,6.81,NA,N,2.41,NA,N,2.24,NA,N,0.005,<RL (0.02),Y,0.278,NA,N,0.256,NA,N,794,NA,N,208,NA,N,25.28,N,NA,NA,NA,0.964,NA,N,4.145,NA,N,18.52,NA,N,2.853,NA,N,4.987,NA,N,3.679,NA,N,9,NA,N,41.477,NA,N,1470.43,1487.21,1469.93,0.8,NA,NA,NA,NA,NA
NLA06608-2831,1,P,513371,8.29,NA,205.1,NA,N,1335.51,NA,13.2,NA,N,3.99,NA,N,3.13,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,738,NA,N,107,NA,N,37.6,N,NA,NA,NA,9.063,NA,N,20.301,NA,N,17.47,NA,N,5.049,NA,N,12.51,NA,N,2.215,NA,N,10,NA,N,6.432,NA,N,1888.49,2013.81,1888.03,0.48,NA,NA,NA,NA,NA
NLA06608-2833,1,P,509221,8.65,NA,454.3,NA,N,4110.34,NA,0.835,<RL (2),Y,6.92,NA,N,6.62,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,640,NA,N,16,NA,N,3.061,N,NA,NA,NA,6.178,NA,N,36.964,NA,N,33.49,NA,N,26.77,NA,N,22.31,NA,N,3.67,NA,N,10,NA,N,2.631,NA,N,4938.83,5054.19,4938.3,4.39,NA,NA,NA,NA,NA
NLA06608-2874,1,P,517971,8.23,NA,442.8,NA,N,3261.42,NA,1.79,<RL (2),Y,3.03,NA,N,3.12,NA,N,0.026,NA,N,0.165,NA,N,0.267,NA,N,487,NA,N,76,NA,N,3.94,N,NA,NA,NA,13.337,NA,N,42.639,NA,N,46.01,NA,N,13.61,NA,N,20.89,NA,N,4.009,NA,N,5,<RL (5),N,24.371,NA,N,4428.76,4544.42,4427.04,4.2,NA,NA,NA,NA,NA
NLA06608-2881,1,P,516751,6.94,NA,171.3,NA,N,1767.77,NA,0.47,<RL (2),Y,1.28,NA,N,1.52,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,50,NA,N,1,<RL (4),Y,0.886,N,NA,NA,NA,0.418,NA,N,2.295,NA,N,23.99,NA,N,6.017,NA,N,1.158,NA,N,0.307,NA,N,0,<RL (5),Y,6.896,NA,N,1750.78,1827.46,1750.45,6.95,NA,NA,NA,NA,NA
NLA06608-2889,1,P,510771,9.4,NA,19040,NA,N,74249.1,NA,0.905,<RL (2),Y,46.56,NA,N,44.65,NA,N,0.02,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1476,NA,N,577,NA,N,1.772,N,F1,ON ICE,NA,3621.155,NA,N,3599.851,NA,N,8.465,NA,N,160.9,NA,N,3867,NA,N,224.2,NA,N,4,<RL (5),Y,0.693,NA,N,187602.71,251336.3,187602.07,8.2,NA,NA,NA,NA,ANC very high (rwahl).
NLA06608-2891,1,P,512761,8.61,NA,439.5,NA,N,2796.77,NA,1.53,<RL (2),Y,9.13,NA,N,8.38,NA,N,0.023,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,790,NA,N,8,NA,N,7.2,N,NA,NA,NA,28.514,NA,N,40.41,NA,N,32.56,NA,N,19.7,NA,N,23.3,NA,N,1.65,NA,N,2,<RL (5),Y,3.811,NA,N,4302.88,4442.37,4301.51,3,NA,NA,NA,NA,NA
NLA06608-2916,1,P,510611,8.33,NA,186.5,NA,N,1181.51,NA,1.33,<RL (2),Y,4,NA,N,3.92,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.052,NA,N,324,NA,N,15,NA,N,1.984,N,NA,NA,NA,2.231,NA,N,27.795,NA,N,20.19,NA,N,6.622,NA,N,4.103,NA,N,0.973,NA,N,7,NA,N,4.387,NA,N,1756.59,1826.85,1755.75,3.3,NA,NA,NA,NA,NA
NLA06608-2924,1,P,507051,8.31,NA,2795,NA,N,2268.92,NA,3.5,NA,N,6.23,NA,N,5.74,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,693,NA,N,13,NA,N,12.64,N,F1,"WAS NOT FROZEN, BUT WAS SHIPPED ON SAME DAY AS COLLECTED",NA,588.587,NA,N,363.238,NA,N,99.95,NA,N,54.35,NA,N,342.1,NA,N,11.43,NA,N,12,NA,N,6.793,NA,N,24633.25,26433.22,24632.73,1.21,NA,NA,NA,NA,NA
NLA06608-2954,1,P,511861,8.94,NA,124.3,NA,N,1325.93,NA,214,NA,N,10.38,NA,N,8.58,NA,N,0.098,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,7684,NA,N,876,NA,N,136.656,N,NA,NA,NA,2.906,NA,N,2.5,NA,N,8.844,NA,N,3.525,NA,N,11.36,NA,N,0.925,NA,N,31,NA,N,13.184,NA,N,1254.04,1459.95,1249.17,1.58,NA,NA,NA,NA,NA
NLA06608-2955,1,P,506041,8.65,NA,207.9,NA,N,1708.25,NA,5.65,NA,N,3.47,NA,N,2.9,NA,N,0.022,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,513,NA,N,58,NA,N,32.976,N,F1,"SAMPLE COLLECTED, DID NOT RECORD AMOUNT FILTERED ON FORM",NA,6.949,NA,N,13.401,NA,N,22.76,NA,N,6.353,NA,N,10.09,NA,N,2.032,NA,N,12,NA,N,3.202,NA,N,2150.65,2183.26,2149.36,0.74,NA,NA,NA,NA,NA
NLA06608-2972,1,P,511341,9.06,NA,191.4,NA,N,2046.94,NA,73.5,NA,N,21.1,NA,N,15.93,NA,N,0.032,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,5350,NA,N,347,NA,N,145,N,NA,NA,NA,1.556,NA,N,0.125,<RL (0.5),Y,21.53,NA,N,3.505,NA,N,7.923,NA,N,9.382,NA,N,21,NA,N,24.903,NA,N,1948.81,2092.83,1947.36,0.16,NA,NA,NA,NA,NA
NLA06608-2987,1,P,513601,8.4,NA,509.6,NA,N,3440.67,NA,9.54,NA,N,12.57,NA,N,11.28,NA,N,0.024,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1336,NA,N,29,NA,N,15.184,N,NA,NA,NA,12.919,NA,N,76.753,NA,N,66.79,NA,N,18.79,NA,N,5.852,NA,N,1.968,NA,N,18,NA,N,12.58,NA,N,5185.42,5403.06,5183.9,0.99,NA,NA,NA,NA,NA
NLA06608-2996,1,P,509171,7.91,NA,294,NA,N,2529.08,NA,39.2,NA,N,9.48,NA,N,8.82,NA,N,0.071,NA,N,0.25,NA,N,0.295,NA,N,1440,NA,N,130,NA,N,16.64,N,NA,NA,NA,13.982,NA,N,3.461,NA,N,28.02,NA,N,8.065,NA,N,13.48,NA,N,9.835,NA,N,14,NA,N,3.258,NA,N,2904.63,3016.59,2899.74,0.28,NA,NA,NA,NA,NA
NLA06608-3032,1,P,516311,7.6,NA,205.8,NA,N,1951.13,NA,28.6,NA,N,9.67,NA,N,8.21,NA,N,0.129,NA,N,0.053,NA,N,0.109,NA,N,1543,NA,N,94,NA,N,44.928,N,NA,NA,NA,5.642,NA,N,1.053,NA,N,29.7,NA,N,2.892,NA,N,4.595,NA,N,5.292,NA,N,15,NA,N,6.919,NA,N,2064.28,2140,2055.23,0.29,NA,NA,NA,NA,NA
NLA06608-3035,1,P,507461,8.63,NA,343.5,NA,N,2334.39,NA,1.4,<RL (2),Y,8.31,NA,N,8.19,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,738,NA,N,7,NA,N,3.251,N,NA,NA,NA,33.401,NA,N,14.859,NA,N,32,NA,N,12.91,NA,N,12.75,NA,N,2.292,NA,N,8,NA,N,2.148,NA,N,3273.59,3585.87,3272.35,3.65,NA,NA,NA,NA,NA
NLA06608-3083,1,P,509381,8.59,NA,319.5,NA,N,2152.02,NA,3.92,NA,N,6.9,NA,N,6.77,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,685,NA,N,96,NA,N,20.64,N,NA,NA,NA,17.921,NA,N,25.671,NA,N,39.5,NA,N,3.612,NA,N,14.5,NA,N,4.879,NA,N,24,NA,N,8.61,NA,N,3024.5,3191.97,3023.78,1.18,NA,NA,NA,NA,NA
NLA06608-3096,1,P,516841,7.93,NA,131.9,NA,N,1048.71,NA,2.25,NA,N,7.55,NA,N,7.61,NA,N,0.017,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,559,NA,N,17,NA,N,9.867,N,NA,NA,NA,4.351,NA,N,6.21,NA,N,13.34,NA,N,3.104,NA,N,5.6,NA,N,4.794,NA,N,11,NA,N,1.293,NA,N,1288.46,1300.74,1287.29,2.49,NA,NA,NA,NA,NA
NLA06608-3121,1,P,513611,8.41,NA,61.49,NA,N,593.72,NA,5.72,NA,N,3.48,NA,N,3.39,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.027,NA,N,455,NA,N,46,NA,N,14.64,N,NA,NA,IM,0.192,<RL (0.2),Y,0.492,NA,Y,6.409,NA,N,2.011,NA,N,2.455,NA,N,0.543,NA,N,14,NA,N,17.554,NA,N,607.17,611.31,605.96,1.55,NA,NA,NA,NA,NA
NLA06608-3147,1,P,504201,8.46,NA,365,NA,N,2921.85,NA,6.19,NA,N,9.49,NA,N,8.97,NA,N,0.053,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,999,NA,N,46,NA,N,37.656,N,NA,NA,NA,19.565,NA,N,13.594,NA,N,40.02,NA,N,18.1,NA,N,6.784,NA,N,3.46,NA,N,20,NA,N,9.963,NA,N,3873.3,3757.3,3869.99,1.05,NA,NA,NA,NA,NA
NLA06608-3153,1,P,517721,7.75,NA,104.9,NA,N,599.8,NA,0.42,<RL (2),Y,2.06,NA,N,2.02,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,116,NA,N,1,<RL (4),Y,1.499,N,NA,NA,NA,6.914,NA,N,9.531,NA,N,10.94,NA,N,2.545,NA,N,4.218,NA,N,0.338,NA,N,2,<RL (5),Y,2.529,NA,N,947.67,993.27,947.45,7,NA,NA,NA,NA,NA
NLA06608-3157,1,P,503011,7.51,NA,64.77,NA,N,537.02,NA,1.79,<RL (2),Y,1.2,NA,N,1.16,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,70,NA,N,8,NA,N,2.208,N,NA,NA,NA,0.28,NA,N,2.383,NA,N,7.993,NA,N,0.631,NA,N,2.87,NA,N,0.342,NA,N,8,NA,N,10.962,NA,N,585.3,594.56,584.36,2.3,NA,NA,NA,NA,NA
NLA06608-3160,1,P,512801,9.54,NA,241.7,NA,N,2082.27,NA,42.8,NA,N,12.97,NA,N,9.75,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2655,NA,N,237,NA,N,271.44,N,NA,NA,NA,5.25,NA,N,15.19,NA,N,18.49,NA,N,11.58,NA,N,9.47,NA,N,7.695,NA,N,21,NA,N,10.419,NA,N,2484.78,2546.61,2484.28,0.27,NA,NA,NA,NA,NA
NLA06608-3169,1,P,511921,8.7,NA,545.9,NA,N,2671.21,NA,28.6,NA,N,14.96,NA,N,13.26,NA,N,0.015,<RL (0.02),Y,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,1200,NA,N,105,NA,N,54.432,N,F1,TURN GREEN AROUND 150ML,NA,66.617,NA,N,43.402,NA,N,54.62,NA,N,12.81,NA,N,31.29,NA,N,6.148,NA,N,21,NA,N,10.886,NA,N,5298.79,5454.34,5297.93,0.45,NA,NA,NA,NA,NA
NLA06608-3228,1,P,516861,7.91,NA,463.6,NA,N,2690.19,NA,9.65,NA,N,5.49,NA,N,5.14,NA,N,0.037,NA,N,0.022,NA,N,0.129,NA,N,658,NA,N,74,NA,N,8.704,N,NA,NA,IM,47.488,NA,N,27.012,NA,N,39.44,NA,N,12.68,NA,N,31.81,NA,N,7.67,NA,N,10,NA,N,6.063,NA,N,4593.85,4601.25,4591.3,0.82,NA,NA,NA,NA,NA
NLA06608-3265,1,P,517261,8.6,NA,259.4,NA,N,2558.72,NA,0.561,<RL (2),Y,4.01,NA,N,4.05,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,338,NA,N,7,NA,N,1.768,N,NA,NA,NA,2.46,NA,N,8.4,NA,N,28.74,NA,N,13.66,NA,N,3.625,NA,N,1.712,NA,N,10,NA,N,13.028,NA,N,2760.07,2803,2759.65,6.27,NA,NA,NA,NA,NA
NLA06608-3303,1,P,514641,7.9,NA,1754,NA,N,4587.26,NA,3.21,NA,N,11.32,NA,N,10,NA,N,0.031,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1535,NA,N,81,NA,N,35.424,N,NA,NA,NA,332.974,NA,N,146.32,NA,N,24.56,NA,N,37.02,NA,N,264.3,NA,N,20.56,NA,N,8,NA,N,1.431,NA,N,16296.26,17025.52,16294.12,0.79,NA,NA,NA,NA,NA
NLA06608-3313,1,P,511051,8.46,NA,245,NA,N,2416.02,NA,5.67,NA,N,2.42,NA,N,2.3,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,316,NA,N,41,NA,N,7.728,N,NA,NA,NA,2.44,NA,N,3.049,NA,N,29.47,NA,N,12.15,NA,N,2.995,NA,N,1.169,NA,N,5,<RL (5),N,6.5,NA,N,2630.59,2548.33,2630.53,0.97,NA,NA,NA,NA,NA
NLA06608-3320,1,P,517041,7.34,NA,90.9,NA,N,527.3,NA,28.6,NA,N,6.74,NA,N,6.15,NA,N,0.03,NA,N,0.041,NA,N,0.059,NA,N,612,NA,N,88,NA,N,19.067,N,NA,NA,NA,3.028,NA,N,8.454,NA,N,5.655,NA,N,3.15,NA,N,4.155,NA,N,2.455,NA,N,21,NA,N,3.019,NA,N,787.08,792.98,784.91,0.4,NA,NA,NA,NA,NA
NLA06608-3329,1,P,505631,6.58,NA,35.58,NA,N,299.77,NA,1.05,<RL (2),Y,3.58,NA,N,3.14,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,374,NA,N,10,NA,N,3.704,N,NA,NA,NA,0.188,<RL (0.2),Y,1.347,NA,N,3.743,NA,N,0.659,NA,N,1.547,NA,N,0.587,NA,N,13,NA,N,9.872,NA,N,324.85,333.95,323.31,2.88,NA,NEARLY CLEAR TO BOTTOM,NA,NA,NA
NLA06608-3480,1,P,508311,8.44,NA,260.2,NA,N,2512.22,NA,14.1,NA,N,11.48,NA,N,10.47,NA,N,0.017,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1612,NA,N,88,NA,N,38.88,N,NA,NA,NA,4.85,NA,N,3.177,NA,N,34.57,NA,N,5.18,NA,N,10.98,NA,N,2.444,NA,N,34,NA,N,10.646,NA,N,2692.48,2715.17,2691.41,0.59,NA,NA,NA,NA,NA
NLA06608-3484,1,P,509661,9.25,NA,847.7,NA,N,9780.1,NA,78.1,NA,N,45.44,NA,N,38.16,NA,N,0.047,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4319,NA,N,180,NA,N,83.5,N,NA,NA,NA,9.514,NA,N,7.311,NA,N,13.01,NA,N,40.21,NA,N,97.74,NA,N,48.15,NA,N,15,NA,N,17.174,NA,N,9442.74,10200.67,9440.97,0.16,NA,VERY CHOPPY AND TURBID,F1,NA,NA
NLA06608-3608,1,P,512831,8.85,NA,544.1,NA,N,3561.6,NA,15.3,NA,N,13.37,NA,N,13.07,NA,N,0.01,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1821,NA,N,191,NA,N,52.848,N,NA,NA,NA,9.973,NA,N,89.408,NA,N,32.61,NA,N,28.32,NA,N,28.41,NA,N,14.05,NA,N,15,NA,N,3.442,NA,N,5553.28,5704.37,5552.75,0.69,NA,NA,NA,NA,NA
