SITE_ID,VISIT_NO,sixDepth,sivDepth,L_sixDepth,L_sivDepth,bsfcBedrock,bsfcBoulders,bsfcCobble,bsfcGravel,bsfcSand,bsfcSilt,bsfcOrganic,bsfcWood,bsiStaVariety,bsiSiteVariety,bsiStStaVariety,bsxLdia,bsvLdia,amfcEmergent,amfcFloating,amfcSubmergent,amfcAll,amfcFltEmg,fcfcAquatic,fcfcBoulders,fcfcBrush,fcfcLedges,fcfcLiveTrees,fcfcOverhang,fcfcSnag,fcfcStructures,fciAll,fciBig,fciNatural,fciRipVeg,rvfcCanBig,rvfcCanSmall,rvfcUndNonw,rvfcUndWoody,rvfcGndBare,rvfcGndInundated,rvfcGndNonw,rvfcGndWoody,rviCanopy,rviUnderstory,rviGround,rviWoody,rviTallWood,rviHerbs,rviCanUnd,rviTotalVeg
NLA06608-3160,1,2.028152,0.583985531,0.328002644,-0.164953085,0,0.057432559,0.090780366,0.004651163,0.022749889,0.797035595,0,0.027350427,2.8,6,2.142857143,-0.230368224,0.145570166,0,0,0,0,0,0.02,0.065,0.04,0.02,0,0.08,0,0,0.225,0.165,0.225,0.04,0.0975,0.08,0.411877395,0.405622605,0.049969475,0.041666667,0.76706105,0.141302808,0.1775,0.915,0.5375,0.71,0.64,0.895,1.0925,1.605
NLA06608-3169,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-3228,1,1.69,1.283614688,0.252853031,0.141015164,0,0.238887549,0.020497596,0.269076769,0.198636937,0.263517625,0.005128205,0.004255319,3.2,7,2.1875,0.064909406,0.289398701,0.005,0.075,0.105,0.11,0.08,0.2375,0.25,0.045,0.1425,0,0.11,0,0.06,0.845,0.5625,0.785,0.045,0.0625,0,0.095,0.22,0.262373737,0.025,0.586463281,0.126162981,0.0625,0.315,0.45,0.3175,0.2825,0.505,0.3775,0.8225
NLA06608-3265,1,3.34,2.637001664,0.536558443,0.437275062,0,0.041071429,0.055271971,0.044957414,0.155504743,0.65307,0.020539864,0.02958458,2.9,7,2.413793103,-0.209081354,0.234052343,0.045,0,0.6375,0.6375,0.045,0.6375,0.005,0.03,0.025,0,0.05,0.035,0.005,0.7875,0.085,0.7825,0.065,0.2475,0.02,0.307222222,0.532777778,0.071517094,0.035690645,0.349583203,0.543209057,0.2675,0.8675,0.96,1.3675,0.8175,0.6875,1.135,2.055
NLA06608-3303,1,1.3,1.29614814,0.146128036,0.144931502,0,0.098438095,0.15413424,0.155779477,0.422820987,0.082159686,0.062162162,0.024505353,3.7,7,1.891891892,0.048288046,0.210620418,0.22,0,0.0925,0.1525,0.22,0.205,0.185,0.045,0.0625,0.01,0.055,0.01,0,0.5725,0.3025,0.5725,0.065,0.04,0.03,0.3725,0.055,0.289037777,0,0.447127909,0.163834314,0.07,0.4275,0.375,0.2,0.125,0.6725,0.4975,0.8725
NLA06608-3313,1,0.91,0.484079883,0.004321374,-0.233527751,0,0,0,0,0.005128205,0.912866713,0.082005082000000007,0,2,3,1.5,-0.350333779,0.00470215,0,0,0.5175,0.547222222,0,0.5175,0,0,0.035,0,0,0,0,0.5525,0.035,0.5525,0,0,0,0,0.03,0.923177723,0,0.041113841,0.035708436,0,0.03,0.065,0.06,0.03,0.035,0.03,0.095
NLA06608-3320,1,2.19456,1.842184797,0.360699418,0.28829055,0.004761905,0.075411255,0.145467865,0.118251863,0.034065934,0.537510523,0.061663406,0.022867248,3.2,8,2.5,-0.102616477,0.324680214,0.1125,0,0,0.0875,0.1125,0.15,0.01,0.044444444,0.025,0.21,0.2525,0.01,0,0.701944444,0.2875,0.701944444,0.264444444,0.185,0.11,0.005,0.2025,0.260640693,0.014285714,0.285884638,0.439188955,0.295,0.2075,0.4475,0.7525,0.4975,0.1925,0.5025,0.945
NLA06608-3329,1,0.24,0.096609178,-0.468521083,-0.706396212,0,0,0.006451613,0.006451613,0.006451613,0.963382738,0.005405405,0.011857018,1.6,6,3.75,-0.341443685,0.032815096,0.04,0.05,0.01,0.075,0.09,0.075,0,0.01,0,0,0.005,0,0.005,0.095,0.01,0.09,0.01,0.065,0.05,0.06,0.169444444,0.280585871,0.133333333,0.42171114,0.164369655,0.115,0.2125,0.56,0.3875,0.2675,0.3825,0.3275,0.77
NLA06608-3480,1,0.88,0.555377749,-0.008773924,-0.183508307,0,0,0,0.032019548,0.05484858,0.780485138,0.084411604,0.053719987,3.1,5,1.612903226,-0.326501124,0.050892383,0.035,0,0.08,0.11,0.035,0.07,0,0.005,0,0,0,0,0,0.075,0,0.075,0.005,0.025,0.025,0.005,0.1675,0.683734282,0.007407407,0.227139529,0.081718782,0.05,0.1725,0.4,0.3175,0.2175,0.3,0.2225,0.6175
NLA06608-3484,1,0.32,0.042163702,-0.37675071,-0.847211275,0,0,0,0,0.931947332,0.047539848,0.020512821,0,2.3,3,1.304347826,-0.09011745,0.00470215,0.075,0,0.1625,0.1925,0.075,0.1925,0,0,0,0,0.02,0,0,0.2125,0.02,0.2125,0,0,0,0.035,0.01,0.039909712,0.005405405,0.899918028,0.054766855,0,0.045,0.87,0.06,0.01,0.85,0.045,0.91
NLA06608-3608,1,1.41012,0.609826865,0.179011459,-0.148847568,0,0.005405405,0.094594595,0,0.032432432,0.817717718,0.04984985,0,2,5,2.5,-0.271873665,0.221578046,0.3625,0,0.7275,0.64,0.3625,0.7575,0.005,0,0,0,0.125,0,0,0.8875,0.13,0.8875,0,0.0625,0,0.802777778,0.042222222,0.087003698,0,0.882799965,0.030196337,0.0625,0.8575,0.715,0.1325,0.1075,1.5025,0.92,1.635
NLA06608-3616,1,1.35636,0.926873808,0.163268742,0.011517077,0,0.032827886,0.111938649,0.193042293,0.459046293,0.012666049,0.038521654,0.151957175,3.5,7,2,0.037097337,0.159113708,0.01,0,0,0.005,0.01,0,0.0875,0.18,0,0,0.03,0.0625,0,0.36,0.1175,0.36,0.2425,0.066666667,0.015,0.3475,0.27,0.072072072,0,0.644594595,0.314814815,0.075,0.6175,0.325,0.395,0.345,0.6225,0.6925,1.0175
NLA06608-3644,1,0.63,0.170293864,-0.13667714,-0.568163814,0,0,0,0,0.271621622,0.728378378,0,0,1.9,2,1.052631579,-0.277101469,0.088029371,0.4375,0,0.29,0.5575,0.4375,0.5575,0,0,0,0,0,0,0,0.5575,0,0.5575,0,0,0,0.815,0,0.027027027,0.04984985,0.923123123,0,0,0.815,0.93,0,0,1.69,0.815,1.69
NLA06608-3656,1,0.64,0.06992059,-0.13076828,-0.769753993,0,0,0,0,0,1,0,0,1,1,1,-0.351820729,0,0.4775,0,0,0.466666667,0.4775,0.2825,0,0,0,0,0,0,0,0.2825,0,0.2825,0,0,0,0.05,0.01,0,0.495833333,0.495833333,0.008333333,0,0.06,1.16,0.02,0.01,0.625,0.06,0.645
NLA06608-3660,1,0.58,0.415799097,-0.167491087,-0.287519423,0,0,0.004878049,0.004878049,0.031905076,0.958338827,0,0,1.8,4,2.222222222,-0.337046116,0.021883465,0.015,0,0,0.015,0.015,0.025,0,0.015,0.0875,0,0.045,0,0,0.1725,0.1325,0.1725,0.015,0.025,0.025,0.145,0.2625,0.016673904,0.013877551,0.707657749,0.261790796,0.05,0.4075,1.095,0.6075,0.3125,0.93,0.4575,1.5375
NLA06608-3698,1,0.94,0.437670602,0.017033339,-0.269483709,0,0.11795960900000001,0.054568945,0.034375505,0.333691477,0.445576495,0,0.013827969,3,6,2,-0.100503238,0.213659622,0.075,0.01,0.2875,0.3425,0.085,0.2075,0.08,0.01,0,0.025,0.07,0.005,0.005,0.4025,0.155,0.3975,0.04,0.075,0.1975,0.225,0.315,0.045454545,0.379004329,0.330952381,0.244588745,0.2725,0.54,0.28,0.6675,0.5875,0.33,0.8125,0.9975
NLA06608-3846,1,0.77,0.388873016,-0.060480747,-0.310803934,0,0,0.036211213,0.083997297,0.266104467,0.488867045,0.080144117,0.044675862,3.1,6,1.935483871,-0.189415437,0.189217409,0.2175,0.2375,0.43,0.5475,0.455,0.4125,0,0.035,0,0.005,0.105,0,0,0.5575,0.105,0.5575,0.04,0.37,0.5075,0.035,0.875,0.06912476,0.005714286,0.191690182,0.733470772,0.8925,0.91,0.8525,2.4275,1.7675,0.2225,1.8025,2.65
NLA06608-3890,1,1.59,1.000499875,0.227886705,0.041589998,0,0.23022903,0.125661376,0.186838624,0.360029976,0.005698006,0.072551331,0.018991656,3.222222222,7,2.172413793,0.161753498,0.184126433,0,0,0,0,0,0,0.188888889,0.005555556,0.027777778,0,0.016666667,0,0.005555556,0.244444444,0.238888889,0.238888889,0.005555556,0.077777778,0.275,0.035802469,0.200308642,0.163062904,0.027777778,0.507542622,0.190505585,0.352777778,0.25,0.366666667,0.613888889,0.563888889,0.35,0.602777778,0.963888889
NLA06608-3911,1,1.11,0.409471204,0.08278537,-0.292880358,0,0,0,0,0,0.789160529,0.094655847,0.116183624,2.7,3,1.111111111,-0.351820729,0,0,0,0.6075,0.6075,0,0.545,0,0.1075,0.03,0.21,0.13,0.04,0.005,1.0675,0.165,1.0625,0.3575,0.2725,0.22,0.129722222,0.680277778,0.144077675,0.058660321,0.274195159,0.523066845,0.4925,0.8225,0.9325,1.7475,1.1825,0.435,1.315,2.1825
NLA06608-4056,1,1.87071,0.482739393,0.29462272,-0.234525622,0,0.099841863,0.026595745,0.005319149,0.549287049,0.215601966,0.062409437,0.040944791,2.625,7,2.666666667,-0.069491033,0.232541827,0.20625,0,0,0.191666667,0.20625,0.278125,0.115625,0.025,0,0.0375,0.00625,0.00625,0,0.46875,0.121875,0.46875,0.06875,0.075,0.1125,0.178125,0.0625,0.020408163,0.375,0.214285714,0.142857143,0.1875,0.240625,0.353125,0.26875,0.25,0.221875,0.428125,0.490625
NLA06608-4064,1,1.5478,0.868929748,0.216904499,-0.01370771,0,0.043791529,0.166323771,0.215741481,0.103278304,0.270516233,0.064178578,0.136170105,4.2,7,1.666666667,-0.026062188,0.294642961,0,0,0.025,0.025,0,0.545,0.035,0.085,0.025,0.295,0.005,0,0,0.99,0.065,0.99,0.38,0,0,0.13,0.4325,0.274317772,0.36233165,0.271703484,0.091647094,0,0.5625,0.45,0.4825,0.4325,0.275,0.5625,0.7575
NLA06608-4206,1,2.212848,1.047731989,0.364147092,0.059840486,0,0,0,0.023843984,0.824078949,0.048861137,0.056695611,0.046520319,3.3,5,1.515151515,-0.084899871,0.028960449,0,0,0,0,0,0.065,0.005,0.035,0.005,0.005,0.02,0.005,0.005,0.145,0.035,0.14,0.045,0.0875,0.015,0.285,0.05,0.538750439,0,0.346963847,0.114285714,0.1025,0.335,0.285,0.1675,0.1525,0.555,0.4375,0.7225
NLA06608-4252,1,2.76,1.063746001,0.456366033,0.065858202,0.004939024,0.136658445,0.140996563,0.158687017,0.096163878,0.094830842,0.17032601,0.19739822,6.3,8,1.26984127,0.172997844,0.182794172,0.005,0.005,0.0925,0.0625,0.01,0.0925,0.21,0.2375,0.005,0,0.11,0.1025,0.005,0.7625,0.33,0.7575,0.34,0.4375,0.2875,0.08,0.34,0.092592593,0,0.475925926,0.431481481,0.74,0.42,0.2475,1.185,1.08,0.2225,1.16,1.4075
NLA06608-4320,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-4382,1,1.557688889,0.778531997,0.219503027,-0.056242416,0,0,0.016949153,0,0.043458172,0.679893363,0.193444318,0.066254995,3.5,5,1.428571429,-0.322913705,0.052925425,0,0.005,0.135,0.11,0.005,0.1575,0.005,0.03,0.015,0.025,0.05,0.01,0,0.2925,0.07,0.2925,0.065,0.09,0.095,0.016666667,0.295,0.165922078,0,0.33234632,0.501731602,0.185,0.31,0.445,0.6925,0.48,0.2475,0.495,0.94
NLA06608-4413,1,1.45,0.49272485,0.190331698,-0.227146865,0,0.155312369,0.04274094,0.109209026,0.040272635,0.631186609,0.005405405,0.015873016,2.4,7,2.916666667,-0.114600034,0.276633834,0,0.01,0.61,0.61,0.01,0.4275,0.15,0.03,0,0.005,0.01,0.025,0.03,0.6775,0.19,0.6475,0.06,0.04,0.215,0.12,0.3075,0.173647186,0.008333333,0.373647186,0.244372294,0.255,0.4275,0.2075,0.6175,0.5625,0.2675,0.6825,0.885
NLA06608-4414,1,1.218512,0.453217466,0.120084087,-0.257104117,0.007692308,0.005128205,0.11013751,0.203954297,0.170033146,0.336513716,0.146991492,0.019549326,3.8,8,2.105263158,-0.066772856,0.226642575,0.1375,0.0925,0.165,0.4225,0.23,0.4475,0.005,0.005,0,0,0.01,0.005,0,0.4725,0.015,0.4725,0.01,0.035,0.125,0.045,0.12,0.216666667,0.118518519,0.440740741,0.224074074,0.16,0.165,0.32,0.345,0.28,0.2375,0.325,0.5825
NLA06608-4440,1,2.182368,1.423140036,0.35838567,0.182739834,0.022348485,0.139166667,0.156542929,0.161151515,0.110893971,0.330437766,0.028346295,0.067863668,3.6,8,2.222222222,0.0191336,0.32312372,0.2925,0,0,0.1425,0.2925,0.145,0.08,0.035,0,0,0,0,0,0.26,0.08,0.26,0.035,0.09,0.07,0.035,0.23,0.146447876,0.080706681,0.404461682,0.36838376,0.16,0.265,0.46,0.5475,0.39,0.2775,0.425,0.825
NLA06608-4472,1,2.121408,0.824801791,0.346628332,-0.033951338,0.032679739,0.230470744,0.096139997,0.231330073,0.130877034,0.249291754,0.027350427,0.005128205,4.1,8,1.951219512,0.106796854,0.298681796,0.1375,0,0.025,0.17,0.1375,0.17,0.2875,0.025,0,0,0,0.025,0,0.5075,0.2875,0.5075,0.05,0.1025,0,0.105,0.05,0.03030303,0.033333333,0.870363636,0.066,0.1025,0.155,0.4825,0.1725,0.1525,0.5625,0.2575,0.735
NLA06608-4504,1,1.549848,0.616178929,0.217443935,-0.144978461,0,0.055398671,0.120654271,0.121671713,0.08634447,0.317176286,0.213041248,0.085713342,3.9,7,1.794871795,-0.098473674,0.27809717900000003,0.005,0,0.01,0.005,0.005,0.095,0.01,0.1575,0.005,0.016666667,0.025,0.01,0,0.319166667,0.04,0.319166667,0.184166667,0.02,0.1775,0.01,0.165,0.131379431,0.197405405,0.400771109,0.270444054,0.1975,0.175,0.54,0.5275,0.3625,0.2975,0.3725,0.825
NLA06608-4610,1,2.087152,0.896284134,0.339878966,-0.001616786,0,0.060478665,0.284667855,0.195745652,0.287552712,0.15865189,0.006451613,0.006451613,3.1,7,2.258064516,0.085449693,0.235227856,0.3375,0,0.015,0.2425,0.3375,0.07,0.085,0.01,0.005,0,0,0,0.005,0.175,0.095,0.17,0.01,0.005555556,0.1925,0.125,0.185,0,0.05,0.866666667,0.083333333,0.1975,0.2975,0.345,0.3975,0.3825,0.4175,0.495,0.815
NLA06608-4643,1,2.118448,0.883816075,0.346049253,-0.007086086,0.007692308,0.105649899,0.204806492,0.152617557,0.331619175,0.0997151,0.01818431,0.089686669,3.8,8,2.105263158,0.103288667,0.203616927,0,0,0.025,0.025,0,0.035,0.025,0.05,0,0,0,0,0,0.11,0.025,0.11,0.05,0.02,0.07,0.02,0.0925,0.391407407,0.111111111,0.318518519,0.190074074,0.09,0.1125,0.2075,0.2425,0.1825,0.1425,0.2025,0.385
NLA06608-4650,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-4659,1,2.0875,1.572475301,0.339948062,0.223359713,0,0,0.00862069,0.00862069,0.03751165,0.726364665,0.140763547,0.078118759,2.75,6,2.181818182,-0.328873261,0.027999166,0.071875,0,0,0.071875,0.071875,0.071875,0,0.11875,0,0,0,0.03125,0,0.221875,0,0.221875,0.15,0.075,0.1375,0.05,0.340625,0.440812891,0.027777778,0.339016452,0.19239288,0.2125,0.390625,0.334375,0.653125,0.553125,0.253125,0.603125,0.90625
NLA06608-4686,1,1.23,0.567744074,0.123851641,-0.175389958,0.2,0,0,0.112660673,0.270258267,0.319483841,0.003636364,0.093960856,2.7,6,2.222222222,-1.54757e-4,0.350656844,0.02,0,0,0.02,0.02,0.02,0,0.07,0,0,0.03,0.03,0,0.15,0.03,0.15,0.1,0.1375,0.265,0.099444444,0.508055556,0.355148624,0,0.162436269,0.482415107,0.4025,0.6325,0.6675,1.4275,0.93,0.275,1.035,1.7025
NLA06608-4698,1,1.5,0.559761854,0.204119983,-0.180612798,0,0,0,0,0,0.816757838,0.169603319,0.013638843,2.3,3,1.304347826,-0.351820729,0,0.02,0.12,0.815,0.845,0.14,0.845,0,0.04,0,0.03,0.035,0.005,0.005,0.96,0.04,0.955,0.075,0.2125,0.1475,0.03,0.3675,0.148820478,0.1,0.484320326,0.266859196,0.36,0.3975,0.955,1.0425,0.7275,0.5825,0.7575,1.625
NLA06608-4828,1,0.8,0.533333333,-0.045757491,-0.198367654,0,0,0,0,0.668098428,0.270899471,0.05015961,0.010842491,2.8,4,1.428571429,-0.15604613,0.100081815,0,0,0.875,0.875,0,0.875,0,0.005,0,0,0,0.005,0,0.885,0,0.885,0.01,0.005,0.015,0.2525,0.1525,0,0,0.925783784,0.074216216,0.02,0.405,0.395,0.1975,0.1725,0.6225,0.425,0.82
NLA06608-4929,1,1.55196,0.90962483,0.217999527,0.004160023,0,0,0,0,0.008,0.992,0,0,1.1,2,1.818181818,-0.349620042,0.006959182,0,0,0,0,0,0.1575,0,0.14,0,0.08,0.115,0.005,0,0.4975,0.115,0.4975,0.225,0.04,0.05,0.0575,0.055,0.033333333,0.094594595,0.787030303,0.085041769,0.09,0.1125,0.7225,0.19,0.145,0.6475,0.2025,0.8375
NLA06608-4949,1,3.340608,1.83652785,0.536635195,0.287023747,0,0.043396226,0,0,0.004081633,0.64572975,0.118053414,0.188738977,2.6,5,1.923076923,-0.255782382,0.20662283,0.14,0.005,0.025,0.145,0.145,0.14,0,0.1725,0.2325,0.025,0.1475,0.14,0,0.8575,0.38,0.8575,0.3375,0.132222222,0.202777778,0.262777778,0.332222222,0.128320022,0.048255814,0.2344511,0.654414516,0.3475,0.6075,0.385,0.9325,0.6825,0.3775,0.955,1.31
NLA06608-9999,1,1.79,0.398469293,0.276461804,-0.30236159,0,0.285466712,0.110196054,0.015049056,0.22557891,0.08740572,0.077615868,0.198687681,6.2,7,1.129032258,0.168075118,0.13735056,0.02,0,0.315,0.315,0.02,0.315,0.3925,0.1825,0,0,0.13,0.16,0,1.18,0.5225,1.18,0.3425,0.430277778,0.272222222,0.035,0.475,0.255876623,0,0.291953589,0.452169788,0.715,0.51,0.6625,1.6025,1.19,0.285,1.225,1.8875
NLA06608-ACAD_LAKES_0435,1,2.31,1.053512643,0.382017043,0.062022359,0.002564103,0.073469287,0.15757518,0.110749898,0.10307391,0.231663409,0.130776975,0.203204936,6.1,8,1.31147541,0.01050102,0.220287384,0.1275,0.1325,0.255,0.3275,0.26,0.17,0.03,0.2225,0.01,0.005,0.035,0.105,0,0.5775,0.075,0.5775,0.3325,0.294444444,0.460555556,0.047222222,0.495277778,0.492529713,0.021634615,0.216055549,0.269780122,0.81,0.555,0.5275,1.6,1.315,0.2625,1.365,1.8625
NLA06608-ALPS-1218,1,0.62,0.091893658,-0.142667504,-0.716939377,0,0,0.006971154,0.025751263,0.223303501,0.501585173,0.219521776,0.022867133,3.4,6,1.764705882,-0.234446196,0.130585735,0.3225,0.005,0.04,0.3225,0.3275,0.225,0,0.02,0,0,0.01,0,0,0.255,0.01,0.255,0.02,0.105,0.07,0.16,0.4725,0,0.01969112,0.030501931,0.94980695,0.175,0.6325,0.8425,1.46,0.6475,0.18,0.8075,1.64
NLA06608-ALSC:020149,1,1.46,0.932380466,0.193124598,0.013839779,0,0,0.023401245,0.172840986,0.454448386,0.100560341,0.075140247,0.183664829,4.7,6,1.276595745,-0.045412317,0.109055371,0.05,0,0.2,0.1875,0.05,0.1225,0,0.3,0,0,0.065,0.07,0,0.5575,0.065,0.5575,0.37,0.6325,0.15,0.01,0.565,0.237271254,0,0.142078614,0.620650132,0.7825,0.575,0.755,1.945,1.3475,0.1675,1.3575,2.1125
NLA06608-ELS:1C2-032,1,2.18,0.762743586,0.357934847,-0.064118261,0,0.076111111,0.078472222,0.039583333,0.062943262,0.567334247,NA,0.175555824,2.9,NA,NA,-0.173731486,0.244010397,0.11,0.275,0.125,0.3075,0.385,0.15,0.025,0.105,0,0.015,0.025,0.105,0.025,0.45,0.075,0.425,0.225,0.434722222,0.405277778,0.165,0.6325,0.046455026,0.013121693,0.311039923,0.629383357,0.8675,0.7975,0.7425,1.9775,1.5,0.42,1.665,2.3975
NLA06608-ELS:1C3-003,1,0.9,0.602079729,0,-0.153613566,0,0,0.003766478,0.076287283,0.020010793,0.128655573,0.577335744,0.19394413,3.444444444,6,1.741935484,-0.219225605,0.211596431,0.122222222,0.027777778,0.1,0.122222222,0.15,0.055555556,0,0.294444444,0.005555556,0,0.016666667,0.177777778,0,0.55,0.022222222,0.55,0.472222222,0.272222222,0.319444444,0.058024691,0.694753086,0.194906948,0.115078605,0.315465777,0.37454867,0.608333333,0.766666667,0.916666667,1.708333333,1.313888889,0.430555556,1.375,2.138888889
NLA06608-ELS:1D1-035,1,0.963636364,0.307482446,0.026793177,-0.389891096,0,0,0.044387297,0.169180741,0.714150981,0.003710575,0.023466881,0.045103526,2.545454545,6,2.357142857,-0.015449034,0.071663596,0,0.004545455,0.063636364,0.059090909,0.004545455,0.063636364,0,0.072727273,0,0.009090909,0.195454545,0.013636364,0,0.354545455,0.195454545,0.354545455,0.095454545,0.544191919,0.278535354,0.054545455,0.679545455,0.28683429,0.005194805,0.367678446,0.340292459,0.895454545,0.734090909,0.711363636,1.913636364,1.575,0.422727273,1.629545455,2.336363636
NLA06608-ELS:1D2-087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-ELS:1E1-052,1,1.68,1.269995626,0.250420002,0.13671918,0.017857143,0.455139839,0.196157822,0.245737604,0.039655172,0,0,0.04545242,3.4,6,1.764705882,0.367667782,0.105829426,0.085,0.045,0.08,0.11,0.13,0,0.255,0,0.1075,0,0,0.01,0,0.3725,0.3625,0.3725,0.01,0.03,0.5975,0.03,0.275,0,0,0.316666667,0.683333333,0.6275,0.305,0.195,1.0525,0.9025,0.075,0.9325,1.1275
NLA06608-ELS:1E1-096,1,0.966616,0.546088641,0.028008094,-0.189707894,0.002816901,0.263236473,0.099359833,0.080887236,0.123726669,0.239778306,0.104875038,0.085319543,4.5,8,1.777777778,0.053631487,0.319888535,0.1125,0.07,0.225,0.2475,0.1825,0.16,0.3325,0.055,0.005,0,0.0925,0.02,0,0.665,0.43,0.665,0.075,0.27,0.315,0.152222222,0.490277778,0.243722944,0.011574074,0.146735329,0.597967653,0.6,0.67,0.545,1.52,1.1075,0.285,1.27,1.805
NLA06608-ELS:1E1-128,1,1.24,0.309838668,0.127104798,-0.387387069,0.045098039,0.199863816,0.091194468,0.077303065,0.017101304,0.303849784,0.12429016,0.141299363,5,8,1.6,0.063883107,0.346020155,0.1325,0.175,0.2225,0.225,0.3075,0.19,0.3275,0.2025,0,0.005,0.085,0.065,0,0.875,0.4125,0.875,0.2725,0.26,0.2675,0.07,0.445,0.333900313,0.030663221,0.081592755,0.553843711,0.5575,0.515,0.545,1.4475,1.0025,0.14,1.0725,1.5875
NLA06608-ELS:1E2-027,1,0.47,0.14181364900000001,-0.244125144,-0.616519189,0,0.004,0.116524722,0.169971565,0.097739007,0.510953769,0.061680636,0.039130301,2.8,7,2.5,-0.14729475,0.267125403,0.025,0.01,0.035,0.06,0.035,0.035,0,0.035,0,0,0.025,0.005,0,0.1,0.025,0.1,0.04,0.01,0.15,0.183888889,0.768611111,0.005405405,0.226280267,0.440001184,0.328313144,0.16,1.0175,1.385,1.3875,0.975,0.805,1.1775,2.1925
NLA06608-ELS:1E3-002,1,0.81,0.303498124,-0.040958608,-0.39415848,0,0.005714286,0,0,0,0.623673945,0.194714399,0.195368811,3.1,4,1.290322581,-0.342611856,0.019414008,0,0.005,0.065,0.055,0.005,0.04,0,0.2625,0,0.035,0.2425,0.08,0,0.66,0.2425,0.66,0.3775,0.26,0.52,0.23,0.4775,0.084684385,0.098138528,0.367990537,0.44918655,0.825,0.7075,0.7,1.65,1.3025,0.5125,1.5325,2.1625
NLA06608-ELS:1E3-012,1,1.25,1.043764554,0.130333768,0.058336633,0,0.151613187,0.182599552,0.076262873,0.25336907,0.202347944,0.010341702,0.123465671,5.6,7,1.25,0.066386026,0.168356723,0.005,0,0.015,0.015,0.005,0.005,0.015,0.1325,0,0,0.005,0.02,0,0.1775,0.02,0.1775,0.1525,0.805277778,0.082222222,0.04,0.315,0.643443963,0,0.182953343,0.173602694,0.9,0.355,0.28,1.345,1.215,0.19,1.255,1.535
NLA06608-ELS:1E3-071,1,0.2,0.047140452,-0.522878745,-0.832267914,0,0,0,0,0,0.819191919,0.180808081,0,1.6,2,1.25,-0.351820729,0,0.08,0.02,0.01,0.08,0.1,0.06,0,0,0,0,0.015,0,0,0.075,0.015,0.075,0,0.005,0.0825,0.16,0.395,0,0.358114362,0.264549547,0.377336092,0.0875,0.57,1.3875,0.9975,0.49,0.54,0.6575,1.5375
NLA06608-ELS:2B2-008,1,1.63,0.466785699,0.238046103,-0.246581116,0,0.005405405,0.014634146,0,0,0.0582241,0.852730387,0.074828372,2.9,5,1.724137931,-0.090949901,0.27129199,0,0.045,0.025,0.05,0.045,0.045,0.005,0.04,0.228571429,0.005,0.05,0.01,0,0.383571429,0.283571429,0.383571429,0.055,0.1175,0.05,0.09,0.2425,0.01383773,0.066360972,0.112770004,0.807031294,0.1675,0.3325,0.995,1.225,0.41,0.2,0.5,1.425
NLA06608-ELS:2C2-048,1,0.8625,0.282526863,-0.016599262,-0.417338061,0,0,0.005420054,0.004357298,0.020617461,0.047197792,0.825961356,0.096446039,3.555555556,6,1.6875,-0.23724148,0.129138822,0.088888889,0.197222222,0.138888889,0.263888889,0.286111111,0.241666667,0,0.061111111,0,0,0,0.038888889,0,0.341666667,0,0.341666667,0.1,0.222222222,0.25,0.197222222,0.205555556,0.071657396,0,0.873193144,0.05514946,0.472222222,0.402777778,0.752777778,0.722222222,0.677777778,0.905555556,0.875,1.627777778
NLA06608-ELS:2C3-018,1,0.67,0.283039063,-0.113509275,-0.416756934,0,0.022222222,0.055192744,0.042464975,0.250105682,0.034275107,0.349079747,0.246659523,3.6,7,1.944444444,-0.075502659,0.1957036,0.02,0.1475,0.24,0.2425,0.1675,0.1525,0.025,0.255,0.005,0.005,0.03,0.03,0,0.5025,0.06,0.5025,0.29,0.3725,0.1175,0.04,0.275,0.364042552,0.009756098,0.123871612,0.502329739,0.49,0.315,0.5825,1.2475,0.765,0.13,0.805,1.3775
