SITE_ID,VISIT_NO,IRT,PRT,ORT,MRT,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN
NLA06608-2987,1,0.45,0.02,0.45,0.04,146495.1533,218.76,232,223,2,Sedimentary,Sedimentary,1011,1011,1.1,0.65,71,71,0.52,0.56,19.25,29.07,9.68,-8.8,29,9.6,-8.8,453.0289955,150.318,14.385,22.572,6565,9251.829954,16479.28707,6715.318,36.957,Sewage,13.83357028
NLA06608-2996,1,0.78,0.05,0.78,0.3,1143341.236,314.95,353,326,6,Sedimentary,Sedimentary,762.18,758,0.99,0.95,63,63,0.31,0.57,24.51,36.4,17.49,-1.69,36.4,17.6,-1.6,14.2,49757.61,2405.746,25216.335,183.204,21299.07295,1686.668025,49940.814,27622.081,Fertilizer,9.753006022
NLA06608-3032,1,0.6,0.08,0.6,0.26,60288.38677,268.28,280,274,2,Sedimentary,Sedimentary,974.5,974,1.21,0.93,64,64,0.41,0.63,23.45,35.15,17.25,-1.2,35.2,17.3,-1.2,14.5,3592.158,442.303,1311.206,2.346,641.1652562,48.98852507,3594.504,1753.509,Fertilizer,10.32197202
NLA06608-3035,1,3.82,0.6,3.82,1.41,1622229.062,295.6,317,303,5,Sedimentary,Sedimentary,933.25,934,1.05,0.64,71,71,0.42,0.57,18.95,28.58,9.25,-9.2,28.6,9.3,-9.2,87.35740145,10626.7,4102.1,2676.271,135.888,3515.195271,1220.93595,10762.588,6778.371,Fertilizer,13.67966114
NLA06608-3083,1,0.68,0.02,0.68,0.11,1666222097,39.91,463,172,80,Sedimentary,Water,1014.17,1326,1.62,0.99,65.68,71,0.49,0.62,24.86,35.47,18.5,0.97,34.5,19.3,3.4,341.4904625,76100285.99,7496004.173,52706523.81,2853790.195,49392427.36,79713864.95,78954076.19,60202527.98,Sewage,11.5086436
NLA06608-3096,1,0.68,0.16,0.68,0.42,346225.166,95.14,122,106,7,Sedimentary,Sedimentary,1049.5,1049,1.44,0.97,66,66,0.48,0.62,24.52,35.4,18.7,1.2,35.4,18.7,1.2,6.7,1351.616,75.264,1370.337,6.1,1595.054312,54.6239279,1357.716,1445.601,Atmospheric,10.64109722
NLA06608-3121,1,0.1,0.05,0.1,0.06,2556055.343,1453,2281,1660,155,Volcanic,Volcanic,980.58,847,0.72,0.49,60.71,59,0.22,0.41,16.22,26.51,5.43,-9.51,27.3,6.2,-8.5,1.558889042,0,0,8639.19,1.335,16670.30698,643.5324514,1.335,8639.19,Atmospheric,2.196379637
NLA06608-3147,1,0.37,0.22,0.37,0.46,2809495.216,218.5,242,231,5,Sedimentary,Sedimentary,974.54,973,1.09,0.65,70,70,0.51,0.57,19.23,29.5,9.84,-9,29.5,9.9,-9,25.05970472,75286.966,5810.148,3509.512,32.838,14851.55488,1625.517924,75319.804,9319.66,Fertilizer,12.45303389
NLA06608-3153,1,4.84,1.92,4.84,3.31,9442759.179,280.68,730,394,114,Sedimentary,Granitic,870.5,853,0.88,0.57,77,77,0.61,0.71,12.54,21.47,8.97,-0.43,21.5,8.8,-0.6,43.7,0,0,58.032,0,1841.336543,1326.999768,0,58.032,Atmospheric,3.298092416
NLA06608-3157,1,0.67,0.07,0.67,0.06,161861983.2,980.2,3242,1826,414,Granitic,Granitic,803.53,481,0.33,0.62,61.64,57,0.16,0.32,19.25,26.97,5.44,-10,32.1,9.1,-7.5,3.871112079,185521.228,100543.629,699184.456,2981.852,1798604.099,146524.6637,188503.08,799728.085,Atmospheric,2.584518527
NLA06608-3160,1,1.01,0.04,1.01,0.15,621594.5283,391.66,478,434,17,Sedimentary,Sedimentary,740.96,742,0.87,0.7,68,68,0.52,0.59,20.94,31.45,10.41,-10.97,31.5,10.5,-11,20.94433229,73747.02,9884.298,13512.469,443.501,19985.77456,2315.632937,74190.521,23396.767,Fertilizer,9.83188623
NLA06608-3169,1,0.36,0.1,0.36,0.55,1046736984,4.52,91,17,10,Quaternary,Water,1285.49,1256,0.86,1.13,72.18,72,0.51,0.61,26.45,33.09,22.58,9.96,33,23,11.1,167.0555301,22893101.4,2329023.506,16506501.22,1617911.872,10562347.15,11276765.99,24511013.27,18835524.73,Fertilizer,8.510513889
NLA06608-3228,1,1.01,0.04,1.01,0.6,43791372.94,500.44,768,597,72,Sedimentary,Sedimentary,646.7,665,0.93,0.96,57.98,58,0.3,0.57,23.83,35,17.76,-0.69,35.6,17.9,-0.7,276.4225032,507922.549,121249.243,1093934.444,28212.016,901191.0249,1827019.001,536134.565,1215183.687,Sewage,7.415940695
NLA06608-3265,1,1.26,0.29,1.26,0.81,2142953.03,587.21,1037,727,87,Granitic,Granitic,565.63,560,0.48,0.58,62,62,0.27,0.43,17.31,29.3,7.99,-6.86,29.8,8.3,-6.7,18.48910634,0,0,2437.075,0,5418.457496,1527.448542,0,2437.075,Atmospheric,3.56733637
NLA06608-3303,1,3.2,0.99,3.2,2.68,30441118.82,153.31,181,162,7,Sedimentary,Sedimentary,793.33,787,1.31,1.08,66,66,0.38,0.62,25.25,36.05,20.97,4.42,36.2,21,4.4,140.2830504,21024.447,1403.746,21901.404,3154.605,21299.92708,17809.1423,24179.052,23305.15,Fertilizer,9.125556791
NLA06608-3313,1,0.11,0.02,0.11,0.32,659808.0014,1480.67,2804,1919,308,Sedimentary,Quaternary,692.48,460,0.37,0.58,54.91,55,0.2,0.33,19.13,26.92,5.87,-10.38,30.8,7.4,-11.1,11.18745118,22985.79,29463.03,35563.941,268.464,37599.21459,6953.517627,23254.254,65026.971,Manure,3.290216115
NLA06608-3320,1,0.17,0.01,0.17,0.03,30648498.51,144.01,811,260,96,Sedimentary,Sedimentary,1333.3,1236,1.31,0.9,65.33,66,0.48,0.64,23.31,33.96,16.17,-1.8,34.7,16.6,-2.4,21.22508568,728567.94,176.0522411,1435072.064,2460.482,2377935.216,290424.9053,731028.422,1435248.116,Atmospheric,9.452238537
NLA06608-3329,1,0.19,0.15,0.19,0.26,731863.1074,760.5,1294,880,124,Granitic,Sedimentary,866.17,804,0.77,0.53,68,68,0.22,0.43,16.21,26.27,6.08,-8.42,27.3,6.6,-7.5,4.1,0,0,323.589,0,2225.573061,140.365194,0,323.589,Atmospheric,3.535780866
NLA06608-3480,1,0.16,0.01,0.16,0.03,83508.88528,287.08,338,307,10,Sedimentary,Sedimentary,1012,1011,1.27,0.91,64,64,0.48,0.65,23.29,34.91,16.58,-2.24,35,16.6,-2.2,19.91805176,3404.795,725.578,10141.351,41.798,8047.856588,942.3191376,3446.593,10866.929,Manure,9.252266483
NLA06608-3484,1,0.85,0.05,0.85,0.31,2492945.728,873.52,938,889,9,Sedimentary,Sedimentary,557.89,555,0.55,0.63,63,63,0.44,0.53,20.02,30.91,8.9,-11.87,30.9,8.9,-11.9,0.3,0,0,65430.732,4.092,36014.40559,142.1726102,4.092,65430.732,Manure,4.133335213
NLA06608-3608,1,1.29,0.02,1.29,0.07,377831.7069,462.7,565,513,21,Sedimentary,Sedimentary,712.66,720,0.86,0.67,65,65,0.56,0.59,20.02,30.81,9.3,-12.44,30.9,9.3,-12.5,12.80817238,63008.554,19496.746,23670.536,122.64,25788.22341,1633.08181,63131.194,43167.282,Fertilizer,11.0006844
NLA06608-3616,1,1.38,0.03,1.38,0.24,1126133.892,680.61,786,734,26,Sedimentary,Sedimentary,619.64,621,0.73,0.8,60,60,0.42,0.55,22.49,34.18,14.15,-6.03,34.4,14.4,-5.8,0.807964965,10395.57,3416.75,30034.536,7.203,28576.41013,194.9798627,10402.773,33451.286,Manure,6.440647017
NLA06608-3644,1,0.5,0.01,0.5,0.2,121728.1347,1165.87,1225,1181,9,Sedimentary,Sedimentary,438.32,439,0.47,0.61,58,58,0.31,0.41,20.38,30.85,8.74,-11.85,30.9,8.8,-11.9,0.4,0,0,15229.032,0,9641.954709,52.40448085,0,15229.032,Manure,4.002908974
NLA06608-3656,1,0.52,0.03,0.52,0.08,138272.0311,708.67,749,720,9,Sedimentary,Sedimentary,617.22,618,0.71,0.65,64,64,0.5,0.58,19.29,30.97,8.8,-12.58,31,8.8,-12.6,0.8,0,0,0,0,4282.885287,33.52540023,0,0,Atmospheric,5.558677998
NLA06608-3660,1,0.58,0.03,0.58,0.11,204281.4108,403.99,434,418,7,Sedimentary,Sedimentary,794.3,798,0.88,0.73,66,66,0.46,0.57,21.45,32.27,11.24,-9.79,32.4,11.3,-9.7,7.4,43416.6,7037.04,5563.905,50.75444,8164.233231,347.2406188,43467.35444,12600.945,Fertilizer,9.4631486
NLA06608-3698,1,0.12,0.02,0.12,0.03,520090.1486,128.76,246,169,24,Granitic,Granitic,1304.86,1295,1.24,0.61,68,68,0.48,0.55,17.75,27.11,9.18,-8.41,27.1,9.2,-8.4,160.0155832,2786.372,1068.644,478.023,5317.78,22249.36379,17442.43015,8104.152,1546.667,Atmospheric,11.10176275
NLA06608-3846,1,0.41,0.68,0.68,0.96,1107169.696,16.52,59,24,11,Granitic,Granitic,1228,1217,1.24,0.64,72,72,0.52,0.59,18.56,26.3,10.1,-5.4,26.3,10.2,-5.4,184.4,56.728,4.324,2.396,8.565,1495.264935,1324.43028,65.293,6.72,Atmospheric,11.32319595
NLA06608-3890,1,1.2,0.64,1.2,1.01,9985001.294,89.94,154,119,19,Granitic,Granitic,1259.47,1259,1.27,0.61,69,69,0.5,0.58,18.03,27.49,9.39,-8.07,27.5,9.4,-8.1,59.64398151,721.072,963.968,219.42,527.485,13926.32941,3989.820213,1248.557,1183.388,Atmospheric,11.32319596
NLA06608-3911,1,0.48,0.2,0.48,0.39,399367.2057,12.19,16,14,1,Quaternary,Quaternary,1549.67,1550,1.68,1.03,74,74,0.53,0.64,25.44,33.9,20.1,4.87,33.9,20.1,4.9,39.41872838,3817.17,4.599,485.523,4.984,1018.212024,253.2127011,3822.154,490.122,Fertilizer,8.621332682
NLA06608-4056,1,1.1,0,1.1,0.1,78816953.24,492.49,2650,978,275,Sedimentary,Sedimentary,512.41,741,1.06,0.86,56.4,61,0.5,0.61,22.86,33.91,13.43,-6.83,35,15.1,-4.7,8.230080361,68805214.49,43449456.8,23930913.67,24213.502,22870495.11,1480511.219,68829427.99,67380370.47,Fertilizer,6.914917424
NLA06608-4064,1,0.73,0.02,0.73,0.36,734917.8642,1310.41,1496,1408,46,Sedimentary,Sedimentary,432.74,431,0.39,0.72,53,53,0.3,0.42,21.26,32.66,12.22,-7.57,33.3,12.5,-7.6,0.574307086,770.798,616.149,33208.539,2.421,43293.56082,338.3945891,773.219,33824.688,Atmospheric,3.996346448
NLA06608-4206,1,1.28,0.49,1.28,0.86,174014.9386,275.37,305,280,8,Sedimentary,Sedimentary,907,907,1.27,0.9,63,63,0.49,0.62,23.28,34.9,15.8,-3.6,34.9,15.8,-3.6,12.5,189.728,0.0030576,119.196,2.718,282.2559104,19.03543088,192.446,119.1990576,Atmospheric,10.0811344
NLA06608-4252,1,1.71,1.53,1.71,2.34,1909476.594,451.66,552,473,21,Gneiss,Sedimentary,1285,1266,1.14,0.52,66,66,0.49,0.61,15.04,24.65,5.05,-14.6,24.9,5.2,-14.5,24.66888948,0,0,0,0.209,990.3470201,147.5562764,0.209,0,Atmospheric,9.005303827
NLA06608-4320,1,0.48,0,0.48,0.13,291326505.5,308.58,4394,1303,759,Sedimentary,Sedimentary,526.05,964,1.25,0.87,56.07,63,0.46,0.6,23.16,31.85,10.93,-8.89,34.4,15.2,-4.5,43.18863211,214185599.6,47875804,52873036.29,1958336.84,61722474.11,26392363.42,216143936.4,100748840.3,Fertilizer,5.493555941
NLA06608-4382,1,0.08,0.02,0.08,0.05,169288.6576,354.89,400,376,10,Sedimentary,Sedimentary,943.67,942,1.36,0.89,63,63,0.5,0.65,23.13,34.68,16.3,-2.72,34.8,16.3,-2.7,7.2,2484.154,759.717,10329.088,27.68,6493.058027,287.6573846,2511.834,11088.805,Manure,8.83945139
NLA06608-4413,1,0.14,0.07,0.14,0.11,656203.8076,172.77,231,196,14,Granitic,Granitic,1307.67,1308,1.26,0.61,67,67,0.49,0.57,17.43,26.96,8.96,-8.73,27,8.9,-8.9,87.50509257,636.756,244.212,93.483,1724.749,9014.81021,3791.204395,2361.505,337.695,Atmospheric,11.31701199
NLA06608-4414,1,0.19,0.01,0.19,0.03,397187.5024,185.13,349,237,32,Sedimentary,Sedimentary,1275.52,1265,1.54,0.87,65,65,0.45,0.63,22.83,34.28,16.21,-2.19,34.6,16.3,-2.3,9.239551012,3212.982,313.2605,10603.368,30.8,21482.7924,1190.089452,3243.782,10916.6285,Atmospheric,9.07154067
NLA06608-4440,1,0.6,0.06,0.6,0.19,5377138.637,300.36,370,332,16,Sedimentary,Sedimentary,946.43,941,1.22,0.87,63.31,63,0.46,0.6,23.17,34.57,15.08,-4.61,34.6,15.2,-4.4,137.3385684,131427.662,2135.274,51944.832,1005.96,65902.73259,53996.69127,132433.622,54080.106,Fertilizer,9.116913806
NLA06608-4472,1,0.41,0,0.41,0.01,7484691.732,378.73,2650,951,292,Sedimentary,Sedimentary,528.19,895,1.3,0.89,56.72,65,0.46,0.61,23.42,33.95,13.54,-6.68,34.4,15.9,-3.1,12.78257952,75647957.77,43946025.64,26590781.47,68624.949,24603392.18,2427121.471,75716582.72,70536807.11,Fertilizer,7.047596628
NLA06608-4504,1,0.19,0.04,0.19,0.13,1920617.984,230.56,308,269,17,Sedimentary,Sedimentary,988.57,991,1.22,0.84,64,64,0.57,0.61,22.86,33.89,14.8,-5,34.1,14.9,-4.9,2.046104614,7585.428,0.0300208,34769.07,99.96,30128.33813,393.63817,7685.388,34769.10002,Manure,8.517749548
NLA06608-4610,1,0.06,0.06,0.06,0.22,782212.7579,294.2,376,334,18,Sedimentary,Sedimentary,1057,1055,1.25,0.89,64,64,0.55,0.64,23.26,34.76,16.45,-2.3,34.8,16.6,-2.2,86.70093769,2056.264,1046.743,8532.634,120.87,9364.566428,4657.756594,2177.134,9579.377,Manure,9.480991095
NLA06608-4643,1,0.51,0.04,0.51,0.11,7758009.421,217.06,327,268,19,Sedimentary,Sedimentary,1062.78,1069,1.27,0.87,63.97,64,0.45,0.61,23.26,34.16,15.21,-4.65,34.3,15.3,-4.6,9.776056821,37091.805,0.146798,168693.252,650.82,132323.775,8792.394115,37742.625,168693.3988,Manure,8.002275725
NLA06608-4650,1,0.1,0.01,0.1,0.03,60274580.36,24.29,140,65,19,Sedimentary,Sedimentary,1416.61,1425,1.34,0.94,70.13,71,0.52,0.63,24.31,34,17.88,1.12,34,18.1,1.4,36.65954272,979352.146,3333412.367,1042308.066,39878.979,4118662.65,830017.4186,1019231.125,4375720.433,Manure,9.894073154
NLA06608-4659,1,0.19,0.01,0.19,0.07,1000609.497,463.8,564,511,18,Sedimentary,Sedimentary,782.33,790,1.16,0.89,61.15,61,0.47,0.62,22.88,35.27,15.57,-4.01,35.5,15.8,-3.8,13.19373732,201421.122,3593.504,107312.615,165.108,57224.69254,4953.925011,201586.23,110906.119,Fertilizer,8.289358677
NLA06608-4686,1,0.71,0.11,0.71,0.25,16233818.4,30.36,97,48,14,Sedimentary,Sedimentary,1517.02,1520,1.64,0.97,73,73,0.55,0.66,24.73,33.75,18.86,2.79,33.8,18.9,2.8,11.78585877,2870.428,11.748,29161.619,169343.341,73443.74212,5915.057574,172213.769,29173.367,Fertilizer,7.959322688
NLA06608-4698,1,0.56,0,0.56,0.02,279840.4329,37.95,46,41,1,Quaternary,Quaternary,1352.29,1364,1.42,0.94,70,70,0.5,0.64,24.39,34.02,17.9,1.02,34,17.9,1,5.9,158903.805,29.685,67107.04,26797.856,33805.24659,1380.991566,185701.661,67136.725,Fertilizer,7.855324901
NLA06608-4828,1,0.06,0.01,0.06,0.04,169728.6955,338.42,384,360,10,Sedimentary,Sedimentary,923.39,921,1.38,0.91,63,63,0.5,0.64,23.24,34.77,16.25,-2.9,34.9,16.3,-2.9,19.57293663,1723.176,184.392,14317.448,110.315,9772.115371,1143.71232,1833.491,14501.84,Manure,9.095924256
NLA06608-4929,1,0.12,0.02,0.12,0.05,407799.4512,332.13,372,295,35,Sedimentary,Sedimentary,1076.04,1079,1.29,0.89,64,64,0.56,0.64,23.28,34.64,16.62,-1.86,34.6,16.6,-1.9,8.853071308,7763.79,1171.18,19072.76,21340.35,18529.34537,943.4717654,29104.14,20243.94,Fertilizer,9.456799677
NLA06608-4949,1,0.01,0,0.01,0,3355606.702,161.11,512,281,61,Sedimentary,Sedimentary,1021.53,1104,1.17,0.87,64.17,65,0.45,0.6,23.4,33.58,14.38,-5.44,34.1,15.7,-3.3,91.6580702,27669648.18,258.7123935,25047786.46,569984.64,19537082.78,10233889.99,28239632.82,25048045.17,Fertilizer,9.517190018
NLA06608-9999,1,2.97,2.04,2.97,3.04,32568247.03,397.67,644,439,42,Granitic,Granitic,1094.5,1094,1.28,0.5,67,67,0.5,0.6,14.29,24.92,4.77,-15.81,25.1,4.8,-15.9,2.5,0,0,6.912,8.004,10128.41318,169.2040142,8.004,6.912,Atmospheric,8.139351704
NLA06608-ACAD_LAKES_0435,1,0.03,0.05,0.05,0.08,106738.092,42.81,194,81,26,Sedimentary,Sedimentary,1389.5,1385,1.42,0.56,71,71,0.51,0.58,15.74,25.7,7.25,-10.7,25.6,7.3,-10.6,55.8,0,0,2.145,0,638.8268083,446.8234518,0,2.145,Atmospheric,4.339107717
NLA06608-ALPS-1218,1,1.11,0.17,1.11,0.24,176149.7603,81.2,92,83,2,Mafic_UltraMaf*,Mafic_UltraMafic,1199,1199,1.26,0.53,68,68,0.44,0.57,15.34,25.7,5.8,-14.3,25.7,5.8,-14.3,0.8,1520.684,26.752,12.656,0,408.5605887,3.613962171,1520.684,39.408,Fertilizer,4.919057669
NLA06608-ALSC:020149,1,1.06,0.26,1.06,0.44,6536765.395,487.95,764,512,27,Mafic_UltraMaf*,Granitic,1090.83,1090,1.05,0.5,66.5,66,0.41,0.58,15.08,25.03,4.93,-15.4,25,4.9,-15.4,5.24883938,0,0,214.056,13.035,20348.30167,692.0893746,13.035,214.056,Atmospheric,8.393601137
NLA06608-ELS:1C2-032,1,0.31,0.23,0.31,0.37,212912.8674,155.28,207,172,12,Sedimentary,Sedimentary,1059,1047,1.19,0.56,70,70,0.51,0.59,16.63,26.9,7.2,-11.9,26.9,7.2,-11.9,117,27.222,24.778,8.892,3.5,581.2849203,494.3072706,30.722,33.67,Atmospheric,7.483365869
NLA06608-ELS:1C3-003,1,0.14,0.2,0.2,0.32,281678.6133,330.66,389,356,18,Sedimentary,Sedimentary,1043,1043,1.16,0.48,69,69,0.49,0.63,13.71,24.1,3.4,-18.1,24.1,3.4,-18.1,0.3,0,0,82.656,0,573.6555134,1.934475005,0,82.656,Atmospheric,4.838696282
NLA06608-ELS:1D1-035,1,0.18,0.05,0.18,0.09,1022395.239,18.74,84,42,13,Quaternary,Quaternary,1233.43,1231,1.15,0.64,70,70,0.53,0.59,17.93,26.62,9.92,-6.03,26.5,9.9,-6,82.30511969,2245.716,230.55,433.62,1.784,18963.70871,7665.455134,2247.5,664.17,Atmospheric,11.07468135
NLA06608-ELS:1D2-087,1,0.25,0.06,0.25,0.09,72106.51401,297.91,351,317,12,Sedimentary,Sedimentary,1232,1232,1.18,0.56,65,65,0.46,0.55,16.33,26.3,7.6,-10.4,26.2,7.6,-10.3,44.6,456.444,478.95,147.126,30.205,1159.011912,267.7600798,486.649,626.076,Atmospheric,10.50016173
NLA06608-ELS:1E1-052,1,2.56,1.52,2.56,2.04,10102857.78,101.3,172,114,15,Granitic,Granitic,1134.43,1135,1.12,0.53,68,68,0.43,0.56,15.61,25.84,5.26,-16.09,25.8,5.2,-16.1,0.2,0,0,5.555,0,2784.871915,6.467908288,0,5.555,Atmospheric,4.683714632
NLA06608-ELS:1E1-096,1,0.25,0.04,0.25,0.06,1704866.044,100.39,230,132,24,Granitic,Granitic,1138.34,1138,1.13,0.53,68,68,0.44,0.56,15.55,25.65,5.16,-16.13,25.8,5.2,-16.1,0.202252334,0,0,3.41,28.137,16498.3538,39.28283301,28.137,3.41,Atmospheric,4.620089755
NLA06608-ELS:1E1-128,1,0.5,0.1,0.5,0.15,241631.8698,119.31,279,159,34,Granitic,Granitic,1098.5,1098,1.16,0.52,70,70,0.44,0.56,15.58,25.85,5.5,-14.6,25.8,5.5,-14.6,3.6,0,0,0,0,1179.951149,41.82614123,0,0,Atmospheric,5.523797989
NLA06608-ELS:1E2-027,1,5.82,0.37,5.82,0.58,13077185.31,367.85,658,431,54,Sedimentary,Sedimentary,1073.16,1062,1.23,0.47,69.29,70,0.49,0.63,13.39,23.54,3.09,-18.11,23.8,2.9,-18.9,0.3,0,0,753.088,48.238,13797.38347,46.52738942,48.238,753.088,Atmospheric,4.838696282
NLA06608-ELS:1E3-002,1,0.51,0.15,0.51,0.23,156515.2805,246.31,276,251,7,Sedimentary,Sedimentary,1006,1003,1.04,0.49,71,71,0.45,0.54,14.28,24.7,3.5,-18.4,24.7,3.5,-18.3,0.2,0,0,32.274,0.152,408.2864919,1.10404631,0.152,32.274,Atmospheric,4.02278457
NLA06608-ELS:1E3-012,1,0.19,0.43,0.43,0.71,407738.7611,390.6,518,421,30,Sedimentary,Sedimentary,1019,1019,1.09,0.48,72,72,0.46,0.56,13.75,23.9,3.3,-18.1,23.9,3.3,-18.1,0,0,0,0,0,396.6562054,0,0,0,Atmospheric,4.554216363
NLA06608-ELS:1E3-071,1,0.19,0.03,0.19,0.05,27130.28159,271.83,360,301,21,Sedimentary,Sedimentary,1006,1008,1.09,0.5,71,71,0.44,0.56,14.17,24.4,3.5,-18.3,24.6,3.5,-18.3,0.4,0,0,0,0,307.3901461,1.7524458,0,0,Atmospheric,3.816140858
NLA06608-ELS:2B2-008,1,0.93,0.22,0.93,0.81,302829.3636,377.32,446,403,17,Volcanic,Volcanic,883.5,883,0.72,0.53,71,71,0.43,0.57,15.31,24.8,4.55,-14.45,24.9,4.6,-14.2,7.157893127,19.994,14.014,24.79,8.432,1249.493775,73.63718381,28.426,38.804,Atmospheric,6.606039932
NLA06608-ELS:2C2-048,1,3.12,0.15,3.12,0.51,96813.84778,496.3,533,512,7,Volcanic,Volcanic,805,805,0.63,0.51,69,69,0.49,0.61,15.18,25.5,4.6,-16.7,25.4,4.6,-16.7,12.9,0,0,0.977,0,830.6058864,71.9217903,0,0.977,Atmospheric,8.102952335
NLA06608-ELS:2C3-018,1,2.26,0.46,2.26,1.5,833638.1131,500.5,518,505,4,Sedimentary,Sedimentary,815.25,815,0.54,0.51,70,70,0.48,0.6,15.81,25.45,4.4,-17.6,25.5,4.4,-17.6,6,0,0,2.86,10.72,2469.925607,111.0168452,10.72,2.86,Atmospheric,7.260479445
NLA06608-ELS:2D3-008,1,2.4,0.1,2.4,0.87,1535805.079,402.27,476,416,11,Sedimentary,Sedimentary,710.32,710,0.67,0.54,69,69,0.45,0.57,16.62,26.16,3.78,-20.84,26.3,3.8,-20.8,4.056917946,116.352,89.136,1817.268,3.264,12071.61127,519.1429595,119.616,1906.404,Atmospheric,5.130900066
NLA06608-EMAP:ME011L,1,0.75,0.05,0.75,0.08,2430859.346,297.13,782,396,69,Sedimentary,Mafic_UltraMafic,1092,1064,1.17,0.49,69.14,69,0.47,0.61,14.4,24.04,3.22,-18.4,24.5,3.6,-18.1,0.1,0,0,126.828,0,19293.84167,22.47910129,0,126.828,Atmospheric,4.668300726
NLA06608-EMAP:ME012L,1,0.17,1.37,1.37,2.28,13896616.95,345.87,583,402,47,Sedimentary,Sedimentary,989.92,999,1.09,0.48,71.5,72,0.46,0.56,13.75,24,3.35,-18.05,24,3.3,-18.1,0,0,0,2.277,0,4243.62676,0,0,2.277,Atmospheric,4.554216364
NLA06608-EMAP:ME254L,1,0.48,0.69,0.69,1.08,2044087.535,343.61,572,387,52,Sedimentary,Sedimentary,1018.75,1016,1.11,0.47,71,71,0.44,0.58,14.06,24.18,3.25,-18.85,24.4,3.4,-18.7,0.1,0,0,0,0,1147.012149,1.452102333,0,0,Atmospheric,4.296253052
NLA06608-EMAP:ME263L,1,0.59,0.07,0.59,0.1,12981159.72,95.51,339,131,32,Granitic,Sedimentary,1137.46,1135,1.12,0.53,68.03,68,0.44,0.57,15.53,25.6,5.17,-16.13,25.8,5.4,-15.9,0.567073573,371.076,6.528,398.483,75.24,84277.26726,530.9150266,446.316,405.011,Atmospheric,4.896028022
NLA06608-EMAP:ME518L,1,0.85,1.05,1.05,1.55,62617002.06,97.04,340,159,50,Granitic,Granitic,1138.45,1137,1.1,0.53,68,68,0.44,0.56,15.47,25.56,5.05,-16.26,25.9,5.3,-16.1,1.223487888,127.33,2.24,303.668,3.358,25926.5033,362.5282657,130.688,305.908,Atmospheric,4.759055913
NLA06608-FL:107895579,1,0.1,0,0.1,0.06,29209802.34,0.08,57,12,8,Quaternary,Quaternary,1322.39,1336,1.09,1.05,72.94,72,0.5,0.59,25.34,32.89,21.98,9.05,32.9,21.1,7.3,365.7350564,9746873.236,908245.465,5613273.967,2801678,7731428.119,17221744.92,12548551.24,6521519.432,Sewage,8.930344635
NLA06608-FL:16674741,1,0.5,0.91,0.91,4.01,406201.2044,48.51,71,61,6,Quaternary,Quaternary,1329,1329,0.98,1,73,73,0.5,0.58,24.98,32.9,20.3,5.6,33,20.4,5.7,151.3,0,0,391.84,42.515,379.5051102,377.9410547,42.515,391.84,Manure,8.263262407
NLA06608-FL:18261987,1,0.64,0.02,0.64,0.21,3079323.883,43.04,55,43,3,Quaternary,Quaternary,1351.1,1351,1.04,1.01,72.07,72,0.5,0.58,25.07,33.1,20.1,5.05,33,20.2,5.1,12.73048536,8000.913,10387.445,32419.114,1931.581,129499.2127,9566.341057,9932.494,42806.559,Atmospheric,9.373143986
NLA06608-FL:99324403,1,0.87,0.19,0.87,1.07,166171.1461,50.67,61,56,3,Sedimentary,Sedimentary,1360,1360,1,1.01,73,73,0.51,0.58,25.24,33.1,20.1,4.9,33.1,20.1,4.9,40.2,1012.112,1075.796,666.237,11.662,764.1845726,186.0460544,1023.774,1742.033,Manure,8.980963137
NLA06608-FL:99344895,1,0.27,0.05,0.27,0.28,176142.2464,34.81,56,43,6,Sedimentary,Sedimentary,1362.8,1363,1,1.01,72,72,0.51,0.58,25.4,33.3,20.2,4.9,33.3,20.2,4.9,43.31346012,3326.696,3536.018,1782.844,163.982,3433.938712,900.7651261,3490.678,5318.862,Manure,8.980963137
NLA06608-IN:646,1,2.86,0.22,2.86,0.62,3444730.397,273.54,306,289,7,Sedimentary,Sedimentary,936,937,1.04,0.64,70.75,70,0.41,0.57,19.07,28.58,9.32,-9.11,28.6,9.3,-9.1,87.34598397,75656.84,29204.92,19257.264,509.808,21061.66807,7314.412096,76166.648,48462.184,Fertilizer,13.67966114
NLA06608-MI:7007,1,0.79,0.29,0.79,0.73,217733.5281,274.96,300,283,5,Sedimentary,Sedimentary,824,824,0.89,0.61,72,72,0.49,0.58,18.25,28.2,8.7,-9.1,28.2,8.7,-9.1,54.7,1019.106,197.604,70.884,75.21,1104.429342,251.7887249,1094.316,268.488,Atmospheric,13.04992581
NLA06608-MN:03-0029,1,3.33,0.23,3.33,0.98,802510.4616,453.21,479,458,4,Gneiss,Gneiss,660.17,660,0.65,0.54,68,68,0.46,0.58,16.6,26.65,3.88,-21.28,26.7,3.9,-21.3,14.61514465,3238.5,854.424,475.176,12.626,3181.678242,423.2458854,3251.126,1329.6,Fertilizer,5.975657397
