SITE_ID,VISIT_NO,RES_PIPES,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,MAN_LEVEL_FLUCTUATIONS,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,TROPHIC_STATE
NLA06608-0558,1,L,L,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,10,7,9,8,7,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0560,1,NA,NA,NA,L,NA,NA,NA,L,NA,NA,M,NA,NA,NA,NA,NA,L,2,6,2,3,6,RESERVOIR,ARTIFICIAL,FAIR,YES,18,MESOTROPHIC
NLA06608-0561,1,L,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,L,NA,16,12,3,1,5,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0562,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,7,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,0.5,MESOTROPHIC
NLA06608-0562,2,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,1,0,5,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0564,1,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,L,4,7,3,0,4,RESERVOIR,ARTIFICIAL,GOOD,YES,1,MESOTROPHIC
NLA06608-0565,1,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,L,L,8,13,1,1,6,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,EUTROPHIC
NLA06608-0569,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,M,0,6,0,1,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,HYPEREUTROPHIC
NLA06608-0570,1,L,NA,H,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,H,5,2,10,0,5,RESERVOIR,ARTIFICIAL,GOOD,YES,1,EUTROPHIC
NLA06608-0579,1,NA,M,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,0,0,DRAINAGE,NONE,UNSWIMMABLE,NA,-0.5,EUTROPHIC
NLA06608-0580,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,L,2,4,0,1,5,RESERVOIR,ARTIFICIAL,GOOD,YES,0.8,OLIGOTROPHIC
NLA06608-0581,1,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,12,9,5,0,12,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0582,1,H,M,M,M,M,L,NA,H,H,NA,NA,NA,NA,NA,L,H,M,38,15,18,11,10,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.1,EUTROPHIC
NLA06608-0583,1,L,H,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,0,1,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,NA,NA,EUTROPHIC
NLA06608-0585,1,NA,NA,NA,M,NA,NA,NA,H,NA,L,NA,NA,NA,NA,NA,NA,NA,9,3,8,1,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.5,HYPEREUTROPHIC
NLA06608-0587,1,L,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,10,5,4,1,3,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0587,2,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,15,3,0,1,0,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0588,1,NA,L,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,11,0,0,RESERVOIR,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0590,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,6,3,0,1,1,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0591,1,M,L,L,L,L,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,H,21,4,7,0,9,RESERVOIR,ARTIFICIAL,GOOD,YES,5,MESOTROPHIC
NLA06608-0593,1,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,L,NA,L,6,7,1,1,3,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0594,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,0,0,0,5,4,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0595,1,NA,L,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,0,0,SEEPAGE,NONE,FAIR,YES,NA,HYPEREUTROPHIC
NLA06608-0596,1,NA,NA,NA,NA,NA,NA,NA,L,NA,L,NA,NA,NA,NA,NA,NA,M,1,4,1,1,9,RESERVOIR,ARTIFICIAL,FAIR,YES,NA,OLIGOTROPHIC
NLA06608-0597,1,L,M,L,M,NA,NA,NA,H,NA,NA,NA,NA,NA,L,NA,NA,M,7,4,12,1,4,RESERVOIR,ARTIFICIAL,FAIR,YES,2,MESOTROPHIC
NLA06608-0599,1,NA,M,M,M,NA,NA,NA,M,NA,NA,NA,L,NA,NA,NA,NA,NA,3,15,12,1,6,RESERVOIR,ARTIFICIAL,GOOD,YES,1.5,EUTROPHIC
NLA06608-0606,1,NA,M,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,9,0,4,0,4,DRAINAGE,NONE,GOOD,NA,NA,EUTROPHIC
NLA06608-0608,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0609,1,L,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,3,0,0,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0610,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,L,NA,14,4,1,1,2,NA,NATURAL,FAIR,NO,NA,NA
NLA06608-0611,1,L,H,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,L,16,6,7,1,10,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,3,9,0,1,3,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0616,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0617,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,H,3,9,0,3,14,RESERVOIR,ARTIFICIAL,FAIR,YES,3,MESOTROPHIC
NLA06608-0618,1,L,L,L,L,NA,L,NA,L,NA,NA,NA,L,NA,NA,NA,L,L,6,2,5,2,5,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0622,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,1,0,2,DRAINAGE,NONE,GOOD,NA,0.3,EUTROPHIC
NLA06608-0623,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,1,0,0,RESERVOIR,ARTIFICIAL,GOOD,YES,0.2,EUTROPHIC
NLA06608-0624,1,M,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,L,NA,NA,L,18,3,3,1,10,RESERVOIR,ARTIFICIAL,FAIR,YES,0.1,EUTROPHIC
NLA06608-0625,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,0,0,DRAINAGE,ARTIFICIAL,FAIR,YES,1,OLIGOTROPHIC
NLA06608-0627,1,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,5,1,3,1,1,SEEPAGE,NONE,GOOD,YES,1.2,OLIGOTROPHIC
NLA06608-0628,1,NA,NA,M,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,1,1,4,0,1,RESERVOIR,ARTIFICIAL,FAIR,YES,0.5,NA
NLA06608-0630,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,1,1,0,0,3,DRAINAGE,NATURAL,FAIR,NA,0.5,MESOTROPHIC
NLA06608-0632,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,M,3,6,2,3,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0634,1,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,0,0,SEEPAGE,NONE,UNSWIMMABLE,NA,-0.2,HYPEREUTROPHIC
NLA06608-0635,1,NA,H,M,M,NA,NA,M,NA,L,NA,L,L,NA,NA,NA,NA,NA,2,1,14,3,8,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NA,NA,MESOTROPHIC
NLA06608-0637,1,NA,NA,L,M,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,L,10,12,7,0,9,RESERVOIR,ARTIFICIAL,FAIR,YES,NA,MESOTROPHIC
NLA06608-0641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,L,1,2,0,1,3,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,YES,3,EUTROPHIC
NLA06608-0648,1,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,DRAINAGE,NATURAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,2,16,0,0,4,RESERVOIR,ARTIFICIAL,GOOD,NA,4,OLIGOTROPHIC
NLA06608-0650,1,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,6,7,1,0,2,DRAINAGE,ARTIFICIAL,GOOD,YES,0.5,MESOTROPHIC
NLA06608-0651,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,3,3,1,0,3,RESERVOIR,ARTIFICIAL,GOOD,YES,2,EUTROPHIC
NLA06608-0654,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,SEEPAGE,NONE,FAIR,YES,0.2,EUTROPHIC
NLA06608-0657,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0658,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,5,SEEPAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0659,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,2,1,0,1,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0660,1,M,NA,NA,NA,NA,NA,NA,NA,M,M,NA,NA,NA,NA,L,L,NA,13,1,0,8,1,SEEPAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0661,1,L,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,L,6,9,9,1,9,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0662,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,0,6,NA,NATURAL,GOOD,NO,NA,NA
NLA06608-0663,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,4,4,9,0,1,SEEPAGE,NONE,UNSWIMMABLE,YES,1.5,HYPEREUTROPHIC
NLA06608-0665,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,9,0,0,1,RESERVOIR,ARTIFICIAL,GOOD,YES,0.2,MESOTROPHIC
NLA06608-0671,1,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,2,SEEPAGE,NONE,GOOD,YES,0.3,OLIGOTROPHIC
NLA06608-0672,1,L,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,L,11,6,0,1,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0674,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,DRAINAGE,NATURAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0677,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,10,0,0,SEEPAGE,NONE,FAIR,NA,NA,EUTROPHIC
NLA06608-0678,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,3,8,0,1,3,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0679,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,0,0,0,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0681,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,L,M,4,17,0,2,9,RESERVOIR,ARTIFICIAL,FAIR,YES,4,MESOTROPHIC
NLA06608-0686,1,L,L,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,12,7,9,8,7,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0687,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,0,1,0,0,4,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0690,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,NA,3,1,0,2,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0690,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,3,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0692,1,L,NA,NA,L,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,10,7,1,3,1,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0693,1,M,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,L,NA,NA,NA,NA,NA,10,2,3,1,2,RESERVOIR,ARTIFICIAL,GOOD,YES,0.5,MESOTROPHIC
NLA06608-0696,1,NA,NA,M,L,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0707,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,0,0,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0709,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,0,1,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0710,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,0,0,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0711,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,3,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0712,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,RESERVOIR,ARTIFICIAL,GOOD,YES,NA,MESOTROPHIC
NLA06608-0713,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,1,4,0,0,9,RESERVOIR,ARTIFICIAL,FAIR,YES,13,MESOTROPHIC
NLA06608-0715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,2,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0717,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,12,5,0,1,4,RESERVOIR,ARTIFICIAL,FAIR,YES,1,HYPEREUTROPHIC
NLA06608-0718,1,NA,NA,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,0,0,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0720,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,0.3,MESOTROPHIC
NLA06608-0721,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,H,NA,NA,4,4,2,10,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0723,1,NA,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,0,3,SEEPAGE,NONE,FAIR,YES,0.6,HYPEREUTROPHIC
NLA06608-0724,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,0,0,0,RESERVOIR,ARTIFICIAL,GOOD,YES,0.3,MESOTROPHIC
NLA06608-0726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NONE,GOOD,NA,NA,NA
NLA06608-0727,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,10,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0731,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,0,0,0,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0733,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.3,EUTROPHIC
NLA06608-0734,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,DRAINAGE,NATURAL,FAIR,NA,0.3,MESOTROPHIC
NLA06608-0738,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NLA06608-0743,1,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,3,0,0,DRAINAGE,NONE,FAIR,NA,NA,EUTROPHIC
NLA06608-0744,1,NA,M,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,6,0,3,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0749,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,0,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.3,MESOTROPHIC
NLA06608-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,6,7,0,1,0,RESERVOIR,ARTIFICIAL,GOOD,YES,0.2,MESOTROPHIC
NLA06608-0753,1,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,NA,14,11,7,8,9,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0754,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,1,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0755,1,NA,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,1,0,4,0,2,RESERVOIR,ARTIFICIAL,FAIR,YES,2,EUTROPHIC
NLA06608-0756,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0759,1,L,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,0,0,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,YES,0.7,HYPEREUTROPHIC
NLA06608-0761,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,L,L,8,7,0,6,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.5,EUTROPHIC
NLA06608-0762,1,NA,L,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,0,0,SEEPAGE,NONE,UNSWIMMABLE,NA,NA,MESOTROPHIC
NLA06608-0764,1,H,M,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,M,8,8,4,0,7,RESERVOIR,ARTIFICIAL,GOOD,YES,0.5,MESOTROPHIC
NLA06608-0765,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,8,3,0,1,5,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0766,1,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7,2,0,8,SEEPAGE,NATURAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0769,1,NA,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,4,3,3,3,4,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0770,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,23,10,0,1,14,RESERVOIR,NONE,UNSWIMMABLE,NA,NA,MESOTROPHIC
NLA06608-0771,1,L,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,7,1,1,0,4,SEEPAGE,NONE,FAIR,YES,-1,MESOTROPHIC
NLA06608-0775,1,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,1,0,1,3,2,DRAINAGE,ARTIFICIAL,GOOD,YES,0.5,MESOTROPHIC
NLA06608-0779,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0781,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,16,3,0,0,12,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,DRAINAGE,NA,GOOD,NO,NA,MESOTROPHIC
NLA06608-0783,1,L,H,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,10,6,7,0,4,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0785,1,NA,M,NA,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,1,6,7,0,4,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.2,MESOTROPHIC
NLA06608-0792,1,H,L,L,L,NA,NA,NA,NA,L,L,L,L,NA,NA,NA,H,L,23,14,3,9,12,RESERVOIR,ARTIFICIAL,GOOD,YES,2,MESOTROPHIC
NLA06608-0793,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,9,0,0,7,RESERVOIR,ARTIFICIAL,FAIR,NA,NA,MESOTROPHIC
NLA06608-0794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,0,SEEPAGE,NATURAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0794,2,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,0,0,SEEPAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0797,1,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,YES,0.25,MESOTROPHIC
NLA06608-0802,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,6,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,0,1,RESERVOIR,ARTIFICIAL,GOOD,YES,0.8,MESOTROPHIC
NLA06608-0805,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,5,0,9,0,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.4,EUTROPHIC
NLA06608-0806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,L,3,3,0,1,2,DRAINAGE,ARTIFICIAL,FAIR,YES,0.5,MESOTROPHIC
NLA06608-0807,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,0,1,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
