,SITE_ID,DESIGN_YR,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,RDis_IX,VERTDD,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RVegQc3OE,MICX,B_G_DENS,CHLA,PTL,NTL,TROPHIC_STATE,SEDHG_TOT_TOP,SEDHG_MTH_TOP,MMI_BENT_NLA12,DO2_2M,DIS_O2_CLS,TURB,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,DRAWDOWN_COND,MICX_DETECT,MICX_REC,CYNX_REC,CHLX_REC,PTL_COND,NTL_COND,CHLA_COND,SEDHG_TOT_TOP_COND,SEDHG_MTH_TOP_COND,BENT_COND,TURB_COND,REVSAMP_0712
1680,NLA12_MT-160,2012,PLNLOW,NPL,96.6656787,D:50-100,No,NLA12NEW,NLA12_BASE,Include,8.443021761,PARK,4061192,4061192,4061192,Lake/Pond: Hydrographic Category = Perennial,Included,1556.15,Region_8,Cottonwood Reservoir,TargetSampleable,142,,PLNLOW,NPL,770196,Cottonwood Reservoir,10,10070003,MAN_MADE,RESERVOIR,46.04062349,-110.6921749,10,NPL_>50,Yes,9,9.3,9.3.3,Cottonwood Reservoir,,,,Non Federal,Non-Federal,OverSamp,6.620051953,1.007E+13,S,,Y,PROB,>50,NA,NA,,NLA12_MT-160,MT_NLA12NEW,0,,0,MT,MT,100,30067,Target_Sampled,NA,MT_NLA12NEW,Target,NA,No,43,43,43t,43t,8.443021761,MT_>4,32,-1134497.333,1042454.666,0.408917198,1.2,46.6,1.457710354,0.653165066,0.145511448,0.0702,75730.2487,30.312,74,930,Hypereutrophic,28.52,0.44,49.1,9.45,High (>=5 Ppm),1,Poor,Good,Fair,Fair,Large,No Detect,No Detect,Moderate,Moderate,Fair,Fair,Good,Low,Low,Good,Good,N
1681,NLA12_MT-162,2012,WMTNS,WMT,27.6735667,C:10-50,No,NLA12NEW,NLA12_BASE,Include,36.67437578,CARBON,4263046,4263046,4263046,Lake/Pond: Hydrographic Category = Perennial,Included,2680.53,Region_8,Canyon Lake,TargetSampleable,142,,WMTNS,WMT,769577,Canyon Lake,10,10070006,NATURAL,NATURAL,45.0394762,-109.7724842,10,"OTH_(20,50]",Yes,6,6.2,6.2.10,Canyon Lake,,,,Non Federal,Wilderness FS,OverSamp,3.339015792,1.007E+13,R,,Y,PROB,"(20,50]",NA,NA,,NLA12_MT-162,MT_NLA12NEW,0,,0,MT,MT,100,30009,Target_Sampled,NA,MT_NLA12NEW,Target,NA,No,17,17,17k,17k,36.67437578,MT_>4,139,-1080062.617,921727.2241,0,1.25,4.014285714,1.231156358,1.186715273,1.268083521,0,0,1.624,8,83,Oligotrophic,159.76,0.99,53,9.27,High (>=5 Ppm),0.32,Good,Good,Good,Good,Large,No Detect,No Detect,Not Assessed,Low,Good,Good,Good,Medium,Medium,Fair,Good,N
1682,NLA12_MT-164,2012,WMTNS,WMT,92.42796828,D:50-100,No,NLA12NEW,NLA12_BASE,Include,36.41053135,FLATHEAD,24341944,24341944,24341944,Lake/Pond: Hydrographic Category = Perennial,Included,1007.13,Region_8,Foy Lake,TargetSampleable,120,,WMTNS,WMT,798985,Foy Lake,17,17010208,NATURAL,NATURAL,48.16778753,-114.3675211,17,OTH_>50,No,6,6.2,6.2.3,Foy Lake,,,,Non Federal,Non-Federal,OverSamp,5.882581251,1.70102E+13,T,,Y,PROB,>50,NA,NA,,NLA12_MT-164,MT_NLA12NEW,0,,0,MT,MT,100,30029,Target_Sampled,NA,MT_NLA12NEW,Target,NA,Yes,15,15,15l,15l,36.41053135,MT_>4,138,-1369923.212,1322672.216,0.907407407,0,0,0.866267059,0.548164362,0.475297487,0,1967.7065,1.782,10,901,Oligotrophic,34.2,0.96,67.7,9.8,High (>=5 Ppm),0.65,Poor,Good,Poor,Poor,Small,No Detect,No Detect,Low,Low,Good,Poor,Good,Low,Medium,Good,Good,N
1683,NLA12_MT-177,2012,PLNLOW,NPL,13.76857492,C:10-50,No,NLA12NEW,NLA12_BASE,Include,16.62219909,VALLEY,12308629,12308629,12308629,Lake/Pond: Hydrographic Category = Perennial,Included,758.1,Region_8,Halfpint Reservoir,TargetSampleable,142,,PLNLOW,NPL,772077,Halfpint Reservoir,10,10050012,MAN_MADE,RESERVOIR,47.87668819,-107.1252315,10,"NPL_(10,20]",Yes,9,9.3,9.3.3,Halfpint Reservoir,,,,BLM,Public Domain Land BLM,OverSamp,2.642163656,1.005E+13,S,,Y,PROB,"(10,20]",NA,NA,,NLA12_MT-177,MT_NLA12NEW,0,,0,MT,MT,100,30105,Target_Sampled,NA,MT_NLA12NEW,Target,NA,No,43,43,43n,43n,16.62219909,MT_>4,63,-836796.1136,1206811.137,0.92481203,0.96,6,0.010222089,0.010174196,0.010443597,0.11185,2435.3411,2.197333333,46,1353,Mesotrophic,35.53,0.46,35.1,6.55,High (>=5 Ppm),1.94,Poor,Poor,Poor,Poor,Medium,Detect,Low,Low,Low,Good,Fair,Good,Low,Low,Fair,Good,N
1684,NLA12_NC-107,2012,PLNLOW,CPL,1.467698529,A:1-4,No,NLA12NEW,NLA12_BASE,Exclude,450.460218,HARNETT,8810517,8810517,8810517,Lake/Pond: Hydrographic Category = Perennial,Included,54.1,Region_4,Lees Fish Pond,TargetSampleable,157,,PLNLOW,CPL,NA,,3,3030006,MAN_MADE,MAN_MADE,35.34715726,-78.62163532,3,"(1,4]",No,8,8.3,8.3.5,,,,,Non Federal,Non-Federal,NLA12NAT,0.463982019,3.03001E+12,S,,Y,PROB,"(1,4]",NA,NA,,NLA12_NC-107,NC_NLA12NEW,0,,0,NC,NC,100,37085,Target_Sampled,NA,NC_NLA12NEW,Target,NA,Yes,65,65,65m,65m,450.460218,"NC_(1,4]",349.3076923,1557223.376,-98357.11628,0.472727273,0,0,0.426438518,0.446650914,0.441083824,0.13185,561.1175,31.2,26,658,Hypereutrophic,98.04,0.75,39.5,8.82,High (>=5 Ppm),1.24,Fair,Fair,Poor,Fair,Small,Detect,Low,Low,Moderate,Good,Fair,Poor,Medium,Medium,Poor,Good,N
1685,NLA12_NC-108,2012,EHIGH,SAP,69.73260796,D:50-100,No,NLA12NEW,NLA12_BASE,Include,26.08451647,MCDOWELL,9754404,9754404,9754404,Lake/Pond: Hydrographic Category = Perennial,Included,427.5,Region_4,Lake Tahoma,TargetSampleable,157,,EHIGH,SAP,1024340,Lake Tahoma,3,3050101,MAN_MADE,MAN_MADE,35.72677802,-82.08422324,3,>50,No,8,8.4,8.4.4,Lake Tahoma,,,,Non Federal,National Forest FS,NLA12NAT,5.635497893,3.0501E+12,S,,Y,PROB,>50,NA,NA,,NLA12_NC-108,NC_NLA12NEW,0,,0,NC,NC,100,37111,Target_Sampled,NA,NC_NLA12NEW,Target,NA,No,66,66,66d,66d,26.08451647,NC_>4,28.4,1243251.398,-107453.6506,0.818421053,0,0,0.715022134,0.563265745,0.372712882,0.12532,55.2616,2.034285714,26,94,Mesotrophic,85.27,1.3,76.4,9.37,High (>=5 Ppm),0.75,Poor,Good,Poor,Poor,Small,Detect,Low,Low,Low,Fair,Good,Good,Medium,High,Good,Good,N
1686,NLA12_NC-109,2012,EHIGH,SAP,33.85708507,C:10-50,No,NLA12NEW,NLA12_BASE,Include,16.41763141,TRANSYLVANIA,22163154,22163154,22163154,Lake/Pond: Hydrographic Category = Perennial,Included,877.99,Region_4,Atagahi Lake,TargetSampleable,152,,EHIGH,SAP,1017051,Atagahi Lake,6,6010105,MAN_MADE,MAN_MADE,35.14832536,-82.7166084,05_06,"(20,50]",Yes,8,8.4,8.4.4,Atagahi Lake,,,,Non Federal,Non-Federal,NLA12NAT,5.122414396,6.01011E+12,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_NC-109,NC_NLA12NEW,0,,0,NC,NC,100,37175,Target_Sampled,NA,NC_NLA12NEW,Target,NA,Yes,66,66,66d,66d,16.41763141,NC_>4,17.875,1196151.327,-179655.5895,0.624561404,0,0,0.177108883,0.224922944,0.384552821,0.09327,228.5465,2.05,12,115,Mesotrophic,129.63,0.63,42.6,8.07,High (>=5 Ppm),0.81,Poor,Poor,Poor,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Medium,Fair,Good,N
1687,NLA12_NC-114,2012,EHIGH,SAP,15.05354221,C:10-50,No,NLA12NEW,NLA12_BASE,Include,26.6355978,WAKE,8781539,8781539,8781539,Lake/Pond: Hydrographic Category = Perennial,Included,76.12,Region_4,Shelly Lake,TargetSampleable,157,,EHIGH,SAP,999588,Shelly Lake,3,3020201,MAN_MADE,MAN_MADE,35.85874627,-78.66155303,3,"(10,20]",No,8,8.3,8.3.4,Shelly Lake,,,,Non Federal,Non-Federal,NLA12ST,2.038682547,3.0202E+12,T,,Y,PROB,"(10,20]",NA,NA,,NLA12_NC-114,NC_NLA12NEW,0,,0,NC,NC,100,37183,Target_Sampled,NA,NC_NLA12NEW,Target,NA,Yes,45,45,45f,45f,26.6355978,NC_>4,29,1543295.261,-42689.86411,0.42972973,0,0,1.823243264,1.273991657,1.039891533,0.16081,223272.0706,56.26666667,116,878,Hypereutrophic,92.59,1,18.8,7.05,High (>=5 Ppm),20.96,Good,Good,Good,Fair,Small,Detect,Low,High,High,Poor,Poor,Poor,Medium,High,Poor,Fair,N
1688,NLA12_NC-115,2012,PLNLOW,CPL,6.70610483,B:4-10,No,NLA12NEW,NLA12_BASE,Include,77.61062119,CUMBERLAND,8845089,8845089,8845089,Lake/Pond: Hydrographic Category = Perennial,Included,46.06,Region_4,Smiths Lake,TargetSampleable,157,,PLNLOW,CPL,NA,,3,3030004,MAN_MADE,MAN_MADE,35.22405538,-78.81547137,3,"(4,10]",No,8,8.3,8.3.5,,,,,Non Federal,Non-Federal,NLA12ST,1.323843462,3.03E+12,S,,Y,PROB,"(4,10]",NA,NA,,NLA12_NC-115,NC_NLA12NEW,0,,0,NC,NC,100,37051,Target_Sampled,NA,NC_NLA12NEW,Target,NA,No,65,65,65c,65c,77.61062119,NC_>4,84.5,1542522.836,-115068.3071,0.72012987,0,0,1.346256943,1.009622518,0.501369097,0,8153.5219,13.22666667,58,788,Eutrophic,85.15,1.7,60.2,NA,Not Assessed,1.67,Fair,Good,Good,Fair,Small,No Detect,No Detect,Low,Moderate,Poor,Fair,Fair,Medium,High,Good,Good,N
1689,NLA12_NC-116,2012,EHIGH,SAP,2.485656632,A:1-4,No,NLA12NEW,NLA12_BASE,Exclude,450.460218,GUILFORD,8889056,8889056,8889056,Lake/Pond: Hydrographic Category = Perennial,Included,251.63,Region_4,Greensboro Country Park Lake Five B,TargetSampleable,157,,EHIGH,SAP,1000141,Greensboro Country Park Lake Five B,3,3030002,MAN_MADE,MAN_MADE,36.12929344,-79.83690419,3,"(1,4]",No,8,8.3,8.3.4,Greensboro Country Park Lake Five B,,,,Non Federal,Non-Federal,NLA12ST,0.776448418,3.03E+12,S,,Y,PROB,"(1,4]",NA,NA,,NLA12_NC-116,NC_NLA12NEW,0,,0,NC,NC,100,37081,Target_Sampled,NA,NC_NLA12NEW,Target,NA,Yes,45,45,45b,45b,450.460218,"NC_(1,4]",349.3076923,1434597.258,-31277.43045,0.396207959,0.155555556,0.3375,0.33521667,0.254324682,0.156755224,0.08899,2858.8657,24.96,66,490,Eutrophic,178.77,0.99,32.6,6.27,High (>=5 Ppm),6.9,Poor,Poor,Poor,Fair,Medium,No Detect,No Detect,Low,Moderate,Poor,Poor,Good,Medium,Medium,Poor,Poor,N
1690,NLA12_NC-124,2012,EHIGH,SAP,6.156235635,B:4-10,No,NLA12NEW,NLA12_BASE,Include,77.61062119,ANSON,9201925,9201925,9201925,Lake/Pond: Hydrographic Category = Perennial,Included,117.74,Region_4,Jones Pond,TargetSampleable,157,,EHIGH,SAP,998406,Jones Pond,3,3040105,MAN_MADE,MAN_MADE,35.11601421,-80.26303923,3,"(4,10]",No,8,8.3,8.3.4,Jones Pond,,,,Non Federal,Non-Federal,NLA12ST,1.296295185,3.04011E+12,S,,Y,PROB,"(4,10]",NA,NA,,NLA12_NC-124,NC_NLA12NEW,0,,0,NC,NC,100,37007,Target_Sampled,NA,NC_NLA12NEW,Target,NA,No,45,45,45c,45c,77.61062119,NC_>4,84.5,1415824.114,-149509.554,0.903846154,0,0,0.571501743,0.321023312,0.108713085,0.13398,130821.8834,92.016,140,1623,Hypereutrophic,111.11,0.92,39.7,6.13,High (>=5 Ppm),8.32,Poor,Fair,Poor,Poor,Small,Detect,Low,High,High,Poor,Poor,Poor,Medium,Medium,Fair,Poor,N
1691,NLA12_NC-127,2012,PLNLOW,CPL,25.41206444,C:10-50,No,NLA12NEW,NLA12_BASE,Include,16.41763141,MOORE,8848125,8848125,8848125,Lake/Pond: Hydrographic Category = Perennial,Included,118.74,Region_4,Southern Pines Waterworks,TargetSampleable,157,,PLNLOW,CPL,998592,Southern Pines Waterworks,3,3030004,MAN_MADE,MAN_MADE,35.21458872,-79.40360361,3,"(20,50]",No,8,8.3,8.3.5,Southern Pines Waterworks,,,,Non Federal,Non-Federal,NLA12ST,3.342847342,3.03E+12,R,,Y,PROB,"(20,50]",NA,NA,,NLA12_NC-127,NC_NLA12NEW,0,,0,NC,NC,100,37125,Target_Sampled,NA,NC_NLA12NEW,Target,NA,Yes,65,65,65c,65c,16.41763141,NC_>4,17.875,1490462.262,-125496.1837,0.493589744,0,0,1.092097619,0.937943697,0.761955909,0,1032.8529,7.725714286,19,294,Eutrophic,181.82,1.4,59.1,7.05,High (>=5 Ppm),1.2,Good,Good,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Poor,High,High,Good,Good,N
1692,NLA12_NC-134,2012,EHIGH,SAP,309.8431335,E:100-500,No,NLA12NEW,NLA12_BASE,Include,26.08451647,WILSON,11572508,11572508,11572508,Lake/Pond: Hydrographic Category = Perennial; Stage = Normal Pool,Included,43.83,Region_4,Buckhorn Reservoir,TargetSampleable,157,,EHIGH,SAP,NA,,3,3020203,MAN_MADE,RESERVOIR,35.71052114,-78.15717765,3,>50,No,8,8.3,8.3.4,,,,,Non Federal,Non-Federal,NLA12ST,19.10323706,3.0202E+12,S,,Y,PROB,>50,NA,NA,,NLA12_NC-134,NC_NLA12NEW,0,,0,NC,NC,100,37195,Target_Sampled,NA,NC_NLA12NEW,Target,NA,No,45,45,45f,45f,26.08451647,NC_>4,28.4,1590766.209,-50685.5629,0.255172414,0,0,1.282764587,0.930936883,0.899526274,1.14654,202648.2107,25.44,45,756,Eutrophic,65.79,0.38,42.1,6.7,High (>=5 Ppm),5.16,Good,Good,Good,Fair,Small,Detect,Low,High,Moderate,Poor,Poor,Good,Medium,Low,Fair,Poor,N
1693,NLA12_ND-115,2012,PLNLOW,NPL,3.873222845,A:1-4,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,BURLEIGH,14681240,14681240,14681240,Lake/Pond: Hydrographic Category = Perennial,Included,523.43,Region_8,McDowell Dam,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130103,MAN_MADE,RESERVOIR,46.82604195,-100.6342083,10,"NPL_(1,4]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA12RVT,1.340094477,1.01301E+13,S,,Y,PROB,"(1,4]",NA,NA,,NLA12_ND-115,ND_NLA12NEW,0,,0,ND,ND,100,38015,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42c,42c,146.2371257,"ND_(1,4]",300.125,-354886.4163,1050303.547,0.85990991,0,0,0.729968474,0.43852312,0.260595353,0.13164,3599.0869,7.48,70,1509,Eutrophic,45.09,0.15,34.8,10.84,High (>=5 Ppm),1.6,Poor,Good,Fair,Poor,Small,Detect,Low,Low,Low,Fair,Fair,Good,Low,Low,Fair,Good,N
1694,NLA12_ND-118,2012,PLNLOW,NPL,23.9001928,C:10-50,No,NLA12NEW,NLA12_BASE,Include,14.22247897,LOGAN,14665989,14665989,14665989,Lake/Pond: Hydrographic Category = Perennial,Included,599.05,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130104,NATURAL,NATURAL,46.36786408,-99.39845029,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA12NAT,3.085035592,1.01301E+13,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-118,ND_NLA12NEW,0,,0,ND,ND,100,38047,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,14.22247897,ND_>4,89.2,-262115.1207,995570.2906,0.590377588,0,0,0.633906318,0.285905143,0.166425575,0.41561,7.1305,1.76,230,2715,Oligotrophic,43.34,0.47,24.8,10.62,High (>=5 Ppm),1.66,Poor,Good,Poor,Fair,Small,Detect,Low,Low,Low,Poor,Poor,Good,Low,Low,Poor,Good,N
1695,NLA12_ND-119,2012,PLNLOW,TPL,37.61191787,C:10-50,No,NLA12NEW,NLA12_BASE,Include,67.92349821,SHERIDAN,14276944,14276944,14276944,Lake/Pond: Hydrographic Category = Perennial,Included,517,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,TPL,NA,,9,9020202,NATURAL,NATURAL,47.73683911,-100.4387591,9,"OTH_(20,50]",No,9,9.2,9.2.1,,,,,Non Federal,Non-Federal,NLA12NAT,2.347243402,9.0202E+12,T,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-119,ND_NLA12NEW,0,,0,ND,ND,100,38083,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46i,46i,67.92349821,ND_>4,426,-335228.6928,1150172.094,0.729078014,0,0,0.605671519,0.250936544,0.121558492,0.38183,10227.0878,11.64,840,2508,Eutrophic,38.1,0.59,27.8,11.44,High (>=5 Ppm),3.05,Poor,Good,Poor,Fair,Small,Detect,Low,Low,Moderate,Poor,Poor,Good,Low,Medium,Poor,Good,N
1696,NLA12_ND-126,2012,PLNLOW,NPL,13.18466442,C:10-50,No,NLA12NEW,NLA12_BASE,Include,23.47027919,DIVIDE,14043719,14043719,14043719,Lake/Pond: Hydrographic Category = Perennial,Included,737.04,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,NPL,NA,,9,9010001,NATURAL,NATURAL,48.74897872,-102.9425695,9,"NPL_(10,20]",No,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA12NAT,1.97176497,9.01E+12,T,,Y,PROB,"(10,20]",NA,NA,,NLA12_ND-126,ND_NLA12NEW,0,,0,ND,ND,100,38023,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42d,42d,23.47027919,ND_>4,147.2,-515909.5046,1272703.146,0.919354839,0,0,0.533678866,0.157525467,0,0.11717,0,62.8,751,3088,Hypereutrophic,56.18,0.67,13.5,7.75,High (>=5 Ppm),12.89,Poor,Fair,Poor,Poor,Small,Detect,Low,Not Assessed,High,Poor,Poor,Good,Medium,Medium,Poor,Good,N
1697,NLA12_ND-129,2012,PLNLOW,NPL,1218.852908,F:500+,No,NLA12NEW,NLA12_BASE,Include,15.3598521,BURLEIGH,14681338,14681338,14681338,Lake/Pond: Hydrographic Category = Perennial,Included,521.91,Region_8,Long Lake,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130103,NATURAL,NATURAL,46.71384398,-100.1527425,10,NPL_>50,Yes,9,9.3,9.3.1,,,,,US FWS,National Wildlife Refuge FWS,NLA12NAT,28.77943496,1.01301E+13,T,,Y,PROB,>50,NA,NA,,NLA12_ND-129,ND_NLA12NEW,0,,0,ND,ND,100,38015,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,15.3598521,ND_>4,96.33333333,-318583.4949,1036185.908,0.610536779,0,0,0.253440801,0.198302419,0.208031969,3.74658,204135.9942,283.2,839,3680,Hypereutrophic,42.72,0.37,NA,8.9,High (>=5 Ppm),53.57,Poor,Poor,Poor,Fair,Small,Detect,Low,High,High,Poor,Poor,Good,Low,Low,Not Assessed,Poor,N
1698,NLA12_ND-131,2012,PLNLOW,NPL,1328.229399,F:500+,No,NLA12NEW,NLA12_BASE,Include,15.3598521,GRANT,16237597,16237597,16237597,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,629.58,Region_8,Lake Tschida,TargetSampleable,142,,PLNLOW,NPL,1032544,Lake Tschida,10,10130202,MAN_MADE,RESERVOIR,46.61482047,-101.8950983,10,NPL_>50,Yes,9,9.3,9.3.3,Lake Tschida,,,,Non Federal,Bureau of Reclamation BOR,NLA12NAT,52.91151436,1.01302E+13,S,,Y,PROB,>50,NA,NA,,NLA12_ND-131,ND_NLA12NEW,0,,0,ND,ND,100,38037,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,43,43,43a,43a,15.3598521,ND_>4,96.33333333,-452784.6865,1032302.642,0.521477532,0,5.777777778,0.163553422,0.099506129,0.060497921,0.11714,2868.0111,2.917333333,36,1140,Mesotrophic,67.92,0.47,30.2,7.09,High (>=5 Ppm),0.93,Poor,Poor,Poor,Fair,Medium,Detect,Low,Low,Low,Good,Fair,Good,Medium,Low,Fair,Good,N
1699,NLA12_ND-134,2012,PLNLOW,NPL,53.58494942,D:50-100,No,NLA12NEW,NLA12_BASE,Include,15.3598521,MCINTOSH,14746226,14746226,14746226,Lake/Pond: Hydrographic Category = Perennial,Included,590.82,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130106,NATURAL,NATURAL,46.02278583,-99.29204583,10,NPL_>50,Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA12NAT,4.256713691,1.01301E+13,S,,Y,PROB,>50,NA,NA,,NLA12_ND-134,ND_NLA12NEW,0,,0,ND,ND,100,38051,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,15.3598521,ND_>4,96.33333333,-255237.507,957024.2801,0.643617021,0,0,0.362762977,0.146299728,0.066073427,3.16651,83288.6652,24.4,302,2336,Eutrophic,47.47,0.77,42,11.54,High (>=5 Ppm),16.12,Poor,Fair,Poor,Fair,Small,Detect,Low,Moderate,Moderate,Poor,Poor,Good,Low,Medium,Good,Good,N
1700,NLA12_ND-139,2012,PLNLOW,NPL,23.20337924,C:10-50,No,NLA12NEW,NLA12_BASE,Include,14.22247897,WARD,21541296,21541296,21541296,Lake/Pond: Hydrographic Category = Perennial,Included,644.62,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,NPL,NA,,9,9010001,NATURAL,NATURAL,47.90420192,-101.0598295,9,"NPL_(20,50]",No,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA12NAT,2.989814994,9.01E+12,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-139,ND_NLA12NEW,0,,0,ND,ND,100,38101,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,14.22247897,ND_>4,89.2,-381109.4035,1170957.957,0.923076923,0,0,0.317745349,0.296008357,0.340648062,1.2389,19561.8773,2.732,131,2668,Mesotrophic,52.17,1.4,20.6,7.4,High (>=5 Ppm),1.67,Fair,Fair,Poor,Poor,Small,Detect,Low,Low,Low,Poor,Poor,Good,Medium,High,Poor,Good,N
1701,NLA12_ND-145,2012,PLNLOW,NPL,7.124819333,B:4-10,No,NLA12NEW,NLA12_BASE,Include,50.62373399,KIDDER,14680560,14680560,14680560,Lake/Pond: Hydrographic Category = Perennial,Included,530.4,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130103,NATURAL,NATURAL,47.08001327,-99.73058586,10,"NPL_(4,10]",Yes,9,9.3,9.3.1,,,,,Non Federal,Waterfowl Production Area FWS,NLA12ST,1.061315998,1.01301E+13,S,,Y,PROB,"(4,10]",NA,NA,,NLA12_ND-145,ND_NLA12NEW,0,,0,ND,ND,100,38043,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,50.62373399,ND_>4,317.5,-284623.9763,1075344.796,0.745954693,0,0,0.873244211,1.935009306,2.825408904,0.6652,9295.6759,20.36923077,91,1373,Eutrophic,58.58,1,49.1,7.2,High (>=5 Ppm),4.89,Good,Good,Good,Fair,Small,Detect,Low,Low,Moderate,Poor,Fair,Good,Medium,High,Good,Poor,N
1702,NLA12_ND-146,2012,PLNLOW,TPL,13.80037712,C:10-50,No,NLA12NEW,NLA12_BASE,Include,44.96344247,BOTTINEAU,14155630,14155630,14155630,Lake/Pond: Hydrographic Category = Perennial,Included,658.52,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,TPL,NA,,9,9010004,NATURAL,NATURAL,48.914933,-100.4334397,9,"OTH_(10,20]",No,9,9.2,9.2.1,,,,,Non Federal,Non-Federal,NLA12ST,1.750153335,9.01E+12,T,,Y,PROB,"(10,20]",NA,NA,,NLA12_ND-146,ND_NLA12NEW,0,,0,ND,ND,100,38009,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46b,46b,44.96344247,ND_>4,282,-328776.4641,1279761.074,0.752439024,0,0,0.665248047,0.562877827,0.617414289,0.09761,26338.2139,24.96,128,2693,Eutrophic,51.72,0.55,39.7,9.42,High (>=5 Ppm),4.27,Good,Good,Fair,Poor,Small,Detect,Low,Moderate,Moderate,Poor,Poor,Poor,Medium,Medium,Fair,Fair,N
1703,NLA12_ND-149,2012,PLNLOW,NPL,17.27003109,C:10-50,No,NLA12NEW,NLA12_BASE,Include,23.47027919,STUTSMAN,11497950,11497950,11497950,Lake/Pond: Hydrographic Category = Perennial,Included,544.53,Region_8,Unnamed,TargetSampleable,143,,PLNLOW,NPL,NA,,10,10160002,NATURAL,NATURAL,47.06803402,-99.0799129,10,"NPL_(10,20]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA12ST,1.602258191,1.016E+13,T,,Y,PROB,"(10,20]",NA,NA,,NLA12_ND-149,ND_NLA12NEW,0,,0,ND,ND,100,38093,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,23.47027919,ND_>4,147.2,-235043.2324,1072241.307,0.941272431,0,0,0.910937626,1.317538573,1.766510314,1.47175,691458.1157,164,1254,6200,Hypereutrophic,59.21,0.67,15.7,5.4,High (>=5 Ppm),52.69,Good,Good,Good,Poor,Small,Detect,Low,High,High,Poor,Poor,Good,Medium,Medium,Poor,Poor,N
