"SITE_ID","VISIT_NO","YEAR","DATE_COL","ECOREG_5","E_I","VertDD_m","HorizDD_m","LkArea_km2","DpthMx_m","SLD","bffFlat_grad","inflow","BFIWs","Temp_degC_avg_yr","Precip_mm_total_yr","Precip_mm_total_yr_sc","PHDI","Precip8110Ws","Precip8110Ws_grp_sc","HydrAP","hydrap_bin","hydrap_phdi","OUTLET_DAMS","damht_zmax","PctDEVELOPED_Cat","PCT_AG_URB_CAT","PctAgDrainageCat","PctIrrigated.AgLandCat"
"NLA12_SD-157",1,2012,"8/27/2012","Great Plains",0.523743015,0,0,0.2244453642,5,1.1990429142784,1,2.5779406116248,27.2867537362263,8.026154023,372.4999975,0.3724999975,1.580769231,516.341496446,-0.365666677465565,2,"Low",3.161538462,"NONE",NA,0,46.5955900169615,0.290768112,0
"NLA12_SD-158",1,2012,"7/11/2012","Midwest",0.425674699,0,0,1.097816821,3,1.64537718698723,0.4,0.403587186882792,32.203376090792,8.953846016,507.4800057,0.5074800057,1.233846154,605.641341619,-1.41662595253068,4,"Moderate",4.935384616,"NONE",NA,0.51063829787234,66.6666666666667,3.134751773,0
"NLA12_SD-162",1,2012,"8/27/2012","Midwest",0.533818115,0,0,3.949502606,1.4,2.47757781951868,0.3,7.20692181951124,28.4500591744923,8.948845937,631.879987,0.631879987,1.030769231,656.83356879,-1.11760296072577,NA,NA,NA,"DAM",NA,0.629345042078302,64.7054518843762,5.781192828,0.9952433
"NLA12_SD-165",1,2012,"7/26/2012","Great Plains",0.358909256,0,0,0.04511253923,3,1.51933200392844,0.7,6.0361830800895,19.1505005850995,9.636538376,457.4099984,0.4574099984,2.501538462,498.881498931,-0.44266863691883,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_SD-166",1,2012,"6/4/2012","Midwest",0.243622531,0,0,0.04261921688,1.6,1.16029427444155,1,0.109701710689903,32,7.876923158,530.0199983,0.5300199983,1.233846154,612.553123203,-1.37625299510795,1,"Low",1.233846154,"NONE",NA,0,0,0,0
"NLA12_SD-168",1,2012,"6/18/2012","Great Plains",0.323538897,0,0,0.5500620242,4.8,2.84560842646716,0.9,7.79241066463519,28.4408831588203,9.460384516,355.3200025,0.3553200025,0.817692308,429.770875506,-0.747459827077358,6,"High",4.906153848,"DAM",1.524,0,59.0348714336034,0,0
"NLA12_SD-170",1,2012,"8/21/2012","Midwest",1.004153181,0,0,0.04828912669,1.5,1.76051193460416,0.9,0.305663345182356,27.873417721519,8.933846327,555.9800036,0.5559800036,1.233846154,593.293705549,-1.48875071215554,2,"Low",2.467692308,"NONE",NA,0,16.8776371308017,4.219409283,0
"NLA12_SD-172",1,2012,"6/20/2012","Great Plains",0.682687186,1,20,0.04625206667,2.2,1.53627644873339,1,0.230372192361107,47,9.425384503,323.9700019,0.3239700019,0.817692308,430.307793115,-0.745091916777116,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_SD-182",1,2012,"6/5/2012","Midwest",0.268789646,0,0,0.6057157254,4.8,1.79480353931805,NA,0.555560390606957,32,7.802307533,532.0799927,0.5320799927,1.233846154,613.103308205,-1.3730392657112,2,"Low",2.467692308,"NONE",NA,0,3.24503311258278,0.033112583,0
"NLA12_SD-183",1,2012,"7/5/2012","Great Plains",0.163669039,1.5,15,343.0825539,7,10.4571790025411,1,96.3413025181113,45.3762811092454,10.64230781,415.0999925,0.4150999925,2.501538462,417.595785421,-0.801154324585712,5,"Moderate",12.50769231,"DAM",1.07576470588235,0.680152328510374,7.97949356736549,0.036670601,0.1444996
"NLA12_SD-189",1,2012,"7/25/2012","Great Plains",0.417492881,0,0,4.122112364,2,1.37828384676459,0.9,1.14025622364573,15.0722646554899,9.610384667,415.4299983,0.4154299983,2.501538462,498.036021913,-0.446397353775907,2,"Low",5.003076924,"NONE",NA,0.171368310044819,26.1204851041392,0,0
"NLA12_SD-198",1,2012,"8/29/2012","Midwest",0.589258006,0,0,2.850206203,1.3,1.19331593829511,0.6,7.08729438389799,26.2071902850312,8.929615369,584.6100069,0.5846100069,1.030769231,626.729199742,-1.2934479863595,NA,NA,NA,"DAM",NA,1.14887505983724,51.6834210946226,2.257858625,1.108984
"NLA12_SD-212",1,2012,"7/27/2012","Great Plains",0.310894387,0.69,4.3,0.03620381011,4.3,1.21828924728381,0.8,0.391133141980785,15,9.862307769,365.1700036,0.3651700036,1.580769231,463.215844626,-0.599961057167368,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_TN-101",1,2012,"5/30/2012","Appalachians",0.070143945,NA,NA,0.124238439,3.8,1.55336600841405,NA,10.8565012234257,30,15.58038455,1507.070003,1.507070003,-1.087692308,1480.89709437,1.90942730278559,6,"High",-6.526153848,"DAM",2.08547368421053,0,40.752999586264,0,0
"NLA12_TN-106",1,2012,"9/12/2012","Coastal Plains",0.509831306,0,0,0.01692910894,3,1.16431316661886,0.8,4.94288791551719,38,16.31653848,1274.189995,1.274189995,-1.212307692,1431.98238782,0.985732869072542,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_TN-108",1,2012,"5/29/2012","Appalachians",0.47126898,NA,NA,0.3343314103,4,1.63098773357522,NA,1.70207514600371,34.3529411764706,15.3673077,1386.01001,1.38601001,-1.087692308,1377.60295904,1.17198583355969,7,"High",-7.613846156,"DAM",6.9342,0,50.9575923392613,0,0
"NLA12_TN-113",1,2012,"6/1/2012","Coastal Plains",0.280308218,0,0,0.08859029744,6.5,2.70256285705639,0.5,2.39136399946599,27.7861271676301,17.58807674,1345.069992,1.345069992,-1.212307692,1338.57097912,0.418182372643057,6,"High",-7.273846152,"DAM",1.50055384615385,18.9306358381503,18.9306358381503,0,0
"NLA12_TN-114",1,2012,"5/31/2012","Coastal Plains",0.332231056,0,0,0.04922124868,1.6,1.34477060611362,1,19.869629727565,35.5244575211475,16.29000018,1273.450012,1.273450012,-1.212307692,1382.79281911,0.686866118971676,7,"High",-8.486153844,"DAM",4.70535,0,6.98324022346369,0,0
"NLA12_TN-119",1,2012,"9/16/2012","Appalachians",0.059072308,0,0,0.251163049,10.8,3.3691158005273,0.1,25.3233313193295,29.1156953438175,15.36423093,1317.299992,1.317299992,-1.087692308,1276.87798443,0.452886215494865,5,"Moderate",-5.43846154,"DAM",1.58044444444444,0,0,0,0
"NLA12_TN-122",1,2012,"9/13/2012","Coastal Plains",0.394668774,0,0,0.2032069074,2.6,1.47797904419581,0.9,6.06206672677309,37.0201251019853,16.32846128,1225.159981,1.225159981,-1.212307692,1387.9420987,0.718152192356401,7,"High",-8.486153844,"DAM",2.93076923076923,0,0,0,0
"NLA12_TX-105",1,2012,"6/28/2012","Coastal Plains",0.241310232,NA,NA,95.30145377,7.4,6.91457047129076,NA,7.82584044414326,21.442548429699,19.69423081,1338.150011,1.338150011,-3.498461538,1107.91194888,-0.983259367081564,7,"High",-24.489230766,"DAM",3.08918918918919,6.24844402398515,21.7904215894784,0,0
"NLA12_TX-110",1,2012,"6/28/2012","Great Plains",0.228086848,NA,NA,87.83073606,10.5,8.65881829612284,NA,11.7249816032076,12.2788284119807,20.00923069,957.5299988,0.9575299988,-2.658461538,988.2179909,1.71539975233663,7,"High",-18.609230766,"DAM",3.91885714285714,19.5122450023007,28.2383216592532,0,0.04567377
"NLA12_TX-117",1,2012,"6/19/2012","Coastal Plains",0.204331503,0,0,0.1471439965,3.5,1.4035781982136,1,18.4534134221371,10.0592405063291,19.09461528,1059.189987,1.059189987,-3.498461538,1136.96696302,-0.806726458217266,6,"High",-20.990769228,"DAM",2.35131428571429,2.61437908496732,49.0196078431372,0,0
"NLA12_TX-118",1,2012,"8/30/2012","Coastal Plains",0.864351104,0,0,0.3773518046,1.1,1.2738794264041,0.416666667,0.772425867444758,22.9412639405204,22.0923079,1352.049982,1.352049982,-3.206923077,1341.03641934,0.433161932851512,2,"Low",-6.413846154,"NONE",NA,0.125156445556946,4.8811013767209,0,0
"NLA12_TX-121",1,2012,"6/13/2012","Coastal Plains",0.803648876,0,0,8.524902475,10,4.04302158982885,0.888888888,3.63455249216795,13.5905655310006,19.95692319,1046.560019,1.046560019,-3.498461538,1088.53756603,-1.10097454510491,6,"High",-20.990769228,"DAM",2.34696,5.10039314799214,18.9026958719461,0,0
"NLA12_TX-124",1,2012,"7/13/2012","Great Plains",0.655304775,1.65,168.5,60.50902632,10.5,6.45164077303642,0.8,2.88622313201734,7.12105785238136,18.97346148,813.8799867,0.8138799867,-2.658461538,702.924535544,0.457200542243277,7,"High",-18.609230766,"DAM",2.80967901234568,1.00286532951289,2.27063848191598,0,0
"NLA12_TX-128",1,2012,"8/16/2012","Great Plains",0.307747726,0.5,7.65,0.4319588639,10.4,2.39013973412495,0.8,11.0614686335182,20,19.14461554,1093.119993,1.093119993,-2.658461538,900.029821429,1.32647290145765,4,"Moderate",-10.633846152,"DAM",1.39816513761468,0.0203707476064372,0.28519046649012,0,0
"NLA12_TX-129",1,2012,"9/25/2012","Coastal Plains",0.740099118,0,0,3.02654731,3.3,1.53514694737111,1,0.0673782013339815,18.750346740638,21.85461536,1468.309982,1.468309982,-3.206923077,1369.58046888,0.606590315015871,4,"Moderate",-12.827692308,"DAM",1.10836363636364,31.0679611650485,31.0679611650485,0,0
"NLA12_TX-135",1,2012,"6/26/2012","Coastal Plains",0.423114345,0,0,0.06722705342,1.5,1.13989538883885,1,402.296741352386,9,24.47653873,412.8400003,0.4128400003,-3.787692308,544.058237689,-4.40913055512692,2,"Low",-7.575384616,"NONE",NA,0.3839590443686,7.76375666127776,0.010478414,0.4266212
"NLA12_TX-136",1,2012,"7/15/2012","Great Plains",0.33823343,0,0,0.120798201,1.3,1.8848386202672,0.6,28.366484673107,8.58661417322835,18.47807646,651.0599957,0.6510599957,-4.384615385,548.543762672,-0.223648467204798,7,"High",-30.692307695,"DAM",7.03384615384615,0.488365412237863,49.439816144786,0,0
"NLA12_TX-137",1,2012,"9/6/2012","Coastal Plains",0.407561141,0,0,4.81439582,12.5,4.39708405254067,0.9,6.91784466472231,28.290360769595,19.65884612,1470.470013,1.470470013,-3.498461538,1190.78280964,-0.479751296510343,5,"Moderate",-17.49230769,"DAM",1.8288,12.3545657539076,30.0564108590903,0,0
"NLA12_TX-141",1,2012,"6/18/2012","Coastal Plains",0.229922459,0,0,2.146028942,9.2,3.80176026323772,0.6,8.84524162810359,20.5164911411225,19.69538476,1644.899998,1.644899998,-3.498461538,1341.8160636,0.4378989076275,6,"High",-20.990769228,"DAM",2.12034782608696,1.0337552742616,16.0759493670886,0,1.434599
"NLA12_TX-144",1,2012,"6/14/2012","Great Plains",0.232561244,0,0,0.2072777243,4.8,1.62890753969021,0.9,13.1495259377469,22,19.22307671,898.1799984,0.8981799984,-2.658461538,887.536705788,1.27137584985688,7,"High",-18.609230766,"DAM",2.7305,0.101019377353292,0.707135641473046,0,0
"NLA12_TX-148",1,2012,"7/15/2012","Great Plains",0.589391207,0.31,14.7,0.2020554838,2.5,1.43671185821198,0.7,2.51177592637058,7,18.86884649,1023.939997,1.023939997,-2.658461538,839.736841179,1.06056921982548,6,"High",-15.950769228,"DAM",2.27786476868327,0,0.433212996389892,0,0
"NLA12_TX-152",1,2012,"7/17/2012","Great Plains",1.065401253,1.7,34.8,7.0733108,1.7,2.26586646966945,0.7,8.84104689473502,8.36000614580061,18.65769206,542.8100013,0.5428100013,-4.384615385,504.40554343,-0.41830653433751,7,"High",-30.692307695,"DAM",9.41294117647059,0.0383791217577638,0.131128666005693,0,0
"NLA12_TX-157",1,2012,"6/25/2012","Coastal Plains",0.166032173,1.45,6.3,0.2166033969,5.8,3.4043708943744,0.8,1242.98181570973,31.2887252693691,19.31923074,1104.959997,1.104959997,-2.524615385,1279.36565319,0.0584617283397782,2,"Low",-5.04923077,"NONE",NA,0.517207081758504,0.517207081758504,0,0
"NLA12_TX-158",1,2012,"6/24/2012","Coastal Plains",0.116763173,0,0,0.1404966974,1.2,3.60762410557676,0.8,1.2950544060262,10,24.58461571,528.5100031,0.5285100031,-3.787692308,654.765058111,-3.73649632593522,7,"High",-26.513846156,"DAM",3.048,6.91823899371069,63.2075471698113,0,26.41509
"NLA12_TX-159",1,2012,"9/11/2012","Great Plains",0.426265215,0.23,1.72,0.2142774456,3,1.74836470009578,0.9,5.18505118860722,14.9606208680655,21.01269267,1049.919984,1.049919984,-3.554615385,1006.23981705,1.79487948452353,7,"High",-24.882307695,"DAM",3.30278637770898,0.36319612590799,55.6295399515739,0,0
"NLA12_TX-160",1,2012,"6/22/2012","Great Plains",0.14677333,0,0,0.2461334018,10.4,1.33684925605489,0.4,0.27537414468872,13.841975308642,20.66769233,979.3600044,0.9793600044,-2.658461538,965.498904681,1.61520419650406,NA,NA,NA,"DAM",NA,13.0864197530864,13.0864197530864,0,0
"NLA12_TX-161",1,2012,"9/19/2012","Coastal Plains",0.253009927,0,0,0.07590781286,1.3,1.51930215990021,0.6,6.12729544530313,16.8973509933775,21.9373078,1632.239992,1.632239992,-3.206923077,1250.22924695,-0.118565703917361,3,"Moderate",-9.620769231,"NONE",NA,46.3235294117647,78.6764705882353,0,0
"NLA12_TX-165",1,2012,"6/18/2012","Coastal Plains",0.142827015,0.59,4,23.86696493,11,4.09277121892869,1,6.58276289389802,13.5507158981668,18.76846167,1192.249993,1.192249993,-2.658461538,1176.54823389,-0.566237954251708,7,"High",-18.609230766,"DAM",2.524659188956,0.446843682198575,3.54892034301064,0.001291456,0
"NLA12_TX-169",1,2012,"6/19/2012","Coastal Plains",0.290667778,2.125,15.625,0.3007304761,4,1.27920842565762,0.666666667,7.29977971793594,30,19.43192313,1373.739998,1.373739998,-3.498461538,1200.40518347,-0.421287527255072,4,"Moderate",-13.993846152,"DAM",1.49289795918367,0,10.1683937823834,0,0
"NLA12_TX-170",1,2012,"7/11/2012","Coastal Plains",0.336445166,0,0,0.273039875,2.2,1.59120506382883,0.8,3.10915597950666,9,20.19538476,1249.320021,1.249320021,-3.498461538,1125.90975841,-0.873907994743307,7,"High",-24.489230766,"DAM",4.98763636363636,20.1907790143085,79.8092209856916,0,0
"NLA12_TX-176",1,2012,"7/10/2012","Great Plains",0.38081927,0,0,0.03514443489,2.3,1.36610799385008,0.7,7.12996253273942,9,19.44038461,1255.450001,1.255450001,-2.658461538,1025.79484931,1.88112095161985,NA,NA,NA,"DAM",NA,0.497017892644135,49.0059642147117,0,0
"NLA12_TX-182",1,2012,"7/19/2012","Great Plains",0.213968581,0,0,0.2775564237,4.4,1.70260637300773,0.7,16.8965370382782,11,19.14307715,855.1800025,0.8551800025,-2.658461538,767.220506571,0.740758185924271,7,"High",-18.609230766,"DAM",3.46363636363636,0,0,0,0
"NLA12_TX-187",1,2012,"6/26/2012","Coastal Plains",0.348218946,1,8.5,0.2128673491,2.2,1.2960134752988,0.7,26.2797331561264,10.7353939518618,19.48730777,1384.749992,1.384749992,-3.498461538,1068.72619046,-1.22134481032397,7,"High",-24.489230766,"DAM",2.95275,5.63486100676183,62.1337340345605,0,0
"NLA12_TX-190",1,2012,"7/11/2012","Great Plains",0.378925576,0.3,0.85,0.1255736965,2.9,1.95104533600585,0.7,7.91557209594447,12.0031384856807,19.57423052,1046.440008,1.046440008,-2.658461538,963.431721858,1.60608752121345,7,"High",-18.609230766,"DAM",2.95275,1.58885837583366,56.1200470772853,0,0
"NLA12_TX-195",1,2012,"6/24/2012","Coastal Plains",0.438684817,0,0,0.1708974416,2.5,2.54061342378228,0.9,3.78716874834714,23.8101886792453,18.68423066,1115.360001,1.115360001,-3.498461538,1283.87959293,0.085887593937389,2,"Low",-6.996923076,"NONE",NA,0,45.3333333333333,0,0
"NLA12_TX-196",1,2012,"9/27/2012","Great Plains",0.409269431,1.5,9.944444444,0.148296293,2.9,1.67306878796391,1,24.3127166503076,21.5005467468562,20.06576934,1047.54999,1.04754999,-2.658461538,908.10627716,1.36209163027994,7,"High",-18.609230766,"DAM",3.74072727272727,0.783410138248848,0.783410138248848,0,0
"NLA12_TX-199",1,2012,"8/29/2012","Coastal Plains",1.484871331,0.322222222,5.288888889,0.06176894879,1,1.20968239534244,1,15.0793421006186,15.7789819376026,19.71153846,1294.589996,1.294589996,-3.498461538,1064.99677049,-1.24400407844576,NA,NA,NA,"DAM",NA,1.83908045977011,74.1871921182266,0,0
"NLA12_TX-201",1,2012,"7/18/2012","Coastal Plains",0.347055749,0,0,0.02952511168,1.6,1.04659473060542,0.9,2.88031344035885,24,20.66192319,1316.439984,1.316439984,-3.498461538,1228.51975683,-0.250468563175247,4,"Moderate",-13.993846152,"NONE",NA,5.32319391634981,67.3003802281369,0,0
"NLA12_TX-202",1,2012,"8/30/2012","Great Plains",0.579283932,0.29,5.17,0.05472042334,2.8,1.40124915537195,1,9.81918916565166,12.6948210713492,19.71999968,1103.979988,1.103979988,-2.658461538,967.682068862,1.62483237197205,6,"High",-15.950769228,"DAM",2.17009708737864,0,37.3989996152366,0,0
"NLA12_TX-205",1,2012,"7/27/2012","Coastal Plains",0.755026291,0,0,0.8002414006,1.5,1.12870691910432,0.9,1.86589465238922,24.0904761904762,21.84000008,1449.509997,1.449509997,-3.206923077,1349.17579372,0.482615270878245,NA,NA,NA,"DAM",NA,1.39784946236559,41.1827956989247,0,0
"NLA12_TX-218",1,2012,"8/22/2012","Great Plains",0.39058421,0,0,2.031477418,5.9,3.49865439012694,0.4,5.61146912045074,11.8999792960663,18.68423036,1104.06999,1.10406999,-2.658461538,1010.54249163,1.81385510999341,6,"High",-15.950769228,"DAM",2.16976271186441,5.91161499305877,13.3098102730217,0,0
"NLA12_TX-232",1,2012,"9/18/2012","Coastal Plains",0.424072319,0.43,2.73,0.0207953227,19.3,1.10560585618338,0.9,26.1154523944945,15,18.92653876,1397.39999,1.39739999,-3.498461538,1191.25052986,-0.476909514690056,4,"Moderate",-13.993846152,"NONE",NA,6.71052631578947,80.921052631579,0,0
"NLA12_TX-234",1,2012,"9/27/2012","Great Plains",0.303220166,0.47,2.977777778,0.2647463415,4.6,3.04125344691701,0.7,39.116659748063,20.031285294782,18.85730762,926.0100088,0.9260100088,-2.658461538,852.954085927,1.11885982057127,6,"High",-15.950769228,"DAM",2.16426035502959,0.353356890459364,0.353356890459364,0,0
"NLA12_TX-235",1,2012,"9/20/2012","Coastal Plains",0.453736661,0,0,0.05122877813,3.1,1.45597627988912,0.8,25.4316820458587,13,19.60115359,1642.070007,1.642070007,-3.498461538,1333.15049288,0.385248497656958,2,"Low",-6.996923076,"NONE",NA,0.163025758069775,27.2905119008804,0,0
"NLA12_UT-110",1,2012,"6/12/2012","West",0.241770362,0,0,0.1437453838,3,1.05767327766396,1,0.00899490450280463,54,9.92115371,161.9200001,0.1619200001,-1.023076923,217.390275302,-1.18296547871927,5,"Moderate",-5.115384615,"NONE",NA,0,41.0958904109589,0,55.25114
"NLA12_UT-112",1,2012,"6/5/2012","West",0.163530772,0.35,7.11,0.02616152577,1.7,1.09069464616237,1,20.905328986093,81,5.432307601,837.8899993,0.8378899993,-1.023076923,1061.00964707,0.389106049001846,6,"High",-6.138461538,"DAM",2.23024390243902,0,0,0,0
"NLA12_UT-118",1,2012,"8/8/2012","West",0.095181503,0.24,0,0.07743790771,6.3,1.37188159540181,1,87.0799885923209,65.3184137068053,0.910384701,696.3200132,0.6963200132,-1.023076923,938.90639614,0.16156854731201,0,"Low",0,"NONE",NA,0,0,0,0
"NLA12_UT-122",1,2012,"8/29/2012","West",0.096676005,0,0,0.1121402929,17,1.25276562372402,1,7.15199913661007,65.2567449956484,1.300384586,662.3699961,0.6623699961,-1.023076923,887.179855466,0.0651769463810314,0,"Low",0,"NONE",NA,0,0,0,0
"NLA12_UT-125",1,2012,"7/4/2012","West",0.065805093,0,0,0.1884328611,6.3,1.15841017376509,0.4,13.1217030382393,64.120100559936,4.429615369,710.3499966,0.7103499966,-0.179230769,847.213422037,-0.00929987831138581,6,"High",-1.075384614,"DAM",1.98361904761905,0,0,0,0
"NLA12_UT-126",1,2012,"8/14/2012","West",0.034996181,0,0,0.04490195176,3.8,1.15633732019568,1,67.2930318073995,78.8519506502167,4.316923123,1181.429999,1.181429999,-1.023076923,1327.25231576,0.885245105214913,0,"Low",0,"NONE",NA,0,0,0,0
"NLA12_UT-128",1,2012,"6/6/2012","West",0.265561781,0.241666667,0.391666667,0.3574371595,1.5,4.81630323523267,1,0.110630075662293,70,12.6957692,356.379998,0.356379998,-1.105384615,448.97333663,-0.751414059679119,3,"Moderate",-3.316153845,"NONE",NA,43.2334241598547,45.4586739327884,0,0
"NLA12_UT-137",1,2012,"7/11/2012","West",0.380912804,0.3,21.1,0.1803351,2.4,1.65695366321958,1,9.72635731479895,76.8780136739834,6.634999972,631.920002,0.631920002,-0.179230769,721.883359388,-0.242850493258835,1,"Low",-0.179230769,"NONE",NA,0.161067648412333,0.161067648412333,0,0
"NLA12_UT-141",1,2012,"6/28/2012","West",0.146020918,0.66,20.78,0.9317451518,2.7,2.68755824476331,0.9,639.734531898023,72.6985211127349,10.07538464,183.9400015,0.1839400015,-0.179230769,463.116977936,-0.725057604932395,5,"Moderate",-0.896153845,"DAM",1.27,1.802284082798,23.7955032119914,0,12.93719
"NLA12_UT-147",1,2012,"8/14/2012","West",0.304616451,0.52,9.84,0.02412260828,1.7,1.19915709417835,1,5.93444035314742,63.0269230769231,3.517307703,916.7000114,0.9167000114,-1.023076923,1260.88801551,0.761576267855816,0,"Low",0,"NONE",NA,0,0,0,0
"NLA12_UT-148",1,2012,"7/2/2012","West",0.303827928,0.22,0.65,0.4173267884,1.1,1.69834785429884,0.9,4510.5074775285,71.409263943757,9.445769045,322.6900058,0.3226900058,-1.105384615,544.306495587,-0.573762206415102,2,"Low",-2.21076923,"NONE",NA,0.131578947368421,31.9736842105263,0,13.02632
"NLA12_UT-159",1,2012,"8/15/2012","West",0.148195744,0,0,0.02690051335,3.3,1.13700490634972,0.9,9.22765639340485,62,2.154615458,803.9099956,0.8039099956,-1.023076923,1068.17747654,0.402463187306686,0,"Low",0,"NONE",NA,0,0,0,0
"NLA12_UT-160",1,2012,"6/21/2012","West",0.140720696,0.96,30.2,0.1034861387,6.4,1.32458353633754,0.8,43.0642394738417,76,8.160384454,273.6200008,0.2736200008,0.433846154,391.738765198,-0.858069789929837,6,"High",2.603076924,"DAM",2.15347826086957,0,0.120481927710843,0,0
"NLA12_UT-165",1,2012,"6/27/2012","West",0.363650841,0.29,37.8,1.367945031,1.3,1.50752036815614,1,4.10958153259303,72.6487985891689,3.290000072,677.3800019,0.6773800019,-0.179230769,701.297013058,-0.281212828226765,6,"High",-1.075384614,"DAM",1.91698113207547,0.165331765743258,0.165331765743258,0,0
"NLA12_UT-167",1,2012,"8/1/2012","West",0.113847441,0.24,27.3,0.0668675818,1,1.26435161357876,1,5.28271254496151,58.5579344389595,10.15153839,168.2799981,0.1682799981,-2.317692308,251.435652898,-1.11952244912523,6,"High",-13.906153848,"DAM",1.72064516129032,0,11.4678899082569,0,0
"NLA12_UT-169",1,2012,"7/10/2012","West",0.027321521,1.69,45.1,0.2478430491,4.2,1.18250275845575,0.8,0.0643359902886217,65,8.797307693,317.5899997,0.3175899997,-0.179230769,365.552255446,-0.906867941998388,NA,NA,NA,"DAM",NA,0.687929956222639,23.0143839899937,0,0
"NLA12_UT-173",1,2012,"6/27/2012","West",0.088131869,2.12,10.9,1.009644955,14,2.26758075541191,0.3,31.2498998674905,63.1101435541642,15.71423081,294.3499973,0.2943499973,-0.912307692,486.96507707,-0.680617044540496,6,"High",-5.473846152,"DAM",1.94754342431762,0.979997315075849,1.39616055846422,0,0
"NLA12_UT-186",1,2012,"6/28/2012","West",0.153327848,1.68,9.8,0.09624289004,3.7,1.03388636328889,0.3,9.26734686197917,70.7082683307332,6.092692321,603.5800073,0.6035800073,-0.179230769,785.217719466,-0.124827902103303,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_UT-196",1,2012,"8/2/2012","West",0.087353495,0,0,0.3145108714,4.1,1.79962474309683,0.9,26.0259794313743,66.1610523448495,4.430769278,575.5900114,0.5755900114,-1.023076923,711.713457999,-0.261801945712887,6,"High",-6.138461538,"DAM",2.08156097560976,0.0660647434485796,0.0660647434485796,0,0
"NLA12_UT-203",1,2012,"7/23/2012","West",0.019873435,4.29,8,0.08964948567,11,1.222448749098,0,9.79701147682,73.7296052631579,4.63653856,883.1900081,0.8831900081,-1.023076923,1168.79306118,0.589958758355589,5,"Moderate",-5.115384615,"DAM",1.43529103989536,0,0,0,0
"NLA12_UT-210",1,2012,"7/11/2012","West",0.087210521,2.24,20,0.06736780077,8.4,1.50788993560657,0.5,46.4424473300199,62.2419516681997,8.096153809,410.0999978,0.4100999978,-0.179230769,679.294315269,-0.322214512024813,5,"Moderate",-0.896153845,"DAM",1.08857142857143,1.05708245243129,1.05708245243129,0,0
"NLA12_UT-218",1,2012,"8/10/2012","West",0.079717778,3.93,20.2,10.2371804,20,2.75902594188242,0.6,27.8358754154051,71.7044574645043,8.466153823,424.1099954,0.4241099954,-1.023076923,712.874517868,-0.259638328774824,7,"High",-7.161538461,"DAM",2.99323025491015,1.12086213168425,12.0612040742089,0.227355402,7.379956
"NLA12_UT-222",1,2012,"7/12/2012","West",0.221311387,1.49,52.8,0.4853105047,2.2,1.9161970086117,1,0.928400802448157,72.0483613109512,8.474230839,419.5799975,0.4195799975,-0.179230769,499.395470442,-0.657453200569558,6,"High",-1.075384614,"DAM",1.56943089430894,0.219278209227958,0.612151667428049,0,0
"NLA12_UT-229",1,2012,"9/5/2012","West",0.22768797,0,0,0.3245693843,5,1.67795734561243,0.8,0.285853430692785,59.1296728971963,4.587692243,400.9500042,0.4009500042,-1.023076923,491.344383811,-0.672456274803482,4,"Moderate",-4.092307692,"DAM",0.9144,0,0,0,0
"NLA12_UT-260",1,2012,"7/5/2012","West",0.091041512,1.08,13.84,0.2785638716,4.3,1.22850685239536,0.6,11.4682627494039,63.0184216263353,3.822692302,756.54,0.75654,-0.179230769,857.748219369,0.010331552035266,6,"High",-1.075384614,"DAM",1.58631970260223,0.0436014824504033,0.0436014824504033,0,0
"NLA12_UT-264",1,2012,"9/12/2012","West",0.043659577,1.43,14.1,0.1122871745,8,1.59955489223904,0.7,16.1965949904635,71.4359056122449,3.819615273,527.0599952,0.5270599952,-0.179230769,649.018413504,-0.378633182261237,5,"Moderate",-0.896153845,"DAM",1.29289501590668,0,0,0,0
"NLA12_UT-290",1,2012,"9/7/2012","West",0.220650057,0.33,13.8,0.1212835629,1.8,1.20161326209612,1,0.012705299573616,54.0120967741936,9.670384701,174.2200022,0.1742200022,-1.023076923,219.277767058,-1.17944816730169,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_UT-294",1,2012,"7/17/2012","West",0.059865903,1.19,2.25,0.3507400135,13,2.13871554738193,0.4,83.1342152927265,70.6546509553383,9.121538254,496.7500069,0.4967500069,-1.023076923,837.877363441,-0.0266974777396072,6,"High",-6.138461538,"DAM",2.06207188160677,2.85656401944895,5.36871961102107,0,0
"NLA12_UT-324",1,2012,"9/4/2012","West",0.102640529,3.67,68.8,0.3942804792,16,1.22248156455101,0.5,8.61351168561733,63.7754569190601,3.003461637,751.1500113,0.7511500113,-1.023076923,1075.49994747,0.416108497557793,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA12_UT-325",1,2012,"9/5/2012","West",0.121040543,8.72,136.1,2.660559395,33,2.88302680084434,0.3,21.4312674645066,69.8068690590158,8.588846207,403.0599923,0.4030599923,-1.023076923,670.161582971,-0.339233216071279,6,"High",-6.138461538,"DAM",1.89952061361457,0.180054597200441,0.29621885345879,0,0
