Order,SITE_ID,VISIT_NO,UID,dD,d18O,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m
938,NLA12_SD-162,1,8249,-25.13,-2.18,0.533818115,0.010760401,0.059506389,0.356707907,0.059546082,1820871.515,0.594959989,0.689949762,-0.094989773,0.105750174
939,NLA12_SD-165,1,7451,-40.6,-3.01,0.358909256,0.006680998,0.01967,0.68382637,0.216120536,63027.72243,0.449329998,0.733285598,-0.283955599,0.290636597
940,NLA12_SD-166,1,6440,-49.93,-5.38,0.243622531,0.8619622,0.02637,0.251083355,1.327637762,29148.20243,0.431809999,0.663599179,-0.23178918,1.09375138
941,NLA12_SD-168,1,6634,-56.68,-5.19,0.323538897,0.004033685,0.014292857,0.772453748,0.208809914,932678.6241,0.342300002,0.710189711,-0.367889709,0.371923394
942,NLA12_SD-170,1,8126,-18.91,-0.05,1.004153181,0.051794745,0.02108,0.772622394,0.715772992,26088.02578,0.470190003,0.702141334,-0.231951332,0.283746077
943,NLA12_SD-172,1,6683,-32.51,-0.77,0.682687186,0.062232339,0.01301,0.830430576,1.617713756,39880.88557,0.315940002,0.708846289,-0.392906287,0.455138626
944,NLA12_SD-182,1,6422,-48.35,-5.24,0.268789646,0.127507475,0.02735,0.65418424,1.680798666,975785.0962,0.430239996,0.661908243,-0.231668247,0.359175722
945,NLA12_SD-183,1,6963,-113,-13.93,0.163669039,0.002449386,0.05035022,0,0,0,0.405999992,0.766668734,-0.360668742,0.363118127
946,NLA12_SD-189,1,7414,-38.72,-3.01,0.417492881,0.027928917,0.018112353,0.380932424,0.431424748,2717099.072,0.405679998,0.722415046,-0.316735048,0.344663965
947,NLA12_SD-198,1,8311,-24.35,-1.88,0.589258006,0.003691883,0.022154127,0.395516615,0.061151154,1327271.959,0.549940009,0.693784189,-0.14384418,0.147536063
948,NLA12_SD-212,1,7512,-56.11,-4.4,0.310894387,0.109623752,0.01729,0.743763791,2.412603191,63745.56085,0.356430004,0.735992717,-0.379562714,0.489186465
949,NLA12_TN-101,1,6393,-22.84,-3.8,0.070143945,0.739813247,0.62005,0.114588082,0.120153727,173932.6411,1.411890003,0.856990176,0.554899827,0.184913421
950,NLA12_TN-101,2,8626,-18.57,-2.76,0.162096288,0.320139469,0.62005,0.264802653,0.120153727,173932.6411,1.411890003,0.856990176,0.554899827,-0.234760358
951,NLA12_TN-103,1,8614,-30.82,-5.17,0.039378786,0.022186581,0.680028571,0.061265346,0.001994731,399849.4739,1.363699976,0.850499473,0.513200502,-0.491013922
952,NLA12_TN-104,1,8663,-35.42,-5.54,0.030964084,0.421379371,0.51142748,0.105161415,0.083062971,79315237.24,1.264769985,0.748145181,0.516624804,-0.095245433
953,NLA12_TN-106,1,8502,0.3,1.52,0.509831306,0.156234783,0.39904,0.766589263,0.238773083,22924.79327,1.159569992,0.900606538,0.258963454,-0.102728671
954,NLA12_TN-108,1,6395,-1.62,1.06,0.47126898,0.617549353,0.43248,0.75586081,0.540106417,458022.6859,1.267180008,0.854155289,0.413024719,0.204524633
955,NLA12_TN-108,2,8602,5.21,2.51,0.708609273,0.410708503,0.43248,1.136527126,0.540106417,458022.6859,1.267180008,0.854155289,0.413024719,-0.002316217
956,NLA12_TN-113,1,6394,-6.07,-0.61,0.280308218,0.579081147,0.34016,0.663499109,0.706745493,206602.5258,1.235109993,0.98524662,0.249863372,0.329217774
957,NLA12_TN-114,1,6381,-4.62,-0.18,0.332231056,0.055778961,0.39966,0.270143092,0.035593053,36150.26373,1.154650009,0.903244246,0.251405763,-0.195626802
958,NLA12_TN-114,2,8601,7.66,2.98,0.757364458,0.024468409,0.39966,0.615826764,0.035593053,36150.26373,1.154650009,0.903244246,0.251405763,-0.226937354
959,NLA12_TN-119,1,8600,-25.96,-4.19,0.059072308,0.254711094,0.43583,0.260735874,0.1451833,952452.8296,1.233809994,0.859153737,0.374656256,-0.119945162
960,NLA12_TN-122,1,8553,-4.09,0.51,0.394668774,0.149613245,0.37224,0.432507419,0.145527393,201074.7554,1.107279984,0.902938742,0.204341241,-0.054727996
961,NLA12_TN-R01,1,8664,-26.77,-4.73,0.051202199,0.081286805,0.674239279,0.431934848,0.051507699,53792722.33,1.526329988,0.856374976,0.669955013,-0.588668208
962,NLA12_TX-101,1,6735,-9.07,-1.15,0.18931187,0.062317746,0.26276,0.068504796,0.015435034,53422.7909,1.249869989,1.066741747,0.183128242,-0.120810496
963,NLA12_TX-101,2,8547,-0.97,0.27,0.312153587,0.03779386,0.26276,0.112956562,0.015435034,53422.7909,1.249869989,1.066741747,0.183128242,-0.145334382
964,NLA12_TX-103,1,1000073,5.89,2.97,0.596659416,0.002055429,0.014811552,1.070241765,0.144250579,112258028.4,0.341020004,0.954109629,-0.613089626,0.615145054
965,NLA12_TX-104,1,7734,0.29,0.19,0.275314413,0.124317366,0.30883,0.075261675,0.027049177,192323.8729,1.20894999,1.116186001,0.092763989,0.031553377
966,NLA12_TX-105,1,6860,-4.21,-0.38,0.241310232,0.203569678,0.343830987,0.422513971,0.21296576,178372312.4,1.306550011,1.068962771,0.23758724,-0.034017561
967,NLA12_TX-107,1,6849,-6,0.85,0.302506606,0.02118411,0.04542,0.420038704,0.174185917,118759.8169,0.920510015,1.041443859,-0.120933845,0.142117955
968,NLA12_TX-109,1,1000053,5.94,2.24,0.470466387,0.115748331,0.37203,0.55877913,0.149220894,67981.67131,1.203900002,1.067630226,0.136269776,-0.020521445
969,NLA12_TX-110,1,1000026,-7.7,-0.9,0.228086848,0.103825216,0.239511564,0.432968204,0.173702016,189333933.7,0.92466,1.135602068,-0.210942068,0.314767284
970,NLA12_TX-111,1,7205,28.44,6.99,0.948353328,0.00943565,0.024475,1.479527857,0.465828009,932568.3782,0.646629996,1.053234166,-0.40660417,0.416039819
971,NLA12_TX-112,1,7244,-11.48,-1.18,0.150176646,0.129079562,0.19179,0.136721703,0.08501185,64920.96919,0.936639998,1.148832287,-0.21219229,0.341271852
972,NLA12_TX-113,1,7640,1.51,0.9,0.365424404,0.09429891,0.314252744,0.502867912,0.135768172,105287714.2,1.100919987,1.08333926,0.017580727,0.076718183
973,NLA12_TX-114,1,7483,-8.8,-1.51,0.146134546,0.128875348,0.221712353,0.200602385,0.108117074,6564217.186,1.034609974,1.119483352,-0.084873378,0.213748725
974,NLA12_TX-116,1,7804,-10.43,-0.17,0.256382386,0.119820214,0.24235,0.345686179,0.153826358,211444.4346,0.990920014,1.130962148,-0.140042134,0.259862348
975,NLA12_TX-117,1,6666,-9.87,-0.59,0.204331503,0.086986341,0.30552,0.279748441,0.0754749,212685.0275,1.003579987,1.055752275,-0.052172289,0.13915863
976,NLA12_TX-117,2,1000048,-1.54,1.2,0.348819131,0.050954917,0.30552,0.477565165,0.0754749,212685.0275,1.003579987,1.055752275,-0.052172289,0.103127206
977,NLA12_TX-118,1,8330,15.91,3.24,0.864351104,0.604679966,0.24079,0.313591438,0.224122288,157983.6104,1.336379982,1.15396224,0.182417742,0.422262224
978,NLA12_TX-121,1,6586,17.74,4.35,0.803648876,0.134820772,0.330215,1.979410117,0.61924889,22765283.29,1.00803002,1.084211965,-0.076181946,0.211002718
979,NLA12_TX-124,1,1000060,19.56,4.03,0.655304775,0.036109389,0.0620521,1.393396614,0.631668267,138563923.5,0.801099987,1.076957559,-0.275857572,0.311966962
980,NLA12_TX-128,1,7994,-3.1,0.61,0.307747726,0.110376912,0.34102,0.948916799,0.279300341,1422817.268,1.068719994,1.06825136,0.000468633,0.109908279
981,NLA12_TX-129,1,8762,14.01,3.46,0.740099118,-1.996016091,0.31426,0.732860934,0.956673085,3477498.544,1.447879982,1.160346789,0.287533193,-2.283549285
982,NLA12_TX-135,1,1000022,13.15,3.27,0.423114345,0.000135572,0.017642909,0.193301413,0.001483866,40170.49806,0.40865,1.307934093,-0.899284093,0.899419665
983,NLA12_TX-136,1,7178,-4.5,0.35,0.33823343,0.002862834,0.026436667,0.171074421,0.018120306,63418.39549,0.633999996,1.037973424,-0.403973428,0.406836262
984,NLA12_TX-137,1,8413,3.68,1.4,0.407561141,0.127643843,0.324515714,1.197957422,0.386274658,14955954.31,1.449470013,1.056875239,0.392594773,-0.26495093
985,NLA12_TX-141,1,1000014,-4.2,-0.47,0.229922459,0.289559857,0.522643333,0.539343356,0.250368067,5336673.416,1.610269997,1.060110448,0.550159548,-0.260599691
986,NLA12_TX-144,1,6622,-7.56,-0.03,0.232561244,0.097605324,0.27812,0.382338759,0.125603676,357976.3416,0.878899998,1.050487065,-0.171587067,0.26919239
987,NLA12_TX-148,1,1000062,12.59,2.99,0.589391207,0.181498327,0.22775,0.588045129,0.325210386,216779.2411,1.009599997,1.07532575,-0.065725753,0.247224081
988,NLA12_TX-152,1,7247,38.69,8.21,1.065401253,0.002208108,0.019697143,0.58469104,0.061864561,4089779.494,0.524880001,1.053571263,-0.528691262,0.53089937
989,NLA12_TX-157,1,6805,-10.35,-1.44,0.166032173,0.001614119,0.315603607,0.442806659,0.00226277,609579.5,1.051289999,1.055220448,-0.003930449,0.005544568
990,NLA12_TX-158,1,1000018,-8.5,-0.3,0.116763173,0.204660559,0.02331,0.052529736,0.330547599,82367.09978,0.502460004,1.303131744,-0.80067174,1.0053323
991,NLA12_TX-159,1,8480,6.28,2.14,0.426265215,0.093019455,0.17742,0.415977286,0.181297113,233868.1579,1.015679982,1.118419966,-0.102739984,0.195759439
992,NLA12_TX-160,1,6744,-11.96,-1.57,0.14677333,16.64072475,0.18595,0.447637513,3.409391518,881714.2864,0.961280005,1.174567545,-0.21328754,16.85401229
993,NLA12_TX-161,1,8655,-1.5,0.51,0.253009927,0.189225981,0.24446,0.116768587,0.070958168,40361.95209,1.610639992,1.152118683,0.458521309,-0.269295328
994,NLA12_TX-165,1,6647,-14.66,-2.08,0.142827015,0.40219621,0.341781515,0.482366476,0.47921635,84548514.51,1.151429993,1.048919185,0.102510807,0.299685403
995,NLA12_TX-169,1,1000015,-2.21,0.27,0.290667778,0.169046575,0.3271,0.451281233,0.195287119,488860.8032,1.354009998,1.047025822,0.306984176,-0.137937601
996,NLA12_TX-170,1,7108,2.68,0.79,0.336445166,0.340136026,0.29992,0.245659727,0.193854413,214057.6708,1.230170021,1.073705175,0.156464846,0.18367118
997,NLA12_TX-176,1,7063,1.24,1.83,0.38081927,0.113921961,0.27676,0.314693246,0.11000707,31199.07248,1.216630001,1.07427783,0.142352171,-0.02843021
998,NLA12_TX-182,1,7304,-10.01,-0.66,0.213968581,0.044282583,0.152376667,0.339930358,0.094008307,459054.2652,0.851230002,1.0410529,-0.189822898,0.234105481
999,NLA12_TX-187,1,6794,1.49,0.9,0.348218946,0.037959676,0.31967,0.276539493,0.031216945,181446.0286,1.347999992,1.073330942,0.274669051,-0.236709375
1000,NLA12_TX-190,1,7109,4.14,1.16,0.378925576,0.080108138,0.21664,0.407501997,0.132877025,145620.6663,1.031340008,1.078322118,-0.04698211,0.127090248
1001,NLA12_TX-195,1,6762,2.4,1.6,0.438684817,0.181926403,0.27137,0.419965869,0.216751617,169124.2766,1.050730003,1.033734469,0.016995534,0.164930869
1002,NLA12_TX-196,1,8811,4.45,2.06,0.409269431,0.030616997,0.27379,0.405999591,0.043513819,161919.4619,1.04329999,1.100658134,-0.057358144,0.087975141
1003,NLA12_TX-199,1,8300,29.68,6.67,1.484871331,0.016598416,0.33766,0.548653777,0.024835757,24558.54631,1.266979996,1.076026299,0.190953696,-0.17435528
1004,NLA12_TX-201,1,7265,2.01,1.4,0.347055749,0.448586853,0.35928,0.218569965,0.181936735,20313.00337,1.260449982,1.092424362,0.168025619,0.280561233
1005,NLA12_TX-202,1,8342,11,3.57,0.579283932,0.048823717,0.24917,0.647917964,0.114156174,66484.03462,1.073089989,1.086274054,-0.013184065,0.062007782
1006,NLA12_TX-205,1,7496,13.66,2.93,0.755026291,0.237387589,0.25485,0.347285165,0.171140235,417050.0703,1.434149998,1.133034217,0.301115781,-0.063728192
1007,NLA12_TX-218,1,8203,-0.35,1.01,0.39058421,0.132361304,0.26224,0.582289019,0.245589095,3192810.1,1.051969992,1.054234588,-0.002264597,0.134625901
1008,NLA12_TX-232,1,8646,2.2,1.52,0.424072319,0.031282954,0.32884,3.570597512,0.322981793,182147.8203,1.332799992,1.040297124,0.292502868,-0.261219913
1009,NLA12_TX-234,1,8810,-4.48,0.83,0.303220166,0.022831276,0.25992,0.434607831,0.03729877,392728.0661,0.913670009,1.034957636,-0.121287627,0.144118904
1010,NLA12_TX-235,1,8665,5.55,2.12,0.453736661,0.044142974,0.47199,0.646137538,0.056796164,77269.30028,1.597000008,1.059185104,0.537814904,-0.49367193
1011,NLA12_TX-R02,1,6608,-3.1,-0.77,0.199337512,0.288017864,0.451086181,0,0,0,1.831530008,1.066202046,0.765327963,-0.477310098
1012,NLA12_TX-R08,1,8532,-10.32,-0.58,0.226404962,0.11848719,0.3269225,0.32052405,0.106156299,3810783.74,1.176269993,1.02340931,0.152860683,-0.034373492
1013,NLA12_TX-R09,1,8773,-4.39,0.29,0.315062495,0.166619058,0.321015,0.748509252,0.326638308,3507969.225,1.191059994,1.028348905,0.162711089,0.003907968
1014,NLA12_UT-101,1,6216,-94.93,-12.86,0.020726233,2.431789955,0.33699,0.051569255,0.299434854,1849114.934,0.711650004,0.43839548,0.273254524,2.158535431
1015,NLA12_UT-101,2,7153,-83.04,-10.19,0.143939639,0.350159588,0.33699,0.358138407,0.299434854,1849114.934,0.711650004,0.43839548,0.273254524,0.076905064
1016,NLA12_UT-102,1,6527,-110.75,-14,0.133160972,0.024588065,0.090817772,1.649163033,0.441146153,103513856.2,0.211059998,0.627504892,-0.416444894,0.441032958
1017,NLA12_UT-103,1,6194,-124.9,-16.6,0.030471508,0.077789161,0.332675833,0.557684055,0.12949642,7314781.281,0.562130003,0.572398744,-0.010268741,0.088057902
1018,NLA12_UT-104,1,6478,-97.01,-11.37,0.12257376,2.702072578,0.093065714,0.431266391,5.227918825,102380258.4,0.286059995,0.729719354,-0.443659359,3.145731937
1019,NLA12_UT-105,1,6665,-122.01,-16.09,0.048064435,0.036525143,0.174190075,0.424491636,0.088646883,29023366.35,0.248730002,0.612376211,-0.363646209,0.400171352
1020,NLA12_UT-108,1,6227,-109.4,-14.14,0.100816587,0.043140049,0.2726775,0.24425501,0.038377723,1825371.853,0.226549999,0.522068127,-0.295518129,0.338658178
1021,NLA12_UT-109,1,6575,-64.59,-4.78,0.527309266,0.002497919,0.0544575,0.960435422,0.043667272,454216.1279,0.211139998,0.576128757,-0.364988759,0.367486677
1022,NLA12_UT-110,1,6552,-110.95,-13.02,0.241770362,7.629891768,0.00656,0.430159663,8.351132804,175113.6213,0.143440001,0.68469846,-0.541258459,8.171150227
1023,NLA12_UT-110,2,8446,-109.41,-13.1,0.047794823,38.59584722,0.00656,0.085036912,8.351132804,175113.6213,0.143440001,0.68469846,-0.541258459,39.13710568
1024,NLA12_UT-112,1,6447,-104.3,-12.2,0.163530772,0.077756366,0.54697,0.268753613,0.036817119,20348.50908,0.767760002,0.473276163,0.294483839,-0.216727473
1025,NLA12_UT-118,1,7798,-106.35,-13.98,0.095181503,0.030877573,0.7212,0.697987112,0.029664013,199829.2311,0.639600012,0.351892937,0.287707075,-0.256829502
1026,NLA12_UT-122,1,8329,-113.82,-14.76,0.096676005,0.215560472,0.38779,1.834421204,0.937131158,772590.0579,0.59528,0.363083936,0.232196063,-0.016635592
1027,NLA12_UT-125,1,6944,-117.05,-15.39,0.065805093,0.159258768,0.31394,0.377105363,0.181827713,461829.9268,0.667559996,0.427683152,0.239876844,-0.080618075
1028,NLA12_UT-126,1,7958,-119.4,-15.89,0.034996181,0.219261097,1.11948,0.127865103,0.024648669,74412.67916,1.060340002,0.453576312,0.60676369,-0.387502593
1029,NLA12_UT-128,1,6449,-81.83,-7.33,0.265561781,0.543568837,0.01658,0.158207393,1.185659184,174363.5246,0.317379998,0.818831776,-0.501451778,1.045020615
1030,NLA12_UT-137,1,7155,-70.19,-6.3,0.380912804,0.020427131,0.15427,0.692014668,0.086216668,158171.4565,0.601090002,0.482789838,0.118300164,-0.097873033
1031,NLA12_UT-141,1,6869,-101.16,-12.66,0.146020918,0.000511128,0.072154325,0.189502368,0.001342052,800075.5647,0.165670001,0.661659078,-0.495989077,0.496500205
1032,NLA12_UT-147,1,7998,-91.16,-10.27,0.304616451,0.159494856,0.61177,0.58135673,0.131063003,19460.54688,0.832650008,0.422708903,0.409941105,-0.250446249
1033,NLA12_UT-148,1,6926,-107.87,-12.32,0.303827928,6.49525E-05,0.134716532,0.188311212,9.07871E-05,170898.824,0.278950004,0.660715221,-0.381765217,0.38183017
1034,NLA12_UT-159,1,7996,-105.36,-12.79,0.148195744,0.202281977,0.66782,0.635492074,0.176826781,44323.48941,0.758219997,0.384236859,0.373983138,-0.17170116
1035,NLA12_UT-160,1,6731,-122.63,-15.37,0.140720696,0.005884445,0.059776,0.568846184,0.055661557,249214.6381,0.260040001,0.59573711,-0.335697109,0.341581554
1036,NLA12_UT-165,1,6826,-70.75,-7.14,0.363650841,0.06475441,0.22913,0.411540281,0.100107975,617334.1225,0.627810002,0.398771299,0.229038703,-0.164284293
1037,NLA12_UT-167,1,7593,-106.28,-13.54,0.113847441,0.008238779,0.007256667,0.069576521,0.076752496,27869.94301,0.154019998,0.681994762,-0.527974764,0.536213543
1038,NLA12_UT-169,1,7057,-114.29,-15.3,0.027321521,4.623277444,0.01108,0.069996828,4.463135425,384861.4398,0.29476,0.606113907,-0.311353907,4.934631351
1039,NLA12_UT-173,1,6825,-84.97,-10.72,0.088131869,0.013023696,0.039461455,0.500459985,0.163764093,5204708.827,0.267889998,0.907802472,-0.639912473,0.652936169
1040,NLA12_UT-186,1,6868,-90.87,-11.08,0.153327848,0.108494633,0.30921,0.466707581,0.154090353,141184.1455,0.561970007,0.481940537,0.080029469,0.028465164
1041,NLA12_UT-196,1,7643,-104.59,-13.38,0.087353495,0.0404382,0.20645,0.31271133,0.059980163,497333.6996,0.547430012,0.441721821,0.105708191,-0.06526999
1042,NLA12_UT-203,1,7367,-120.3,-15.79,0.019873435,1.592259741,0.64203,0.184322567,0.420057914,375182.3279,0.807910009,0.451220669,0.356689341,1.2355704
1043,NLA12_UT-210,1,7097,-111.74,-14.51,0.087210521,0.020146229,0.145345,0.505644178,0.069513612,218571.0555,0.381969999,0.559582541,-0.177612543,0.197758772
1044,NLA12_UT-218,1,7841,-119.4,-15.49,0.079717778,0.053950554,0.200790673,0.876174584,0.232057566,66601252.6,0.400399996,0.591924876,-0.191524879,0.245475434
1045,NLA12_UT-222,1,7154,-85.54,-8.45,0.221311387,0.051836484,0.01819,0.265334326,0.528684776,333905.8149,0.391459997,0.573871446,-0.18241145,0.234247933
1046,NLA12_UT-229,1,8395,-95.16,-10.56,0.22768797,1.45295832,0.12043,1.089161965,4.082236778,706328.7094,0.367480003,0.454932438,-0.087452435,1.540410755
1047,NLA12_UT-260,1,6966,-116.06,-15.08,0.091041512,0.15771245,0.38692,0.399797708,0.153166815,503039.7151,0.70863,0.411222247,0.297407753,-0.139695303
1048,NLA12_UT-264,1,8504,-90.8,-12.29,0.043659577,0.127854245,0.21479,0.308815757,0.178382049,329976.4717,0.487639997,0.415463426,0.072176571,0.055677674
1049,NLA12_UT-290,1,8447,-110.17,-13.12,0.220650057,3.246607468,0.00656,0.225196919,4.264265774,83067.90385,0.154470002,0.671077645,-0.516607642,3.76321511
1050,NLA12_UT-294,1,7225,-116.67,-15.32,0.059865903,0.034474805,0.275245556,0.474610084,0.059133567,1727690.448,0.437010005,0.621331268,-0.184321262,0.218796068
1051,NLA12_UT-324,1,8360,-112.31,-14.23,0.102640529,0.328869291,0.65683,1.5709559,0.721816079,2464985.884,0.712980013,0.40847363,0.304506383,0.024362907
1052,NLA12_UT-325,1,8390,-117.48,-14.91,0.121040543,0.036072438,0.153159231,2.092376268,0.484684176,27898887.88,0.356369994,0.606603726,-0.250233733,0.286306171
1053,NLA12_UT-343,1,8508,-105.73,-13.04,0.142338959,0.805343686,0.20383,0.637631871,1.545149169,1279968.092,0.461590004,0.411745679,0.049844325,0.755499361
1054,NLA12_UT-359,1,8509,-73.04,-6.77,0.286616535,0.013198733,0.006126667,0.197381716,0.382518141,196416.2499,0.121359998,0.671240192,-0.549880194,0.563078928
1055,NLA12_UT-374,1,8321,-110.85,-14.27,0.097609764,0.024150395,0.152792222,0.781680585,0.122956233,7401696.931,0.192039998,0.610741303,-0.418701304,0.442851699
1056,NLA12_UT-392,1,8777,-90.85,-10.57,0.144234611,0.012312241,0.070608725,0.677871973,0.117163752,110019620.8,0.256199999,0.72683797,-0.470637971,0.482950212
1057,NLA12_UT-397,1,8765,-84.19,-10.91,0.0828648,0.020092429,0.075265714,0.096140417,0.025195483,419284.0967,0.433780002,0.514928414,-0.081148412,0.10124084
1058,NLA12_UT-400,1,8812,-96.94,-11.13,0.166169167,0.006164322,0.1064,1.310587149,0.075481973,519081.302,0.353349998,0.573966304,-0.220616306,0.226780628
1059,NLA12_UT-409,1,8787,-77.99,-8.37,0.250687298,0.016820101,0.01528,0.135391892,0.135261762,53501.44612,0.309359995,0.838178636,-0.52881864,0.545638741
1060,NLA12_UT-412,1,8766,-114.66,-14.25,0.056903421,0.027987152,0.190304,0.28560673,0.041740194,423345.2998,0.350470001,0.466005865,-0.115535864,0.143523016
1061,NLA12_UT-424,1,8776,-92.71,-11.4,0.228214816,0.109723716,0.36504,0.341638304,0.092952927,356804.9786,0.599749991,0.392758064,0.206991928,-0.097268212
1062,NLA12_VA-101,1,7054,-19.78,-2.4,0.22521427,0.026426232,0.33558,0.142820803,0.011034407,158107.5133,0.938500004,0.864550064,0.07394994,-0.047523708
1063,NLA12_VA-101,2,7635,-16.44,-1.94,0.278100669,0.021400756,0.33558,0.176358989,0.011034407,158107.5133,0.938500004,0.864550064,0.07394994,-0.052549184
1064,NLA12_VA-102,1,7537,-16.68,-1.73,0.269282257,0.101970064,0.29433,0.522517682,0.163759814,580178.5681,0.985399994,0.871943368,0.113456626,-0.011486562
1065,NLA12_VA-103,1,7260,-25.81,-3.39,0.208201843,0.177338513,0.33683,0.814909369,0.38181851,322339.1843,0.918980005,0.814451963,0.104528043,0.072810471
1066,NLA12_VA-104,1,7410,-30.48,-4.49,0.149426867,0.076102545,0.572205,0.477894998,0.061597812,701015.9964,1.183299992,0.73845038,0.444849612,-0.368747067
1067,NLA12_VA-105,1,7095,-30.79,-5.1,0.094965146,0.011589782,0.315666667,0.145031375,0.005305246,201891.9344,0.907540001,0.855711442,0.051828559,-0.040238777
1068,NLA12_VA-106,1,7586,-27.38,-4.55,0.046862863,0.284923101,0.32048,0.046830829,0.039530423,165528.7662,1.148300007,0.898622917,0.24967709,0.035246012
1069,NLA12_VA-108,1,6553,-30.65,-5.02,0.013199871,0.59979727,0.334276667,0.020029722,0.034924788,440288.5226,1.038490002,0.846476725,0.192013276,0.407783994
1070,NLA12_VA-109,1,6424,-31.39,-4.66,0.140770021,0.377761992,0.37234,0.127437262,0.107642206,18580.55568,1.140759995,0.810012804,0.33074719,0.047014802
1071,NLA12_VA-109,2,7196,-24.92,-3.49,0.233923123,0.22732923,0.37234,0.211767548,0.107642206,18580.55568,1.140759995,0.810012804,0.33074719,-0.10341796
1072,NLA12_VA-110,1,7259,-28.42,-4.05,0.149921279,0.08443435,0.339125,0.697599529,0.167239391,1607705.997,0.899040009,0.870541375,0.028498634,0.055935716
1073,NLA12_VA-111,1,7053,-9.95,-1.96,0.172814876,0.027558669,0.35145,0.31990699,0.024658683,95522.72348,1.147520004,0.898916366,0.248603639,-0.22104497
1074,NLA12_VA-112,1,7777,-14.8,-2.58,0.184200209,0.089302196,0.28007,0.157020171,0.046628258,30670.83191,1.123750012,0.894979993,0.228770019,-0.139467823
1075,NLA12_VA-114,1,6587,-27.59,-3.85,0.161751413,0.175370117,0.39461,0.377303282,0.152557711,21124.42197,1.130620014,0.819981662,0.310638352,-0.135268235
1076,NLA12_VA-116,1,6438,-37.31,-6.29,0.035754719,0.302268936,0.42301,0.116717989,0.080376374,51000.23385,1.173040009,0.795950692,0.377089317,-0.074820381
1077,NLA12_VA-118,1,7237,-13.55,-1.16,0.497145856,0.031600246,0.32468,0.423692539,0.038948977,14686.38519,1.024940012,0.844260785,0.180679227,-0.149078981
1078,NLA12_VA-119,1,7564,-8.84,-0.74,0.692781479,0.204463748,0.30167,0.587794278,0.252398477,336136.9944,1.097650001,0.891046526,0.206603476,-0.002139728
1079,NLA12_VA-121,1,7094,-26.75,-4.13,0.106373359,0.239988598,0.31654,0.206712815,0.145075792,261837.9526,0.908649998,0.912870885,-0.004220887,0.244209486
1080,NLA12_VA-123,1,7778,1.22,0.59,0.993564965,0.783733552,0.20279,0.78321826,0.547347177,30293.08507,1.091169987,0.924894089,0.166275898,0.617457654
1081,NLA12_VA-125,1,6568,-35.19,-6.06,0.116159976,0.058790424,0.7807125,1.56961312,0.116029394,4887973.912,1.530570007,0.71651324,0.814056767,-0.755266343
1082,NLA12_VA-126,1,7455,-33.41,-5.41,0.0043892,1.350851047,0.33704,0.011988084,0.046897021,72826.93383,0.99175001,0.710839004,0.280911005,1.069940041
1083,NLA12_VA-127,1,7963,-8.6,-0.51,0.414608153,0.011919997,0.2835725,0.335353399,0.013809616,257214.2091,1.075250004,0.901705852,0.173544151,-0.161624155
1084,NLA12_VA-130,1,7964,-21.08,-2.87,0.263571211,0.051808855,0.35313,0.555303393,0.077207882,217912.8877,1.161659977,0.813662938,0.347997039,-0.296188185
1085,NLA12_VA-R01,1,6792,-34.87,-5.61,0.141582591,0.092290839,0.41249,0.697276259,0.14926552,2570569.418,1.010009998,0.708185496,0.301824503,-0.209533664
1086,NLA12_VA-R05,1,7636,-11.72,-1,0.370507495,1.079087396,0.31891,1.214140578,1.598791199,10558759.38,1.11794001,0.892924397,0.225015614,0.854071782
1087,NLA12_VA-R06,1,7565,-22.06,-3.06,0.141738923,0.493366552,0.30164,0.360261625,0.456996606,2966817.105,1.123850002,0.900301634,0.223548369,0.269818183
1088,NLA12_VA-R14,1,7378,-17.76,-1.83,0.313921544,0.244156306,0.30826,2.158847702,1.286583248,80537.40716,1.061070015,0.801825813,0.259244202,-0.015087896
1089,NLA12_VA-R17,1,6818,-36.02,-5.65,0.042817403,2.047116118,0.88795,0.254282386,0.478915599,4949494.595,1.419550015,0.625336711,0.794213304,1.252902814
1090,NLA12_VA-R18,1,7738,-9.83,-0.98,4.275363915,0.019062584,0.30282,4.759953542,0.227498865,39206.07668,1.048749996,0.890098246,0.15865175,-0.139589166
1091,NLA12_VT-101,1,1000013,-59.59,-8.51,0.046632611,0.627598522,0.49208,0.498968697,0.577408897,4977571.068,0.972359995,0.566206832,0.406153162,0.22144536
1092,NLA12_VT-101,2,1000110,-56.08,-7.77,0.10547207,0.277481588,0.49208,1.128550614,0.577408897,4977571.068,0.972359995,0.566206832,0.406153162,-0.128671574
1093,NLA12_VT-102,1,1000020,-67.25,-9.76,0,,0.55385,,0.298919227,3772901.345,1.099020001,0.560246146,0.538773854,
1094,NLA12_VT-103,1,7520,-67.87,-9.49,0.046034744,0.787718021,0.438057564,0.664667971,1.086290408,10570986773,0.82602002,0.681952951,0.144067068,0.643650952
1095,NLA12_VT-104,1,1000071,-63.58,-8.48,0.04736823,3.696957206,0.4916,0.571792605,2.669043286,2851933.094,0.985470011,0.574472666,0.410997345,3.285959861
1096,NLA12_VT-106,1,1000032,-62.58,-8.5,0.067569737,0.677200731,0.51236,0.195154417,0.220869651,152241.0475,1.043240004,0.555104659,0.488135344,0.189065386
