SITE_ID,VISIT_NO,DATE_COL,JULIAN_DAY,REPEAT,Chir_PCT_C,Chir_d13C,CAT_13C,Chir_PCT_N,Chir_d15N,CAT_15N,Lake_dD,P_dD_K,Lake_d18O,P_d18O_K,d-excess,E_I,BASINAREA_KM2,IRT,PRT,ORT,MRT,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,ST,STATE_NAME,EPA_REG,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,AREA_HA,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,LITRIPCVR_OE,LITRIPCVR_COND,OE5,OE5_COND_R,OE5_COND,LDC_ADJ,LDC_COND,RDis_IX,RDIS_COND,DO2_2M,DO2_COND,PTL_COND,NTL_COND,CHLA_COND,PTL,NTL,CHLA,RT_BUG,ECOBUG,MMI_NLABUG,totlrich,CHIRrich,totlnind,CHIRptax,CHIRpind,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN,AN_CAT,HN,HN_CAT,FertN,FN_CAT,ManureN,MN_CAT,N_CAT,Nload,MaxNload,EN,NEN,nsource,PCT_DEVELOPED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WETLAND_BSN,PCT_BURR,PCT_SPRL,PCT_CLIM,PCT_COLL,PCT_FILT,PCT_PRED,PCT_SHRD
NLA06608-0013,1,9/4/2007,246,Y,29.17,-29.97,LOW,5.89,5.43,AVG,-35.1,-35.19,-5.63,-5.65,9.96,0.001,93.77,0,0,0,0,-74.56255123,39.97428032,1799391.768,481126.5664,NJ,New Jersey,Region_2,0.01630549,60.73864422,147.9090567,NJ,YES,Plains,CPL,84,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,D,Fair,N,37.14025576,0.371402558,8.284688178,3.834853608,2.3,2.3,198696.1206,15.44,60,33,8,Sedimentary,Sedimentary,1198.13,1198,1.16,0.72,68.11,68,0.44,0.55,20.63,30.07,11.99,-4.94,30.3,12.2,-4.7,0.639027254,Fair,0.631016,Poor,POOR,3.234844706, Good,0.725,Intermediate,,NA,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,LEAST DISTURBED,28,384,16.027,Fair,CPL,60.99108588,44,20,300,45.45454545,43,400.3426083,19378.992,3117.954,3111.049,35030.874,128678.514,204179.1084,54409.866,6229.003,Sewage,13.72289079,HIGH,21.77463447,INT,5.802527756,LOW,0.664290605,LOW,INT,41.96434362,21.77463447,22.43892507,19.52541855,enriched,18.7,46.3,0,0,1.6,9.3,10.9,18.9,67.47,13.65,11.24,65.06,14.06,12.85,17.27
NLA06608-0014,1,8/6/2007,217,Y,43.78,-21.47,HIGH,11.3,6.06,AVG,-39.8,-85.57,-2.62,-11.31,-18.83,0.768,7.07,0.93,0.03,0.93,0.48,-100.5756807,47.83492738,-345040.5484,1161475.145,ND,North Dakota,Region_8,0.002746674,360.5718727,324.9301387,ND,NO,Plains,TPL,46,VI,VI,NATURAL,PLNLOW NATURAL,E,Poor,N,12.80952857,0.128095286,1.383813932,1.09070221,1.7,1.7,91058.96602,498.4,521,508,3,Sedimentary,Sedimentary,428.5,428,0.45,0.58,66,66,0.41,0.57,17.17,28.4,4.7,-19.09,28.4,4.7,-19.1,0.176754867,Poor,0.604233,Poor,POOR,-24.79648802,Poor,0.1,Least,7.7,HIGH,INTERMEDIATE DISTURBANCE,MOST DISTURBED,LEAST DISTURBED,175,4147,8.748,Poor,PLN,21.56591715,18,3,300,16.66666667,2,1.5,15912.804,360.183,2905.546,11.172,3141.62328,57.65306111,15923.976,3265.729,Fertilizer,4.445719453,INT,0.081585,LOW,22.53406076,INT,4.621341787,LOW,INT,31.682707,22.53406076,4.702926787,26.97978021,not enriched,5,0,0,21.8,13.1,37.3,50.4,13.7,8.33,91.67,0,41.67,8.33,50,50
NLA06608-0015,1,7/10/2007,190,Y,37.99,-20.53,HIGH,10.27,10.27,HIGH,-71.75,-85.11,-8.91,-11.89,-0.43,0.147,68562.98,0.21,0,0.21,0,-107.2747938,33.0071076,-1044530.854,-440664.3952,NM,New Mexico,Region_6,0.186187666,5.319221139,6.92095662,NM,YES, Western_Region,XER,24,III,III,MAN-MADE,WMTNS MAN-MADE,G,Fair,N,173.9929805,1.739929805,50.15536722,10.72621798,7,7,2141502.172,1275.36,4358,2233,513,Sedimentary,Sedimentary,411.83,255,0.28,0.85,47.29,38,0.21,0.28,24.42,28.3,8.52,-9.81,35.5,16,-3.2,0.686630236,Fair,0.918628, Good,NOT POOR,-8.524399685,Fair,0.243589744,Intermediate,7.6,HIGH,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,109,470,20,Fair,WMX,17.12446012,13,5,57,38.46153846,14.03508772,42.70699483,10133260.46,2296474.424,9738883.943,350556.843,15534163.32,15926038.69,10483817.3,12035358.37,Sewage,2.265677916,LOW,2.322833449,LOW,1.529078384,LOW,1.755372665,LOW,LOW,7.872962413,2.322833449,4.078206114,3.794756299,enriched,1.6,29.8,44.7,18.8,1.7,0.6,2.3,1.3,25,25,50,25,0,25,50
NLA06608-0016,1,6/27/2007,177,Y,42.98,-21.88,HIGH,11.66,17.35,HIGH,-71.36,-115.76,-7.91,-15.72,-8.09,0.474,42.29,1.58,0.45,1.58,1.23,-100.7797567,41.03025217,-398503.3731,405615.682,NE,Nebraska,Region_7,0.06081946,16.2838239,4.160811284,NE,YES,Plains,SPL,44,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,641.0233086,6.410233086,18.96803762,2.113394436,6.3,6.3,13919248.08,916,947,925,7,Sedimentary,Sedimentary,511.08,509,0.73,0.65,64,64,0.45,0.58,19.78,31.37,9.44,-11.27,31.4,9.5,-11.3,0.332764415,Poor,0.672424,Poor,POOR,-6.594157904,Fair,0.771794872,Most,7.133333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,6,490,13,Fair,PLN,23.60057002,18,9,62,50,45.16129032,8.840156735,74446.892,13194.792,30898.665,465.424,25831.81019,2033.248504,74912.316,44093.457,Fertilizer,6.10862413,INT,0.480816125,LOW,17.71502569,INT,10.42708015,INT,INT,34.7315461,17.71502569,10.90789628,23.82364982,not enriched,6.5,0.1,0,61.9,1.8,12.3,14.1,1.2,17.86,53.57,28.57,10.71,10.71,53.57,32.14
NLA06608-0019,1,6/11/2007,161,Y,42.19,-23.19,AVG,11.02,12.89,HIGH,-48.49,-78.37,-5.72,-11.05,-2.7,0.356,91.70,0.19,0.01,0.19,0.1,-99.51185877,46.36688788,-270862.1527,995780.1398,ND,North Dakota,Region_8,0.040633112,24.37355445,21.96428238,ND,NO,Plains,NPL,42,V,V,NATURAL,PLNLOW NATURAL,E,Poor,N,103.3135279,1.033135279,7.965656888,2.210742028,1.2,1.2,299711.0625,600.25,682,617,15,Sedimentary,Sedimentary,471.93,472,0.6,0.55,65,65,0.45,0.53,17.14,28.2,4.64,-19.17,28.2,4.7,-19.1,0.608235632,Fair,0.44232,Poor,POOR,-35.87981714,Poor,0.865966387,Most,4.75,MODERATE,MOST DISTURBED,MOST DISTURBED,LEAST DISTURBED,801,7047,4.032,Poor,PLN,30.20890565,22,9,293,40.90909091,47.44027304,1.1,100523.128,6327.679,69576.546,144.808,46075.13789,548.6297293,100667.936,75904.225,Fertilizer,5.024571724,INT,0.059829,LOW,10.9780087,INT,8.27748413,LOW,INT,24.33989356,10.9780087,8.33731313,16.00258043,not enriched,3.1,0.1,1.3,52.7,18.2,10.7,28.9,1.6,56.12,42.45,1.44,67.63,4.32,28.06,17.27
NLA06608-0020,1,6/11/2007,161,Y,45.22,-26.59,AVG,11.89,6.8,AVG,-42.46,-43.76,-5.44,-7.13,1.07,0.046,53.75,0.14,0.12,0.14,0.3,-87.81380832,39.40817838,697586.438,243935.299,IL,Illinois,Region_5,0.029260046,33.8472937,20.33534178,IL,NO,Plains,TPL,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,C, Good,Y,296.2001459,2.962001459,36.78983872,6.030180581,14.9,14.9,6821876.984,184.92,255,201,9,Sedimentary,Sedimentary,1067.12,1071,1.05,0.73,69.36,69,0.4,0.55,21.5,31.08,11.83,-6.89,31.2,11.9,-6.8,0.944488059, Good,0.757829,Fair,NOT POOR,-7.790334981,Fair,0.231147541,Intermediate,8.5,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,30,605,20.24, Good,PLN,76.27591707,48,21,300,43.75,40,12.18326126,315461.74,19061.025,6660.168,33.594,59544.1017,3562.000207,315495.334,25721.193,Fertilizer,11.07713436,HIGH,0.66264758,LOW,58.69236592,HIGH,4.784976223,LOW,HIGH,75.21712409,58.69236592,5.447623803,69.76950029,not enriched,4.5,24.9,0,0.7,2.7,61.8,64.5,0,23.9,28.31,42.65,28.68,15.44,30.51,25.37
NLA06608-0021,1,7/27/2007,207,Y,21.2,-21.76,HIGH,5.02,8.03,HIGH,-58.21,-64.03,-7.63,-9.54,2.87,0.072,241.66,1.72,2.88,2.88,4.87,-77.3095481,42.77191973,1510835.106,739483.6268,NY,New York,Region_2,0.12642225,7.833853361,8.418311244,NY,YES,  Eastern_Highlands,NAP,83,VII,VII,NATURAL,EHIGH NATURAL,B,Fair,N,4226.925272,42.26925272,56.14938354,2.436283229,53,53,607262325.5,209.55,689,304,88,Sedimentary,Sedimentary,878.74,856,0.87,0.6,69.91,70,0.49,0.6,17.67,26.84,8.17,-9.34,27.6,8.7,-8.7,0.288271374,Poor,0.687164,Poor,POOR,,NA,0.67816092,Intermediate,8.8,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,7,390,2.292,Fair,NAP,26.5976165,30,6,300,20,11.66666667,154.9958004,281451.375,133089.645,63158.385,8210.119,294281.7219,203728.2508,289661.494,196248.03,Atmospheric,12.17730047,HIGH,8.430221584,LOW,11.98611665,INT,8.120692009,LOW,INT,40.71433071,12.17730047,16.55091359,24.16341711,not enriched,9,26.3,6.2,0.5,26.8,12.3,39.1,1.3,5.26,19.3,75.44,33.33,71.93,19.3,3.51
NLA06608-0023,1,8/9/2007,220,Y,44.84,-21.98,HIGH,12.45,5.7,AVG,-11.69,-15.18,-2.21,-2.40,6.01,0.026,0.74,0.03,0.08,0.08,0.22,-97.745332,31.14849172,-165867.0171,-708280.7969,TX,Texas,Region_6,0.001312891,754.345388,210.5049403,TX,YES,Plains,SPL,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,D, Good,N,6.20722172,0.062072217,0.974665509,1.103575465,3,3,70439.8167,265.85,281,273,4,Sedimentary,Sedimentary,849,849,1.25,0.98,65,65,0.46,0.61,24.52,35.7,19.1,1.7,35.7,19.1,1.7,2.271230379, Good,1.127017, Good,NOT POOR,-1.979565853, Good,0.4,Intermediate,7.8,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,12,349,2.776,Fair,PLN,62.14485446,43,14,300,32.55813953,18,177.3,0,0,45.1,160.303,797.9049111,717.1323372,160.303,45.1,Atmospheric,10.72950351,HIGH,9.643347,LOW,2.155609744,LOW,0.606464005,LOW,INT,23.13492426,10.72950351,10.24981101,12.88511326,not enriched,74.1,4.7,7.9,2.3,0,0,0,1.3,7.48,59.81,22.43,6.54,5.61,59.81,20.56
NLA06608-0024,1,7/11/2007,191,Y,,,,,,,-9.12,-26.92,-1.52,-4.61,3.05,0.209,2170.03,0.7,0.09,0.7,0.23,-95.48843409,32.1220497,48035.47312,-601275.3744,TX,Texas,Region_6,0.12642225,7.833853361,2.186087249,TX,YES,Plains,CPL,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,C,Fair,N,9530.145112,95.30145112,239.2872937,6.914566362,12.9,12.9,308252004.9,105.13,235,142,19,Sedimentary,Sedimentary,1109.09,1147,1.53,0.97,67.25,69,0.59,0.63,24.25,34.78,18.4,1.45,34.9,18.5,1.6,,NA,,,,-20.55154134,Poor,,NA,7,HIGH,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,35,860,44.151,,,,,,,,,126.945838,4966061.353,475878.734,3149456.242,34419.29,2342537.796,1498313.234,5000480.643,3625334.976,Fertilizer,10.79497192,HIGH,6.904584129,LOW,23.04340541,INT,16.70640676,INT,INT,57.44936822,23.04340541,23.61099089,33.83837733,not enriched,10.9,23.3,8.9,0,35.3,3.7,39,12.4,,,,,,,
NLA06608-0025,1,6/18/2007,168,Y,46.03,-30.52,LOW,8.59,4.87,AVG,-20.04,-34.50,-2.52,-5.82,0.15,0.176,6.84,0.42,0.04,0.42,0.1,-81.34573084,35.20132137,1317752.422,-155656.7245,NC,North Carolina,Region_4,0.015834171,62.54658929,47.41940135,NC,YES,  Eastern_Highlands,SAP,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,A, Good,Y,11.48123514,0.114812351,1.982772888,1.65072122,8,8,220715.1953,245.48,488,292,34,Sedimentary,Sedimentary,1219.22,1225,0.83,0.81,67,67,0.42,0.51,22.71,31.46,15.06,-1.44,31.5,15.1,-1.4,1.249060166, Good,0.976621, Good,NOT POOR,6.975770905, Good,0.242857143,Intermediate,,NA,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,10,195,1.304, Good,SAP,57.53254231,32,15,300,46.875,68,113.9866151,754.788,661.416,675.2,259.648,8423.97515,4239.54412,1014.436,1336.616,Atmospheric,12.31886891,HIGH,6.199731995,LOW,1.483468776,LOW,1.954611332,LOW,INT,21.95668102,12.31886891,8.154343328,13.80233769,not enriched,7.1,83.2,0.5,0.7,5.6,0.1,5.7,0.1,1.5,34.73,63.77,57.19,17.37,26.95,3.29
NLA06608-0029,1,7/2/2007,182,Y,42.11,-22.73,HIGH,11.81,6.97,AVG,-29.41,-37.39,-4.12,-6.27,3.52,0.101,18.77,0.06,0.02,0.06,0.03,-75.21503793,38.75601051,1775138.221,335676.6326,DE,Delaware,Region_3,0.215007489,4.606227315,4.357499828,DE,YES,Plains,CPL,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,D,Fair,N,73.10037419,0.731003742,11.55985109,3.814059886,1.7,1.7,330188.6154,1.87,12,7,2,Quaternary,Quaternary,1149.87,1152,1.01,0.76,70,70,0.47,0.57,21.52,30.06,13.4,-2.74,29.9,13.4,-2.6,0.508503522,Poor,0.834031,Fair,NOT POOR,2.519465, Good,0.825,Most,8.35,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,MOST DISTURBED,247,2106,123.12,Fair,CPL,46.50258758,37,14,300,37.83783784,63.33333333,368.4777747,83040.3,107037.252,1496.704,11.808,30765.08571,37617.69303,83052.108,108533.956,Manure,16.3906557,HIGH,20.04150617,INT,44.24751228,INT,57.82342757,HIGH,HIGH,138.5031017,57.82342757,77.86493373,60.63816799,enriched,10,20.7,0,0,17.6,45.1,62.7,3.1,23.35,23.08,42.03,30.22,39.56,25.55,9.62
NLA06608-0031,1,6/13/2007,163,Y,38.33,-28.92,AVG,8.89,7.67,HIGH,-34.77,-38.56,-5.39,-6.07,8.37,0.035,12.16,0.06,0.02,0.06,0.06,-81.51745185,39.77645357,1224615.667,348635.8438,OH,Ohio,Region_5,0.029431985,33.64956123,28.82219287,OH,YES,  Eastern_Highlands,SAP,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,B,Fair,N,24.24953577,0.242495358,5.281606466,3.025585236,4.9,4.9,276678.9426,241.93,370,289,27,Sedimentary,Sedimentary,1008.73,1007,0.94,0.67,68,68,0.39,0.55,19.34,29.36,10.84,-6.95,29.4,10.9,-6.8,1.17104167, Good,0.815874,Fair,NOT POOR,-19.95346932,Poor,0.327777778,Intermediate,7.3,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,32,428,5.264,Fair,SAP,52.1359031,47,24,252,51.06382979,63.0952381,93.98921334,8019.471,1313.694,9216.246,49.808,17688.50556,6217.003141,8069.279,10529.94,Atmospheric,14.54477908,HIGH,5.112073314,LOW,6.635149589,LOW,8.65848449,LOW,INT,34.95048648,14.54477908,13.7705578,21.17992867,not enriched,8.3,61.2,0,1.2,20.8,6.7,27.5,0.1,48.43,26.42,15.09,49.06,19.5,15.09,23.9
NLA06608-0033,1,7/17/2007,197,Y,38.67,-32.91,LOW,8.5,2.38,LOW,-81.33,-91.39,-10.68,-13.27,4.09,0.116,5.52,0.15,0.01,0.15,0.01,-121.2990598,47.31108363,-1901234.028,1349882.884,WA,Washington,Region_10,0.009077286,109.104571,32.54937288,WA,NO, Western_Region,WMT,77,II,II,NATURAL,WMTNS NATURAL,F,Poor,N,15.16448355,0.151644835,1.777959372,1.287962115,1.4,1.4,84761.52314,732.43,1440,903,189,Sedimentary,Sedimentary,1910.67,1766,1.87,0.45,74,74,0.37,0.56,12.38,22.08,5.65,-5.9,23,6,-6.1,0.509542179,Poor,0.673385,Poor,POOR,-6.971657262,Fair,0.023809524,Least,1.05,LOW,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,67,835,8.92,Poor,WMX,62.10621056,34,16,300,47.05882353,57,2.1,0,0,276.108,8.773,2773.564701,63.03835157,8.773,276.108,Atmospheric,5.025413557,INT,0.114219,LOW,0.015895772,LOW,0.500279256,LOW,LOW,5.655807586,5.025413557,0.614498256,5.04130933,not enriched,4.6,59.3,17,2.7,0,0,0,16.3,32.11,39.8,28.09,40.47,24.08,35.12,5.02
NLA06608-0036,1,7/12/2007,192,Y,41.29,-20.05,HIGH,10.6,1.61,LOW,-23.66,-36.97,-2.88,-6.54,-0.62,0.199,1.22,0.4,0.13,0.4,0.23,-88.32737922,37.47735404,671373.9172,24578.90193,IL,Illinois,Region_5,0.00785768,126.0388979,75.72375178,IL,NO,Plains,TPL,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,C, Good,Y,12.02760537,0.120276054,1.782974479,1.450275832,5,5,186378.3105,113.39,185,141,17,Sedimentary,Sedimentary,1213,1214,1.13,0.78,69,69,0.45,0.55,22.6,31.55,13.85,-4.3,31.5,13.8,-4.3,0.778352398, Good,1.066136, Good,NOT POOR,,NA,0.045454545,Least,8.333333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,8,178,5.069, Good,PLN,10.82251082,3,1,3,33.33333333,33.33333333,37.3,0,0,0,0,1647.114528,248.4415135,0,0,Atmospheric,13.45016222,HIGH,2.028747,LOW,0,LOW,0,LOW,INT,15.47890922,13.45016222,2.028747,13.45016222,not enriched,0,94.4,0,0,0,0,0,0,0,100,0,0,0,100,0
NLA06608-0037,1,7/13/2007,193,Y,45.17,-18.09,HIGH,12.85,6.15,AVG,-45.69,-46.73,-6.91,-7.09,9.63,0.009,37.26,0.05,0.18,0.18,0.32,-73.36398551,41.69699293,1852620.183,691912.6223,CT,Connecticut,Region_1,0.051773852,19.12883297,21.55717344,CT,YES,  Eastern_Highlands,NAP,58,VIII,VIII,NATURAL,EHIGH NATURAL,B,Poor,N,236.955581,2.36955581,14.01149575,2.567710733,12.5,13,8398109.105,211.27,450,325,65,Sedimentary,Sedimentary,1295.64,1283,1.22,0.59,66.86,66,0.51,0.6,17.21,26.53,8.38,-9.73,27.1,8.6,-9.6,0.564488379,Poor,1.178961, Good,NOT POOR,-32.03568745,Poor,0.886363636,Most,8.966666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,14,239,8.016,Poor,NAP,46.34374275,45,15,300,33.33333333,20.66666667,61.09796229,5317.781,9398.234,3939.318,1144.532,40421.98553,12380.85252,6462.313,13337.552,Atmospheric,10.84957876,HIGH,3.323118169,LOW,1.734535623,LOW,3.579903831,LOW,INT,19.48713638,10.84957876,6.903022,12.58411438,not enriched,6.7,69,0.7,0.2,11.1,1,12.1,3.7,17.53,60.82,13.4,42.27,5.15,40.21,15.46
NLA06608-0038,1,7/12/2007,192,Y,41.7,-25.28,AVG,11.68,5.82,AVG,-75.86,-99.09,-9.74,-13.64,2.08,0.197,25.87,1.61,0.27,1.61,0.44,-71.86971736,44.79759122,1885402.74,1057065.177,VT,Vermont,Region_1,0.084045446,11.78378385,35.04559536,VT,NO,  Eastern_Highlands,NAP,58,VIII,VIII,NATURAL,EHIGH NATURAL,B,Poor,N,220.6478779,2.206478779,7.974503403,1.514428724,11.3,11.3,8944497.28,358.73,831,454,110,Granitic,Sedimentary,1158.78,1126,1.3,0.5,67.8,68,0.51,0.59,14.15,24.26,3.97,-17.45,24.7,4.2,-17.6,0.466778218,Poor,1.183447, Good,NOT POOR,13.38236195, Good,0.875,Most,8.6,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,4,158,4.328,Poor,NAP,61.09129762,57,27,300,47.36842105,42.33333333,23.3,1130.304,2224.416,630.288,67.574,21329.53378,3277.876778,1197.878,2854.704,Atmospheric,8.246387129,INT,1.267287,LOW,0.463121502,LOW,1.103680679,LOW,LOW,11.08047631,8.246387129,2.370967679,8.709508631,not enriched,5.1,74.3,2.8,0.2,0,1.8,1.8,3.9,16.18,36.76,43.38,44.12,32.72,22.06,7.35
NLA06608-0041,1,6/12/2007,162,Y,45.39,-22.06,HIGH,11.28,3.69,AVG,-50.33,-61.22,-8.24,-9.73,15.58,0.098,2083.77,1.47,0.04,1.47,0.08,-80.85405519,38.22694093,1307807.23,185912.2465,WV,West Virginia,Region_3,0.12642225,7.833853361,23.89950044,WV,YES,  Eastern_Highlands,SAP,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,A,Fair,N,1071.509332,10.71509332,100.9848431,8.702685399,43,43,103613570,501.84,1436,887,206,Sedimentary,Sedimentary,1423.36,1224,1.13,0.64,72.8,73,0.45,0.6,18.66,25.73,9.05,-7.81,27.3,10.5,-6.6,1.028477999, Good,0.871714,Fair,NOT POOR,4.174238562, Good,0.377419355,Intermediate,11.69666667,HIGH,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,1,476,0.884,Fair,SAP,34.56955805,40,16,300,40,39,28.92553405,76009.008,10663.776,210054.983,4721.231,2451235.224,327831.8635,80730.239,220718.759,Atmospheric,11.76343809,HIGH,1.573259797,LOW,0.387423108,LOW,1.059225745,LOW,INT,14.78334674,11.76343809,2.632485542,12.1508612,not enriched,4.5,89.7,0,0.1,2.2,1.3,3.5,0.1,26.06,25.35,47.89,39.44,26.06,23.24,21.13
NLA06608-0042,1,6/22/2007,172,Y,76.87,-23.66,AVG,20.56,5.25,AVG,-131.71,-137.18,-17.4,-18.40,7.47,0.049,87.80,0.64,0.07,0.64,0.11,-107.0403753,44.45823517,-874392.3306,829458.7419,WY,Wyoming,Region_8,0.039961583,24.7831363,9.832508096,WY,NO, Western_Region,WMT,17,II,II,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,77.7184868,0.777184868,4.314419055,1.380559807,13.6,13.6,3833918.613,2626,3998,3095,277,Gneiss,Gneiss,840.38,670,0.65,0.38,58.78,59,0.32,0.42,11.03,16.9,-1.08,-15.91,19.6,0.8,-14.2,0.939270789, Good,0.860663,Fair,NOT POOR,-12.70933464,Fair,0.316666667,Intermediate,8.966666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,15,213,2.208,Fair,WMX,19.90831557,20,6,300,30,11.33333333,0.500052018,0,0,18453.354,0,24072.12535,238.7959549,0,18453.354,Atmospheric,2.741711247,LOW,0.027197829,LOW,0,LOW,2.101757426,LOW,LOW,4.870666502,2.741711247,2.128955255,2.741711247,not enriched,0,51,12.3,33.2,0,0,0,0.1,0,95.83,2.78,13.89,0,84.72,0
NLA06608-0043,1,7/31/2007,211,Y,41.94,-27.95,AVG,10.15,8.93,HIGH,-41,-58.50,-5.37,-9.78,1.94,0.25,150.90,1.98,0.01,1.98,0.02,-85.44424168,41.553395,872137.1721,502641.2153,IN,Indiana,Region_5,0.028613421,34.61219685,10.83110054,IN,YES,Plains,UMW,56,VII,VII,NATURAL,PLNLOW NATURAL,C,Fair,N,24.24719175,0.242471918,2.957443479,1.694262888,16.5,16.5,1238233.769,273.03,327,291,11,Sedimentary,Sedimentary,936.77,938,1.04,0.64,70.48,70,0.41,0.57,19.06,28.66,9.37,-9.08,28.6,9.4,-9.1,0.939158916, Good,1.195474, Good,NOT POOR,-7.666143488,Fair,0.661111111,Intermediate,8,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,9,645,5.409,Fair,UMW,32.39459233,35,12,300,34.28571429,23.66666667,78.01552448,645293.566,197649.666,134130.756,6267.852,204360.7615,64031.96892,651561.418,331780.422,Fertilizer,13.54255935,HIGH,4.243264376,LOW,43.17760957,INT,21.98639319,INT,INT,82.94982649,43.17760957,26.22965757,56.72016893,not enriched,7.6,5.3,2.1,1.2,15,44.4,59.4,18.9,28.1,23.14,46.28,54.55,34.71,21.49,0.83
NLA06608-0044,1,7/18/2007,198,Y,43,-17.33,HIGH,12.05,4,AVG,-43.22,-77.83,-3.78,-10.63,-12.99,0.444,202.30,0.4,0.01,0.4,0.24,-101.7024805,42.4048448,-466125.0456,563391.006,NE,Nebraska,Region_7,0.06081946,16.2838239,4.160811284,NE,NO,Plains,SPL,44,IV,IVnat,NATURAL,PLNLOW NATURAL,E,Poor,N,219.8023543,2.198023543,12.39574206,2.358584436,1.6,1.6,1190427.278,1097.9,1261,1162,32,Sedimentary,Sedimentary,476.75,489,0.44,0.61,59.61,60,0.31,0.46,19.5,30.38,8.17,-12.08,30.6,8.2,-12.1,0.296685827,Poor,1.037202, Good,NOT POOR,-24.09948681,Poor,0.423417722,Intermediate,7.55,HIGH,LEAST DISTURBED,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,601,4108,135.61,Poor,PLN,30.08846578,23,5,295,21.73913043,14.57627119,0.324077254,0,0,0,14.012,73139.46823,356.5868826,14.012,0,Atmospheric,3.615380775,LOW,0.017626562,LOW,0.000692632,LOW,0,LOW,LOW,3.633699969,3.615380775,0.017626562,3.616073407,not enriched,0.2,0.1,0,92.1,0,0,0,4.8,27.91,6.98,65.12,67.44,90.7,6.98,25.58
