SITE_ID,pet_200610,pet_200611,pet_200612,pet_200701,pet_200702,pet_200703,pet_200704,pet_200705,pet_200706,pet_200707,pet_200708,pet_200709,E_avg_06_07,precip_200610,precip_200611,precip_200612,precip_200701,precip_200702,precip_200703,precip_200704,precip_200705,precip_200706,precip_200707,precip_200708,precip_200709,Precip_PT_avg_06_07,Precip_WY_06_07,RH_200610,RH_200611,RH_200612,RH_200701,RH_200702,RH_200703,RH_200704,RH_200705,RH_200706,RH_200707,RH_200708,RH_200709,RH_PT_avg_06_07,tmean_200610,tmean_200611,tmean_200612,tmean_200701,tmean_200702,tmean_200703,tmean_200704,tmean_200705,tmean_200706,tmean_200707,tmean_200708,tmean_200709,TMEAN_PT_avg_06_07,tdmean_200610,tdmean_200611,tdmean_200612,tdmean_200701,tdmean_200702,tdmean_200703,tdmean_200704,tdmean_200705,tdmean_200706,tdmean_200707,tdmean_200708,tdmean_200709
NLA06608-2086,23.35,11.79,6.64,5.93,7.63,14.37,29.43,56.87,83.05,99.74,75.24,42.52,38.05,206.18,65.14,118.08,98.63,63.52,113.94,109.74,102.46,120.38,181.96,153.33,111.98,120.445,1445.34,67.12,66.77,68.02,62.77,54.51,52.85,62.51,51.30,60.68,67.17,60.06,62.33,61.34,6.98,4.61,-1.74,-8.07,-11.94,-3.50,2.87,12.19,17.58,18.06,18.85,15.26,5.928888889,163.0547997,54.35765789,-11.57978728,-47.82048421,-91.08774141,-50.23625684,84.46403399,693.2483597,1459.669399,1801.217279,1418.345291,648.7703893
NLA06608-2087,29.76,11.61,6.10,5.81,8.55,18.39,37.93,73.70,107.94,129.41,103.49,58.12,49.23,8.42,5.19,23.19,5.49,28.13,63.21,96.42,145.21,84.01,45.22,54.31,104.16,55.24666667,662.96,53.01,53.72,61.67,70.05,69.49,68.27,59.72,56.77,59.79,58.68,62.77,55.47,60.79,8.44,2.09,-1.60,-8.06,-11.36,2.36,6.22,17.45,21.92,24.66,22.13,18.28,8.545555556,251.1584315,24.29928983,-9.75842064,-46.81639007,-97.13341872,43.45692134,236.0464032,1285.89076,2366.449762,3191.319895,2290.24056,1062.631356
NLA06608-2091,59.42,35.78,26.25,25.65,31.44,50.42,69.24,110.74,137.96,157.59,142.09,98.33,78.74,103.5,130.55,91.84,128.42,77.39,46.91,81.92,6.92,55,112.75,75.85,76.25,82.275,987.3,55.84,55.43,56.12,59.20,47.92,48.90,52.94,49.09,51.48,61.69,52.98,59.25,54.24,19.99,14.61,12.72,10.79,10.72,18.92,18.59,24.69,29.38,29.10,32.31,27.21,20.75222222,1187.592224,522.7643401,333.8208167,276.7496888,337.0316758,954.1975969,1287.258638,2733.797517,4053.643569,4586.331146,4590.424545,2675.634917
NLA06608-2092,59.32,33.48,24.52,22.54,29.47,47.37,69.38,111.14,147.45,158.25,142.49,98.41,78.65,279.09,59.24,203.56,148.44,45.78,12.08,119.57,64.8,55.19,262.89,23.04,99.99,114.4725,1373.67,59.83,63.58,63.82,68.58,61.03,56.01,59.47,63.76,64.14,69.07,58.87,65.73,62.82,20.86,15.27,11.34,9.18,9.96,19.34,18.51,25.01,28.68,28.06,31.44,27.07,20.39361111,1237.203451,511.3966993,278.1666194,206.9551408,293.4725255,916.3603184,1284.1756,2779.30395,4228.771069,4441.069927,4479.389571,2663.546516
NLA06608-2094,72.58,44.68,33.24,32.29,38.77,60.94,82.08,121.61,150.37,161.87,147.66,110.62,88.06,85.15,11.28,67.52,156.03,5.39,183.77,73.52,168.73,98.63,312.55,109.3,53.64,110.4591667,1325.51,61.98,55.55,60.87,68.43,60.38,60.59,65.85,65.82,66.49,69.67,64.72,64.80,63.76,24.59,20.17,14.83,11.20,14.95,20.78,20.60,25.71,28.84,28.57,30.32,28.43,22.41611111,1784.879489,901.1093648,492.8020598,361.736879,579.8086215,1266.214046,1690.513475,3126.924927,4336.573898,4625.126035,4477.09668,3144.926884
NLA06608-2095,23.72,10.23,6.26,6.27,8.87,17.37,28.92,51.74,74.93,96.02,78.06,42.23,37.05,13.88,4.8,5.57,3.06,2.62,12,10.85,28.82,5.63,20.67,19.39,32.77,13.33833333,160.06,46.74,53.21,48.49,47.82,53.92,47.95,41.94,35.92,24.82,30.78,30.49,34.55,41.38,6.92,-0.43,-6.29,-10.99,-3.10,4.12,6.61,12.61,18.77,24.26,20.94,14.95,7.364444444,164.1268369,-4.36602496,-39.41051666,-68.88429935,-27.51138555,71.48892183,191.1838194,652.4132797,1406.618414,2329.541003,1634.556214,631.2665158
NLA06608-2103,29.90,12.52,7.04,6.69,9.76,19.58,40.15,77.67,113.47,136.16,116.28,61.71,52.58,3.03,3.34,16.1,3.09,14.07,60.78,47.78,100.84,147.34,22.9,115.14,41.94,48.02916667,576.35,50.28,49.30,53.61,65.36,70.18,56.84,54.20,53.48,57.58,46.72,56.45,47.04,55.09,8.81,2.49,-1.35,-6.92,-9.64,5.84,7.46,17.84,21.96,26.84,23.25,19.48,9.671111111,263.3909313,31.16605512,-9.50801301,-46.30210614,-94.11229583,114.3088637,299.5145986,1385.599421,2491.317794,3654.483672,2703.58719,1202.291659
NLA06608-2114,32.80,18.59,11.58,10.81,13.20,23.75,41.28,68.48,92.51,104.90,91.87,57.21,47.25,124.67,69.64,45.13,83.3,68.55,123.81,127.38,58.61,95.1,112.83,188.61,55.97,96.13333333,1153.6,66.93,66.16,58.10,67.60,65.86,55.03,59.61,52.52,62.35,65.00,71.16,64.28,62.88,10.78,7.17,3.87,0.58,-6.73,5.45,7.74,17.29,20.16,20.31,22.07,19.06,10.64611111,353.5647469,133.3636651,44.76870747,6.27191236,-88.80401904,129.4634584,319.4926952,1184.182876,1864.764931,2130.827227,2027.966288,1090.140352
NLA06608-2117,82.31,54.08,42.88,41.62,46.85,69.02,87.12,121.10,140.60,151.34,138.34,110.53,90.48,27,53.45,85.46,41.89,48.7,21.72,51.83,24.12,124.17,231.44,133.09,155.53,83.2,998.4,56.60,60.82,67.31,62.34,57.44,54.12,49.89,52.51,61.05,64.79,62.83,65.47,59.60,24.96,20.13,20.56,18.84,17.12,21.54,23.04,26.16,28.52,29.76,30.48,28.93,24.16972222,2054.811899,1088.437353,881.7086022,784.2916424,802.2382694,1486.74661,2006.956036,3167.683499,4010.350717,4503.465584,4216.150295,3197.162066
NLA06608-2120,59.34,33.52,23.08,22.56,29.48,47.38,73.78,111.05,147.30,178.98,151.51,98.39,81.36,75.47,38.17,42.32,68.45,14.72,184.65,61.23,189.33,295.89,71.89,79.89,100.31,101.86,1222.32,48.44,48.35,52.23,61.12,49.86,51.43,56.33,65.92,65.64,64.89,55.73,59.50,56.62,21.38,16.22,10.88,6.43,10.58,18.32,17.88,23.55,26.86,27.98,30.44,27.25,19.81416667,1268.723045,543.6259192,251.0299209,145.1555445,312.0380475,868.1192953,1319.247907,2615.289672,3956.427772,5007.142381,4611.910217,2680.809506
NLA06608-2123,30.00,12.64,6.72,6.37,9.23,19.60,40.01,77.11,112.44,135.11,108.68,57.91,51.32,6.89,13.36,34.88,7.56,32.67,67.3,93.26,115.92,76.39,13.02,145.91,55.84,55.25,663,54.09,58.02,68.21,73.58,70.01,70.88,53.82,55.30,58.79,57.10,67.53,56.51,61.99,9.24,2.60,-1.83,-7.15,-10.50,3.56,7.87,18.41,22.31,25.21,22.68,19.20,9.299444444,277.2079649,32.82505537,-12.31563117,-45.51455721,-96.93598596,69.77604984,314.9931628,1419.357596,2508.232758,3406.097386,2465.329691,1111.843066
NLA06608-2131,27.91,10.84,6.04,5.42,8.52,17.27,38.01,74.04,108.57,130.02,103.86,54.68,48.77,6.1,2.17,20.95,2.83,20.13,42.87,48.7,142.7,93.32,31.38,79.88,40.56,44.29916667,531.59,50.18,47.54,55.86,69.99,68.32,60.41,52.35,54.57,58.28,51.43,55.47,50.21,56.22,7.46,1.36,-2.46,-9.16,-11.84,2.71,6.40,16.43,21.07,25.27,21.72,17.92,8.0725,208.0915562,14.74240816,-14.85954119,-49.63527141,-100.8089981,46.75466497,243.394574,1216.548161,2287.574114,3285.202825,2255.495823,979.882624
NLA06608-2134,35.76,20.15,14.39,15.54,21.59,34.16,48.72,74.04,95.91,114.94,97.62,61.90,52.89,43.9,387.95,197.47,120.45,137.32,95.17,65.58,36.1,33.3,15.26,20.3,27.95,98.39583333,1180.75,59.40,78.30,77.86,76.68,73.66,63.41,59.77,53.26,53.83,51.88,51.01,51.14,62.52,13.59,8.01,4.57,3.15,7.77,11.32,12.26,16.13,18.35,22.67,21.58,18.32,13.14305556,485.9977114,161.4750212,65.7108718,49.00644525,167.6479814,386.6317665,597.3571227,1194.334865,1759.605628,2605.972717,2106.886523,1133.796318
NLA06608-2135,29.93,11.80,6.65,5.93,9.19,18.41,37.70,77.50,113.15,127.72,102.55,57.97,49.87,8.31,8.63,30.87,6.34,38.72,76.4,100.25,54.3,101.85,32.67,113.17,64.92,53.03583333,636.43,55.57,57.41,72.68,77.09,80.24,77.20,60.60,54.14,60.62,60.03,72.00,57.52,65.43,8.90,2.78,-1.72,-6.94,-10.81,3.02,6.93,18.00,21.91,24.71,21.65,18.98,8.950833333,266.3682246,32.80483122,-11.41565171,-41.20140255,-99.31411715,55.54202803,261.1503711,1394.655571,2479.065888,3156.482821,2220.441933,1100.288365
NLA06608-2152,45.15,22.99,14.48,12.65,17.20,32.46,55.68,91.47,122.94,148.67,131.17,77.65,64.38,73.54,75.35,71.13,73.59,42.29,58.58,105.29,117.71,187.76,61.3,93.35,86.72,87.2175,1046.61,53.17,55.81,60.79,65.21,56.20,53.17,51.46,60.57,62.95,61.05,53.30,60.44,57.84,15.02,10.81,5.12,1.19,0.72,14.51,13.29,22.26,24.88,26.46,29.81,23.48,15.63055556,678.3624966,248.6016692,74.187916,15.05350833,12.38070456,471.0231412,740.0393765,2036.34152,3059.280173,3934.419941,3909.745832,1823.339377
NLA06608-2154,59.69,36.21,26.69,26.03,31.69,50.48,68.88,109.64,136.26,146.42,132.52,98.13,76.89,132.16,124.31,85.75,159.09,75.56,52.38,204.45,22.73,111.2,173.57,90.26,119.7,112.5966667,1351.16,55.59,55.96,56.46,60.03,52.96,48.75,53.02,49.64,54.76,62.73,57.38,59.96,55.60,20.66,15.10,13.44,11.50,11.16,18.68,19.01,24.69,28.67,28.86,31.34,27.18,20.85722222,1233.061171,546.7887878,358.7023776,299.2203288,353.6123004,943.1651579,1309.233521,2707.48226,3906.537216,4225.634447,4153.250136,2667.192616
NLA06608-2155,34.52,16.96,10.43,9.20,12.17,22.27,41.78,74.52,107.73,129.69,99.48,61.16,51.66,117.31,59.95,92.93,98.74,26.19,56.43,96.23,45.09,55.91,85.87,293.66,39.7,89.00083333,1068.01,60.94,65.18,68.85,72.09,68.00,56.17,54.55,49.17,54.75,54.20,65.28,57.97,60.60,10.48,6.77,2.94,-0.95,-7.49,6.28,9.11,19.17,23.20,23.66,24.37,20.57,11.50888889,361.68699,114.7891176,30.6535719,-8.774864098,-91.12887459,139.7874174,380.7183126,1428.543953,2499.233688,3068.033573,2424.615401,1258.25297
NLA06608-2162,36.76,20.47,12.59,11.82,14.68,25.22,41.75,74.41,107.52,129.54,105.72,65.05,53.79,203.64,157.59,67.27,131.56,71.71,161.35,226.14,62.02,66.05,77.41,51.23,46.64,110.2175,1322.61,57.78,65.73,55.62,53.90,45.47,47.13,53.08,48.65,57.67,62.00,57.55,57.83,55.20,13.71,10.95,6.70,2.85,-1.02,5.38,9.32,17.63,21.56,24.10,23.96,20.91,13.00527778,503.9490815,224.1756051,84.34000981,33.740096,-14.9235341,135.658271,389.1436359,1312.048776,2318.177338,3122.313261,2533.334586,1360.199243
NLA06608-2170,24.42,11.22,7.42,8.07,11.42,20.76,33.94,58.92,81.62,103.88,82.29,45.59,40.80,41.15,36.51,20.38,14.22,24.79,27.01,51.27,103.23,41.27,11.7,14.6,54.21,36.695,440.34,54.54,57.12,54.51,58.20,68.81,46.66,51.26,45.34,38.75,28.56,31.10,41.19,48.00,7.03,0.23,-0.10,-2.94,-2.56,5.72,6.04,12.50,16.80,24.77,19.61,13.53,8.385833333,171.5817281,2.542665973,-0.767076627,-23.7186605,-29.18827448,118.8217628,204.8832593,736.7472261,1371.007677,2573.384006,1613.635108,617.0431036
NLA06608-2177,22.72,10.89,6.67,7.30,11.21,20.71,30.32,56.54,78.75,83.10,78.58,43.05,37.49,25.94,119.76,37.82,44.72,50.98,29.83,31.46,75.78,48.18,26.66,24.74,28.33,45.35,544.2,49.30,67.79,67.85,66.08,66.89,50.99,42.81,40.97,41.14,28.19,29.55,36.97,49.05,7.48,-0.29,-3.57,-5.52,-1.20,5.46,8.32,13.16,16.73,24.82,20.03,14.78,8.348888889,169.9507313,-3.19381568,-23.79828509,-40.29611462,-13.454712,113.1030755,252.1792059,744.1901557,1317.17012,2062.262494,1574.251928,636.0869587
NLA06608-2185,35.08,18.87,13.38,14.11,18.16,26.92,38.57,63.64,85.73,110.21,96.90,60.72,48.52,8.14,9.69,9.3,8.33,36.26,6.17,1,4.82,4.72,0.59,2.39,7.86,8.2725,99.27,33.93,41.47,47.33,41.60,51.06,38.15,38.01,27.18,25.79,24.24,23.07,31.80,35.30,12.77,8.20,3.26,1.70,4.94,10.13,11.49,17.37,22.10,27.25,25.73,18.31,13.60361111,448.0167292,154.6932952,43.58589795,23.9903626,89.64238762,272.7465931,443.2145706,1105.350719,1894.675233,3003.336678,2492.811376,1111.94022
NLA06608-2187,52.25,31.24,22.81,20.99,27.56,44.49,65.43,98.78,131.25,159.45,134.56,92.61,73.45,173.49,107.23,109.09,98.86,72.2,26.84,61.7,22.73,43.17,139.71,80.05,80.77,84.65333333,1015.84,57.63,56.92,56.65,58.17,46.52,44.70,48.21,47.53,47.73,61.57,48.12,54.91,52.39,18.75,13.79,11.38,9.52,8.89,18.31,17.82,24.43,28.79,28.22,32.36,26.97,19.93694444,979.570042,430.8683121,259.6676982,199.8155751,245.1038951,814.6956133,1166.207079,2413.596965,3778.606312,4499.722741,4354.78489,2497.345786
NLA06608-2193,35.65,19.97,15.10,16.34,21.47,32.09,45.97,65.83,80.28,90.43,76.56,54.76,46.20,90.79,568.91,304.84,179.14,265.26,251.94,107.04,52.49,64.36,86.22,39.25,31.03,170.1058333,2041.27,71.22,80.35,73.26,75.76,79.84,85.02,73.12,73.69,72.97,75.12,75.52,72.34,75.68,11.85,8.59,7.31,5.57,7.62,8.52,10.34,12.22,14.13,17.33,16.74,14.98,11.26777778,422.5729809,171.6044325,110.4046698,91.04085906,163.6448518,273.2874246,475.1351787,804.6696974,1134.326204,1567.398855,1281.796231,820.2665411
NLA06608-2196,39.58,21.16,12.42,11.59,14.99,28.62,49.60,82.12,117.92,133.76,110.29,68.84,57.57,133.59,93.58,169.81,145.24,77.46,88.48,118.08,40.12,103.08,80.94,29.92,96.64,98.07833333,1176.94,58.73,63.72,64.31,68.94,61.48,55.61,52.54,50.93,56.53,60.05,54.56,49.70,58.09,12.91,8.62,4.92,1.90,-4.34,11.14,12.09,21.59,24.52,24.05,28.09,23.51,14.08416667,511.0177694,182.4240946,61.13290692,22.05044975,-65.05595768,318.9708852,599.8722647,1772.746047,2891.017592,3217.33009,3098.000313,1618.341507
NLA06608-2217,33.69,18.77,14.51,14.24,17.70,25.44,35.40,57.15,81.01,98.32,82.63,56.52,44.61,82.22,10.26,40.04,76.92,51.76,34.99,19.19,17.9,1.64,150.79,62.52,56.8,50.41916667,605.03,46.08,33.49,38.29,54.47,49.92,31.81,31.09,24.65,15.85,35.19,51.03,41.04,37.74,10.87,8.34,3.23,0.34,4.08,8.49,10.61,15.69,20.86,22.17,20.90,17.72,11.94277778,366.0525991,156.6295135,46.91414053,4.88764252,72.293424,215.9472252,375.7103125,896.5213301,1689.786036,2180.115615,1726.956571,1001.574022
NLA06608-2219,36.80,18.15,11.18,9.27,12.99,25.22,44.38,78.97,114.04,129.24,105.51,65.02,54.23,108.94,71.28,106.24,102.43,47.83,64.94,118.18,51.71,80.49,129.03,220.22,37.01,94.85833333,1138.3,60.58,65.79,69.91,72.73,69.65,58.66,54.78,47.54,53.89,55.48,64.95,55.53,60.79,11.39,7.50,2.96,-0.47,-7.29,7.92,10.14,20.31,23.69,23.78,24.86,21.66,12.20388889,419.1718528,136.0283661,33.09037872,-4.32418266,-94.68376277,199.8444289,449.8339545,1603.84989,2701.260865,3073.698542,2622.671642,1408.011973
NLA06608-2241,27.47,12.46,8.17,8.91,13.60,24.97,41.16,67.58,93.93,119.39,94.09,51.76,46.96,40.45,172.57,66.51,36.54,54.37,40.01,20.13,27.52,36.3,6.45,12.65,14.68,44.015,528.18,54.99,72.00,78.13,76.50,72.90,61.79,49.64,44.26,44.40,31.58,31.55,38.35,54.67,9.30,2.40,-1.88,-3.50,1.35,6.06,9.24,15.03,17.84,25.77,21.79,16.72,10.00972222,255.4482894,29.95276016,-15.38101063,-31.23017177,18.35335665,151.4008391,380.3276308,1015.654384,1675.741564,3076.637264,2049.902891,865.4290225
NLA06608-2250,19.44,9.27,5.93,6.37,8.67,14.38,24.36,41.48,60.49,72.63,62.21,35.26,30.04,86.67,124.06,104.53,68.82,118.75,37.16,72.33,28.54,24.58,34.92,46.88,54.55,66.81583333,801.79,55.11,54.55,55.27,50.52,56.25,45.25,45.81,40.74,35.92,37.03,37.82,41.60,46.32,3.78,-1.52,-6.04,-9.17,-3.36,2.29,5.07,9.54,14.41,20.41,17.00,11.42,5.319444444,73.4753565,-14.06203192,-35.82282959,-58.40044164,-29.1454595,32.92005759,123.484778,395.5949332,871.8363875,1482.232662,1057.708146,402.5979042
NLA06608-2253,44.89,25.61,16.02,14.94,18.11,32.42,52.67,87.05,124.87,141.69,117.00,77.86,62.76,141,135.62,40.01,97.07,57.91,72.93,164.76,31.43,60.76,34.39,84.59,37.75,79.85166667,958.22,56.68,62.94,56.30,55.50,48.77,47.27,51.59,51.26,57.11,55.66,59.28,56.80,54.93,15.84,12.42,8.58,6.49,0.34,9.76,12.67,20.58,25.25,26.79,27.03,23.69,15.78666667,710.8871098,318.0305791,137.4235097,96.98565391,6.21775568,316.2801852,667.5163416,1791.416682,3153.07254,3795.989225,3162.904055,1844.532705
NLA06608-2257,33.26,18.37,13.74,14.95,19.91,32.04,46.33,71.10,92.61,104.17,93.28,58.45,49.85,29.84,633.3,256.36,189.5,117.74,171.78,47.89,45.49,30.14,53.8,17.59,56.29,137.4766667,1649.72,71.11,78.38,80.85,79.03,79.99,74.54,62.89,57.39,57.50,54.68,57.81,62.32,68.04,11.88,7.48,5.45,4.44,7.26,9.40,11.27,14.92,16.94,21.22,19.66,16.68,12.21666667,395.0574233,137.3665686,74.95384716,66.41201951,144.5158563,301.0361989,522.3438237,1060.803436,1568.564283,2210.912099,1834.222554,974.9565751
NLA06608-2266,30.03,13.49,9.20,9.27,12.61,22.19,35.29,63.88,93.10,118.97,101.98,54.40,47.04,8.55,8.86,4.03,5.4,11.26,30.22,26.64,61.21,50.14,73.35,15.44,17.73,26.06916667,312.83,45.41,38.12,41.89,48.51,57.18,41.70,50.82,45.24,42.86,32.17,33.58,35.41,42.74,9.27,5.33,0.95,-3.17,-2.33,7.93,7.28,15.18,19.44,26.25,23.45,17.70,10.60638889,278.3015095,71.85789987,8.70905596,-29.42900654,-29.3313211,175.9892133,256.914425,969.748327,1809.907584,3123.440452,2391.374955,963.0857993
NLA06608-2267,34.55,18.09,10.46,9.23,12.19,23.70,41.76,79.17,114.40,129.61,105.72,65.05,53.66,118.43,57.25,90.74,98.28,26.81,60.74,96.97,36.97,63.16,93.14,270.75,40.88,87.84333333,1054.12,60.24,65.55,68.22,71.56,66.85,55.20,53.39,47.68,52.59,53.30,63.56,56.59,59.56,10.86,6.99,3.11,-0.66,-7.33,7.07,9.80,19.77,23.66,23.95,24.72,21.00,11.91194444,375.3064835,126.3548169,32.55531097,-6.120974733,-89.37494133,167.6339045,409.1556085,1565.387037,2706.692407,3104.693095,2613.679597,1365.836925
NLA06608-2283,36.80,18.15,11.18,9.86,12.99,25.22,44.37,78.97,114.04,129.16,105.51,65.02,54.27,118.28,63.58,86.42,98.1,30.06,52.09,99.61,41.63,69.78,92.34,215.54,43.91,84.27833333,1011.34,59.52,65.81,68.76,72.41,68.87,56.61,54.34,47.53,52.66,54.70,64.68,54.82,60.06,11.21,7.27,3.19,-0.46,-7.44,7.87,9.93,20.11,23.68,23.70,24.69,21.46,12.10138889,412.6702115,131.9759425,35.62432664,-4.502179625,-96.63287957,198.4992413,440.3976785,1587.792965,2700.880727,3060.721893,2605.438048,1395.225656
NLA06608-2305,25.82,12.47,8.18,8.92,12.78,23.47,41.16,63.47,82.91,112.21,88.39,48.64,44.04,36.4,248.58,77.14,73.13,66.98,75.96,27.01,42.31,39.1,11.92,15.42,15.35,60.775,729.3,48.90,69.16,70.87,69.59,73.44,54.78,44.47,41.64,50.36,33.76,30.78,41.07,52.40,9.74,2.82,-1.16,-2.83,1.62,6.19,9.48,14.34,17.50,25.64,21.52,16.42,10.10694444,251.6139348,35.21931593,-9.486841108,-25.22783888,20.66880688,145.203399,390.2062705,910.2002962,1450.671257,2876.717029,1902.457119,798.8598056
NLA06608-2322,23.81,11.71,8.15,8.14,10.76,19.68,30.63,48.23,69.71,89.35,77.57,42.15,36.66,55.12,62.38,34.75,22.98,53.96,42.21,28.61,35.7,10.1,15.56,29.38,48.78,36.6275,439.53,55.32,55.66,59.55,64.04,58.78,52.74,43.16,38.10,26.06,30.15,32.51,38.32,46.20,6.40,1.15,-3.64,-8.49,-1.29,3.36,7.04,11.55,17.17,22.12,20.25,13.83,7.454166667,152.4640006,13.50527729,-29.7009379,-69.12096616,-13.91843171,66.04547459,215.6510259,557.2594363,1196.666961,1976.425008,1570.755098,582.9534056
NLA06608-2332,37.05,17.38,10.79,10.74,13.99,26.88,46.85,82.83,126.82,153.02,118.13,68.96,59.45,57.13,8.89,83.02,16.18,9.7,60.56,84.97,148.17,110.28,98.22,68.82,54.33,66.68916667,800.27,50.06,50.13,54.14,62.18,67.00,56.05,59.88,55.50,56.52,55.91,58.76,52.70,56.57,12.78,6.79,2.16,-3.37,-1.65,11.17,10.95,20.08,23.67,27.45,28.12,22.03,13.34861111,473.5246878,118.0408513,23.35210383,-36.18681062,-23.0823912,300.3154678,513.1288022,1662.982202,3001.36809,4200.335865,3321.379377,1519.252489
NLA06608-2333,44.97,24.19,16.13,15.03,18.17,32.43,52.58,86.72,124.29,141.16,116.66,77.80,62.51,152.01,135.75,42.07,101.32,56.49,66.95,147.56,27.89,69.27,37.01,91.37,33.73,80.11833333,961.42,58.96,64.45,57.85,54.50,48.82,46.63,51.19,50.79,57.35,55.33,60.68,58.42,55.41,15.80,12.64,8.87,6.91,0.90,10.25,13.09,20.64,25.07,26.97,27.24,23.62,16.00111111,710.4948582,305.7516523,143.1556163,103.8281053,16.348851,332.5188503,688.4435387,1790.232578,3116.448596,3806.586891,3177.862256,1837.620576
NLA06608-2345,32.86,15.51,10.30,10.23,14.08,25.28,41.19,64.12,97.96,118.22,97.46,57.16,48.70,90.47,1.36,11.45,8.54,3.06,7,13.86,11.79,2.37,14.14,29.68,33.8,18.96,227.52,42.62,36.88,51.91,45.30,39.28,31.09,28.90,23.37,12.94,20.56,25.46,26.61,32.08,11.33,5.78,-0.50,-2.77,3.90,8.44,12.12,17.38,23.34,27.43,25.87,19.31,12.63583333,372.3842067,89.60975026,-5.115890167,-28.36094144,54.9246087,213.3199608,499.4190073,1114.536884,2286.157414,3243.279772,2521.025292,1103.735134
NLA06608-2354,36.72,20.42,12.55,11.79,14.65,25.21,41.81,74.56,107.79,129.92,105.88,65.08,53.86,176.25,189.21,59.59,87.88,58.22,162.05,200.19,63.36,80.16,98.33,26.91,64.13,105.5233333,1266.28,57.83,67.18,56.62,54.33,45.97,46.34,52.28,46.94,57.84,60.22,56.46,55.91,54.83,13.75,10.84,6.18,2.44,-1.56,5.10,9.54,17.89,21.71,24.64,24.53,21.44,13.04083333,504.93333,221.2634068,77.53156698,28.79504006,-22.86062064,128.4853459,398.7244857,1333.831814,2340.559888,3201.183216,2596.945764,1395.063303
NLA06608-2372,35.52,19.50,13.19,12.99,17.43,27.00,38.03,61.99,93.93,106.87,89.24,60.38,48.01,36.14,7.78,13.41,18.15,18.61,20.37,9.66,40.16,6.37,44.99,53.97,36.55,25.51333333,306.16,49.20,37.62,51.78,54.74,46.01,33.18,35.75,37.85,21.18,31.31,47.02,35.90,40.13,11.31,7.90,1.08,-1.95,4.26,8.64,10.99,15.74,22.59,25.69,23.25,20.60,12.50805556,401.7152416,153.9960553,14.19677701,-25.28805264,74.2652403,233.3111818,417.9864506,975.7501293,2122.236964,2745.077813,2075.127955,1243.662427
NLA06608-2379,25.38,12.52,8.73,9.27,11.48,19.68,30.58,51.14,78.57,94.68,77.36,44.81,38.68,16.67,3.14,46.94,5.65,2.24,24.43,27.26,36.2,9.74,53.14,42.11,35.79,25.27583333,303.31,47.84,42.35,52.54,55.85,54.05,43.11,46.49,44.53,32.03,36.40,38.21,38.60,44.33,6.50,2.71,-3.53,-8.27,-0.84,4.83,6.55,12.11,18.30,22.91,21.53,15.80,8.216388889,164.9405875,33.92027597,-30.85350939,-76.72510381,-9.607864177,95.13707617,200.3692611,619.1241705,1437.754909,2168.781187,1665.761517,707.9068125
NLA06608-2418,36.74,20.45,13.37,11.80,14.67,25.21,41.78,74.48,101.19,129.69,105.80,65.06,53.35,174.26,167.97,61.15,109.01,61.34,156.67,210.2,64.39,72.02,83.98,40.11,53.9,104.5833333,1255,59.69,67.99,58.30,56.62,46.77,48.06,54.43,48.75,59.54,62.86,58.71,59.06,56.73,13.59,10.85,6.32,2.51,-1.30,5.13,9.32,17.67,21.56,24.22,24.08,20.96,12.90944444,499.2982308,221.9004591,84.56810192,29.66988241,-19.0665514,129.3400737,389.2127592,1315.852341,2181.56132,3141.524584,2547.30411,1363.746617
NLA06608-2426,29.34,12.61,8.31,7.99,12.09,22.08,38.52,67.03,98.92,118.26,99.48,51.67,47.19,66.46,9.55,14.61,9.15,35.13,15.81,61.42,113.4,79.02,22.03,10.9,50.74,40.685,488.22,49.65,45.00,48.23,44.54,65.38,42.35,51.18,48.24,44.33,31.55,30.47,38.17,44.92,8.13,2.40,1.48,-0.30,-2.98,7.85,7.51,14.53,19.14,27.17,22.70,16.25,10.32333333,238.5358016,30.2630184,12.30472577,-2.371778236,-36.04306424,173.3793672,289.1608686,973.7299915,1893.340877,3213.259507,2258.279196,839.6165213
NLA06608-2429,23.97,11.93,7.87,8.34,10.89,17.41,28.57,44.69,64.35,82.59,67.76,39.50,33.99,75.88,44.49,25.44,16.48,40.75,33.07,30,17.51,5.19,18.92,36,65.67,34.11666667,409.4,42.13,39.91,45.14,44.09,44.40,38.37,35.18,27.51,18.07,20.89,25.34,32.39,34.45,6.35,0.95,-3.61,-6.40,-1.45,3.73,6.54,10.98,16.83,20.87,19.14,13.11,7.253055556,152.1506582,11.33622365,-28.45164032,-53.40234772,-15.75498265,64.93516716,186.9562247,490.6795104,1083.066594,1723.715159,1296.773712,517.9196368
NLA06608-2438,30.42,14.87,10.97,11.69,14.59,23.68,34.79,54.96,79.57,101.86,88.26,50.84,43.04,12.14,36.25,7.41,8.81,41.73,4.71,23.69,6.31,17.38,2.47,5.67,15.01,15.13166667,181.58,44.00,62.89,63.46,61.56,67.59,52.72,52.80,37.11,30.11,26.57,24.65,34.86,46.53,10.16,4.13,0.11,-1.24,2.10,7.74,8.41,14.58,18.05,25.01,22.47,15.75,10.60638889,309.1249078,61.38261917,1.20714297,-14.48975464,30.6435318,183.3689475,292.6879366,801.5364292,1436.158629,2547.580625,1982.880119,800.7318113
