"","COMID","X.x","SITE_ID","VISIT_NO","LONdd_use","LATdd_use","X.y","CatAreaSqKm","WsAreaSqKm","CatPctFull","WsPctFull","inStreamCat","BFICat","BFIWs","X.x","ElevWs","ElevCat","X.y","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","PctCarbResidCat","PctNonCarbResidCat","PctAlkIntruVolCat","PctSilicicCat","PctExtruVolCat","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctEolCrsCat","PctEolFineCat","PctSalLakeCat","PctAlluvCoastCat","PctCoastCrsCat","PctWaterCat","X.x","OmWs","PermWs","RckdepWs","WtDepWs","OmCat","PermCat","RckdepCat","WtDepCat","X.y","AvgWetIndxWs","AvgWetIndxCat","X.x","CanalDensWs","CanalDensCat","X.y","DamDensWs","DamNIDStorWs","DamNrmStorWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","X.x","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","X.y","RdDensWs","RdDensCat","X","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","PctNoDataCat_2002","PctIrrigated.AgLandCat_2002","PctNoDataCat_2007","PctIrrigated.AgLandCat_2007","PctNoDataCat_2012","PctIrrigated.AgLandCat_2012","PctNoDataWs_2002","PctIrrigated.AgLandWs_2002","PctNoDataWs_2007","PctIrrigated.AgLandWs_2007","PctNoDataWs_2012","PctIrrigated.AgLandWs_2012"
"785",20077530,455,"NLA06608-0872",1,-97.055929,37.7052385,295168,9.2115,96.6186,100,100,1,25.5106008793356,26.6284907874881,295168,411.364269892,398.245252565,295168,0,83.1147418819979,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8852581180021,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295168,2.3700978072545,0.980012295769138,134.785868807869,152.55100005589,1.95,0.92,138.68,147.67,295168,566.787944557259,616.515583781143,295168,0,0,295168,0.0206999480431,111821.65049,663.857269718,0.217119904467,1172887.29523,6963.13955382,295168,0.0103499740216,110430.10352,0,0.108559952234,1158291.48347,0,295168,1.92207069284796,2.35872427074744,295168,904.815734734,33.6638103189,13.6875536599,-6.55788414101,932.657023033,33.5999984742,13.7648630331,-6.48171960707,100,0,100,0,100,0,99.36751,0.6324869,100,0,98.8645,1.135496
"786",20097195,621,"NLA06608-1227",1,-86.0030555,40.4902165,4483,0.198,0.198,100,100,0,31,31,4483,253.814363636,253.814363636,4483,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4483,0.53,1.98,152.4,129.23,0.53,1.98,152.4,129.23,4483,646.981818181818,646.981818181818,4483,0,0,4483,0,0,0,0,0,0,4483,0,0,0,0,0,0,4483,2.89078361554545,2.89078361554545,4483,1036.83628595,16.0234392686,10.620996926,5.2132696585,1036.83628595,16.0234392686,10.620996926,5.2132696585,100,0,100,0,100,0,100,0,100,0,100,0
"787",20196520,705,"NLA06608-1417",1,-121.0935467,38.3383223,376964,2.7306,4.32,100,100,1,42.7603823335531,43.0772916666667,376964,83.8088854167,80.4107086355,376964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,376964,0.851791666666667,3.085075,131.65883125,180.76825625,0.85,3.01,133.42,180.74,376964,686.865,736.289386947924,376964,0,0,376964,0.231481481481,842306.944444,842306.944444,0.366219878415,1332588.4421,1332588.4421,376964,0,0,0,0,0,0,376964,0.0581311515222917,0.0919675436081081,376964,532.1537611,34.3518332848,16.3944795946,2.91672924408,528.251424469,34.3205006951,16.4002529998,2.90412006507,100,0,100,0,100,0,100,0,100,0,100,0
"788",20273047,722,"NLA06608-1461",1,-118.7415562,37.5993464,377058,64.8,993.5937,100,100,1,77.6274305555555,72.6045790145408,377058,2507.42981875,2099.86811486,377058,8.38057850004484,0,10.4134718245496,21.54307137817,21.452400513409,0,0,0,6.19089070311134,0,0,0,0,0,26.5436465629764,5.47594051773879,0,0,0,0,1.89861111111111,0,2.97777777777778,0,0,0,0.723611111111111,0,0,0,0,0,93.2194444444444,1.18055555555556,0,0,377058,1.09813214531641,19.2179958776799,98.8175973435991,180.256790995596,0.186845261815573,30.05530631367,116.18566216782,182.825238531927,377058,422.392086725188,817.443083333333,377058,0,0,377058,0.00100644760529,227759.50391,227759.50391,0.0154320987654,3492290.25,3492290.25,377058,0.00100644760529,227759.50391,227759.50391,0.0154320987654,3492290.25,3492290.25,377058,1.489455718433,1.36796887168472,377058,570.740309894,24.424320172,5.29857626217,-9.90246623158,254.580739143,28.2118126485,7.75138492689,-8.72823472319,100,0,100,0,100,0,100,0,100,0,100,0
"789",20287024,106,"NLA06608-0181",1,-119.0738863,37.78873902,377168,6.9525,6.9525,100,100,1,66.5845954692557,66.5845954692557,377168,2508.38735275,2508.38735275,377168,14.6407766990291,0,0,66.6925566343042,0,0,0,0,18.6666666666667,0,0,0,0,0,0,0,0,0,14.6407766990291,0,0,66.6925566343042,0,0,0,0,18.6666666666667,0,0,0,0,0,0,0,0,0,377168,1.44236893203883,23.1587896440129,83.1158446601942,177.940867313916,1.44236893203883,23.1587896440129,83.1158446601942,177.940867313916,377168,534.491909385113,534.491909385113,377168,0,0,377168,0,0,0,0,0,0,377168,0,0,0,0,0,0,377168,2.12444770370227,2.12444770370227,377168,653.176871025,22.5053723228,4.87916726643,-9.96683503481,653.176871025,22.5053723228,4.87916726643,-9.96683503481,100,0,100,0,100,0,100,0,100,0,100,0
"790",20294443,728,"NLA06608-1481",1,-121.1629233,40.4943852,250832,5.8122,5.8122,100,100,0,69.0778878909879,69.0778878909879,250832,2098.93572468,2098.93572468,250832,0,0,0,0,99.4425518736451,0,0,0,0.557448126354909,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4425518736451,0,0,0,0.557448126354909,0,0,0,0,0,0,0,0,0,250832,0.773790647259213,14.1620439764633,139.037274698049,181.295534221121,0.773790647259213,14.1620439764633,139.037274698049,181.295534221121,250832,435.130535769588,435.130535769588,250832,0,0,250832,0,0,0,0,0,0,250832,0,0,0,0,0,0,250832,0.302526484927222,0.302526484927222,250832,1284.76751972,13.0950508183,6.11110309049,-0.877954413732,1284.76751972,13.0950508183,6.11110309049,-0.877954413732,100,0,100,0,100,0,100,0,100,0,100,0
"791",20342929,699,"NLA06608-1397",1,-116.7444419,33.23504244,377367,18.5283,531.9306,100,100,1,34.0531889056201,38.7782530277446,377367,1187.06918245,862.447991937,377367,0,0,0,78.3479461418463,0,0,0,0,0,0,0,0,0,0,0,21.6520538581537,0,0,0,0,0,36.3190362850342,0,0,0,0,0,0,0,0,0,0,0,63.6809637149657,0,0,377367,1.39501815969926,17.6383862759902,89.5112861308216,181.991374363671,1.26267907669397,17.7445620817844,103.703476579926,181.705256505576,377367,359.329996243871,868.118861417399,377367,0,0,377367,0.001879944489,120057.378763,0,0.0539714922578,3446737.88313,0,377367,0.001879944489,120057.378763,0,0.0539714922578,3446737.88313,0,377367,1.09303412463919,1.44393419767329,377367,514.229808607,31.7195870332,14.1444276889,0.544851054178,553.266904284,33.5224757121,14.9541147301,-0.242677426816,100,0,100,0,100,0,100,0,100,0,100,0
"792",20451100,304,"NLA06608-0569",1,-112.4386225,34.60431345,315041,5.9202,64.4436,100,100,1,31.1013986013986,28.7948717948718,315041,1726.86272555,1587.16997568,315041,0,9.90587118038098,0,90.094128819619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9024019458802,0,61.0975980541198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315041,0.123257639238031,0.740364784090274,150.603653427183,182.88,0.11,0.61,152.4,182.88,315041,372.854114295291,612.087412587413,315041,0,0,315041,0.0155174447113,149295.57008,114459.937061,0.168913212391,1625138.33992,1245939.39394,315041,0,0,0,0,0,0,315041,5.12595141878945,6.41888933833992,315041,494.42406048,30.5989107009,11.788052048,-4.9385201722,413.430394267,31.6219825129,12.6800546501,-5.07882337615,100,0,100,0,100,0,100,0,100,0,100,0
"793",20451102,767,"NLA06608-1593",1,-112.4185161,34.5872144,315042,2.4219,116.118,100,100,1,31.1794871794872,28.3987366299798,315042,1780.27910006,1595.68800074,315042,0,20.0286777243838,0,79.9713222756162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315042,0.145454580685165,0.9691371105255,147.451311424585,182.88,0.11,0.61,152.4,182.88,315042,333.081367229887,565.324786324786,315042,0,0,315042,0.0258357877332,63215.3454245,57500.3637679,0.412898963624,2495582.80689,2341773.41756,315042,0.0172238584888,11164.3972511,8657.45362476,0,0,0,315042,4.74831372942179,1.81697629398365,315042,547.044908012,29.8204991794,11.4760242008,-5.18422802428,429.818205619,31.1422146415,12.6564599933,-5.01798586117,100,0,100,0,100,0,100,0,100,0,100,0
"794",20476538,770,"NLA06608-1602",1,-111.2821257,33.5814721,315081,28.5633,15263.3574,100,100,1,33.5833569650566,44.2911889097218,315081,1730.48727618,691.026512273,315081,6.27383133936181,41.7557496229499,0,43.6823519575058,5.01971014581628,0,0,0,0,0,0,0,0,0,0,2.95658083718855,0,0.311776097177676,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315081,0.480914115168113,7.08582139863222,101.385204740411,182.020429238914,0.317505623838555,10.16,44.7793468026677,182.88,315081,337.255512761563,638.180924473013,315081,0.000143480883177,0,315081,0.00163790962531,311214.675429,166022.617375,0.0350099603337,11285513.0815,10582173.8749,315081,0.00137584408526,302521.039129,157330.354898,0.0350099603337,11285513.0815,10582173.8749,315081,0.740489552490594,0.223835031447837,315081,584.048438251,31.1269290112,12.4004765818,-4.84645930812,377.127206422,38.4169955787,20.6883239965,3.67130793424,100,0,100,0,100,0,99.99291,0.007093459,99.99206,0.007936655,99.99221,0.007789243
"795",20476542,433,"NLA06608-0834",1,-111.5241427,33.5692971,315082,15.6897,15983.4501,100,100,1,25.8892330637297,43.6366204940947,315082,1694.43729286,516.951800034,315082,5.99118021458959,40.7451517616963,0,45.3295268209959,4.79356018385542,0,0,0,0,0,0,0,0,0,0,2.84285118142296,0,0.29772983743979,0,29.07703780187,0,55.6817529971892,0,0,0,0,0,0,0,0,0,0,0,15.2412092009407,0,0,315082,0.471015436909869,7.30718535035785,99.6270679222499,182.062419728815,0.333512628624883,19.7397132284921,110.695800185014,182.88,315082,334.93254824251,587.701084150749,315082,0.000137016725819,0,315082,0.00168924730462,307065.747198,168316.930175,0.0637360816332,5508705.94084,5408862.11973,315082,0.00143898844468,298763.78003,160016.274937,0.0637360816332,5508705.94084,5408862.11973,315082,0.718055589299835,0.371803098760397,315082,577.551317238,31.4060377309,12.7252178161,-4.48027607266,323.093449664,39.8418406632,21.7973158899,4.28808583801,100,0,100,0,100,0,99.99323,0.006773882,99.99242,0.00757909,99.99256,0.007438319
"796",20479916,403,"NLA06608-0770",1,-111.9196013,33.3764843,126876,8.2368,8.2368,100,100,0,7,7,126876,363.298044143,363.298044143,126876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,126876,0.324050480769231,3.98720170454545,152.4,182.88,0.324050480769231,3.98720170454545,152.4,182.88,126876,1009.48754370629,1009.48754370629,126876,0.684731934732,0.684731934732,126876,0,0,0,0,0,0,126876,0,0,0,0,0,0,126876,12.91633286309,12.91633286309,126876,225.657834985,30.2451434963,22.4458603596,14.6406078812,225.657834985,30.2451434963,22.4458603596,14.6406078812,100,0,100,0,100,0,100,0,100,0,100,0
"797",20524699,328,"NLA06608-0617",1,-111.4965509,35.06361,315167,20.1186,134.5473,100,100,1,32.1079001520981,33.0773794791869,315167,2171.45631237,2120.80831082,315167,0.814063158458029,0,0,97.7979491227249,0.874933945162779,0,0,0,0,0,0,0,0,0,0,0.513053773654321,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315167,0.404168511742711,2.32449126069419,149.550621082697,182.88,0.314758879842534,3.23108258029883,152.4,182.88,315167,508.073988106785,634.5216963407,315167,0,0,315167,0.00743233048898,192896.124114,151962.651647,0.0497052478801,1290032.73985,1016281.67368,315167,0,0,0,0,0,0,315167,0.846845573429567,1.09818176210522,315167,610.882966706,27.2243007962,8.1901910528,-9.77914005318,547.322033323,27.9465734033,8.56166234804,-9.44788849222,100,0,100,0,100,0,100,0,100,0,100,0
"798",20524727,782,"NLA06608-1641",1,-111.4006586,35.02357175,315171,2.7297,33.4737,100,100,1,32,32.0028768854354,315171,2209.69819025,2176.45166502,315171,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315171,0.347460005915092,1.3611822117065,152.4,182.88,0.43,4.1,152.4,182.88,315171,659.928266071573,878.672601384768,315171,0,0,315171,0.0597483994897,166742.756253,153992.9234,0.366340623512,1881602.63765,1773152.9179,315171,0.0597483994897,166742.756253,153992.9234,0.366340623512,1881602.63765,1773152.9179,315171,0.603266548009034,1.49603716768216,315171,612.294874396,27.3073129839,7.90842362442,-10.068518241,571.839732766,27.5541050531,8.31159433452,-9.69429609354,100,0,100,0,100,0,100,0,100,0,100,0
"799",20545502,434,"NLA06608-0836",1,-109.5195801,35.737081,315201,4.1508,22.2777,100,100,1,32.3360797918474,32.7340120389448,315201,2015.32464509,1978.83154163,315201,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315201,0.277572415464792,7.03749848503212,152.4,179.285335110896,0.397983521248916,5.54176496097138,152.4,180.225722029488,315201,516.451177635034,752.357328707719,315201,0,0,315201,0.0448879372646,155695.864474,155695.864474,0.240917413511,835633.073143,835633.073143,315201,0,0,0,0,0,0,315201,3.2260149275401,2.91778744160885,315201,266.004706658,30.5563084755,10.1088734654,-8.46620206359,259.740557992,30.724241418,9.95434138367,-8.95604938025,100,0,100,0,100,0,100,0,100,0,100,0
"800",20584396,468,"NLA06608-0895",1,-109.363087,34.3606808,315346,20.7783,1914.0057,100,100,1,54.2980898341058,53.5431751849015,315346,2353.09604987,1878.59702993,315346,0,43.6720172776915,0,6.14513843924289,50.1196469791077,0,0,0,0,0,0,0,0,0,0,0.0631973039578722,0,0,0,65.4480876683848,0,0,34.5519123316152,0,0,0,0,0,0,0,0,0,0,0,0,0,315346,0.483496348710729,13.5475179495513,115.158096716118,181.735001062191,0.703480313596396,15.7882522631784,103.149188720925,182.88,315346,459.4995619919,724.017802226361,315346,0,0,315346,0.0130616120945,9584.80706343,8325.55275713,0,0,0,315346,0.0099268251918,7682.41794264,6660.96549869,0,0,0,315346,0.960607294849749,0.815980863148092,315346,443.565866936,26.2079117486,8.18903810487,-9.80779350248,281.742871533,30.6089228628,11.2176508187,-7.91602643258,100,0,100,0,100,0,99.98143,0.01857361,99.97729,0.02271153,99.97729,0.02271153
"801",20584480,74,"NLA06608-0127",1,-109.3063643,34.1536462,315350,23.6007,23.6007,100,100,1,54.1069671662281,54.1069671662281,315350,2164.29926362,2164.29926362,315350,0,17.6715097433551,0,0,82.3284902566449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6715097433551,0,0,82.3284902566449,0,0,0,0,0,0,0,0,0,0,0,0,0,315350,0.740245967280631,32.5534507874766,36.5481176829501,182.88,0.740245967280631,32.5534507874766,36.5481176829501,182.88,315350,580.869313198337,580.869313198337,315350,0,0,315350,0,0,0,0,0,0,315350,0,0,0,0,0,0,315350,0.587506187244022,0.587506187244022,315350,324.943907475,27.9287991678,9.31073019742,-9.10686423659,324.943907475,27.9287991678,9.31073019742,-9.10686423659,100,0,100,0,100,0,100,0,100,0,100,0
"802",20584550,586,"NLA06608-1151",1,-109.4367421,34.0332132,315357,3.924,87.3189,100,100,1,57.7045871559633,58.1309407241731,315357,2839.03982571,2570.4855367,315357,0,12.4550355077767,0,36.9517939415178,50.5931705507055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5137614678899,0,0,23.4862385321101,0,0,0,0,0,0,0,0,0,0,0,0,0,315357,0.551616887352086,5.34257236889767,146.517944174782,180.310321145069,0.734766055045872,3.55547935779816,152.4,182.88,315357,394.105410168933,556.609174311927,315357,0,0,315357,0.0229045487289,54173.7905539,36247.7044489,0.254841997961,1004324.31193,674579.021407,315357,0.0229045487289,19381.0796975,16160.3171822,0,0,0,315357,0.790044826467466,0.801709397369266,315357,749.43016682,21.8097267464,5.26398315671,-12.1207759324,554.101870768,23.235412872,6.87655550122,-10.8147248881,100,0,100,0,100,0,100,0,100,0,100,0
"803",20595958,964,"NLA06608-2797",1,-114.2672,37.90818,315371,3.1059,847.9548,100,100,1,53.0199942045784,55.984978326675,315371,2083.08693342,1663.8188641,315371,0.630670408375541,11.104872571038,0,49.7311531227844,0,0,0,0,0,0,0,0,0,0,0,38.5333038978021,0,0,0,23.7612286293828,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2387713706172,0,0,315371,0.896782975932208,7.04811220244287,92.6375857805157,182.871436977537,0.43,14.8,152.4,182.88,315371,331.456131152274,379.602144305998,315371,0.000459930175524,0.125567468367,315371,0.0035379244271,4388.68812347,3389.34150735,0.321967867607,694996.619337,595711.388003,315371,0.00235861628474,1843.04536044,1207.36199618,0,0,0,315371,0.345085930045682,1.74585183625036,315371,372.15082486,30.0164411804,9.08514753262,-8.8806332718,310.118106485,32.35998265,10.5656674147,-8.17212409954,100,0,100,0,100,0,99.28399,0.7160051,99.37209,0.6279108,99.2772,0.722798
"804",20637202,140,"NLA06608-0237",1,-115.117053,38.39816173,315381,2.3535,544.8204,100,100,1,47.3456978967495,59.1010066803666,315381,1708.42871277,1578.90550287,315381,3.78438472568208,0.0657464368074323,0,9.79357601147094,0,0,0,0,0,0,0,0,0,0,0,86.3562928260396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,315381,0.519057562822537,7.64810157989679,136.021067355407,170.252157028261,0.32,6.69,152.4,159.69,315381,608.579515194365,881.027533460803,315381,0,0,315381,0.00183546724756,1774.30631452,1358.40728431,0.424899086467,410740.71638,314462.715105,315381,0,0,0,0,0,0,315381,0.752659236307231,0.50134313781262,315381,231.724649937,32.217848922,9.53644040495,-9.00174214603,210.519282144,33.2999992371,10.4600166372,-8.96803047224,100,0,100,0,100,0,99.79169,0.2083072,99.79037,0.2096287,99.76576,0.2342423
"805",20637204,636,"NLA06608-1261",1,-115.1046656,38.383757,315382,15.2289,1909.8459,100,100,1,47.2389929673187,64.4843790276482,315382,1999.50283531,1593.58401631,315382,11.2223033282423,8.91434748740723,0,16.7371566470363,0,0,0,0,0,0,0,0,0,0,0,63.1261925373141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,315382,0.846616386693816,7.7063683436449,108.305535229832,180.754275698369,0.351355711837362,7.54501329708646,152.4,164.009773063058,315382,445.744699349827,700.524614384493,315382,0.00607902449093,0,315382,0.002094409816,41177.6596007,39752.2616877,0,0,0,315382,0.00314161472399,123317.263848,119192.199748,0,0,0,315382,1.00597712789655,1.15914385001477,315382,296.553511217,30.0041733075,7.97160507877,-10.1378957547,213.686074712,33.0879910439,10.3876225157,-8.69139540748,100,0,100,0,100,0,98.48317,1.516834,98.66629,1.33371,98.54905,1.450955
"806",20639586,933,"NLA06608-2477",1,-115.2249,37.56936,315387,7.551,4767.9903,100,100,1,20.7041716328963,53.4832388815892,315387,1813.96157846,1252.75096067,315387,11.263047242357,4.35481590639981,0,19.384242455359,0,0,0,0,0,0,0,0,0,0,0,64.9978943958841,0,0,0.33373063170441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6662693682956,0,0,315387,0.705944532856956,8.05349618999854,109.327693581088,179.508172165745,0.182724672228844,14.6424076281287,148.28920977354,182.216808104887,315387,452.180656869205,583.233969010727,315387,0.00275587808977,0,315387,0.00188758773272,18570.9742816,17475.1978837,0,0,0,315387,0.00209731970302,51269.7211989,49140.1012288,0,0,0,315387,0.753462132979801,1.39889577545888,315387,266.560062674,31.4804167935,9.53326572622,-8.52325207668,198.114541939,35.4388435882,13.6810036205,-4.65454111875,100,0,100,0,99.43981,0.5601907,99.28908,0.7109222,99.3583,0.6417043,99.29602,0.7039758
"807",20641462,385,"NLA06608-0733",1,-115.1266278,37.3016569,315390,33.0624,5657.3379,100,100,1,17.0507948606272,48.3952800309135,315390,1757.57750734,1255.48948089,315390,10.8040638689798,4.24551271720927,0,21.4980247158297,0,0,0,0,0,0,0,0,0,0,0,63.4523986979813,0,0,0,0,0,48.9247604529617,0,0,0,0,0,0,0,0,0,0,0,51.0752395470383,0,0,315390,0.643509540591521,8.44296588683522,108.041436398204,179.994801478095,0.226713850174216,10.9146755226481,89.9444874237805,182.88,315390,448.321799587046,367.797038327526,315390,0.00232264719419,0,315390,0.0017676158251,16405.3070961,15241.3003155,0.0302458381727,128972.499274,87822.1762485,315390,0.00229790057264,44361.8558121,42084.0767952,0.090737514518,197096.243467,114459.828688,315390,0.725688242174469,0.188962376463959,315390,260.964526986,31.8912559848,10.1258563845,-7.84216784847,210.101564602,35.7769980526,15.0525988642,-2.64683143736,100,0,100,0,100,0,99.18319,0.8168082,99.26666,0.7333361,99.18026,0.8197354
"808",20814240,623,"NLA06608-1236",1,-105.1611962,35.5599271,317261,0.8766,0.8766,100,100,1,50,50,317261,2005.80983573,2005.80983573,317261,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317261,0.32170431211499,2.29952772073922,135.35250513347,182.88,0.32170431211499,2.29952772073922,135.35250513347,182.88,317261,737.924024640657,737.924024640657,317261,1.23203285421,1.23203285421,317261,0,0,0,0,0,0,317261,0,0,0,0,0,0,317261,2.83349245321355,2.83349245321355,317261,449.76135586,29.1856269915,10.343721146,-9.76262839472,449.76135586,29.1856269915,10.343721146,-9.76262839472,100,0,100,0,100,0,100,0,100,0,100,0
"809",20942482,389,"NLA06608-0744",1,-96.2295225,37.5072843,295790,1.107,10.2834,100,100,1,17.3609756097561,17.5031507089095,295790,337.257654472,323.88899187,295790,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295790,1.1,0.81,108.61,93.72,1.1,0.81,108.61,93.72,295790,517.222387537196,538.283739837398,295790,0,0,295790,0.0972441021452,216459.343019,25848.9351771,0.903342366757,2010784.1084,240121.897019,295790,0.0972441021452,216459.343019,25848.9351771,0.903342366757,2010784.1084,240121.897019,295790,1.30044154465255,2.33866652666667,295790,1007.60382094,33.2430422907,13.6872514627,-6.38247866963,1008.86139372,33.2999992371,13.7654101667,-6.29975628737,100,0,100,0,100,0,100,0,100,0,100,0
"810",20951902,633,"NLA06608-1256",1,-96.30955756,38.12596204,295881,0.8694,12.1185,100,100,1,22,22.0542146305236,295881,435.207058299,404.449120083,295881,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295881,2.02146305235797,1.27835870776086,85.7850427033049,172.458347567768,2.03,1.29,82.95,172.21,295881,421.310508726327,482.689440993789,295881,0,0,295881,0.0825184635062,127740.017329,22596.2421092,1.15021854152,1780558.31608,314967.287785,295881,0.0825184635062,127740.017329,22596.2421092,1.15021854152,1780558.31608,314967.287785,295881,1.4854827031192,0.344834346702899,295881,949.115483223,32.5007055221,12.7536400763,-7.79696991786,952.405638511,32.5,12.8843746995,-7.6508280135,100,0,100,0,100,0,100,0,100,0,100,0
"811",20969774,238,"NLA06608-0440",1,-97.34193721,36.24209759,296131,11.1789,41.481,100,100,1,17.1649625634007,18.5331742243437,296131,351.192711,339.117374608,296131,0,89.4988066825776,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5011933174224,0,0,0,83.6406086466468,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3593913533532,0,0,296131,1.16756344940407,2.15812573031082,131.014870296798,182.88,1.1765372560914,2.43421402660218,127.811854091092,182.88,296131,557.370449121284,661.885113919974,296131,0,0,296131,0.0482148453509,4817.23584292,2349.14587401,0,0,0,296131,0,0,0,0,0,0,296131,2.27433710507702,2.80155312106111,296131,917.492134001,34.7657884335,15.4605275486,-3.77258405715,922.784527164,34.7904349357,15.5290910668,-3.78826179021,100,0,100,0,100,0,100,0,100,0,99.70709,0.2929052
"812",20971688,667,"NLA06608-1336",1,-96.8232291,36.38726912,296143,1.1529,11.3679,100,100,1,9,9,296143,303.664977436,292.097720531,296143,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296143,1.21476684348033,2.90544533291109,120.156428627979,180.10542079012,1.19096018735363,2.95784543325527,121.360491803279,182.770421545667,296143,468.230385559338,495.944574551132,296143,0,0,296143,0,0,0,0,0,0,296143,0,0,0,0,0,0,296143,1.3993108315652,0.857215392224824,296143,1006.69812199,34.2932540308,15.4502441966,-4.20570800933,1010.24978898,34.2999992371,15.4864751606,-4.2549570837,100,0,100,0,100,0,100,0,100,0,100,0
"813",20971700,71,"NLA06608-0120",1,-96.43967025,36.15061114,296149,318.1113,217415.8215,100,100,1,9.22373584339821,27.7066424873776,296149,1041.37274075,236.466624342,296149,0.0911289245801277,34.9223401848885,0,4.47963429377195,0.0263750354525142,12.351303053628,0,0,0.173560690016297,0,0,0,15.7169956005249,14.9756822090337,0,16.8469213267444,0,0.416058681359581,0,41.5708275688415,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9294369612145,0,45.499735469944,296149,0.635942902275626,7.10013490249473,136.65116609473,176.168715779637,0.523495807088815,8.5303084406508,102.07882628548,137.726101869281,296149,575.020481064668,750.801336513352,296149,0.0158920817085,0,296149,0.00974170134164,52546.0404348,17632.4628881,0.0031435538442,34897.5971617,20938.558297,296149,0.00744656018513,47951.863143,17094.6349616,0,0,0,296149,1.22397906685278,2.17086858502166,296149,582.80171998,33.026857618,12.3726425324,-7.63573481319,1052.2857907,34.0888787892,15.5097498459,-4.15405375602,100,0,100,0,100,0,94.73056,5.269441,93.99514,6.004858,94.15033,5.849667
"814",21037575,1017,"NLA06608-4440",1,-97.03498,36.73592,296537,14.6124,71.793,100,100,1,13.8178122690318,13.4428607245832,296537,332.097443776,318.460051737,296537,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296537,1.04813212987339,2.1439360661903,121.00087501567,174.924124357528,1.17942781473269,2.07582409460458,112.615796994334,171.813147326928,296537,547.213802181271,592.717787632422,296537,0,0,296537,0.0557157383032,418152.692324,255946.2839,0.136870055569,2011398.63677,1228381.44042,296537,0.0417868037274,415953.51636,254022.004931,0.0684350277846,2000593.7423,1218927.15776,296537,1.87272532250219,3.41524345195861,296537,954.564089393,34.5633525569,15.0017904378,-4.61142904625,944.301430697,34.6071002358,15.1073074653,-4.52671837807,100,0,100,0,100,0,99.82951,0.1704902,100,0,100,0
