SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,COMID2007,COMID2012,COMIDS2007,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,EVAL_NAME,NARS_NAME,PERIM_KM,RCHCODE,EVALSTAT,STATUS,RT_NLA12,SITEID_07,SITETYPE,SIZE_CLASS,STATE,STRATUM,WGT_ALL,WGT_CAT,XCOORD,YCOORD,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,TNT
NLA12_UT-212,NA,NA,NA,WMTNS,XER,11.64060957,No,NLA12NEW,NLA12_BASE,Include,1.203917328,10271914,10271914,10271914,1282.15,Region_8,Nontarget-TooShallow,16,16020310,MAN_MADE,MAN_MADE,41.48429701,-112.2756032,Unnamed,NA,1.443232734,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1342231.388,561640.3386,NA,NA,NA,NonTarget
NLA12_UT-213,NA,NA,NA,WMTNS,WMT,1.540352235,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10091764,10091764,10091764,2559.55,Region_8,Nontarget-TooSmall,16,16020101,NA,NA,40.83108877,-111.2403068,NA,NA,0.60928862,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1269287.871,475285.1617,NA,NA,NA,Uncertain
NLA12_UT-214,NA,NA,NA,WMTNS,XER,3.98690583,No,NLA12NEW,NLA12_BASE,Exclude,9.75,663992,663992,663992,1352.75,Region_8,Nontarget-NoRecAquatUse,16,16010203,MAN_MADE,MAN_MADE,41.68098436,-111.9216044,NA,NA,1.032781015,1.60E+13,Nontarget-NoRecAquatUse,Lake_Special_Purpose,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1309643.629,578398.185,NA,NA,NA,NonTarget
NLA12_UT-215,NA,NA,NA,WMTNS,WMT,5.043513688,No,NLA12NEW,NLA12_BASE,Include,2.938915931,11974627,11974627,11974627,3310.29,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.79118361,-110.0607863,Reader Lakes,Reader Lakes,1.259623778,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1172458.728,455715.8109,NA,NA,NA,Target_Presumed
NLA12_UT-216,NA,NA,NA,WMTNS,XER,19.29082927,No,NLA12NEW,NLA12_BASE,Include,1.203917328,10389128,10389128,10389128,1284.12,Region_8,Nontarget-TooShallow,16,16020204,NATURAL,NATURAL_ENH,40.84949044,-111.9949726,Unnamed,NA,2.049588902,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1331214.54,487643.6269,NA,NA,NA,NonTarget
NLA12_UT-217,NA,NA,NA,WMTNS,WMT,4.781275417,No,NLA12NEW,NLA12_BASE,Include,2.938915931,10025392,10025392,10025392,2156.48,Region_8,Nontarget-TooSmall,15,15010008,NA,NA,37.43703627,-112.5067243,NA,NA,1.070989583,1.50E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1439472.069,118273.0179,NA,NA,NA,Uncertain
NLA12_UT-218,1,7841,8/10/2012,WMTNS,WMT,1023.71804,No,NLA12NEW,NLA12_BASE,Include,1.293761905,10375440,10375440,10375440,1651.98,Region_8,TargetSampleable,16,16020203,MAN_MADE,RESERVOIR,40.4581066,-111.4811121,Deer Creek Reservoir,Deer Creek Reservoir,31.29326618,1.60E+13,TargetSampleable,Target_Sampled,T,NLA06608-4923,PROB,>50,UT,UT_NLA12NEW,1.293761905,UT_>4,-1295942.257,437304.2574,NA,T,T,Target
NLA12_UT-219,NA,NA,NA,WMTNS,XER,77.82268572,No,NLA12NEW,NLA12_BASE,Include,1.293761905,10271886,10271886,10271886,1282,Region_8,Nontarget-TooShallow,16,16020310,NA,NA,41.48996086,-112.2775928,Unnamed,NA,7.139535117,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NLA06608-3858,PROB,>50,UT,UT_NLA12NEW,1.293761905,UT_>4,-1342285.813,562293.0887,NA,NA,NA,NonTarget
NLA12_UT-220,NA,NA,NA,WMTNS,WMT,2.192287469,No,NLA12NEW,NLA12_BASE,Exclude,9.75,11978481,11978481,11978481,2360.93,Region_8,Nontarget-TooSmall,16,16020203,NA,NA,40.49363081,-111.2384166,NA,NA,0.533159852,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1275166.41,437948.6549,NA,NA,NA,Uncertain
NLA12_UT-221,NA,NA,NA,WMTNS,WMT,2.815220493,No,NLA12NEW,NLA12_BASE,Exclude,9.75,11974629,11974629,11974629,3300.39,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.79165927,-110.1772981,Unnamed,NA,0.715005368,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1182094.268,457211.8489,NA,NA,NA,Target_Presumed
NLA12_UT-222,1,7154,7/12/2012,WMTNS,WMT,48.53105047,No,NLA12NEW,NLA12_BASE,Include,0.718756614,3503819,3503819,3503819,2083.19,Region_8,TargetSampleable,16,16030003,MAN_MADE,RESERVOIR,38.62493587,-112.4333455,Three Creeks Reservoir,Three Creeks Reservoir,4.732111137,1.60E+13,TargetSampleable,Target_Sampled,T,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1410228.627,248319.4873,NA,T,T,Target
NLA12_UT-223,NA,NA,NA,WMTNS,XER,3.432223665,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10387770,10387770,10387770,1285.61,Region_8,Nontarget-TooSmall,16,16020204,NA,NA,40.8070494,-112.0120027,NA,NA,0.925918955,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1333415.504,483196.6817,NA,NA,NA,Uncertain
NLA12_UT-224,NA,NA,NA,WMTNS,XER,3.143859101,No,NLA12NEW,NLA12_BASE,Exclude,9.75,14596287,14596287,14596287,1708.45,Region_8,Nontarget-TooSmall,16,16030006,NA,NA,37.62715543,-113.1436894,NA,NA,0.70595747,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1490603.387,149066.4487,NA,NA,NA,Uncertain
NLA12_UT-225,NA,NA,NA,WMTNS,WMT,12.05406023,No,NLA12NEW,NLA12_BASE,Include,1.203917328,11975009,11975009,11975009,3043.53,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.63088171,-110.7863771,Powell Lake,Powell Lake,1.523430818,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1235267.393,447160.1558,NA,NA,NA,Target_Presumed
NLA12_UT-226,NA,NA,NA,WMTNS,XER,39.4523375,No,NLA12NEW,NLA12_BASE,Include,0.718756614,4603556,4603556,4603556,1283.87,Region_8,Nontarget-TooShallow,16,16010204,NA,NA,41.53692725,-112.2352018,Unnamed,NA,5.678019296,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1337930.618,566875.146,NA,NA,NA,NonTarget
NLA12_UT-227,NA,NA,NA,WMTNS,WMT,4.463098144,No,NLA12NEW,NLA12_BASE,Include,2.938915931,10037110,10037110,10037110,3165.24,Region_8,Nontarget-TooSmall,14,14040106,NA,NA,40.86460483,-110.1340787,NA,NA,0.960979837,1.40E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1177306.813,464753.987,NA,NA,NA,Uncertain
NLA12_UT-228,NA,NA,NA,WMTNS,XER,1.116098478,No,NLA12NEW,NLA12_BASE,Exclude,9.75,11979251,11979251,11979251,1562.06,Region_8,Nontarget-TooSmall,14,14060003,NA,NA,40.24725042,-110.0223098,NA,NA,0.41117587,1.41E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1178231.102,394976.1725,NA,NA,NA,Uncertain
NLA12_UT-229,1,8395,9/5/2012,WMTNS,WMT,32.45693843,No,NLA12NEW,NLA12_BASE,Include,0.718756614,10038624,10038624,10038624,2622.67,Region_8,TargetSampleable,14,14040106,MAN_MADE,RESERVOIR,40.88926752,-109.8461084,Sheep Creek Lake,Sheep Creek Lake,3.388750733,1.40E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1153090.931,463955.1681,NA,S,S,Target
NLA12_UT-230,NA,NA,NA,WMTNS,WMT,2.781660583,No,NLA12NEW,NLA12_BASE,Exclude,9.75,4876271,4876271,4876271,2712.93,Region_8,Nontarget-TooSmall,14,14060009,NA,NA,39.09070088,-111.2995135,Wrigley Springs Reservoir,Wrigley Springs Reservoir,0.636549041,1.41E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1305434.166,283599.0268,NA,NA,NA,Uncertain
NLA12_UT-231,NA,NA,NA,WMTNS,XER,33.6208316,No,NLA12NEW,NLA12_BASE,Include,0.718756614,10387692,10387692,10387692,1282.02,Region_8,Nontarget-TooShallow,16,16020204,NA,NA,40.87954068,-112.0358259,Unnamed,NA,2.795902451,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1334017.201,491534.0287,NA,NA,NA,NonTarget
NLA12_UT-232,NA,NA,NA,WMTNS,XER,1.815047715,No,NLA12NEW,NLA12_BASE,Exclude,9.75,14596313,14596313,14596313,1686.4,Region_8,Nontarget-TooSmall,16,16030006,NA,NA,37.53754255,-113.7402715,Gary and Joyce Holt Reservoir,Gary and Joyce Holt Reservoir,0.560824953,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1543745.106,148716.2,NA,NA,NA,Uncertain
NLA12_UT-233,NA,NA,NA,WMTNS,XER,1.629653076,No,NLA12NEW,NLA12_BASE,Exclude,9.75,1399496,1399496,1399496,1329.6,Region_8,Nontarget-TooSmall,14,14080201,NA,NA,37.28966136,-109.5584753,NA,NA,0.549694264,1.41E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1186656.714,61222.74077,NA,NA,NA,Uncertain
NLA12_UT-234,NA,NA,NA,WMTNS,WMT,1.259785533,No,NLA12NEW,NLA12_BASE,Exclude,9.75,11978523,11978523,11978523,1803.13,Region_8,Nontarget-TooSmall,16,16020203,NA,NA,40.36110867,-111.4139134,NA,NA,0.418627816,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1292121.165,425666.6319,NA,NA,NA,Uncertain
NLA12_UT-235,NA,NA,NA,WMTNS,XER,16.70229396,No,NLA12NEW,NLA12_BASE,Include,1.203917328,10348482,10348482,10348482,1367.45,Region_8,Nontarget-TooShallow,16,16020202,MAN_MADE,MAN_MADE,40.14927787,-111.7462516,Unnamed,NA,1.668444948,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1323641.992,406826.8445,NA,NA,NA,NonTarget
NLA12_UT-236,NA,NA,NA,WMTNS,XER,4.761862286,No,NLA12NEW,NLA12_BASE,Include,2.938915931,4603642,4603642,4603642,1284.51,Region_8,Nontarget-TooSmall,16,16010204,NA,NA,41.51828937,-112.1178137,NA,NA,1.457682274,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1328702.118,563172.3843,NA,NA,NA,Uncertain
NLA12_UT-238,NA,NA,NA,WMTNS,WMT,12.26953462,No,NLA12NEW,NLA12_BASE,Include,1.203917328,11975025,11975025,11975025,3119.5,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.62637183,-110.8212951,Fish Hatchery Lake,Fish Hatchery Lake,1.595803679,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1238239.28,447115.5632,NA,NA,NA,Target_Presumed
NLA12_UT-239,NA,NA,NA,WMTNS,XER,10.70553532,No,NLA12NEW,NLA12_BASE,Include,1.203917328,10387716,10387716,10387716,1283.21,Region_8,Nontarget-TooShallow,16,16020204,NA,NA,40.85455003,-112.0420295,Unnamed,NA,1.693525755,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1334998.536,488862.3089,NA,NA,NA,NonTarget
NLA12_UT-240,NA,NA,NA,WMTNS,XER,1.591275222,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10271978,10271978,10271978,1281.55,Region_8,Nontarget-TooSmall,16,16020310,NA,NA,41.46970058,-112.2842225,NA,NA,0.576744174,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1343213.814,560152.3178,NA,NA,NA,Uncertain
NLA12_UT-241,NA,NA,NA,WMTNS,WMT,3.264433372,No,NLA12NEW,NLA12_BASE,Exclude,9.75,11974621,11974621,11974621,3286.53,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.79567138,-110.2368521,Unnamed,NA,0.792243262,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1186955.656,458398.462,NA,NA,NA,Target_Presumed
NLA12_UT-242,NA,NA,NA,WMTNS,WMT,23.09926359,No,NLA12NEW,NLA12_BASE,Include,0.718756614,10091696,10091696,10091696,2879.17,Region_8,AccessDenied,16,16020101,NATURAL,NATURAL,40.86995498,-111.026245,Boyer Lake,Boyer Lake,3.50390159,1.60E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1250924.307,476744.228,NA,NA,NA,Target_Presumed
NLA12_UT-243,NA,NA,NA,WMTNS,XER,25.02188722,No,NLA12NEW,NLA12_BASE,Include,0.718756614,10678866,120052277,10678866,1285.73,Region_8,Nontarget-Other,16,16020204,NA,NA,40.80920901,-111.9979531,NA,NA,2.083488162,1.60E+13,Nontarget-Other,Non_Target,NA,NLA06608-3266,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1332216.067,483238.0752,NA,NA,NA,NonTarget
NLA12_UT-244,NA,NA,NA,WMTNS,XER,1.893960646,No,NLA12NEW,NLA12_BASE,Exclude,9.75,14596289,14596289,14596289,1995.8,Region_8,Nontarget-TooSmall,16,16030006,NA,NA,37.61965152,-113.3854269,NA,NA,0.510097406,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1511541.543,152057.6,NA,NA,NA,Uncertain
NLA12_UT-245,NA,NA,NA,WMTNS,WMT,3.781521532,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10037176,10037176,10037176,3262.33,Region_8,Nontarget-TooSmall,14,14040106,NA,NA,40.82439995,-110.0783437,NA,NA,0.827416342,1.40E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1173362.977,459611.7377,NA,NA,NA,Uncertain
NLA12_UT-246,NA,NA,NA,WMTNS,XER,11.27645586,No,NLA12NEW,NLA12_BASE,Include,1.203917328,10329933,10329933,10329933,1506.79,Region_8,Nontarget-Ephemeral,16,16020201,MAN_MADE,RESERVOIR,39.96633481,-111.8119177,Summit Creek Number Two Reservoir,Summit Creek Number Two Reservoir,1.729473238,1.60E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1332505.745,387528.86,NA,NA,NA,NonTarget
NLA12_UT-247,NA,NA,NA,WMTNS,WMT,2.772620417,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10273694,10273694,10273694,1730.76,Region_8,Nontarget-TooSmall,16,16020102,NA,NA,41.3871373,-111.9107602,NA,NA,0.803369229,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1314240.354,545821.5239,NA,NA,NA,Uncertain
NLA12_UT-248,1,8510,9/11/2012,WMTNS,WMT,32.42210193,No,NLA12NEW,NLA12_BASE,Include,0.718756614,3277325,3277325,3277325,3008.33,Region_8,Nontarget-TooShallow,14,14070005,NATURAL,NATURAL,37.98313872,-111.7188736,Cyclone Lake,Cyclone Lake,2.473213274,1.41E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1361333.6,166991.0578,NA,NA,NA,NonTarget
NLA12_UT-250,NA,NA,NA,WMTNS,WMT,2.058030556,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10091824,10091824,10091824,3095.55,Region_8,Nontarget-TooSmall,16,16020101,NA,NA,40.73447698,-111.0319909,Rhoads Lake,Rhoads Lake,0.600518587,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1253788.561,461836.938,NA,NA,NA,Uncertain
NLA12_UT-251,NA,NA,NA,WMTNS,XER,3190.567716,No,NLA12NEW_07RVT,NLA12_RVT07,Include,22.7018926,10683454,10683454,10683454,1390.81,Region_8,Nontarget-MapError,16,16030005,NA,NA,39.5635355,-112.7336683,NA,NA,85.78934452,1.60E+13,Nontarget-MapError,Not_Lake,NA,NLA06608-0322,PROB,>50,UT,UT_NLA12NEW,22.7018926,UT_>4,-1417308.532,356387.2344,NA,NA,NA,NonTarget
NLA12_UT-252,NA,NA,NA,WMTNS,XER,31.64208901,No,NLA12NEW,NLA12_BASE,Include,0.718756614,4603504,4603504,4603504,1292.67,Region_8,Nontarget-TooShallow,16,16010204,NATURAL,NATURAL_ENH,41.59262413,-112.198636,Unnamed,NA,3.733159047,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1333889.184,572503.9547,NA,NA,NA,NonTarget
NLA12_UT-255,NA,NA,NA,WMTNS,XER,25.89982766,No,NLA12NEW,NLA12_BASE,Include,0.718756614,10387706,10387706,10387706,1282.01,Region_8,Nontarget-TooShallow,16,16020204,NATURAL,NATURAL_ENH,40.86661113,-112.039226,Unnamed,NA,3.933824697,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1334540.576,490154.4167,NA,NA,NA,NonTarget
NLA12_UT-256,NA,NA,NA,WMTNS,XER,5.071833217,No,NLA12NEW,NLA12_BASE,Include,2.938915931,10271948,10271948,10271948,1282.65,Region_8,Nontarget-TooSmall,16,16020310,NA,NA,41.47619415,-112.2513345,NA,NA,1.112028036,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1340403.866,560404.1374,NA,NA,NA,Uncertain
NLA12_UT-257,NA,NA,NA,WMTNS,WMT,4.413785756,No,NLA12NEW,NLA12_BASE,Include,2.938915931,11974943,11974943,11974943,3347.16,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.66612297,-110.4860925,Unnamed,NA,0.935338168,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1209778.637,447197.6794,NA,NA,NA,Target_Presumed
NLA12_UT-258,NA,NA,NA,WMTNS,WMT,3.053131412,No,NLA12NEW,NLA12_BASE,Exclude,9.75,7887012,7887012,7887012,2672.38,Region_8,Nontarget-TooSmall,16,16010101,NA,NA,40.96455859,-110.9185491,NA,NA,0.879298689,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1240376.511,485795.2304,NA,NA,NA,Uncertain
NLA12_UT-259,NA,NA,NA,WMTNS,XER,6.524969504,No,NLA12NEW,NLA12_BASE,Include,2.938915931,10272554,10272554,10272554,1282.5,Region_8,Nontarget-TooSmall,16,16020102,NA,NA,41.17645965,-112.1753951,NA,NA,1.528897137,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1339884.576,526267.5856,NA,NA,NA,Uncertain
NLA12_UT-260,1,6966,7/5/2012,WMTNS,WMT,27.85638716,No,NLA12NEW,NLA12_BASE,Include,0.718756614,4876253,4876253,4876253,2889.45,Region_8,TargetSampleable,14,14060009,MAN_MADE,RESERVOIR,39.14241052,-111.452546,Ferron Reservoir,Ferron Reservoir,2.298502128,1.41E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",UT,UT_NLA12NEW,0.718756614,UT_>4,-1317438.767,291430.7655,NA,S,S,Target
NLA12_UT-261,NA,NA,NA,WMTNS,XER,1.756977427,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10038602,10038602,10038602,1886.15,Region_8,Nontarget-TooSmall,14,14040106,NA,NA,40.98698042,-109.6967926,NA,NA,0.630406428,1.40E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1139171.193,472981.5248,NA,NA,NA,Uncertain
NLA12_UT-262,NA,NA,NA,WMTNS,XER,10.37662166,No,NLA12NEW,NLA12_BASE,Include,1.203917328,10394677,10394677,10394677,1292.92,Region_8,Nontarget-TooShallow,16,16020304,MAN_MADE,RESERVOIR,40.62458065,-112.4387594,Blue Lakes,Blue Lakes,2.400734512,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1372121.034,469132.3325,NA,NA,NA,NonTarget
NLA12_UT-263,NA,NA,NA,WMTNS,WMT,1.565511621,No,NLA12NEW,NLA12_BASE,Exclude,9.75,10273698,10273698,10273698,1577.95,Region_8,Nontarget-TooSmall,16,16020102,NA,NA,41.31130063,-111.8534479,NA,NA,0.512158551,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1310959.993,536659.0858,NA,NA,NA,Uncertain
NLA12_UT-264,1,8504,9/12/2012,WMTNS,WMT,11.22871745,No,NLA12NEW,NLA12_BASE,Include,1.203917328,4900347,4900347,4900347,3074.1,Region_8,TargetSampleable,14,14070003,MAN_MADE,RESERVOIR,38.07061898,-111.3751268,Oak Creek Reservoir,Oak Creek Reservoir,1.900068059,1.41E+13,TargetSampleable,Target_Sampled,T,NA,PROB,"(10,20]",UT,UT_NLA12NEW,1.203917328,UT_>4,-1330247.121,171797.317,NA,T,T,Target
NLA12_UT-265,NA,NA,NA,WMTNS,XER,6.35054153,No,NLA12NEW,NLA12_BASE,Include,2.938915931,18381627,18381627,18381627,2022.9,Region_8,Nontarget-TooSmall,14,14030002,NA,NA,38.27654103,-109.2396923,Wilcox Reservoir,Wilcox Reservoir,1.231676444,1.40E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1143579.831,166823.3323,NA,NA,NA,Uncertain
NLA12_UT-266,NA,NA,NA,WMTNS,WMT,5.348564878,No,NLA12NEW,NLA12_BASE,Include,2.938915931,10374802,10374802,10374802,3069.15,Region_8,Nontarget-TooSmall,16,16020203,NA,NA,40.66390357,-110.9782426,Shadow Lake,Shadow Lake,0.955644047,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1250583.406,453322.8549,NA,NA,NA,Uncertain
NLA12_UT-267,NA,NA,NA,WMTNS,XER,146.0914334,No,NLA12NEW,NLA12_BASE,Include,1.293761905,10682064,10682064,10682064,1310.49,Region_8,Nontarget-Other,16,16020306,UNCERTAIN,UNCERTAIN,39.86325874,-113.3856332,Shoveler Pool,Shoveler Pool,12.61737503,1.60E+13,Nontarget-Other,Non_Target,NA,NA,PROB,>50,UT,UT_NLA12NEW,1.293761905,UT_>4,-1465812.696,399324.5207,NA,NA,NA,NonTarget
NLA12_UT-268,NA,NA,NA,WMTNS,XER,51.41265054,No,NLA12NEW,NLA12_BASE,Include,1.293761905,1186613,1186613,1186613,1399.73,Region_8,Nontarget-TooShallow,16,16020309,MAN_MADE,RESERVOIR,41.80760578,-112.4617081,Blue Creek Reservoir,Blue Creek Reservoir,5.274224854,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,>50,UT,UT_NLA12NEW,1.293761905,UT_>4,-1351190.451,599922.5606,NA,NA,NA,NonTarget
NLA12_UT-269,NA,NA,NA,WMTNS,XER,1.708957242,No,NLA12NEW,NLA12_BASE,Exclude,9.75,11979179,11979179,11979179,1967.63,Region_8,Nontarget-TooSmall,14,14060003,NA,NA,40.38370457,-110.2684724,NA,NA,0.525421761,1.41E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1196474.174,413169.3747,NA,NA,NA,Uncertain
NLA12_UT-270,NA,NA,NA,WMTNS,WMT,5.441623987,No,NLA12NEW,NLA12_BASE,Include,2.938915931,11974731,11974731,11974731,3306.92,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.73423554,-110.7518397,Lightning Lake,Lightning Lake,1.125196547,1.41E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(4,10]",UT,UT_NLA12NEW,2.938915931,UT_>4,-1230615.674,458148.3016,NA,NA,NA,Target_Presumed
NLA12_UT-271,NA,NA,NA,WMTNS,XER,2.532528484,No,NLA12NEW,NLA12_BASE,Exclude,9.75,NA,11974087,NA,1283.72,Region_8,Nontarget-TooSmall,16,16020102,NA,NA,40.98058509,-111.9399713,NA,NA,0.795402134,1.60E+13,Nontarget-TooSmall,Unknown,NA,NA,PROB,"(1,4]",UT,UT_NLA12NEW,9.75,"UT_(1,4]",-1324229.242,501348.6414,NA,NA,NA,Uncertain
NLA12_UT-272,NA,NA,NA,WMTNS,XER,96.80148668,No,NLA12NEW,NLA12_BASE,Include,1.293761905,1186643,1186643,1186643,1284.47,Region_8,Nontarget-TooShallow,16,16020309,NATURAL,NATURAL_ENH,41.69614997,-112.9611005,West Lake,West Lake,6.769064375,1.60E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,>50,UT,UT_NLA12NEW,1.293761905,UT_>4,-1393965.346,594856.4399,NA,NA,NA,NonTarget
