SITE_ID,VISIT_NO,DATE_COL,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,HYDRO_TYPE,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MAN_DRINKING_WATER,MAN_LEVEL_FLUCTUATIONS,MAN_SCORE,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,SWIMMABILITY,TROPHIC_STATE
NLA12_IN-101,2,13-Aug-12,L,NA,NA,NA,NA,NA,1,L,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,0.3,0.3,NA,NA,0,NATURAL,4,NA,0-05,0-05,25-75,0-05,0-05,25-May,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_WA-109,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,0-05,0-05,25-May,25-75,25-May,0-05,25-May,0-05,NA,NA,NA,L,M,7,LMM,M,NA,NA,GOOD,NA,NA,NA,M,NA,M,M,9,NA,MMM,GOOD,MESOTROPHIC
NLA12_CA-103,1,13-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,5,0-05,25-75,0-05,75-100,25-May,0-05,25-75,0-05,L,NA,M,M,NA,10,LMMM,M,NA,NA,GOOD,L,NA,NA,NA,NA,NA,M,4,NA,LM,GOOD,OLIGOTROPHIC
NLA12_ME-102,1,13-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,75-100,0-05,0-05,25-May,0-05,NA,NA,NA,L,L,2,LL,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,NA,2,NA,LL,GOOD,MESOTROPHIC
NLA12_OR-109,1,13-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,M,NA,NA,NA,NA,NA,NA,3,M,SEEPAGE,ZERO,NA,NA,NA,NA,2,NONE,4,NA,0-05,NA,75-100,0-05,0-05,25-75,0-05,NA,NA,M,L,NA,8,MLML,M,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,OLIGOTROPHIC
NLA12_IN-149,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,3,NA,NA,25-75,25-May,0-05,25-75,0-05,0-05,NA,M,NA,NA,NA,3,M,NA,NA,NA,GOOD,M,NA,NA,H,NA,H,M,16,NA,MHHM,FAIR,EUTROPHIC
NLA12_IN-179,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,NONE,2,NA,0-05,0-05,25-75,25-May,0-05,25-May,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,FAIR,NA,NA,NA,M,NA,L,NA,4,NA,ML,GOOD,OLIGOTROPHIC
NLA12_IN-187,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,0.5,0.5,NA,NA,0,NATURAL,4,25-May,25-May,25-75,0-05,25-75,25-May,0-05,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,L,L,NA,M,NA,M,L,9,NA,LLMML,GOOD,EUTROPHIC
NLA12_ME-116,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-May,NA,NA,NA,L,NA,3,LLL,L,L,NA,FAIR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,MESOTROPHIC
NLA12_MN-152,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,2,0-05,0-05,0-05,0-05,75-100,0-05,25-75,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,EUTROPHIC
NLA12_MT-140,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,L,NA,L,NA,NA,NA,NA,2,LL,DRAINAGE,YES,3,3,NA,NA,2,ARTIFICIAL,5,NA,25-May,NA,75-100,25-May,25-May,25-May,0-05,NA,NA,NA,L,NA,2,LL,L,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,OLIGOTROPHIC
NLA12_NE-125,1,14-Aug-12,NA,NA,M,NA,H,NA,8,MH,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,0.5,0.5,NA,L,1,NONE,3,NA,0-05,NA,NA,0-05,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,UNSWIMMABLE,MESOTROPHIC
NLA12_SC-102,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,FAIR,NA,H,NA,H,NA,NA,NA,NA,10,HH,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,2,NA,NA,NA,75-100,25-May,0-05,NA,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,UNSWIMMABLE,EUTROPHIC
NLA12_WY-R04,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,1,1,NA,NA,0,NONE,5,NA,0-05,0-05,75-100,25-May,NA,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,EUTROPHIC
NLA12_IL-112,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,0.4,0.4,NA,NA,4,ARTIFICIAL,2,0-05,25-May,25-75,25-75,25-75,25-May,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,H,NA,M,L,9,NA,HML,FAIR,OLIGOTROPHIC
NLA12_CA-111,2,14-Aug-12,NA,NA,NA,NA,L,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,4,0-05,25-75,25-75,75-100,75-100,25-May,25-75,0-05,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,M,NA,H,H,13,NA,MHH,FAIR,EUTROPHIC
NLA12_SD-115,2,14-Aug-12,M,NA,NA,NA,L,NA,4,ML,NA,2,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,L,2,NONE,3,0-05,0-05,0-05,25-75,25-May,0-05,25-May,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,L,NA,L,L,3,NA,LLL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_ME-R07,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,5,NA,NA,NA,75-100,NA,0-05,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,OLIGOTROPHIC
NLA12_MN-112,1,14-Aug-12,L,NA,NA,NA,NA,NA,1,L,NA,2,GOOD,NA,NA,NA,NA,NA,L,NA,NA,1,L,DRAINAGE,YES,0.1,0.1,NA,NA,0,ARTIFICIAL,4,25-May,0-05,0-05,25-May,25-May,0-05,25-May,75-100,NA,NA,NA,NA,NA,1,L,NA,L,NA,POOR,L,NA,L,L,NA,L,L,5,NA,LLLLL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_WI-161,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,5,NA,0-05,0-05,25-75,0-05,0-05,25-May,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,L,NA,NA,M,NA,M,L,8,NA,LMML,GOOD,EUTROPHIC
NLA12_MN-135,1,14-Aug-12,M,NA,NA,NA,NA,NA,3,M,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,3,25-75,0-05,0-05,25-75,25-75,0-05,25-May,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_OR-128,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,6,ARTIFICIAL,3,NA,25-May,25-May,75-100,0-05,25-May,25-75,0-05,NA,L,L,NA,M,6,LLML,NA,L,NA,GOOD,NA,NA,NA,NA,NA,L,L,3,L,LLL,FAIR,EUTROPHIC
NLA12_CT-108,1,15-Aug-12,NA,NA,NA,NA,M,NA,3,M,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,L,4,ARTIFICIAL,3,0-05,0-05,25-75,25-May,25-May,25-75,25-75,25-May,NA,NA,L,NA,NA,1,L,NA,NA,NA,GOOD,NA,L,NA,M,NA,M,M,10,NA,LMMM,GOOD,EUTROPHIC
NLA12_NY-0104,2,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,3,0-05,0-05,0-05,25-May,0-05,0-05,0-05,75-100,NA,NA,NA,L,NA,2,LL,NA,L,NA,FAIR,L,NA,L,L,L,L,L,6,NA,LLLLLL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_MD-104,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,POOR,M,NA,L,NA,NA,NA,NA,NA,4,ML,DRAINAGE,NA,NA,NA,NA,NA,2,ARTIFICIAL,2,0-05,25-May,25-75,0-05,25-May,25-May,0-05,0-05,H,NA,NA,NA,NA,8,HM,NA,M,NA,FAIR,NA,NA,NA,L,M,M,NA,7,NA,LMM,UNSWIMMABLE,EUTROPHIC
NLA12_WA-133,1,15-Aug-12,NA,NA,NA,NA,L,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,3,0-05,0-05,0-05,25-May,25-75,0-05,25-75,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,L,NA,L,NA,L,L,4,NA,LLLL,GOOD,MESOTROPHIC
NLA12_CO-130,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,1,NATURAL,5,0-05,0-05,0-05,25-75,25-75,0-05,25-75,25-May,NA,NA,NA,H,NA,6,HL,L,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,MESOTROPHIC
NLA12_UT-126,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,2,NATURAL,5,NA,0-05,NA,25-75,25-75,NA,25-May,0-05,NA,NA,NA,L,NA,3,LLL,L,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_OK-107,1,14-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,2,2,NA,M,6,ARTIFICIAL,4,0-05,0-05,25-75,25-75,25-May,25-75,25-May,0-05,NA,M,M,M,L,11,MMMLL,NA,L,NA,EXCELLENT,NA,NA,NA,L,NA,M,M,7,NA,LMM,GOOD,MESOTROPHIC
NLA12_NE-121,1,15-Aug-12,NA,NA,NA,NA,L,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,4,NA,0-05,NA,NA,75-100,NA,25-May,25-75,NA,NA,NA,NA,NA,1,L,L,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,UNSWIMMABLE,EUTROPHIC
NLA12_VA-127,1,15-Aug-12,M,NA,NA,NA,NA,NA,3,M,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,7,ARTIFICIAL,3,0-05,0-05,25-75,25-75,25-75,25-May,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,L,M,NA,M,NA,M,M,13,NA,LMMMM,FAIR,MESOTROPHIC
NLA12_VA-130,1,15-Aug-12,NA,NA,NA,NA,L,NA,1,L,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,2,ARTIFICIAL,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,OLIGOTROPHIC
NLA12_MN-114,1,15-Aug-12,M,NA,NA,NA,NA,NA,3,M,NA,1,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,0.3,0.3,NA,NA,0,NONE,2,25-May,0-05,25-May,75-100,0-05,0-05,0-05,25-May,NA,NA,NA,NA,L,1,L,NA,NA,NA,POOR,NA,NA,NA,L,NA,L,NA,2,NA,LL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_DE-103,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,4,0-05,0-05,0-05,75-100,0-05,0-05,25-May,25-May,L,NA,NA,NA,NA,2,LL,NA,L,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_IL-116,1,16-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,POOR,NA,NA,NA,L,H,NA,NA,NA,6,LH,SEEPAGE,YES,0.7,0.7,NA,NA,0,NONE,2,NA,25-May,NA,75-100,0-05,NA,75-100,0-05,L,NA,NA,NA,NA,1,L,NA,NA,NA,POOR,NA,NA,NA,L,NA,L,NA,2,NA,LL,UNSWIMMABLE,OLIGOTROPHIC
NLA12_MO-108,2,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,NA,0-05,25-May,25-May,25-75,25-75,25-May,NA,L,NA,NA,NA,NA,2,LL,NA,L,NA,FAIR,NA,NA,NA,H,NA,H,L,11,NA,HHL,GOOD,EUTROPHIC
NLA12_PA-113,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,FAIR,L,NA,NA,NA,NA,NA,NA,NA,1,L,DRAINAGE,NA,NA,NA,NA,NA,11,NATURAL,1,25-May,0-05,75-100,25-May,25-75,75-100,25-May,25-May,NA,M,L,NA,NA,4,ML,NA,NA,NA,EXCELLENT,NA,L,NA,H,NA,H,H,16,NA,LHHH,GOOD,MESOTROPHIC
NLA12_MD-105,2,16-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,L,NA,NA,NA,NA,NA,NA,NA,1,L,DRAINAGE,NA,NA,NA,NA,NA,4,ARTIFICIAL,3,NA,NA,25-75,25-May,25-May,0-05,25-May,25-May,L,NA,NA,NA,NA,2,LL,NA,L,NA,GOOD,L,NA,NA,L,L,H,L,9,NA,LLLHL,GOOD,MESOTROPHIC
NLA12_IN-185,1,16-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,5,NA,NA,NA,25-75,25-75,NA,25-75,25-May,NA,NA,L,NA,NA,1,L,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,NA,2,NA,LL,GOOD,EUTROPHIC
NLA12_CA-135,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,5,0-05,25-75,0-05,75-100,25-May,25-May,25-75,0-05,NA,L,NA,M,L,5,LML,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,OLIGOTROPHIC
NLA12_CA-123,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,L,1,ARTIFICIAL,5,0-05,25-75,0-05,75-100,25-75,25-May,25-75,0-05,NA,NA,NA,L,NA,4,LM,M,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,OLIGOTROPHIC
NLA12_SD-101,2,16-Aug-12,L,NA,M,NA,H,NA,9,LMH,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,L,6,ARTIFICIAL,4,25-May,25-May,0-05,25-May,75-100,25-May,25-75,25-May,NA,NA,M,NA,NA,3,M,NA,NA,NA,EXCELLENT,NA,L,NA,M,NA,L,M,8,NA,LMLM,GOOD,MESOTROPHIC
NLA12_GA-112,2,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,0.2,0.2,NA,L,2,ARTIFICIAL,3,0-05,0-05,25-May,25-May,25-75,0-05,25-May,0-05,L,NA,NA,NA,NA,2,LL,NA,L,NA,GOOD,NA,NA,NA,H,L,M,L,10,NA,HLML,FAIR,MESOTROPHIC
NLA12_TX-128,1,16-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,1,1,NA,NA,1,ARTIFICIAL,4,NA,25-May,0-05,25-75,25-75,0-05,25-75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_OR-144,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,GOOD,NA,L,NA,NA,NA,NA,NA,NA,1,L,SEEPAGE,ELEVATION CHANGE,0.5,0.5,NA,L,1,NONE,5,0-05,0-05,0-05,25-75,25-75,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_UT-159,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,2,NONE,4,NA,NA,NA,75-100,25-75,NA,0-05,0-05,NA,NA,NA,L,NA,2,LL,L,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_UT-147,1,14-Aug-12,NA,NA,L,NA,NA,NA,1,L,NA,5,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,0.5,0.5,NA,NA,0,NONE,4,NA,NA,NA,75-100,75-100,NA,0-05,NA,NA,NA,NA,L,NA,3,LLL,L,L,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_SC-127,1,15-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,1.5,1.5,NA,M,4,NONE,2,NA,25-May,25-75,25-75,25-May,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,M,NA,M,M,9,NA,MMM,FAIR,EUTROPHIC
NLA12_WY-R01,1,16-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,0.5,0.5,NA,NA,0,NONE,5,NA,0-05,NA,75-100,0-05,NA,0-05,0-05,NA,NA,NA,L,NA,4,LM,M,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,OLIGOTROPHIC
NLA12_MT-144,1,16-Aug-12,NA,NA,M,NA,H,NA,11,MHM,M,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,4,4,NA,NA,2,ARTIFICIAL,2,NA,NA,NA,NA,75-100,0-05,0-05,NA,L,NA,NA,NA,NA,2,LL,NA,L,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,EUTROPHIC
NLA12_SD-143,1,16-Aug-12,H,NA,L,NA,L,NA,7,HLL,NA,1,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,4,0-05,0-05,0-05,0-05,25-75,0-05,0-05,25-75,NA,NA,M,NA,NA,3,M,NA,NA,NA,POOR,L,NA,NA,L,NA,NA,L,3,NA,LLL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_SC-104,2,16-Aug-12,NA,NA,L,NA,L,NA,2,LL,NA,3,GOOD,NA,NA,NA,M,NA,NA,NA,NA,3,M,SEEPAGE,YES,1,1,NA,M,4,ARTIFICIAL,3,NA,NA,NA,25-75,25-May,0-05,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_IN-103,1,15-Aug-12,H,NA,M,NA,M,NA,11,HMM,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,3,0-05,NA,25-75,25-May,NA,25-75,NA,0-05,L,NA,NA,NA,NA,1,L,NA,NA,NA,GOOD,NA,NA,NA,H,NA,H,M,13,NA,HHM,GOOD,EUTROPHIC
NLA12_ME-129,1,17-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,4,NA,0-05,0-05,75-100,0-05,0-05,25-75,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,NA,NA,L,L,2,NA,LL,FAIR,MESOTROPHIC
NLA12_IN-163,1,17-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,2,NA,NA,25-75,25-75,0-05,25-75,0-05,0-05,NA,M,NA,NA,NA,3,M,NA,NA,NA,GOOD,M,L,NA,M,NA,M,M,13,NA,MLMMM,FAIR,EUTROPHIC
NLA12_ME-118,1,15-Aug-12,L,NA,NA,NA,L,NA,2,LL,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,5,0-05,NA,0-05,75-100,0-05,0-05,25-May,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,NA,NA,L,L,2,NA,LL,GOOD,MESOTROPHIC
NLA12_AZ-145,1,14-Aug-12,NA,NA,M,NA,M,NA,7,MML,L,2,FAIR,L,H,NA,L,NA,NA,NA,NA,7,LHL,RESERVOIR,YES,1,1,NA,L,8,ARTIFICIAL,2,0-05,0-05,0-05,0-05,75-100,0-05,0-05,25-75,NA,L,L,M,L,7,LLMLL,NA,L,NA,FAIR,NA,L,NA,NA,L,L,M,7,L,LLLML,FAIR,EUTROPHIC
NLA12_AR-101,2,17-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,3,NA,NA,0-05,25-75,25-May,0-05,NA,NA,NA,L,L,NA,NA,3,LLL,L,NA,NA,GOOD,L,NA,NA,L,NA,L,NA,3,NA,LLL,FAIR,EUTROPHIC
NLA12_AR-105,2,16-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,3,NA,25-May,NA,0-05,25-75,NA,25-75,NA,NA,NA,L,L,NA,3,LLL,L,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,EUTROPHIC
