SITE_ID,VISIT_NO,DATE_COL,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BFXHORIZDIST,BFXHORIZDIST_DD,BFXVERTHEIGHT,BFXVERTHEIGHT_DD,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAG,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,HORIZDD,VERTDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,RVFCCANBIG,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA
NLA12_FL-107,1,5/17/2012,0.7575,0.295,0.055,0.3925,0.1,0.9,0,0,GRADUAL,NA,3.92,NA,0.47,0,NA,0.016666667,0,0.016666667,0.866666667,0.1,0,4,1.4,0.078734884,-0.116550611,NA,0.41,0.815,0.693275,NA,0,0.005,0.003,NA,0.08,0,0.02125,NA,0,0.005,0.003,NA,0.005,0,0.0016,NA,0.065,0.03,0.04555,NA,0,0,0,NA,0.025,0.045,0.04,NA,1,1,1,0.7,0.6,0,0,1.223666667,0.9,1.223666667,0.9,0,0.094128205,0,0,0,0.55,0.095,0.578666667,0.122366667,0,0,0,0,0,0,0,3.92,0.47,1.065865388,0.768935096,0.575146155,0.319268376,NA,NA,0.065,NA,NA,0.1125,0.1375,0.130666667,NA,0.192315236,0.020519481,0.039687748,NA,0.008333333,0,0.001785714,NA,0.537131433,0.777838618,0.747197634,NA,0.262219998,0.201641902,0.211328904,NA,0.2125,0.1675,0.174,NA,0.2125,0.1975,0.198433333,NA,0.1125,0.2025,0.130666667,NA,0.5375,0.5675,0.5031,NA,0.6775,0.8575,0.8319,NA,0.6675,0.86,0.830966667,NA,0.325,0.4,0.3291,NA,1.21,1.425,1.334,NA,0.425,0.365,0.372433333,NA,0.5425,0.565,0.503033333,0.302765035,0.75,0,0,0,0,0.020107934,0.618858498,0.327803942,0,0.033229627,3,2.8,0,-0.076734896
NLA12_FL-110,1,5/18/2012,0.336111111,0.04,0.027777778,0.21,0,1,0,0,GRADUAL,NA,3.28,NA,0.8,0,NA,0,0,0.29615757,0.442104803,0.225082222,0.036655405,4,2.5,0.111818244,-0.177468518,NA,0.37,0.2425,0.27165,NA,0,0,0,NA,0.03,0.03,0.03,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0.015,0.02,0.0175,NA,1,1,1,0.9,0.6,0.608,0.4,0.892,0.6,0.284,0.2,0.202666667,0.068615385,0,0,0,0,0.084,0,0.0284,0,0.2,0,0.608,0,0,0,3.28,0.8,0.31544598,0.237961604,0.684366328,0.118635596,NA,NA,0.005,NA,NA,0.01,0.08,0.064733333,NA,0.242790543,0.145474525,0.172583766,NA,0,0,0,NA,0.705253125,0.764906805,0.745723399,NA,0.051956332,0.08961867,0.081692834,NA,0.1475,0.1725,0.171516667,NA,0.025,0.07,0.061533333,NA,0.01,0.085,0.064733333,NA,0.1825,0.3275,0.297783333,NA,0.6725,0.7375,0.7165,NA,0.775,0.835,0.818716667,NA,0.035,0.155,0.126266667,NA,0.855,1.065,1.014283333,NA,0.1725,0.2425,0.23305,NA,0.08,0.23,0.195566667,0.663408706,0.67,0,0,0,0,0,0.642397825,0.31170306,0.022949557,0.022949557,3,2.1,0.06028361,-0.079726972
NLA12_FL-106,1,5/20/2012,0.15,0.015,0.11,0.02,0,0.2,0.1,0.7,NEAR_VERTICAL,NA,0.588888889,NA,0.4,0,NA,0,0,0.216751412,0.732013899,0.005405405,0.119030673,4,2.9,0.031171861,-0.085514512,NA,0.2225,0.125,0.155111111,NA,0,0.005,0.00495,NA,0.075,0.125,0.131277778,NA,0.1,0,0.00275,NA,0,0.005,0.00465,NA,0.23,0.17,0.162444444,NA,0,0,0,NA,0.015,0.035,0.011111111,NA,1,1,1,0.5,0.2,0,0,0.539259259,0.2,0.539259259,0.2,0,0.040542636,0,0,0,0.3,0.076666667,0.162592593,0.052828283,0,0,0,0,0,0,0,0.588888889,0.4,0.423260558,0.463352166,0.275168431,0.529241158,NA,NA,0.035,NA,NA,0.3075,0.32,0.3197,NA,0.093919035,0.095238095,0.095438932,NA,0,0,0,NA,0.453312975,0.501910612,0.501216504,NA,0.45276799,0.402851293,0.403344564,NA,0.4025,0.295,0.300796296,NA,0.4025,0.295,0.29615,NA,0.3075,0.355,0.3197,NA,1.1125,0.945,0.886566667,NA,0.805,0.7175,0.718516667,NA,0.805,0.7175,0.693083333,NA,0.71,0.65,0.61585,NA,1.9175,1.6625,1.605083333,NA,0.805,0.59,0.566866667,NA,1.1125,0.945,0.912,0.17669811,0.77,0,0,0,0,0.133510004,0.539290983,0.203147605,0.036929079,0.087122329,4,4.4,0.069025697,-0.150091118
NLA12_FL-104,1,5/19/2012,0.755,0.005,0,0.755,0,1,0,0,GRADUAL,NA,3.4,NA,0.31,0,NA,0,0,0,1,0,0,1,1,0,-0.092081875,NA,0.095,0.755,0.5284,NA,0,0,0,NA,0,0,0,NA,0,0.025,0.01775,NA,0.025,0,0.00725,NA,0.0825,0.015,0.0385,NA,0,0,0,NA,0.135,0.115,0.1234,NA,1,1,1,0.9,0.9,0,0,2.298666667,1.5,2.298666667,1.5,0,0.176820513,0,0,0,0.8,0.1,0.698666667,0.229866667,0,0,0.7,0,0,0,0,3.4,0.31,0.857320743,0.616375193,0.798423606,0.260269175,NA,NA,0.1,NA,NA,0.1275,0.2475,0.216733333,NA,0.817159817,0.033699634,0.200225191,NA,0,0,0,NA,0.226094626,0.818580999,0.694428937,NA,0.038461538,0.147719368,0.125368391,NA,0.105,0.025,0.0443,NA,0.03,0.147222222,0.118888889,NA,0.1275,0.3475,0.216733333,NA,0.2625,0.505,0.368033333,NA,0.14,0.935,0.7569,NA,0.215,0.8175,0.686033333,NA,0.1575,0.48,0.323733333,NA,0.4025,1.44,1.124933333,NA,0.135,0.1575,0.1513,NA,0.1875,0.6225,0.4389,0.27968236,1.04,0,0,0.005405405,0.006006006,0.005128205,0.285635986,0.776027776,0,0,4,1.9,0.024312554,-0.065388899
NLA12_CA-168,1,5/21/2012,0.05,0.011111111,0,0.044444444,0,0.1,0.5,0.4,STEEP,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.044444444,0.044444444,NA,0,NA,NA,NA,0,0.072222222,0.072222222,NA,0,0.602777778,0.602777778,NA,0,0.005555556,0.005555556,NA,0,0.130555556,0.130555556,NA,0,0.011111111,0.011111111,NA,0,0,0,NA,0,1,1,1,0.4,0,0,2.244444444,0.422222222,2.244444444,0.422222222,0,0.186440678,0.35,0.05,0,0,0,0.4,0.25,0,NA,0,0,0.45,0.55,0.444444444,0,0,2.496084112,0.889592338,0.545890411,0.316000902,NA,0,0.015,0.015,NA,0,0.06,0.06,NA,0,0.443651756,0.443651756,NA,0,0,0,NA,0,0.307031265,0.307031265,NA,0,0.249316979,0.249316979,NA,0,0.1825,0.1825,NA,0,0.1425,0.1425,NA,0,0.075,0.075,NA,0,0.4,0.4,NA,0,0.3075,0.3075,NA,0,0.365,0.365,NA,0,0.2175,0.2175,NA,0,0.7075,0.7075,NA,0,0.325,0.325,NA,0,0.3425,0.3425,3.07370569,8.19,0,0.005420054,0.467135618,0.224842701,0.063751609,0.129271891,0.0313993,0.005167959,0.073010868,7,5.555555556,0.049987371,0.270993351
NLA12_OK-122,1,5/21/2012,0.0875,0.035,0,0,0.4,0.6,0,0,GRADUAL,NA,30.4,NA,1.76,0,NA,0.109128205,0.032228476,0.051103028,0.070042871,0.734271613,0.003225806,6,2.6,0.255614164,-0.284889807,NA,0.01,0.1375,0.01,NA,0.0575,0.0575,0.0575,NA,0.02,0.005,0.02,NA,0,0,0,NA,0,0.005,0,NA,0.21,0.0675,0.21,NA,0,0,0,NA,0.0875,0.0875,0.0875,NA,0.9,0.9,0.9,0.9,0.3,0.05,0,1.433333333,0.3,1.383333333,0.3,0.016666667,0.11025641,0,0.05,0,0,0.1,0.256666667,0.138333333,0,0.406666667,0.406666667,0.05,0,0.05,0.113333333,30.4,1.76,0.346842559,0.310453567,0.460126582,0.295797072,NA,0,0,0,NA,0,0.005,6.66667e-4,NA,0.172026936,0.037710438,0.17220656,NA,0,0,0,NA,0.614976431,0.914215488,0.620982606,NA,0.112996633,0.048074074,0.106810835,NA,0.245,0.3725,0.249333333,NA,0.065,0.04,0.065,NA,0,0.005,6.66667e-4,NA,0.31,0.4175,0.315,NA,0.47,0.6575,0.467333333,NA,0.6325,1.005,0.641166667,NA,0.065,0.045,0.065666667,NA,0.78,1.075,0.782333333,NA,0.31,0.4125,0.314333333,NA,0.1475,0.07,0.141166667,0.577446486,0.53,0,0.03030303,0.078999295,0.04608545,0.054854633,0.098551672,0.138184645,0.553021274,0,6,4,0.220873375,-0.194054038
NLA12_WI-R11,1,5/21/2012,0.2825,0.11,0.2225,0.016666667,1,0,0,0,FLAT,NA,0,NA,0,0,NA,0,0,0.087013154,0,0.794095273,0.118891573,3,2.9,0,-0.422184875,NA,0,0.2825,0.2825,NA,0,0,0,NA,0,0.065,0.065,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.015,0.015,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852416363,0.878975884,0,0.947614892,NA,0,0.075,0.075,NA,0,0.255,0.255,NA,0,0.21430804,0.21430804,NA,0,0.041090147,0.041090147,NA,0,0.379788723,0.379788723,NA,0,0.36481309,0.36481309,NA,0,0.0975,0.0975,NA,0,0.4125,0.4125,NA,0,0.33,0.33,NA,0,0.84,0.84,NA,0,0.6,0.6,NA,0,0.385,0.385,NA,0,0.7425,0.7425,NA,0,1.39,1.39,NA,0,0.51,0.51,NA,0,1.005,1.005,0.11785113,0.45,0,0,0,0,0.145996507,0.383125729,0,0.39572867,0.075149094,3,3.777777778,0.117273576,-0.312729537
NLA12_KS-114,1,5/22/2012,0.2025,0.2225,0,0.005,0.5,0.4,0,0.1,FLAT,NA,0,NA,0,0,NA,0,0.012866464,0.079557277,0.012866464,0.762170255,0.039014258,5,2.1,0.255166811,-0.431222213,NA,0,0.19,0.19,NA,0,0.0875,0.0875,NA,0,0.08,0.08,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.045,0.045,NA,0,0.005,0.005,NA,0,0.0875,0.0875,NA,0,1,1,0.4,0.4,0,0,1.45,1.4,1.45,1.4,0,0.045454545,0,0,0,0,0.4,0,0.06043956,0,1,0,0,0.05,0,0,0,0,0.948372665,1.171067228,0.495918367,1.351547205,NA,0,0.2275,0.2275,NA,0,0.085,0.085,NA,0,0.052747253,0.052747253,NA,0,0.071428571,0.071428571,NA,0,0.600791209,0.600791209,NA,0,0.275032967,0.275032967,NA,0,0.2475,0.2475,NA,0,0.385,0.385,NA,0,0.3125,0.3125,NA,0,0.975,0.975,NA,0,0.4075,0.4075,NA,0,0.56,0.56,NA,0,0.7125,0.7125,NA,0,1.3575,1.3575,NA,0,0.6625,0.6625,NA,0,0.7975,0.7975,1.524502261,2.6125,0,0.1,0.011063218,0.027350427,0.071922947,0.242477376,0.012024757,0.522340762,0.012820513,7,2.8,0.26241432,-0.237946554
NLA12_OK-R01,1,5/22/2012,0.42,0.4175,0,0.185,NA,NA,NA,NA,NA,NA,0,NA,0,0.036078431,NA,0.062387172,0.036878135,0.214194141,0.117430452,0.290541962,0.142489706,7,4.6,0.214777442,-0.137966814,NA,0,0.3625,0.3625,NA,0,0.0675,0.0675,NA,0,0.1175,0.1175,NA,0,0.005,0.005,NA,0,0.005,0.005,NA,0,0.02,0.02,NA,0,0.065,0.065,NA,0,0.0875,0.0875,NA,0,1,1,0.7,0.7,0,0,1.405555556,1.255555556,1.405555556,1.255555556,0,0.10546875,0.1,0,0,0,0.1,0.1,0.137755102,0,0,0.555555556,0,0,0.25,0.3,0,0,1.977967592,1.182304772,0.642147806,0.69611144,NA,0,0.0975,0.0975,NA,0,0.155,0.155,NA,0,0.045454545,0.045454545,NA,0,0.004166667,0.004166667,NA,0,0.743340937,0.743340937,NA,0,0.207037851,0.207037851,NA,0,0.295,0.295,NA,0,0.19,0.19,NA,0,0.2525,0.2525,NA,0,0.7525,0.7525,NA,0,0.875,0.875,NA,0,0.9425,0.9425,NA,0,0.45,0.45,NA,0,1.6225,1.6225,NA,0,0.5,0.5,NA,0,0.68,0.68,1.543084933,3.288888889,0.02490942,0.102083333,0.045211988,0.024129109,0.182771683,0.146347674,0.082896587,0.243519701,0.148130505,8,5.5,0.282483584,-0.074271552
NLA12_CA-106,1,5/22/2012,0,0,0,0,0,1,0,0,GRADUAL,NA,0,NA,0,0,NA,0.079310345,0,0.036526181,0.069117178,0.746644084,0.068402213,5,3,0.232701559,-0.326176099,NA,0,0.2325,0.2325,NA,0,0,0,NA,0,0.105,0.105,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.295,0.295,NA,0,0.005,0.005,NA,0,0,0,NA,0,1,1,0.7,0.4,0.1,0,1,0.6,0.9,0.6,0.033333333,0.083333333,0.1,0,0.05,0,0,0,0.1,0,NA,0.05,0.05,0,0.55,0.2,0,0,0.735817559,0.372477191,0.491666667,0.242243714,NA,0,0.005,0.005,NA,0,0.02,0.02,NA,0,0.477577232,0.477577232,NA,0,0.143374409,0.143374409,NA,0,0.191931587,0.191931587,NA,0,0.187116772,0.187116772,NA,0,0.297222222,0.297222222,NA,0,0.1625,0.1625,NA,0,0.025,0.025,NA,0,0.455,0.455,NA,0,0.405,0.405,NA,0,0.4325,0.4325,NA,0,0.1875,0.1875,NA,0,0.7425,0.7425,NA,0,0.43,0.43,NA,0,0.31,0.31,0.378447119,1.41,0,0,0,0,0.020539864,0.632417648,0.102037144,0.084821497,0.160183846,4,3.3,0.144879154,-0.149994469
NLA12_FL-114,1,5/21/2012,0.57,0.045,0.5075,0,0,0.6,0.3,0.1,GRADUAL,NA,1.34,NA,0.4,0,NA,0,0,0.098440115,0.063888889,0.755946609,0.081724387,4,3,0.050954332,-0.397757253,NA,0.2525,0.5375,0.505875,NA,0,0,0,NA,0.015,0.05,0.0471,NA,0.03,0.045,0.03845,NA,0,0,0,NA,0.11,0.025,0.033,NA,0,0,0,NA,0.03,0.01,0.0142,NA,1,1,1,0.9,0.6,0,0,1.443666667,0.8,1.443666667,0.8,0,0.111051282,0,0,0,0.25,0.427,0.566666667,0.144366667,0,0,0.2,0,0,0,0,1.34,0.4,0.737342872,0.597250659,0.595389442,0.374142544,NA,NA,0.025,NA,NA,0.06,0.185,0.175366667,NA,0.123964184,0.016556777,0.025795564,NA,0.005128205,0,7.87402e-4,NA,0.633228853,0.758190998,0.74961599,NA,0.237678758,0.225252225,0.223801045,NA,0.4,0.205,0.228833333,NA,0.2175,0.2425,0.236133333,NA,0.06,0.21,0.175366667,NA,0.6775,0.6575,0.640333333,NA,0.7775,0.935,0.92145,NA,0.9575,0.93,0.940066667,NA,0.2775,0.4525,0.4115,NA,1.45,1.5925,1.561083333,NA,0.6175,0.4475,0.464966667,NA,0.4925,0.6625,0.621016667,0.303498124,1.21,0,0,0,0.004878049,0.045654634,0.789955699,0.090494059,0.049308194,0.019709365,5,2.9,0.17035934,-0.168465586
NLA12_PA-102,1,9/5/2012,0.035,0.04,0,0.005,0.444444444,0.333333333,0.222222222,0,FLAT,NA,0,NA,0,0,NA,0.05941683,0.091650697,0.016780045,0.445715712,0.238887439,0.047549276,6,3.9,0.130209969,-0.101018045,NA,0,0.07,0.07,NA,0,0.0925,0.0925,NA,0,0.1375,0.1375,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.19,0.19,NA,0,0.015,0.015,NA,0,0.0875,0.0875,NA,0,1,1,1,0.7,0.411111111,0.2,1.661111111,0.8,1.25,0.6,0.137931034,0.127906977,0.2,0,0.111111111,0,0.2,0.2,0.125,0,0.25,0.05,0.3,0.05,0.1,0.2,0,0,0.82929477,0.532759379,0.733870968,0.324405064,NA,0,0.08,0.08,NA,0,0.08,0.08,NA,0,0.037710438,0.037710438,NA,0,0.004166667,0.004166667,NA,0,0.839393416,0.839393416,NA,0,0.118729479,0.118729479,NA,0,0.397777778,0.397777778,NA,0,0.154722222,0.154722222,NA,0,0.175,0.175,NA,0,0.74,0.74,NA,0,0.7175,0.7175,NA,0,0.99,0.99,NA,0,0.3325,0.3325,NA,0,1.4525,1.4525,NA,0,0.565,0.565,NA,0,0.4625,0.4625,0.652856969,0.88,0,0.11572054,0.050233149,0.0837352,0.067737569,0.245720475,0.241399661,0.127118198,0.068335208,7,5.4,0.210181403,0.031309295
NLA12_WI-R08,1,5/22/2012,0.085,0.075,0.015,0.02,1,0,0,0,FLAT,NA,0,NA,0,0,NA,0,0,0.591191191,0,0.27977978,0.029029029,3,1.5,0.203934669,-0.126655462,NA,0,0.09,0.09,NA,0,0,0,NA,0,0.03,0.03,NA,0,0.07,0.07,NA,0,0,0,NA,0,0.02,0.02,NA,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377269062,0.645270041,0,0.826580415,NA,0,0.005,0.005,NA,0,0.04,0.04,NA,0,0.03352659,0.03352659,NA,0,0.180496287,0.180496287,NA,0,0.573943823,0.573943823,NA,0,0.212033301,0.212033301,NA,0,0.15,0.15,NA,0,0.2475,0.2475,NA,0,0.045,0.045,NA,0,0.4425,0.4425,NA,0,1.0875,1.0875,NA,0,0.78,0.78,NA,0,0.2925,0.2925,NA,0,1.295,1.295,NA,0,0.3975,0.3975,NA,0,0.515,0.515,0.141421356,1.2,0,0,0,0,0.056394856,0.898021098,0,0,0.045584046,2,2.8,0,0
NLA12_OK-118,1,5/23/2012,0.158333333,0.158333333,0,0,0.1,0.9,0,0,GRADUAL,NA,0,NA,0,0,NA,0.129310345,0.098251863,0.063097006,0.252624908,0.376725625,0.079990253,6,3.5,0.293080446,-0.112133255,NA,0,0.365,0.365,NA,0,0.0875,0.0875,NA,0,0.035,0.035,NA,0,0,0,NA,0,0.0675,0.0675,NA,0,0.255,0.255,NA,0,0,0,NA,0,0.0875,0.0875,NA,0,1,1,0.9,0.4,0.4,0.1,0.85,0.5,0.45,0.4,0.133333333,0.065384615,0,0,0.4,0,0.25,0,0.045,0,0.1,0,0,0,0.1,0,0,0,1.230260443,1.249146845,0.555072464,1.298444383,NA,0,0.06,0.06,NA,0,0.055,0.055,NA,0,0.078571429,0.078571429,NA,0,0,0,NA,0,0.576190476,0.576190476,NA,0,0.345238095,0.345238095,NA,0,0.371604938,0.371604938,NA,0,0.408950617,0.408950617,NA,0,0.115,0.115,NA,0,0.8725,0.8725,NA,0,0.44,0.44,NA,0,0.6175,0.6175,NA,0,0.5175,0.5175,NA,0,1.3125,1.3125,NA,0,0.841666667,0.841666667,NA,0,0.695,0.695,0.234757558,0.72,0,0.085365854,0.033255694,0.015580333,0.190309478,0.232494697,0.213606653,0.161173285,0.068214007,7,4.7,0.253752855,-0.110120214
NLA12_CA-172,1,5/23/2012,0.5025,0.4725,0,0.04,0,0.444444444,0.555555556,0,STEEP,NA,2.133333333,4.6,NA,0.045454545,NA,0.256211938,0.329477183,0.057195995,0.270530465,0.004878049,0.036251824,7,4.2,0.175726461,0.199220601,NA,0.07,0.395,0.347,NA,0.0675,0.02,0.0237,NA,0.065,0.025,0.03285,NA,0.0675,0.035,0.03625,NA,0,0,0,NA,0.09,0.04,0.05225,NA,0.005,0,9e-4,NA,0,0,0,NA,1,1,1,1,0.2,0,0,2.603518519,0.3,2.603518519,0.3,0,0.216946779,0.191666667,0.1,0,0.25,0.05,0.1,0.290074906,0,NA,0.55,0,0.546666667,0.596666667,0.218518519,2.133333333,NA,1.045978262,0.395668185,0.461246724,0.151210089,NA,0,0.01,0.00462963,NA,0,0.03,0.021458333,NA,0.615542532,0.214285714,0.348943533,NA,0,0,0,NA,0.300228734,0.397619048,0.359702321,NA,0.084228734,0.388095238,0.3262485,NA,0.06,0.09,0.090555556,NA,0.015,0.19,0.161111111,NA,0,0.04,0.023703704,NA,0.075,0.32,0.247833333,NA,0.075,0.14,0.130166667,NA,0.11,0.16,0.1475,NA,0.015,0.23,0.166333333,NA,0.15,0.46,0.378,NA,0.075,0.28,0.251666667,NA,0.04,0.3,0.2305,2.561737691,4.933333333,0.048438805,0.105955085,0.250097214,0.186452675,0.044365859,0.252194241,0.058806253,0.003773585,0.049916283,8,6.2,0.121776668,0.309236001
NLA12_AZ-127,1,5/23/2012,0,0,0,0,0,1,0,0,GRADUAL,NA,9.9,NA,2.5,0,NA,0.209095133,0.087883012,0.031859817,0.046296296,0.593005925,0.031859817,6,3.777777778,0.14609508,-0.163121584,NA,0,0,0,NA,0,0.022222222,0.002222222,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.444444444,0.111111111,0.4,0.1,0,0,0.356666667,0.1,0.356666667,0.1,0,0.027648579,0.046666667,0,0,0.066666667,0,0,0.036026936,0,0.06,0.05,0,0,0.033333333,0.1,9.9,2.5,0.094031222,0.24817665,0.181449631,0.283586956,NA,NA,0.01,NA,NA,0,0.225,0.07,NA,0.533333333,0.219047619,0.456834246,NA,0,0,0,NA,0.466666667,0.561904762,0.480587396,NA,0,0.219047619,0.062578359,NA,0,0.03,0.009,NA,0,0.08,0.028333333,NA,0,0.235,0.07,NA,0,0.345,0.107333333,NA,0.23,0.26,0.235,NA,0.23,0.22,0.217666667,NA,0,0.315,0.098333333,NA,0.23,0.605,0.342333333,NA,0,0.11,0.037333333,NA,0,0.385,0.124666667,1.254148671,1.92,0,0.066880342,0.22664312,0.142421416,0.019514138,0,0.022222222,0.434998357,0.087320406,7,4.111111111,0.197096831,-0.02402451
NLA12_KY-101,1,5/24/2012,0.022222222,0.045,0,0,0,0.4,0.6,0,STEEP,NA,0,NA,0,0,NA,0.101953602,0.154732717,0.114619796,0.112413334,0.280006818,0.236273733,6,5,0.266996908,-0.151154431,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.065,0.065,NA,0,0.015,0.015,NA,0,0,0,NA,0,0.04,0.04,NA,0,0.01,0.01,NA,0,0,0,NA,0,0.9,0.9,1,0.8,0,0,0.9,0.8,0.9,0.8,0,0.069230769,0,0,0,0,0.9,0,0.09,0,0,0,0,0,0,0,0,0,0.234347498,0.613298755,0.636842105,1.129814072,NA,0,0.19,0.19,NA,0,0.19,0.19,NA,0,0.134500085,0.134500085,NA,0,0,0,NA,0,0.044529101,0.044529101,NA,0,0.820970815,0.820970815,NA,0,0,0,NA,0,0.38,0.38,NA,0,0.38,0.38,NA,0,0.76,0.76,NA,0,0.6325,0.6325,NA,0,0.03,0.03,NA,0,0.76,0.76,NA,0,1.3925,1.3925,NA,0,0.38,0.38,NA,0,1.3625,1.3625,1.490861049,3.56,0,0.006578947,0.044094339,0.204126718,0.106083473,0.170107864,0.174350987,0.084832702,0.20982497,7,5.875,0.196785162,-0.036535869
